Duration_Root_amplitude,Duration_Root_amplitude.1,Duration_Root_amplitude.2,Duration_Root_amplitude.3,Duration_Root_amplitude.4,Duration_Root_amplitude.5,Duration_Root_amplitude.6,Duration_Root_amplitude.7,Duration_Root_amplitude.8,Duration_Root_amplitude.9,Duration_Root_amplitude.10,Duration_Root_amplitude
243.5250364169965,284.8842580086568,291.03059608793905,279.0200806462713,213.78246990120505,339.67069781783687,333.55493401606776,265.62209958419305,265.6281832318268,413.6101104899915,545.1327320613678,239.74758827444828
220.3925250151412,410.87200648486527,234.6298577311809,284.45428776588835,275.9742560451816,445.5030947112606,321.30693547673167,306.0054363046692,216.2268708506116,472.4499992303427,454.3943607806113,228.05619904359384
337.78957135492544,192.0211283574524,178.22911937442282,266.2858194916018,302.8830605095407,451.1398012258919,382.8357964542032,349.1297509611021,361.36017304949473,408.30734587307006,732.2278095866615,329.9815644815994
385.7004653510497,191.6558040561464,212.81514868941977,422.75590789284655,533.7750304271561,456.77650774052313,461.48353402543086,413.9170775149707,222.6338479818681,344.16469251579747,555.2528299828531,429.2117751551791
479.2576693099924,191.2904797548403,247.40117800441672,307.94584572061046,360.46382920593646,301.6001481272252,432.744387410425,401.0476372315897,211.689210517896,280.0220391585248,519.1576472299901,592.7834150458342
497.3714655442959,190.92515545353427,280.0206439392655,358.6797135135296,370.28441756721503,146.42378851392732,404.0052407954192,360.0323885647129,231.6871632958461,651.9099686237261,498.5830304720877,655.1301453638196
463.4674209439025,190.5598311522282,286.3414503587795,369.688174990476,380.1050059284936,175.35334470447657,375.26609418041335,341.8248076634904,225.1302758902905,632.2997757575826,478.0084137141854,671.9109428090986
422.9325844225295,190.19450685092207,292.6622567782935,302.10263144559764,389.92559428977216,364.752003706301,354.48334258690454,324.67014403744,201.19947698270545,612.689582891439,212.58755226120488,647.7603034783607
484.5375812645644,189.8291825496161,298.98306319780755,372.6383703597747,359.1400748098377,310.343596852469,323.5109344642599,300.10842578649806,177.26867807512042,593.0793900252955,347.5843303844713,624.2531036868268
526.7933663896989,189.4638582483101,108.59359128446216,659.9361491802523,328.35455532990323,255.935189998637,292.5385263416152,284.3210900674301,286.2568061611354,573.469197159152,304.40401203259546,604.1139549121134
377.07022451701744,189.09853394700403,128.8291785523703,377.66142988396047,242.7841153050981,311.2293199357889,261.56611821897053,369.43878424464594,395.2449342471504,553.8590042930085,280.39842878136307,652.6044072081517
477.9991771184525,188.733209645698,149.06476582027847,286.8262920753312,225.3153301410374,194.741985371238,230.59371009632585,367.93609947002346,360.62992554982605,534.248811426865,257.9015294058496,626.6964211249791
236.96427603034417,188.367885344392,94.75802993711484,114.36965122503452,143.4722354741961,186.55937552601523,430.1710861951801,355.2738407076332,578.2400537466842,514.6386185607215,268.46466289081815,625.1304293741713
150.04743857394834,188.0025610430859,129.2749400642075,527.6506990653985,132.47316658045295,260.82523060981595,442.3316208714739,336.383283940013,299.1341299896694,495.028425694578,290.4806589864621,603.2037603314702
173.68357136803547,187.63723674177984,133.51418768752723,429.9916812243915,142.6542272698904,277.97110891951604,454.49215554776765,347.958801929447,309.1505524448462,475.4182328284345,260.22475606303215,542.8524581160149
184.13056305127336,198.0893998090358,137.05019673753716,332.3326633833845,152.83528795932784,291.92564834022346,466.6526902240614,346.66909189833126,268.5381238176511,455.808039962291,150.66603806946156,547.9869076343294
176.84885865038697,208.5415628762917,140.5862057875471,327.00039378842746,163.0163486487653,305.8801877609308,478.8132249003552,344.84768259554534,305.615261446394,436.1978470961475,211.44152208087604,538.6178906699602
169.8694618210831,218.99372594354773,144.12221483755704,379.5530473299321,161.46096027244965,365.2899417936951,490.97375957664894,342.7376079391693,342.6923990751368,416.587654230004,214.5474333208711,551.865108185302
214.2462056460655,229.44588901080368,147.65822388756695,306.9334989011006,159.905571896134,327.99536997414856,445.2352808049174,345.81033157460337,416.6503811067085,396.97746136386047,355.5904139969753,532.7315850011298
234.66644427327404,239.8980520780597,151.19423293757688,234.3139504722692,158.35018351981836,290.700798154602,399.4968020331859,311.0701371956519,155.66400846736963,377.36726849771696,258.3866126306001,536.2100184522786
190.6943605795905,250.3502151453156,154.73024198758682,785.5118545689854,162.4484808352671,400.0691208751211,87.14807752427372,322.0041037556952,23.84969851276312,357.75707563157346,176.53454871110245,564.1387529016647
176.2961242800884,260.8023782125716,158.26625103759676,427.9054264593081,188.60732784290872,221.4907242348663,300.5714916297122,342.03086831721345,364.5618975542416,341.9574116420707,130.63805280068038,544.5198938495696
251.4686739052969,271.25454127982755,176.3282829053918,196.3901131510124,214.7661748505504,480.3647877157504,513.9949057351507,336.9859645044602,400.454085698192,326.15774765256793,282.1338487120455,536.1873372241602
211.6758987025813,281.7067043470836,194.39031477318687,240.3228461589109,240.925021858192,376.95219778925394,466.084460004943,333.0760961178075,346.2121284210841,331.456123701242,177.4103026842018,555.5808248053463
343.3205307143303,292.1588674143395,212.45234664098192,441.5591883215886,267.0838688658336,298.1017525667647,418.17401427473527,308.4928018976893,228.87869689226363,336.75449974991614,189.7124967298283,549.3920771279543
247.7402255763436,302.61103048159544,230.51437850877696,121.32895729071168,225.8837566091201,325.2118916945565,101.7963155153914,324.52653329999254,425.72857162116287,342.0528757985902,174.6780151101856,551.9016528926297
211.5250338405033,475.66352809491696,248.57641037657203,230.74269591877552,187.3775575439688,317.6787875986357,373.85083142480136,321.75496495235024,268.7151468969715,347.35125184726434,199.28981134441463,540.7102207063214
240.7690703755057,461.77569541237625,266.63844224436707,215.0342869518767,218.1771872579804,310.1456835027149,265.93047054757614,327.5836503468151,310.89385550456205,352.6496278959384,277.0362632671672,550.6203320831024
199.8164834492949,447.8878627298356,284.7004741121621,203.33442136847896,309.3828150045608,302.6125794067941,354.4022285759895,333.0847083364493,233.49590164768765,357.94800394461254,360.6037150663249,540.7312941111778
162.41706271381435,434.0000300472948,302.76250597995715,319.81846941896544,276.2727294095113,398.2418754351776,210.8110040423063,287.09374326178386,270.4902905927471,363.2463799932866,391.8497304451381,546.1484555056003
206.4468025644491,420.1121973647541,320.82453784775225,195.29677016719825,229.1619099305923,331.49648231046194,352.3621908923705,283.5987248015715,575.981018481415,368.5447560419607,294.5054826280433,520.9877176382258
235.2919178950376,406.2243646822134,338.8865697155473,403.11062993380045,232.6251190486328,289.5095925949965,241.90144821833584,283.4701940657313,240.7881253428271,373.8431320906348,266.9659709061047,550.0385046786059
