Rise-Time_Standard_deviation,Rise-Time_Standard_deviation.1,Rise-Time_Standard_deviation.2,Rise-Time_Standard_deviation.3,Rise-Time_Standard_deviation.4,Rise-Time_Standard_deviation.5,Rise-Time_Standard_deviation.6,Rise-Time_Standard_deviation.7,Rise-Time_Standard_deviation.8,Rise-Time_Standard_deviation.9,Rise-Time_Standard_deviation.10,Rise-Time_Standard_deviation
127.35166236323744,97.777080637903,207.61605065591525,96.7738876142712,83.68163071993433,156.30398427810263,283.1609307940086,63.25489707715872,53.4053099230918,209.16361514374336,41.69725779912518,490.4938685900585
20.141529638038914,18.496996753226963,119.9274732093213,30.524485515342125,15.698785781072369,24.16855165062418,22.479072446632262,97.19543268916266,29.561498984696662,7.697185632857418,11.948603891170588,47.30844285571126
22.944360420612007,12.049999999999995,32.23889576272736,35.290225886074765,16.0,22.047792607385908,14.819431688008674,10.048084947185712,33.520176345333,7.779871184256466,1.349999999999998,30.03846492416016
30.399726615509653,12.354166666666664,25.39444788136368,22.39983258866012,16.204686822027753,19.92703356414764,13.157085121290692,26.15948322109864,18.647430564736435,7.862556735655514,26.95,49.599767111193415
18.77552593879861,12.65833333333333,18.55,34.617661677242154,10.749999999999996,28.513516782073825,12.403929069800956,8.449773691250023,36.79423263985208,7.945242287054562,17.7,37.07272779313217
21.636348485319072,12.962499999999997,14.15,6.341332667507673,71.64820579911053,37.1,11.650773018311222,5.17264992606157,16.049999999999997,76.46394938502429,197.49184686566468,45.50669686957648
17.843962205393655,13.266666666666664,36.87056585403523,19.363622505698924,132.54641159822106,5.900000000000002,10.897616966821486,8.044554709541242,15.06129144529114,72.84458326644844,377.2836937313294,37.90814203756756
20.442435983386275,13.57083333333333,59.591131708070456,21.40226003705865,193.4446173973316,26.49535053551849,13.7,19.758948699741296,19.20564572264557,69.2252171478726,23.75,35.93581025428806
18.69240057724512,13.874999999999996,82.31169756210569,17.147690975321545,98.5223086986658,25.54247257460113,12.1125,14.909765046773876,23.35,65.60585102929674,23.67406231282016,40.63662397022012
24.049766383145773,14.179166666666664,13.45,19.464675697272742,3.6000000000000014,24.589594613683776,10.525,3.216911672716422,26.303692964342048,61.9864849107209,30.92509599617081,40.74218623533301
20.210598407370007,14.48333333333333,16.441423667630435,43.31228711204285,30.59806184856957,39.53822302411967,8.9375,8.828606316619197,29.25738592868409,58.36711879214505,46.44204569723816,23.50340197837504
23.200885493835024,14.787499999999998,19.43284733526087,18.562239484875672,15.125191852384171,36.67986899581157,7.350000000000001,2.8661857854311354,13.969967788080258,54.7477526735692,40.9156908786102,26.466738030309987
14.625420297948972,15.091666666666663,17.253598658444176,26.73063161742847,9.52388444911004,20.085286489015875,82.37172588024241,7.306517057910472,38.85957282317962,51.12838655499336,52.23135998605498,28.566261915326773
17.730622425209496,15.395833333333332,18.446860618182885,41.085694286454505,12.5327210621725,52.71195912575283,73.36303968381522,15.675093702139764,10.877225240180504,47.50902043641751,38.67369790786089,23.88252840464421
18.32054190589783,15.7,38.644428770522666,27.01778934707818,11.305147374781669,28.752043675406192,64.35435348738802,5.770132667452283,54.189961016778746,43.88965431784166,32.76837264813058,30.926303674175323
19.262332751786257,16.163636363636364,35.63971366911645,12.94988440770185,10.077573687390831,33.88214623207956,55.34566729096083,18.47074123444904,10.840318261010603,40.27028819926581,39.033048816366026,37.67990002087036
58.30615294464959,16.627272727272725,32.63499856771024,18.320783109627165,8.849999999999998,39.01224878875294,46.33698109453364,25.961302175246352,20.106215337451403,36.650922080689966,41.120700045686434,44.754237328430605
17.01435516323978,17.09090909090909,29.63028346630403,25.4330981073648,6.4785251576419896,27.750818616471435,37.32829489810645,22.25482248480853,29.372112413892207,33.03155596211411,36.02385884636896,42.20347788801514
18.747331387430336,17.554545454545455,26.625568364897816,16.659422371454603,4.107050315283982,25.01580427430402,30.86102774234498,18.824397822337747,23.40026115713716,29.412189843538265,48.99947619591508,40.33525413055133
17.455537376082013,18.01818181818182,23.620853263491604,7.885746635544411,1.7355754729259751,22.280789932136607,24.393760586583515,27.655672947026343,27.934456815034373,25.792823724962417,49.26306016907823,47.95951978241317
18.751900218771024,18.48181818181818,20.616138162085388,15.682686844627954,12.877043949197551,19.35,4.016557373703717,22.97503702625014,19.13466894293067,22.17345760638657,6.434171529055324,43.09891955239171
31.629219348179014,18.945454545454545,17.611423060679176,32.150894233286884,14.923083794437826,19.59495399898204,5.948949808486964,14.04845547327504,51.31696503106941,15.35411155560202,20.28044197079078,48.486053536355726
21.789608964447467,19.40909090909091,16.56028075461126,15.680419495522292,16.9691236396781,8.472082475665598,7.881342243270212,22.218994813526905,29.98699718211212,8.534765504817472,31.666289471437743,37.2478202238129
22.222281519195263,19.872727272727275,15.50913844854334,25.750000000000004,19.01516348491837,23.86867984516572,13.52291974488983,19.426938378368693,21.51646735286577,8.61520171274935,8.512238943135232,49.02551365185831
24.086906261586144,20.33636363636364,14.457996142475425,28.167712012160305,21.061203330158648,20.55,19.16449724650945,36.08052463702323,13.589807104696416,8.695637920681227,9.796517561639677,48.90458429562382
30.79453155755946,20.8,13.406853836407503,30.072578871789496,12.047221901980372,21.4,27.67324600446143,29.97853668740481,12.223395145739536,8.776074128613104,10.644924159743072,48.34784507989582
17.920778536107573,17.950000000000003,12.355711530339589,56.23085941165234,0.8000000000000007,14.8,20.69359426851701,13.731344223808108,25.085049775159355,8.856510336544982,15.10292650081066,39.92265495072942
32.36674020708291,17.147368421052633,11.30456922427167,22.00825540076096,10.900000000000002,8.200000000000001,16.15,12.909163357901797,10.224206570683126,8.93694654447686,67.23757681190772,43.88015376538606
12.676892926971917,16.344736842105267,10.253426918203752,69.95958184349,14.783360751264944,1.6000000000000014,1.0,9.355055070126385,27.45026183845976,9.017382752408738,28.84138183448305,46.259186355537125
13.720253586181846,15.542105263157897,9.202284612135834,25.09571159549833,98.71066411654331,16.956676823271973,15.738182868425438,19.91532275260094,7.370753014448389,9.097818960340614,4.100000000000001,57.811087785152175
15.68250087852346,14.739473684210529,8.151142306067916,18.56232744027537,16.683391608289835,20.826714030462224,12.999999999999998,13.819925393905654,3.013672547278853,9.178255168272493,31.907229414176484,49.37528328201725
26.292215367334205,13.93684210526316,7.1,35.698827361693546,19.90062813079024,20.144549718949964,44.7769533974293,13.289384313117406,34.7001671465715,9.258691376204371,35.854723267033535,48.57976308344589
19.674921924533184,13.13421052631579,13.71284880038507,55.83235283626093,17.099999999999998,38.30782408407181,34.10130226495287,7.360679845543077,10.635876785672163,9.339127584136248,55.05264843765466,43.73187301112982
20.54954383761748,12.331578947368422,14.000310044786728,57.6341441393781,16.25058768168093,3.958501609433487,23.425651132476435,9.314839764992188,26.6624530004274,9.419563792068123,41.60687398507508,54.16762190838387
18.182237889112294,11.528947368421054,14.287771289188388,63.00774023143818,20.49792672442752,57.78116777644231,12.75,12.49209570902787,44.22343521507824,9.500000000000004,44.43892778262248,58.16369993835429
20.23297579495585,10.726315789473686,14.575232533590048,84.5728993229444,7.537609405876344,34.05250666069303,16.958831682089063,48.13206731211516,26.425449381230965,6.100000000000001,18.52044372949795,38.04531967332916
17.77289901939612,9.923684210526318,14.862693777991703,73.00733382341171,15.556194907495856,67.54153044658996,21.16766336417813,30.16253972682882,30.8817392350531,2.7,28.52606119464944,50.81520192972922
47.86422281069095,9.121052631578948,15.150155022393363,68.34862348934973,4.432903884784375,21.695847272897385,17.773052803481775,22.93530662477008,22.74923295410199,3.455,23.39421989629952,55.942088595532496
15.979410736689848,8.31842105263158,15.437616266795024,54.408467734242045,10.012234922191952,54.412050417359765,14.378442242785418,12.46959335817002,26.530187208787904,4.21,30.556906704483588,48.68492294473022
39.79215401782309,7.515789473684212,15.725077511196684,66.18681111641229,9.47374838005646,43.472462769193626,10.983831682089065,30.81465356028551,10.705450325262673,4.965,8.096560116141035,43.0902126507636
37.226824373559744,6.713157894736842,16.012538755598342,103.22940099391089,14.482622932732925,28.8900475726758,7.589221121392709,57.56361312158733,22.23491304288576,5.720000000000001,27.50703743234119,52.8403133315596
36.95616350405313,5.910526315789474,16.3,112.3693053684152,20.954920370528843,57.41486493139248,4.194610560696354,26.46135189068676,21.69062714135126,6.475,44.26536602986341,44.07092198397808
14.84485730588653,5.1078947368421055,15.997291598670143,102.66903100236966,14.601485534467928,132.94540083167152,0.8000000000000007,14.756980347454288,30.73089260992036,7.23,38.01927618329361,50.85275134395977
11.802762005029216,4.305263157894737,15.69458319734029,99.68958033079792,12.73036986075754,54.12680686262132,1.3625000000000007,5.266157663255345,32.102120987171546,7.985000000000001,50.20764814347277,40.03288975218608
17.886176676547127,3.502631578947369,15.391874796010434,80.26563730841181,12.093957848169628,18.48118494750323,1.9250000000000007,8.494501427029233,26.378397293050234,8.74,30.670682296796407,52.84184083643425
24.74216325772847,2.7,15.089166394680577,67.3230665242027,19.20324662832069,15.23714721246443,2.4875000000000007,26.128969057212288,60.60033198495196,9.495,21.93057147905462,51.18342132512845
30.076561739970355,3.568181818181818,14.78645799335072,103.97041044857812,17.608236185648305,47.37794226831983,3.0500000000000007,22.91056932621298,6.178918103164974,10.25,105.81716411916464,51.98356888401024
29.41878805155111,4.4363636363636365,14.483749592020866,71.09712161897811,16.211183428497772,30.06276295332485,3.713636363636364,25.53740758946633,44.87425596688784,10.15,26.256553890833093,48.550056769500806
19.39111851649597,5.304545454545455,14.18104119069101,58.489722246646,17.36635291643763,29.844796607890064,4.377272727272728,17.315412799242274,46.34049648792698,4.799999999999997,45.413838782195405,45.67915121216792
16.108469110694255,6.172727272727273,13.878332789361156,83.73651148182462,20.20930434336643,54.69594957581411,5.040909090909091,41.26980183148299,79.2549756100563,25.939899768503345,44.98530495774631,53.47811278651768
13.034151410951418,7.040909090909091,13.575624388031295,81.94652219588089,15.899122558120752,39.36555103556069,5.704545454545455,6.476328733277502,144.70211717415003,22.494949884251675,40.33940557560196,52.30915734408916
16.55270965835255,7.90909090909091,13.272915986701442,106.51808615102804,20.50688542893248,54.3872768004621,6.368181818181819,14.01074737918018,39.20014526617074,19.05,35.97987886540153,57.812144286439846
14.113083126175788,8.777272727272727,12.970207585371586,87.32474867854377,15.240671932479982,23.61673089850567,7.031818181818182,10.249336021854727,30.81400871213274,18.81023203281108,13.050230878743884,53.52296835071055
10.624414942743652,9.645454545454546,12.66749918404173,93.78473656200195,18.295815368951605,24.52442975471605,7.695454545454545,125.49666330225676,50.91484487427442,18.570464065622147,14.734137360664988,38.93081638883427
24.099092192269328,10.513636363636364,12.364790782711877,74.1211131388653,20.407796164487618,26.680679267030964,8.35909090909091,106.54326087622276,16.785125359476268,18.330696098433226,26.14173356900734,32.82615230541268
16.638093501839045,11.381818181818184,12.06208238138202,103.06636135522498,17.73141679167616,14.223475296700288,9.022727272727272,87.58985845018874,25.230366404174333,18.090928131244294,44.09746908888708,37.64920459202417
17.46073212640826,12.25,11.759373980052164,85.05265162083128,17.414718466643347,31.402857920297915,9.686363636363636,71.39391557050085,29.75621989134746,17.85116016405537,15.927980211979737,28.906516558195715
17.312836684078864,12.234868421052632,11.456665578722308,79.218026505903,21.858209187865608,25.26932375482177,10.35,87.40691664469885,34.83999316829643,17.61139219686644,22.3722849928761,32.699179917641075
16.42833720276837,12.219736842105265,11.153957177392453,87.23057403305253,32.95076403682186,22.331578638951232,10.752367961694556,131.44942024635367,48.50000000000001,17.371624229677515,63.960933612412425,37.748233825045766
17.844043988604003,12.204605263157896,10.851248776062596,80.24252455250439,24.60200678321063,22.44710919114179,11.15473592338911,38.48615329671989,13.832891559210928,17.131856262488586,23.37910360144505,31.983216598999828
