Rise-Time_Shape_factor,Rise-Time_Shape_factor.1,Rise-Time_Shape_factor.2,Rise-Time_Shape_factor.3,Rise-Time_Shape_factor.4,Rise-Time_Shape_factor.5,Rise-Time_Shape_factor.6,Rise-Time_Shape_factor.7,Rise-Time_Shape_factor.8,Rise-Time_Shape_factor.9,Rise-Time_Shape_factor.10,Rise-Time_Shape_factor
1.0452710924967377,1.0443481266351695,1.037813025043388,1.332113135305779,1.0410100249525025,1.0989377851588389,1.0198251812277943,1.2096763092163278,1.192750467731882,1.057346720322169,1.067759286893415,1.098953489523915
1.039839665263046,1.049382015953828,1.045342512487429,1.339742013836671,1.0463427612839205,1.3263619603053851,1.0190944627540643,1.1700884666816609,1.3446202800852245,1.0540126965330674,1.0341642204956525,1.090767933156913
1.0313571824215686,1.054415905272486,1.05287199993147,1.2778594065721145,1.0399549940242978,1.2503262589389768,1.0183637442803344,1.0255831798063015,1.1186977567165115,1.000331935775438,1.2761750983297406,1.0558140933819598
1.0695933388578345,1.059449794591144,1.060401487375511,1.2652945372390094,1.0385674462662775,1.49356225527588,1.0122567507737066,1.0000291354068094,1.0339553431694997,1.0011677421138967,1.25886129398587,1.0898433867410895
1.1202541614925785,1.0644836839098024,1.067930974819552,1.4844109696024166,1.0374035430674522,1.550923349934751,1.0001575718673628,1.0104125529284764,1.0239515853318404,1.002003548452355,1.0688498886687632,1.1025100909945331
1.1184994836613131,1.0695175732284603,1.075460462263593,1.2737122903545215,1.0345039050557296,1.391420644499449,1.002132519671158,1.337619751490604,1.2574562124066435,1.002851719500087,1.2947711089877605,1.1669491384238295
1.1946693069722416,1.0745514625471189,1.082989949707634,1.3745308793108055,1.0693039678475276,1.1125044134641997,1.000062253900624,1.01246534090509,1.2428146574743086,1.0036998905478187,1.2188265160899407,1.1197865363673851
1.2462580525285984,1.079585351865777,1.090519437151675,1.5298286404489962,1.0940897459334429,1.152115918741567,1.00024603372111,1.00477484673094,1.2281731025419738,1.0045480615955509,1.435857735000818,1.163380232763672
1.2460790943389766,1.084619241184435,1.080056735654708,1.7125849141057152,1.0706367804302912,1.160608966456944,1.000429813541596,1.0045902805654376,1.3512952209688749,1.0053962326432826,1.435142448048906,1.126663691357658
1.1232304985487394,1.0896531305030934,1.046516038725286,1.1408400435532189,1.0557892477517776,1.1459301412299736,1.0523227705706293,1.0171230240744358,1.1808881287978483,1.0030239762647002,1.1603354658725218,1.129215522246842
1.1917684878426835,1.0946870198217515,1.0129753417958645,1.113574755548884,1.1075759289845406,1.0751693223288636,1.0392425591407308,1.0276917500683964,1.0445582153747834,1.0006517198861178,1.0893966051639583,1.1874925284555682
1.1159347484272948,1.09972090914041,1.0184063678666593,1.136976159075361,1.0665458898709934,1.0498813096666286,1.0261623477108324,1.0050248781618232,1.4416734003026437,1.024326732799926,1.450657389432456,1.1636724429986025
1.2129283622120608,1.104754798459068,1.0030710245042087,1.0813164382347449,1.0555118411783662,1.0793360352730357,1.0130821362809337,1.0016323878400892,1.259933739947268,1.048271605764989,1.9562914393501072,1.2375453261149405
1.1372122645246103,1.1097886877777263,1.0523871002858798,1.1521684175296365,1.067043105136002,1.0567265310565523,1.0000019248510352,1.0016574533528986,1.1331079024795394,1.072216478730052,1.623687395634502,1.2264878757968336
1.0956572239926663,1.1148225770963844,1.0093355269954312,1.1297323244058115,1.3243570913748623,1.0546708709158563,1.0041873902034877,1.0011796350657725,1.2172845050189651,1.096161351695115,1.5810448248085411,1.4010687037329483
1.1791462503066372,1.1198564664150426,1.0537232213269945,1.3027149638360886,1.0447383331151587,1.0483904014654069,1.0083728555559404,1.001558435836933,1.0424256349617504,1.120106224660178,1.8182526539050337,1.174620138866552
1.194370782179484,1.1248903557337009,1.0981109156585578,1.091019515435101,1.0511949957858795,1.0195923377653997,1.2141760848845466,1.0439182943553786,1.000244741273896,1.0795131616631068,1.0537868732689764,1.225067135725344
1.112589205324894,1.129924245052359,1.142498609990121,1.048552282959287,1.1223615388016814,1.127815724620958,1.0835624038251872,1.1116943228028666,1.0744129191031808,1.006219544024289,1.0297945655069396,1.103156515378653
1.1675943459306246,1.1349581343710171,1.6931131550353162,1.1099536405916632,1.1177671645645353,1.068323282922702,1.031275961649571,1.1291431895819477,1.200673963770565,1.0032431901523504,1.0144559445062942,1.2782043941827832
1.0049722379799906,1.1399920236896754,1.6185268505800274,1.1712957154911063,1.0761368918284469,1.001986953461425,1.266496066836503,1.0735201037953763,1.4566865761757724,1.000266836280412,1.0676032245491067,1.2663499169918284
1.0217627662787891,1.1450259130083338,1.5439405461247389,1.0843340467154678,1.0556224532824736,1.0028774168952377,1.5017161720234349,1.0953788104227282,1.330121724801574,1.0001348627572018,1.377163259913836,1.2706651304254704
1.0047596960537486,1.150059802326992,1.4693542416694505,1.0185412808169183,1.0552984976730138,1.2323581330754132,1.3355184160072309,1.0241888298878776,1.3128047964741538,1.0000028892339918,1.14428718320999,1.1536659815569164
1.030842772154104,1.15509369164565,1.3947679372141617,1.0358096584973917,1.1012184951761463,1.1838060522419225,1.1693206599910266,1.0314723966279142,1.1009712668153662,1.0041237288352056,1.2433076527355365,1.1651652264075831
1.0171412505897206,1.1601275809643083,1.320181632758873,1.091481914519011,1.1314904054643278,1.1362907932381,1.0031229039748226,1.0439434827934595,1.0138101227608949,1.0004274356634273,1.049132836903939,1.258703312262628
1.0081643174337582,1.1651614702829665,1.245595328303584,1.2360912245058049,1.1598913107571056,1.1301242167452858,1.0441460526126392,1.0225660775047465,1.012357065849023,1.0207486112530018,1.2137674736041055,1.324663885907927
1.0401886995912386,1.1701953596016248,1.2290956686022536,1.205983085780142,1.1144279843256029,1.4372898843458746,1.0851692012504557,1.0652435826284072,1.0093720711844425,1.0410697868425765,1.1514000407996503,1.3046462286707363
1.1013811308425538,1.175229248920283,1.2125960089009231,1.0633452946651676,1.088280830118745,1.2054280261709462,1.1261923498882718,1.053185559644254,1.0179473122676124,1.0211610113123335,1.1518157168819347,1.2513644806437747
1.0317276506548447,1.1802631382389412,1.1960963491995924,1.1357224101534988,1.1180914443804382,1.133000237619222,1.1672154985260883,1.0758837339668588,1.0237213364201363,1.0012522357820908,1.188137149756091,1.1275733771387
1.0175461040086984,1.1852970275575994,1.179596689498262,1.3398816670676388,1.0849431319871905,1.4036122849694417,1.1343335137687651,1.044013426765517,1.0202547131819042,1.014616059254884,1.0754082191528571,1.291710550700839
1.027666891728112,1.1903309168762577,1.1630970297969314,1.360604112177103,1.0871770634423328,1.0240169269695008,1.1014515290114422,1.0909593685155825,1.0101500214942238,1.030141053339869,1.076785591027583,1.2512546946003265
1.0215139505434114,1.1953648061949158,1.146597370095601,1.3014069388884388,1.0788639265707904,1.0103677029746727,1.0685695442541192,1.1020887474265932,1.012831994390617,1.0456660474248538,1.078162962902309,1.6117753041176877
1.0806063532197896,1.200398695513574,1.1300977103942704,1.1258349741305629,1.063048940180684,1.0888532732942515,1.035687559496796,1.158380960090308,1.0635890897527474,1.0611910415098385,1.0513695310193183,1.3674919512280947
1.102346728077663,1.2054325848322325,1.1135980506929395,1.2964413884107502,1.0743824498157584,1.0541606834318125,1.002805574739473,1.2020300034546267,1.183591591229821,1.076716035594823,1.0716736035126362,1.111007053169795
1.0601329079936312,1.2104664741508904,1.0970983909916092,1.1448171271016472,1.078292480204802,1.122990058843489,1.002338000742188,1.1526430817516804,1.0351756627698268,1.0922410296798082,1.091977676005954,1.0696284589034526
1.11180581950628,1.2155003634695487,1.0805987312902787,1.072153394496563,1.094799038244337,1.0965250781265372,1.0018704267449028,1.1602948584576815,1.105043227126229,1.0899755802947515,1.112281748499272,1.0650822402061464
1.0878212608585445,1.2205342527882068,1.067657978772736,1.184345515269635,1.110258795435991,1.0448040074631115,1.0014028527476178,1.3023324078219474,1.065737759967316,1.0877101309096946,1.1143042974632236,1.1463883248542546
1.200472772789252,1.225568142106865,1.0547172262551936,1.4011369272538785,1.0884232726225955,1.079070521608137,1.0009352787503327,1.3044665551508785,1.0176985679523822,1.085444681524638,1.1163268464271752,1.0804617783145058
1.2197003893230445,1.2306020314255233,1.041776473737651,,1.0650172010118983,1.034949242395675,1.0004677047530477,1.399237127408893,1.0251210842989644,1.0831792321395812,1.1183493953911268,1.1021056715404338
1.0923107192712755,1.2356359207441814,1.0288357212201082,,1.0529695083538873,1.3287286186178664,1.0000001307557624,1.4172900247003162,1.019837315007222,1.0809137827545243,1.1203719443550784,1.1259848545580815
1.0999907314159858,1.2406698100628395,1.0158949687025658,,1.0470081564545075,1.0929844673842886,1.0002200298109325,1.3977883629345484,1.065859984266559,1.0786483333694676,1.0619801221169982,1.0838552476711294
1.1398112296818206,1.2457036993814978,1.0029542161850231,,1.0673815651004503,1.1593084214883391,1.0004399288661026,1.3426677199949515,1.0644328803753789,1.0763828839844107,1.003588299878918,1.1398180780045082
1.130652155887589,1.250737588700156,1.007253740375809,,1.1107169052122865,1.465187594302129,1.0807727491479084,1.257574947072074,1.241922741770383,1.074117434599354,1.0713709380144951,1.0612212634288771
1.2532858164225722,1.2557714780188145,1.011553264566595,,1.1102030073861504,1.219689077172386,1.1611055694297143,1.1794066100064082,1.1746918063872305,1.0718519852142974,1.0443614962863084,1.0853854106371086
1.160608586517977,1.2608053673374724,1.015852788757381,,1.0875774825192406,1.1257679221211692,1.2414383897115204,1.1591427171541044,1.1296057008410485,1.0695865358292405,1.0173520545581218,1.1565220445577886
1.3116317184871862,1.2658392566561307,1.129008030870655,,1.088247499476175,1.1365627462180146,1.1706881601699208,1.1885135554268849,1.050118578181371,1.0673210864441838,1.101759410311526,1.0920857823024988
1.025427585576088,1.2708731459747888,1.1605955714751517,,1.1127971484095398,1.2160471731856417,1.0002970770442845,1.1609094066583772,1.0613867312679226,1.0650556370591269,1.031313024851855,1.0939998282565866
1.0810678531932387,1.275907035293447,1.192183112079648,,1.149834533976409,1.214776432741328,1.0008007361889943,1.116070761233125,1.2378702385201945,1.0627901876740702,1.1093766995288752,1.0809608979590426
1.0799849183232058,1.2809409246121053,1.2237706526841443,,1.217354422534301,1.2022345601303992,1.0012204049501108,1.2238949960333796,1.500797908406528,1.0605247382890135,1.0128730355891469,1.0751823038313182
1.157818847141116,1.2859748139307634,1.2553581932886408,,1.155032801054921,1.173389284899251,1.001640073711227,1.3603700961822154,1.4324192997785508,1.0582592889039566,1.0278134573272548,1.13452720861074
1.0260066957952871,1.2910087032494215,1.2869457338931374,,1.184016895095099,1.18992975823533,1.0020597424723434,1.2123453890608205,1.3322494882146316,1.0559938395189,1.0059330734597969,1.0993906085256024
1.0578427373031027,1.29604259256808,1.318533274497634,,1.1273501321797073,1.1895367974167244,1.0024794112334598,1.3177480992132695,1.0903210210848338,1.007390292887162,1.090117315074822,1.1170075266102013
1.0139241145312878,1.3010764818867382,1.181470294448146,,1.162728070961002,1.150288573078651,1.0028990799945765,1.4361568409891607,1.0495937876686745,1.0100813949664873,1.1651594834712118,1.1063840859386784
1.017973784763888,1.3061103712053963,1.09858731501875,,1.187974601531456,1.1003545967091544,1.0033187487556925,1.4121246651948625,1.065974783819783,1.0127724970458123,1.0432937544117311,1.072997247469912
1.0068590196434333,1.3111442605240544,1.0832825831086297,,1.1316402512231392,1.0971403183638624,1.003738417516809,1.3507488655645776,1.0749609079386746,1.0154635991251375,1.0163370174890982,1.0876782074524298
1.0031708400482515,1.3161781498427128,1.1262984185527287,,1.2156854908307564,1.149746286472363,1.0041580862779254,1.363428933094291,1.0882875832861671,1.018154701204463,1.2932664560179985,1.1117578680866151
1.0185946788474562,1.3212120391613709,1.1019917480957837,,1.1273187208023026,1.1563230315278936,1.0045777550390416,1.2703869612720262,1.0582840348984917,1.0208458032837884,1.4356801767525202,1.1436972262906762
1.0016447238906705,1.3262459284800292,1.279782514907253,,1.1997980926345408,1.2819111567265995,1.004997423800158,1.2114120333233076,1.4196987022947751,1.0235369053631136,1.0782852992295835,1.0636385691545844
1.0029741637195828,1.331279817798687,1.2135759744042236,,1.1909937875910035,1.032264086487578,1.0054170925612744,1.2415645109154827,1.4547590594819877,1.0262280074424388,1.4771535877126445,1.0789494493780687
1.0092507999164018,1.3363137071173457,1.158501713784262,,1.208140591081632,1.0602420794926728,1.0058367613223909,1.177567113643092,1.1161701275203857,1.028919109521764,1.0103618753403396,1.0557440330230614
1.0050575248728482,1.3413475964360038,1.1034274531643005,,1.2016594507093057,1.0572765112420908,1.006256430083507,1.1307378833481798,1.346224443332697,1.0316102116010892,1.062578268424656,1.067628422552641
1.0071519321538618,1.346381485754662,1.048353192544339,,1.174472199517296,1.039094467881606,1.0066760988446235,1.1137620255774712,1.0342291475344996,1.0285064194842617,1.1231688466347358,1.0558324510254191
1.0112935717250466,1.3514153750733202,1.0278943705981554,,1.219087500884094,1.0730773683533463,1.00709576760574,1.1950485015772478,1.0499752297881135,1.025402627367434,1.0473877183741438,1.0669583526584694
1.0036964292340056,1.3564492643919783,1.224676805622288,,1.256588882875555,1.2765639294100493,1.0075154363668564,1.158768070388261,1.0501012135709031,1.03844205319388,1.0372851321812202,1.05738929963796
1.009496581402694,1.3614831537106369,1.421459240646421,,1.2533478720059004,1.3401651155401997,1.0079351051279726,1.1787391240757146,1.0341550773408643,1.051481479020326,1.1681138027350548,1.079219142558041
1.0224399205949386,1.3665170430292948,1.4517297682675108,,1.2492255236293033,1.410138347344606,1.008354773889089,1.1254744219903434,1.0413207559399469,1.064520904846772,1.0967348671440496,1.0715120029911445
1.0054555127428275,1.3715509323479531,1.1983264134682303,,1.3094797263143452,1.2827563641258033,1.0087744426502054,1.1307846355589952,1.2364353851954089,1.2234226418286434,1.0253559315530445,1.0757680536046528
1.011454239351185,1.3765848216666112,1.192459636250128,,1.255215367586602,1.053243601904997,1.0091941114113216,1.1386048776670386,1.3007678365190716,1.4345212580054092,1.493046456565288,1.1088228489031235
1.0012267610709316,1.3816187109852691,1.1865928590320256,,1.3323941152183962,1.0273259623393456,1.009613780172438,1.1107715971663776,1.3897994241387022,1.0600699141595114,1.0564432809834032,1.070195285098336
1.0016975731829376,1.3866526003039277,1.1807260818139231,,1.4338947169559932,1.0602694499441012,1.0100334489335543,1.1137834418686656,1.3781250838786896,1.2844735480791576,1.157270824877853,1.061114011670675
