Counts_Mean,Counts_Mean.1,Counts_Mean.2,Counts_Mean.3,Counts_Mean.4,Counts_Mean.5,Counts_Mean.6,Counts_Mean.7,Counts_Mean.8,Counts_Mean.9,Counts_Mean.10,Counts_Mean
40.85852090032154,36.05555555555556,44.04046242774567,43.43571428571428,33.50684931506849,50.81967213114754,59.59154929577465,39.51171875,39.198113207547166,52.6,74.06896551724138,37.91482649842271
33.872,69.0,35.620231213872835,43.61538461538461,37.0,73.16666666666667,49.1578947368421,46.85365853658536,30.33333333333333,61.0,65.41176470588235,32.129629629629626
53.23557692307692,27.0,27.2,40.29824561403509,41.0,85.75,59.833333333333336,49.83695652173913,52.66666666666666,55.5,86.5,49.975
60.98810612991766,27.45833333333333,31.35,59.5,71.5,98.33333333333331,74.66666666666667,58.3424317617866,29.666666666666668,50.0,68.5,58.29440389294404
72.12175324675324,27.916666666666668,35.5,45.75,51.0,65.66666666666666,65.88888888888889,54.018450184501845,34.0,44.5,73.0,84.86230248306998
74.42868965517242,28.375,40.5,58.75,55.77777777777778,33.0,57.11111111111112,41.98780487804878,41.5,85.33333333333333,73.58333333333334,93.171528588098
69.5058915946583,28.83333333333333,37.44444444444444,52.66666666666666,60.55555555555555,21.5,48.333333333333336,33.244897959183675,30.0,83.28888888888888,74.16666666666667,94.40503342508848
64.81127348643007,29.291666666666668,34.388888888888886,45.71428571428572,65.33333333333333,53.3,50.5,41.09090909090909,24.75,81.24444444444444,35.5,90.79473684210528
72.02368137782562,29.75,31.33333333333333,53.54545454545455,55.66666666666666,47.364285714285714,46.125,37.125,19.5,79.19999999999999,46.21078431372549,85.23672424824056
76.06379453189727,30.20833333333333,12.0,86.2,46.0,41.42857142857143,41.75,25.07692307692308,42.46739130434783,77.15555555555555,41.41694352159468,81.88205671879142
57.018264840182646,30.666666666666668,20.0,56.36363636363637,28.83333333333333,43.62613981762918,37.375,40.29657794676806,65.43478260869566,75.1111111111111,38.53429602888087,93.44186746987953
70.22092050209206,31.125,28.0,41.71428571428572,31.285714285714285,28.734536082474225,33.0,41.835470085470085,49.57142857142857,73.06666666666666,34.5919540229885,86.61551809618246
34.235849056603776,31.58333333333333,12.666666666666666,14.333333333333334,21.75,28.554794520547944,65.85714285714286,40.28606965174129,76.8,71.02222222222221,35.53103448275862,85.59351918036693
22.354497354497354,32.041666666666664,12.666666666666666,79.175,18.666666666666668,37.47457627118644,66.00571428571429,39.31150793650794,35.88636363636363,68.97777777777777,39.2541567695962,80.2859862003331
25.03048780487805,32.5,19.75,62.0875,19.61111111111111,36.04210526315789,66.15428571428572,39.8275,42.0,66.93333333333332,38.28793774319066,72.9527833001988
26.024118738404454,33.27272727272727,20.928571428571427,45.0,20.55555555555556,39.10438596491228,66.30285714285714,41.693726937269375,36.0,64.88888888888889,20.028169014084508,72.56559621608166
28.18661971830986,34.04545454545455,22.107142857142858,57.625,21.5,42.16666666666666,66.45142857142856,39.6474358974359,42.94444444444444,62.844444444444434,30.182989690721648,73.8712799419308
24.25133689839572,34.81818181818182,23.285714285714285,57.54545454545455,21.27777777777777,48.27272727272727,66.6,39.70661157024794,49.888888888888886,60.79999999999999,33.51034482758621,75.25815789473684
30.808823529411764,35.59090909090909,24.464285714285715,48.27272727272727,21.05555555555556,42.83636363636364,64.96666666666667,40.41753653444676,58.0,58.755555555555546,52.72352941176471,72.17558660690746
35.88702928870293,36.36363636363636,25.642857142857142,39.0,20.83333333333333,37.4,63.333333333333336,37.26482213438735,21.142857142857142,56.7111111111111,34.666666666666664,71.55973223480947
27.58695652173913,37.13636363636364,26.82142857142857,108.33333333333331,22.60869565217392,57.0,4.721311475409836,38.554913294797686,2.333333333333333,54.66666666666666,21.88571428571429,75.36675091266498
28.53133514986376,37.90909090909091,28.0,67.0,24.99223602484473,27.33333333333333,37.02732240437158,42.01470588235294,52.2,48.83333333333333,20.714285714285715,75.05919722783713
41.294117647058826,38.68181818181818,29.6,51.11111111111112,27.37577639751553,65.6086956521739,69.33333333333333,40.16289592760181,57.285714285714285,43.0,41.0,73.92347247428917
32.0,39.45454545454545,31.2,32.5,29.75931677018633,51.142857142857146,63.3963963963964,39.3954802259887,47.42857142857143,44.16666666666666,23.746835443037973,73.7577045696068
51.84615384615385,40.22727272727273,32.8,67.0,32.142857142857146,44.5,57.45945945945946,37.50769230769231,34.0,45.333333333333336,22.7609756097561,71.17746686303387
40.317567567567565,41.0,34.4,18.33333333333333,32.333333333333336,47.5,9.695652173913045,39.520107238605895,55.5,46.5,19.26595744680851,70.21915765933656
34.31506849315068,67.0,36.0,38.23529411764706,26.5,44.66666666666666,48.75,40.333333333333336,37.333333333333336,47.66666666666666,22.6,70.14928123848138
35.942934782608695,65.28947368421052,37.6,34.27272727272727,27.0,41.833333333333336,31.0,40.131182795698926,44.8,48.833333333333336,39.27272727272727,72.97864768683274
26.86463620981388,63.578947368421055,39.2,25.846153846153847,42.0,39.0,43.5,40.8411214953271,32.875,50.0,51.85714285714285,70.55126555126554
26.366666666666667,61.868421052631575,40.8,44.1764705882353,36.08163265306123,58.333333333333336,30.2,35.98550724637681,41.8,51.16666666666667,50.0,71.81009043312709
27.993351063829788,60.1578947368421,42.4,34.0,30.0,43.06976744186046,55.0,37.56262425447317,77.0,52.333333333333336,39.266666666666666,70.11069114470843
31.872953133822698,58.44736842105263,44.0,62.75,26.25,37.525252525252526,26.33333333333333,36.535714285714285,31.0,53.5,35.979166666666664,72.98166501486621
31.044968833481747,56.73684210526316,31.0,33.910614525139664,16.5,28.12903225806452,18.22222222222222,39.696787148594375,45.5,54.66666666666667,26.8,72.71825998988366
36.66650342801175,55.026315789473685,28.38888888888889,30.529411764705884,36.8,36.23255813953488,10.11111111111111,39.354330708661415,45.8,55.833333333333336,28.15909090909091,69.2452934662237
35.06163973668462,53.31578947368421,25.77777777777778,32.64071856287425,48.5,28.90625,2.0,38.19706498951782,48.333333333333336,57.0,17.444444444444443,67.37292025243832
33.21834061135371,51.60526315789474,23.166666666666664,25.69333333333333,24.33333333333333,52.44444444444444,5.736842105263158,32.10943396226415,36.25,31.25,15.1875,71.68606811145511
33.285831622176595,49.89473684210526,20.55555555555556,34.44117647058823,67.48,61.903225806451616,9.473684210526317,29.02898550724637,35.90909090909091,5.5,15.28481012658228,67.92728365384616
35.6054203031695,48.1842105263158,17.944444444444443,42.82666666666667,73.77578475336323,61.7,15.561403508771932,29.61833333333333,25.8,11.55,18.8019801980198,66.65087422447829
31.789205702647656,46.47368421052632,15.333333333333332,42.86842105263158,73.75303643724696,55.08269230769231,21.649122807017545,35.63565891472868,47.54166666666666,17.6,13.0,63.79337539432176
35.49049820236261,44.76315789473684,12.72222222222222,35.7952380952381,76.26014760147602,73.05990783410138,27.73684210526316,35.92356687898089,18.33333333333333,23.65,23.0,61.09489051094891
39.26422917451941,43.05263157894737,10.11111111111111,35.857142857142854,74.30421686746988,77.21337579617834,33.824561403508774,26.925754060324827,39.388888888888886,29.7,13.42622950819672,58.29726775956284
41.004946727549466,41.34210526315789,7.5,38.723404255319146,76.34112792297111,90.43087557603688,39.91228070175438,29.02734375,37.63636363636363,35.75,18.647058823529413,60.12254516889238
39.63979848866499,39.631578947368425,8.438888888888888,42.66375545851528,78.08498253783469,99.2279855247286,46.0,37.65464895635674,40.32183908045977,41.8,12.403669724770642,56.96873083997548
46.89564336372847,37.92105263157895,9.377777777777778,38.27619047619048,84.89055604589585,76.76311475409837,45.0,35.77324263038549,38.22265625,47.85,11.38888888888889,58.92833443928335
44.718635809987816,36.21052631578947,10.316666666666666,43.371428571428574,85.04297520661157,76.48099516240498,44.0,38.86363636363637,24.0,53.9,22.928571428571427,57.937458416500334
45.39571518588532,34.5,11.255555555555556,31.60333333333333,84.24249605055292,71.94420131291028,43.0,14.5531914893617,19.307692307692307,59.95,23.58823529411765,57.8244321669736
