Duration_Crest_factor,Duration_Crest_factor.1,Duration_Crest_factor.2,Duration_Crest_factor.3,Duration_Crest_factor.4,Duration_Crest_factor.5,Duration_Crest_factor.6,Duration_Crest_factor.7,Duration_Crest_factor.8,Duration_Crest_factor.9,Duration_Crest_factor.10,Duration_Crest_factor
7.747117587192142,3.456864564595434,5.197739604379399,5.811385878732757,5.5101395882147495,3.982517798172245,10.68638429637342,7.734929145172848,3.1435396562930435,2.027689991626054,1.811472289876218,15.288590086771087
3.1519409415467643,1.488974743381106,3.381889928231895,2.4659717577309586,1.209043051877833,1.6158880444551105,2.0199481095527543,2.31021246718443,1.6016996270572004,1.135455821020587,1.960499788514387,2.634765775891346
2.288352142608883,1.3010609592761424,1.5660402520843908,4.190611172733559,1.364778298307597,1.635992606175313,1.469206408807987,2.154210960845995,1.2388189944607473,1.193880150033295,1.1547335339098082,1.540517845888506
3.642969984507269,1.299391638482864,1.454775508186683,1.2689083042695857,1.238418755253905,1.6560971678955156,1.6040747082161186,5.748467775258481,1.3571608266644752,1.2523044790460027,1.0681076008675805,3.754055053729561
2.439755184402622,1.2977223176895851,1.3435107642889754,1.667184342928854,1.3560673781273562,1.5351294652627767,1.463746584399323,2.013562859998622,1.5951922468936333,1.3107288080587107,1.105208274844856,1.700433238595547
1.7232901208742797,1.2960529968963064,1.0827232837941276,1.2387556045470678,1.462843472109536,1.4141617626300376,1.323418460582527,1.2206318893920174,1.4076946389018563,1.1611615992643076,1.7014057626807522,1.947468690339185
1.919372833844618,1.2943836761030278,1.2412852943551331,2.074186729011409,1.5696195660917156,1.095145851570584,1.1830903367657313,1.3832863526740762,1.5101513766952055,1.1673310621458712,2.2976032505166484,1.80993755917278
2.993482009380412,1.292714355309749,1.3998473049161384,1.6157782393916893,1.6763956600738954,1.9397249386704989,1.1293997658919277,2.159184168762076,1.4583569522778186,1.1735005250274348,1.0734203267819962,1.802758068240972
2.018832816005278,1.2910450345164706,1.558409315477144,2.1028681936225166,1.416128854667528,1.830866067795764,1.1990662888389627,1.4868632856974022,1.406562527860432,1.1796699879089985,1.8897703679376805,1.9504810590954955
2.1460628660780707,1.2893757137231918,1.0444757216770797,1.5468472999661331,1.1558620492611609,1.7220071969210284,1.2687328117859975,1.6355068939296669,1.8808059419325625,1.185839450790562,1.702149291155591,2.0620111747348617
1.5833869760798058,1.2877063929299133,1.2359919581854073,2.517305543431497,1.1385953306045948,3.3675394252901345,1.3383993347330323,1.7359274388901185,2.355049356004693,1.1920089136721257,1.8309170152697387,1.9604054751426327
1.525966114163362,1.2860370721366348,1.427508194693735,1.826896025440243,2.028123726732192,2.7562762914059333,1.4080658576800675,2.066206487682193,1.3225693742048172,1.1981783765536893,1.905645635873388,2.537483031007077
2.273275550209219,1.284367751343356,1.1806255533936396,1.5734306860494904,1.1238896325391057,5.290059468692971,2.3435975981198984,1.5780001500273688,1.332007506591216,1.204347839435253,1.871598669672772,2.2002647462012392
2.817532835283388,1.2826984305500773,1.2640600919594605,2.425655997063236,1.1053473872570818,2.740113376423692,2.165741118220208,1.6578222435665315,2.5500130343818315,1.2105173023168163,1.712930831002378,2.498344617340543
2.2280641359268065,1.2810291097567987,1.7295543582206354,2.2586742047328903,1.0988579318524965,1.6791046816518682,1.987884638320517,1.2351183166368196,1.5050809000629817,1.21668676519838,1.7779088714646891,2.199256614727584
2.7787529879038844,1.273235637471672,1.6795992447328074,2.091692412402544,1.0923684764479105,1.708779196289974,1.8100281584208275,2.1224842262512387,1.5569181397253329,1.2228562280799435,3.908695743266864,2.7392822453622307
2.635032745455943,1.2654421651865455,1.6296441312449794,1.7052852551676234,1.085879021043325,1.73845371092808,1.632171678521137,1.410071402426494,1.6320094214491396,1.2290256909615072,2.441983251842204,2.6914343979041844
2.325982639723821,1.2576486929014188,1.5796890177571514,2.310039514352156,1.066933111581433,1.8168358977399,1.4543151986214469,1.5932783714951533,1.7071007031729464,1.2351951538430708,2.113543609801034,2.66319340756
2.3346663939512684,1.249855220616292,1.5297339042693234,2.0421096486334305,1.047987202119541,1.6593142313003146,1.4476786694112491,1.592653567755364,1.3642538500520829,1.2413646167246344,2.80816345875019,2.714522526874055
2.8486413122727687,1.2420617483311656,1.4797787907814954,1.774179782914705,1.029041292657649,1.501792564860729,1.441042140201052,1.717671624760136,2.202947621887285,1.247534079606198,2.043117364393124,2.747341749110178
2.372614312027299,1.2342682760460388,1.4298236772936674,1.3922951756277344,1.1692754575239337,1.0839806772677076,4.944620147628444,1.698610896714409,1.3594347604863406,1.2537035424877616,1.8581275374757744,2.7786579954601103
3.052863103416284,1.2264748037609123,1.3798685638058394,1.9783575501758883,1.1625709939349331,1.4856089576594054,3.180808451363736,1.588585590523902,1.8518332348644269,1.416481093694113,1.7662813416482503,2.674083146152953
1.649849327237301,1.2186813314757856,1.3454702489015435,2.66722396382159,1.155866530345933,1.270777337384555,1.4169967550990272,1.4647899881312614,1.6417860166500426,1.5792586449004646,2.156898468641443,2.3110187233149344
1.5357359753712294,1.2108878591906589,1.3110719339972474,1.3412928962992268,1.1491620667569324,1.6061854638618165,1.5825695616889228,1.6021126540493764,1.4773306721710937,1.5351859973627282,2.51833430385232,2.648481767018438
1.4303171774921717,1.2030943869055324,1.2766736190929515,2.122394653874028,1.142457603167932,1.246059531545975,1.7481423682788182,1.553309457884383,2.3272987666893474,1.491113349824992,2.610783679983081,2.713509705825249
2.826135392827583,1.1953009146204057,1.2422753041886556,2.604787618199368,1.6435998413760409,1.1521542332413617,3.0645802047327355,1.658118792946165,1.446749129812405,1.4470407022872558,2.382825963660091,2.7392126845660343
2.337303018719053,1.109352358145594,1.2078769892843595,2.4208964939110094,1.1114904980989024,1.175595249517112,1.5185665600066367,2.851644163654488,1.813784729143058,1.4029680547495194,2.067333444911127,2.5423768487051883
3.433089487504623,1.1153233690955988,1.1734786743800636,2.4358636200268795,1.2377064012569516,1.1990362657928622,1.0317917110658616,1.5882480000215988,1.4971248846698133,1.358895407211783,1.402158717494004,2.611632404111245
2.76637826109109,1.121294380045604,1.1390803594757677,2.443547583176452,1.5078737574631091,1.2224772820686125,1.3623272302194365,1.71362566896932,2.018185265604406,1.3148227596740467,1.9096938330950848,2.80984740492363
3.0035834304260938,1.1272653909956087,1.1046820445714718,2.8628243991268065,3.2603953533731014,1.5871728423367772,1.86444757563058,1.8371149126864688,1.4262629213102351,1.2707501121363105,1.001657419924685,2.8061371595085167
2.9437768990942668,1.1332364019456138,1.0702837296671757,2.041678723185288,1.621293174714605,4.632293131471107,1.020496164746228,1.5406015547027128,1.063089944841981,1.226677464598574,2.25897278950615,2.855822241145941
3.278191160712136,1.1392074128956189,1.0358854147628798,2.6250509952778147,1.3651609877762017,1.5628803363754398,1.5275706982137032,2.3269701984963533,1.4598908678312723,1.1826048170608376,1.685898650637041,2.713360664624348
2.305668236853995,1.1451784238456235,1.2462914675577432,4.638923984488804,1.01423535204209,1.7191899478176091,1.4422968465438983,1.5332797364002198,1.7270824540096914,1.1385321695231014,2.546816900000769,2.629829306582222
2.857057070122164,1.1511494347956286,1.2580738740078057,2.4239237209448863,1.6333995696899783,1.489577634592499,1.3570229948740933,2.608463747180254,1.3685289116185673,1.0944595219853652,2.917951334008107,2.6796464376442395
3.027277655027032,1.1571204457456334,1.2698562804578684,2.8594422867767006,1.5325558104263608,1.506123549048601,1.2717491432042884,1.7191605845518807,1.7987063450456948,1.0503868744476288,2.371371949321744,3.035917544274219
2.532902071494817,1.1630914566956383,1.2816386869079308,3.535108821677094,1.352729969246364,3.599175699816264,2.0690909734696667,1.8871906234769205,2.195298182177358,1.1391889623150049,1.7698838795880243,2.4099221391146
3.264734873405864,1.1690624676456434,1.2934210933579935,2.068460576282003,1.1378309167160054,2.2276337179743115,2.8664328037350453,1.9345840343974503,1.7471558989417575,1.227991050182381,2.997989112169185,2.8372627570900777
3.122529793011296,1.1750334785956484,1.305203499808056,2.8392397302173324,1.062154360590974,1.9863672614341308,2.593556174445843,2.602033986796761,1.7933613218714854,1.2317785883324026,2.7722494756414378,2.789796963631464
3.161995961318505,1.1810044895456533,1.3169859062581186,3.0871696000443185,1.5930611816655482,2.559958355459087,2.320679545156641,1.8406912374025064,2.361940378254706,1.2355661264824245,3.3256699015102864,3.216268864611212
3.693855017651547,1.186975500495658,1.328768312708181,3.725687656505432,1.3832982660958566,1.57039132116325,2.0478029158674387,1.826594320455768,1.6599249483877891,1.239353664632446,1.600396899951462,3.092089877993501
3.3860891495123475,1.1929465114456632,1.3405507191582438,2.818302516805668,1.4847691958859497,2.304660738431422,1.7749262865782365,8.827624788767961,2.561237466568242,1.2431412027824675,2.0115699650912,3.001373266636448
4.376864268186043,1.198917522395668,1.3523331256083062,3.5911707829484545,1.4059071522201,1.9632040854996613,1.5020496572890345,2.0656672052006413,1.4849012577919902,1.2469287409324892,2.008463539628834,2.9440994548197508
2.7310593551911886,1.2048885333456731,1.3529549596275112,2.333493942577336,1.384794046704646,1.7094898580284796,1.229173027999832,4.665866246051174,1.3515318413607085,1.2507162790825106,2.718726099358378,3.1054437558119803
2.1651754025823373,1.210859544295678,1.3535767936467162,3.3423009237687733,1.3053947636973575,2.141960098713642,1.2143992181340688,1.950587423035076,1.2890792686556405,1.2545038172325322,2.202538245090083,2.7044762501040025
2.195105896334659,1.216830555245683,1.3541986276659213,2.9468961235382336,1.3886624605095022,1.330256929615203,1.1996254082683055,2.7236291135515134,1.6415541321348388,1.258291355382554,1.954767782219144,3.630369471494528
2.6665023042289207,1.222801566195688,1.3548204616851265,2.887409125982585,1.4464131872381374,1.3807025006609044,1.1848515984025425,3.555630849481155,2.0458777997163207,1.2620788935325755,1.4239689846708423,3.0527076801432407
2.598131846318362,1.2067915282885144,1.3554422957043315,2.896410485207427,1.7122724372864515,1.4560143255742075,1.170077788536779,1.9110036274624536,1.075287098703378,1.2658664316825972,2.753310665966013,2.8903740757918537
2.7987182233949595,1.1907814903813412,1.3560641297235363,2.66798982469556,1.4056780872262524,2.090621341312936,1.185317569064593,1.806529394575808,1.5435203767088472,1.191847373238968,3.805568047877011,3.177354037676634
2.160253826684249,1.1747714524741677,1.3566859637427415,2.0511488358544296,1.560857754886208,1.1365411203033635,1.200557349592407,2.076548594227803,2.0809211469537616,1.140414768873024,1.6643232687054934,2.8777723497071883
1.7681599995000683,1.1587614145669942,1.3573077977619463,2.203684999507756,1.4044233263247416,1.51121779108737,1.215797130120221,1.791942396432044,2.0284674740061046,1.4262861891112733,1.5868231957130754,2.7237163805369566
1.5286159169802542,1.1427513766598207,1.3579296317811516,1.8508517045694088,1.3309145004175216,2.7391408580892347,1.231036910648035,2.009173994032083,2.119905804621993,1.4002698170381618,2.0437892803703743,2.8443753632984694
1.5802938520700764,1.1267413387526477,1.3585514658003566,2.0945906836025543,2.4833434467404976,2.1322602264152786,1.246276691175849,1.1621967613085582,1.5412384833257906,1.37425344496505,1.827020601026448,2.557655473299397
1.4902233652370278,1.110731300845474,1.3591732998195616,3.8797824841402897,1.2595792761981943,1.657299585340519,1.2615164717036629,1.5568369439909318,1.8327562123456984,1.3981061881458692,1.8864489793952184,2.699568134485831
1.5397414939955578,1.0947212629383003,1.3597951338387666,3.47756173535391,1.5198510177267306,3.4162898779284263,1.2767562522314768,1.7040359370636795,1.7300663448442744,1.4219589313266885,1.927227774927936,2.572488914278484
1.9915772647575616,1.078711225031127,1.3604169678579716,2.913901005082584,1.543559324178872,1.3488250029191406,1.2919960327592908,1.6456848877899424,1.9842228357843827,1.4458116745075074,1.66480435611297,3.459729018486485
1.4547372629910973,1.0627011871239538,1.3610388018771769,3.682310348980786,1.3808019064705823,1.64877341778643,1.307235813287105,1.5873338385162052,1.1534982910544134,1.4696644176883265,1.63066432974319,2.617789055288356
1.6781623925038498,1.0466911492167803,1.361660635896382,3.363200791264447,1.64585963162905,2.028724952001844,1.3224755938149189,1.579211312528328,1.2467466696221057,1.4935171608691458,2.2539187973962065,2.1879274162247486
1.952920636258061,1.0515042835499175,1.3622824699155869,3.795201747007285,3.0687283535636136,2.64526628013027,1.3377153743427328,1.7025684440017126,1.4396920729055276,1.5173699040499646,1.9786899104265043,2.39008101706398
1.7483112528622755,1.0563174178830548,1.362904303934792,3.4014716958125435,2.317637825466125,2.2500772789358243,1.3393532168156086,1.7663864000842315,1.41420796733285,1.541222647230784,2.1849059454870665,3.103738567822473
1.6064616967734104,1.061130552216192,1.363526137953997,2.9522319002450423,1.5726125050195054,1.817611847427652,1.3409910592884846,2.66258009086431,1.4664223032393429,1.565075390411603,1.4713267173757822,2.3424821712760324
1.861223228473204,1.0659436865493293,1.349001585424198,2.6578493719872167,1.5368430637702355,2.80797292812846,1.3426289017613606,2.721059653389604,1.800497089628592,1.588928133592422,1.3498232610229997,2.3534300983468115
1.9596055849133271,1.0707568208824665,1.334477032894399,3.4714164233062728,1.3999519903004067,2.5768758685652067,1.3442667442342364,1.3779097382162593,1.402040636673459,1.6127808767732412,2.524907587268657,2.861778316175672
2.202598720179786,1.0755699552156035,1.3199524803646,3.401848707411312,1.5841584003906977,2.088178653289809,1.3459045867071122,1.695949796311934,1.1910853807855006,1.6366336199540603,2.3079733642978075,2.450330506310092
1.904992988570395,1.080383089548741,1.3054279278348009,3.676087373633336,1.4714746731804853,1.7889817988255097,1.3475424291799882,1.156910856666378,1.3540813956808329,1.2100820681889082,1.918762188629839,2.3918897892573443
2.3404480740403555,1.085196223881878,1.2909033753050017,2.7524700025292224,1.4251747503383492,1.7673884063224377,1.328139519389247,1.07189364786502,3.068900205151302,1.1173507461316894,2.431714262826878,3.256901812762416
2.2502287574098063,1.0900093582150152,1.2763788227752026,2.9208737675698604,1.845485132032739,2.0730329457503003,1.0006632398358473,1.087856830291334,1.1400841246628952,1.0246194240744704,2.864118923730708,2.700529294294042
