Rise-Time_Central_moment_5th_order,Rise-Time_Central_moment_5th_order.1,Rise-Time_Central_moment_5th_order.2,Rise-Time_Central_moment_5th_order.3,Rise-Time_Central_moment_5th_order.4,Rise-Time_Central_moment_5th_order.5,Rise-Time_Central_moment_5th_order.6,Rise-Time_Central_moment_5th_order.7,Rise-Time_Central_moment_5th_order.8,Rise-Time_Central_moment_5th_order.9,Rise-Time_Central_moment_5th_order.10,Rise-Time_Central_moment_5th_order
152549995704151.4,222930975202.3942,67264242162290.055,2928730078927.3506,583748746372.4136,12315378951031.18,2199719272405580.8,486554083728.6636,67056582897.54396,28694655765165.7,7979930627.122962,1.5226932010638707e+17
51099108.67484931,-3155996.3795998003,33632133756508.44,427252057.5857292,-2160297.8623541,-10319504.931172447,-6109175.302803163,1044619874278.8456,366147503.3245256,26270.86069999995,-245696.7797110784,21613686241.94858
1250245018.780883,0.0,25350726.83176872,304419119.7954926,0.0,-5718075.180536222,2803368.694239924,-910170.4889408782,-2997681.048785627,52952.05249368489,5.906386491005834e-14,59640908.83140596
35822182783.34361,-9.216212977965671e-11,12675363.41588436,12665868.367262518,3397812.24398028,-1116645.429899997,460486.6988757201,20153172416.160767,1675321.0004999945,79633.24428736983,-1.862645149230957e-08,4423784881.378731
7487446026.906977,-1.8432425955931342e-10,-2.0954757928848267e-09,16063838.059499968,2.3283064365386963e-10,-558322.7149499836,449413.91561248247,6587489.352205462,-47162976.55212128,106314.43608105477,1.746229827404022e-09,4420989720.467457
14892469381.911488,-2.764863893389702e-10,0.0,-7829.373750000034,158717433760.8583,2.9802322387695312e-08,438341.1323492449,354670.9542793866,0.0,4619547497.309024,35357419509860.62,46740665097.96675
4546047451.6448,-3.6864851911862684e-10,896712655.8695642,-5394089.662405025,317434867521.7166,2.137312549166381e-11,427268.3490860073,7255499.07080767,-1133996.999624999,4311282128.785467,70714839019721.23,19535926191.337
5031550837.567287,-4.6081064889828355e-10,1793425311.7391284,-1050783.1565725938,476152301282.5749,-71878546.19009486,6.402842700481415e-10,8437171.137407487,-566998.4998124995,4003016760.26191,0.0,14103545849.124004
-6332720.423934628,-5.529727786779404e-10,2690137967.6086926,-2814985.532973654,238076150641.28745,-42913148.68560314,4.80213202536106e-10,1353195.459393105,0.0,3694751391.738353,4846901559.459223,72240553263.41614
24927684626.42752,-6.45134908457597e-10,2.9103830456733704e-10,-3303922.906725908,-5.9685589803848416e-12,-13947751.181111423,3.2014213502407074e-10,13187.392598070255,20179815.212862823,3386486023.214796,1264436801.8791366,50396984876.29716
-21491436.56246539,-7.372970382372536e-10,-1531087.834284773,3160055063.990578,27381493.796300683,188476800.8074101,1.6007106751203534e-10,70637981.58458762,40359630.42572565,3078220654.69124,4606843692.482819,25843692502.572044
-26661414.215929154,-8.294591680169106e-10,-3062175.6685695467,6354950.050140224,5677555.226142851,35054556163.93881,0.0,60273.20826293068,-391273.5509999991,2769955286.167682,3531950998.901327,133034552907.60976
2220897.75943074,-9.216212977965671e-10,-2702587.1025999994,18034956.74050001,-1225716.7221498042,1273734121.5684438,44012665784.51522,9050214.599273505,78327967.08454153,2461689917.644125,49923319047.79534,45051383797.317314
72151997.89655584,-1.0137834275762239e-09,1442949.8799000022,25653478861.97521,-675299.4043405376,53295469000.91057,35208443141.01395,22624561.33255541,-110838.8116921736,2153424549.1205688,1386305640.0725672,25779746205.69098
1659881.800909722,-1.1059455573558807e-09,284400141.6198428,12826347128.337954,-450199.6028936917,9903264783.607172,26404220497.51268,274635.9161631652,1198112554.7478137,1845159180.597012,1272468158.2548392,53728217730.73054
1754757027.4591455,-1.3017349622466347e-09,244113516.65123773,-784605.2993004608,-225099.801446846,5077626217.29529,17599997854.01141,33166727.141770907,15018.097500000353,1536893812.0734549,592164516.4985183,220601400935.89413
74460912349.83043,-1.4975243671373887e-09,203826891.6826326,2838570.477771148,-1.0913936421275139e-10,251987650.9834081,8795775210.51014,32385159.382704943,12871840.232339883,1228628443.549898,2713632028.986173,212990480844.4966
4490476.661652384,-1.6933137720281431e-09,163540266.71402746,10909778.082640892,0.0223322358668664,-7456501.651804239,-8447432.991131205,40961313.30212618,25728662.36717977,920363075.0263414,874908147.7538218,318650460239.07544
34254599.45710858,-1.8891031769188967e-09,123253641.74542236,5437886.418620446,0.0446644718428722,9519607.11022333,-6302512.775143789,1754262546.044368,-4806464.845292216,612097706.5027843,18099324710.32041,222438576929.8739
26232773.70454049,-2.084892581809651e-09,82967016.77681726,-34005.24540000002,0.066996707818878,26495715.872250896,-4157592.559156373,5283607.391375072,14397833.395736927,303832337.97922707,16408692990.039572,521051716402.11536
14483630.164413096,-2.280681986700405e-09,42680391.80821213,873996.8312500016,-526100.1981130437,-5.122274160385132e-09,360973.7046568765,-33376784.905725587,4244952.510328804,-4433030.544329213,573694.3231152833,192647908954.60803
6163567815.824292,-2.476471391591159e-09,2393766.839606997,55951602.77759995,3254057.325479506,-4868308.921559666,197551.6058428416,125805369.8091372,5095399428.85079,-2194176.936725924,-22481683.15009028,629438607563.5092
6186458.05161174,-2.672260796481913e-09,2154390.155646297,593766.8386547329,7034214.849072056,-2176553.028065769,34129.50702880674,718823662.5561204,31810927.61498573,44676.67087736641,-15420535.823627552,89722082519.80267
-9059424.966899622,-2.868050201372667e-09,1915013.4716855977,-3.725290298461914e-09,10814372.372664606,-36175337.07627802,-41554769.44568972,4825615877.3304615,38861492.249036245,40953.6149709192,2324724.01016714,523416813876.3252
1237863.219180819,-3.063839606263421e-09,1675636.787724898,59798831.72009999,14594529.896257157,0.0,-83143668.39840823,11161107775.18269,435734.2033285693,37230.55906447198,-2405492.492158299,236288392249.8596
32707299616.7178,-3.259629011154175e-09,1436260.1037641985,145903996.14157534,-114709.0689193417,0.0,154027483.01015887,1433746339.1863725,-1357268.0471720134,33507.50315802477,292646006.0773334,713000936219.6543
3684445.987698669,0.0,1196883.4198034983,2737192981.0962133,-7.271960811294775e-15,0.0,-30143819.6542967,11764913.599430006,-7073983.348145508,29784.44725157756,8222410.014911738,152998170273.7973
26081466703.406643,5.0111961364133386e-14,957506.7358427988,19768085.865031306,2.473825588822365e-10,0.0,2.444721758365631e-09,37456473.30525906,138930.75311303034,26061.391345130345,13612177262.905409,108840175505.53745
5111881.850646827,1.0022392272826677e-13,718130.0518820991,45770276173.99757,-963718.7736391254,0.0,0.0,-9862635.730686666,-39020977.94138264,22338.33543868313,81951463.58285128,544164941892.6667
2636283.474617473,1.5033588409240013e-13,478753.3679213994,-39622754.57490218,2930778900909.681,2434530.530502056,1480866.687879131,-47239994.04820014,-12937.63547999997,18615.27953223592,-1.0118128557223828e-11,865020264483.3828
-4720308.107785828,2.0044784545653362e-13,239376.6839607,-1781252.2059499973,246245.1114917662,-122148668.45230846,2.6193447411060333e-10,-22068414.1714476,190.1380041152237,14892.223625788703,321553408.7930527,935715722746.6316
12937008636.48978,2.505598068206669e-13,2.182787284255028e-11,197540543.17022645,-2627547.672225005,67913742.98458187,305125557.12934875,-22435510.64767779,44471604.82815533,11169.167719341494,74286517.13012889,341078039309.97284
13615862.56764046,3.0067176818480025e-13,-546895.4524559671,13990190903.6358,1.629814505577087e-09,-10792125.523303907,203417038.08623248,-86252.08971969545,-52418.27738847575,7446.1118128942835,9912088368.582344,282755659236.7778
78696677.15898466,3.507837295489337e-13,-486129.2910719707,24985060860.02964,2617511.257890545,-48907.94495501957,101708519.04311624,-11309789.180438826,-4109134.1276297136,3723.055906447066,546979434.7041949,439291665109.7968
-4072161.942349027,4.0089569091306724e-13,-425363.1296879744,21696502034.30204,-13199769.187200006,6226140623.582822,0.0,-31621561.377479784,394647574.95797545,-1.4551915228366852e-10,951184693.1877546,733852489550.4146
3696980.7485141978,4.5100765227720043e-13,-364596.9683039781,465442183084.11456,-32754.27299176941,263992279.3760336,9380560.236187974,4160990596.5502286,-22530228.824115805,-7.323563977479353e-11,15124100.520836618,137154291435.79214
2026136379.73666,5.011196136413338e-13,-303830.8069199817,47450359662.89137,36031781.89768803,208350655504.58243,18761120.472375948,-87455074.77161938,-32720967.216136232,-9.521272659185342e-13,497250127.6891403,523368015086.5188
50496984752.88855,5.512315750054672e-13,-243064.64553598536,53703282796.00437,-203324.81686024368,24681056.39996232,15634267.06031329,19638261.639607944,-20615689.990433007,-8.56914539326681e-13,510291219.1404546,561633019059.0615
21711157.28606292,6.013435363696005e-13,-182298.48415198905,44468564392.8012,11893771.603995634,211880528826.86493,12507413.648250632,-30154774.20116917,12176320.04421251,-7.617018127348274e-13,815571982.2368612,562220739510.9777
110808181528.99742,6.514554977337339e-13,-121532.32276799274,110429462350.3069,-4808858.928507703,71784973697.68413,9380560.236187974,-19788090.722646352,-242711.1334999991,-6.66489086142974e-13,412138.1254714288,377584331632.58594
102951300833.05022,7.015674590978673e-13,-60766.16138399637,633283265281.5759,-8184686.441840273,4658664234.09803,6253706.824125316,3669611894531.236,15296595.966611331,-5.712763595511206e-13,168489297.7274039,1179610558900.998
249062552079.571,7.516794204620008e-13,0.0,984674406099.1569,3213727566.6159053,289187601869.6626,3126853.412062658,3640545.376119375,-2729238.26380869,-4.760636329592671e-13,107317598.53316414,586843441263.5103
6016599.67511621,8.01791381826135e-13,4238.7338533770335,594034188717.0199,113635551.97789031,746350464201.8447,7.271960811294775e-15,3057721560.5623627,110496153.19818193,-3.808509063674137e-13,638700096.8998677,899016988912.805
5855655.099103953,8.51903343190268e-13,8477.467706754067,3556990876192.275,246573340.33900148,505294166298.5754,-3.78239106701983e-13,-4428306.237378323,-645457526.6575339,-2.856381797755603e-13,-475041382.4171374,156083612506.412
17033926.00788491,9.020153045544009e-13,12716.2015601311,66240004110.92373,383416426.6065141,1943766.806686432,-7.637501742152608e-13,91986573.89727288,112087616.45870788,-1.9042545318370685e-13,146810080.12910134,1597720545160.5718
