RMS_Central_moment_6th_order,RMS_Central_moment_6th_order.1,RMS_Central_moment_6th_order.2,RMS_Central_moment_6th_order.3,RMS_Central_moment_6th_order.4,RMS_Central_moment_6th_order.5,RMS_Central_moment_6th_order.6,RMS_Central_moment_6th_order.7,RMS_Central_moment_6th_order.8,RMS_Central_moment_6th_order.9,RMS_Central_moment_6th_order.10,RMS_Central_moment_6th_order
73319357856.39194,54450106993.63382,104806121390.55544,23339976476.9039,34905209773.200714,172688964227.2942,38667068174.96767,27268811376.81782,54424091014.33511,51149517822.72047,53115285722.031815,10182476070.508171
53915482.71583647,12085721.990212567,52403237087.03484,20074558.67085807,27738.236980907976,321341.448054224,148850.0880407019,19405345.970909964,160760.8589478859,5345.006097610434,277667.1301388345,159950942.9485621
705574791.0851073,274.94199689062543,352783.5142364051,26646836.3035611,0.015625,160699.312734112,26850.14869386965,5885325.391678161,405.3678540548694,111080.65838058732,0.117649000000001,24979627.5965938
342480366.39197844,252.0308557968754,176419.24730383535,50.26540793141306,6106.728420500004,57.17741400000009,129.12505714128966,34783523.59741588,374.0823506474621,216816.3106635642,0.015625,504970.3610191937
40171733.37118674,229.11971470312537,54.98037126562488,4.727735882568344,10779.21532899999,29.745237382812537,828427.077109308,102462.80160360096,0.6311020000000043,322551.9629465411,0.0466559999999998,1428358.3652624527
7201910.999170887,206.2085736093753,0.0466560000000006,315.2246810544426,7292.386126075897,2.313060765624982,1656725.029161475,6956.356528368062,1.3400956406250055,18.4345113635116,58.70892478949122,4138686.803039477
18168621.70761539,183.2974325156253,1975.3713842222191,88338.53850349784,3805.556923151803,2565.726409000001,2485022.9812136414,835.5962670387357,26407.101168890604,17.254814902606253,117.37119357898244,177705.67432728794
6989896.262031333,160.38629142187526,3950.6961124444383,4523.789755999999,318.7277202277092,46705191.79451898,293052.64965639054,303044.96854118,4379180.221282949,16.07511844170091,13.867245015624942,1948939.602153084
8532317.234494481,137.4751503281252,5926.020840666658,178658.8141486152,159.3680119966671,32748108.702123664,259204.7152482656,91751.2244319999,8731953.341397008,14.89542198079556,859001.9901178404,3514551.224512387
1110872.380897912,114.5640092343752,133609.16529451546,332.0766211155202,0.0083037656250001,18791025.609728348,225356.78084014068,505.97184284399697,1420218536.249956,13.715725519890215,227552.72479404736,3910414.996216648
23748248.1849285,91.65286814062516,402727.2425142584,6922775.829652062,4141.261236666669,5137680886.046067,191508.84643201577,17266.698066204146,2831705119.1585145,12.53602905898487,1433724743.1651363,7563510.717668928
8849212.132261457,68.7417270468751,671845.3197340012,77822512.21477287,36759.15439481441,1850725.6314928008,157660.91202389082,221198.8780444768,1120789.326876,11.356332598079524,6054257.532450955,10896435.780347615
2734935.9190983623,45.83058595312508,1974760.3199526696,85973259.89726476,73.57847148510754,83335.78291101394,109282.87384338737,1663.366573358603,2553.641757642877,10.176636137174178,49264714.861767344,2247824.3736890745
69006.81901025302,22.91944485937504,350.64861968450003,696707.590164174,370898.8226209981,47298893.273782216,104247.78474759472,36903.17923414531,2187685.421132294,8.996939676268832,22463697.5674716,4414690.803649332
60356.32539260225,0.0083037656249999,546689.7270648348,900974.8103295502,257546.2082326653,3355954.4919046555,99212.69565180207,15780.105689426338,16458692.939728493,7.8172432153634865,27156964.32616804,1475613.612462031
1455388.9077492638,4918.794468890618,953864.3368564304,1105242.0304949265,144193.59384433267,2036850.503780668,94177.60655600944,42715.1865872313,3915560.792122225,6.637546754458141,3096904.428212791,11938142.996628618
117373405.07997164,9837.580634015612,1361038.946648026,266530.586922293,30840.979455999983,717746.5156566809,89142.5174602168,948623.5381805137,13218697.863769837,5.457850293552795,7612759.293331728,4553398.548451234
12478178.977695784,14756.366799140606,1768213.5564396214,108812335.47085734,20620.84495830223,14077739.73515109,84107.42836442415,170552.77374641917,22521834.93541745,4.278153832647448,75609232.17383204,7108441.559673761
16291137.79711749,19675.1529642656,2175388.166231217,428626834.22675467,10400.710460604474,8097230.526306147,42513.99021454541,11149.093891700011,44144.43386271792,3.098457371742102,24657713.954846784,9290675.700208329
16983530.28655062,24593.93912939059,2582562.7760228124,748441332.9826521,180.57596290672143,2116721.317461204,920.5520646666656,407062.2358591065,589844.2065488582,1.918760910836756,110750987.0035904,7150340.703639464
32957159.36750016,29512.725294515585,2989737.3858144083,936630.8455621653,41.97632487227243,40080.69065264061,2690.2854648800776,884793.0926498518,93516.98687519056,0.7390644499314115,28076.2494854481,16659441.880900033
3658238.7002638886,34431.51145964058,3396911.995606004,153449077.15907848,40.73343411100234,22827996.23735465,1422.2707014427815,467186.7540874239,11866.320231000003,29822.666083906686,5725992.6146012,5035587.876746561
9284741.423940854,39350.29762476557,3057220.7988134674,10043831749.008272,39.49054334973225,45922856.524266005,154.25593800548558,11068362.22089534,3431213.134941949,59644.59310336344,14485360.283733634,4434738.98326596
78720051.31098512,44269.08378989056,2717529.6020209314,1.3400956406250053,38.24765258846216,1169693.7315480302,2602817.128390429,600286.3008044919,995329.0986315224,54674.21034483316,1738986.4241167307,15626825.824833509
43047212.27409335,49187.86995501555,2377838.405228395,160270762.04062805,37.00476182719207,75313175.10459316,5205480.0008428525,285475.58869468095,6014028.621750045,49703.82758630287,380098710.6211527,15670910.326734751
2649644.186756743,54106.65612014055,2038147.2084358584,8303838868.371048,443551.979989957,4608273.662721004,696364.710900772,433657.9771995476,1521460.6103094944,44733.444827772575,36016873.52743858,13566936.634054905
58167220.51989223,1291.4679690000016,1698456.0116433222,340713849.0150956,0.000244140625,3072263.8220223365,407520.4988865,235235.18331950664,16837166.39948282,39763.062069242296,23081659.009065185,9386793.0586789
2069258.9816053023,2761.6658326060883,1358764.814850786,3796447374.456981,2.3130607656250257,1536253.9813236685,0.015625,322161.6555773852,26002405.204733964,34792.679310712,39821506.686390325,7803761.508635807
9062531.896235742,4231.863696212175,1019073.6180582498,9772419849.683975,282.173511093133,244.140625,481.8903039999989,538390.4130767725,11358.72779041295,29822.29655218172,3503643.226436821,9347039.391174728
2504880.4208420697,5702.061559818261,679382.4212657134,85702059.05087191,29564648.63400693,33063404.807181995,8.67646925632008,572094.981636056,2787.611330312323,24851.91379365143,42761175.87520899,7907243.817283234
12389168.828324694,7172.259423424348,339691.224473177,2244613701.6954885,1330.2897638675597,65242367.23258361,46656.0,648074.964370358,4.044857906721531,19881.531035121145,887528039.5734293,13741258.091451788
38163442.539586455,8642.457287030435,0.0276806406249996,2011593407.5276847,115484.37068085933,6637252.0294209225,576701.8171419996,344543.1775999545,15048134.62305426,14911.14827659086,226576015.96126464,13881473.720571142
17345927.19105632,10112.65515063652,7072.345082301764,357839496.43599904,5053913.144281004,16283921.152900323,11349172.359735008,2581980.091703793,35495069.1347312,9940.765518060573,758796740.4544427,13263178.293542298
16279198.245978514,11582.853014242608,7149.34370329775,366855213.75468886,3755339.192672859,2598807.4891073955,22121642.90232801,16003144.082602903,403066.0474121553,4970.382759530286,128404367.44378084,9049816.951770624
7317814.808165058,13053.050877848696,7226.342324293735,776977984.666391,2331.9552119470195,52683739.01392098,32894113.444921024,10698565.466328133,86839.24743420289,9.999999999999788e-07,288116821.35152555,12779740.114835763
27478083.180381984,14523.24874145478,7303.340945289721,287721624.7466057,1947.089526449933,32984586.663453817,16897508.292706057,541929.9241807853,891143.8514692503,416486.002465,3794313.305199593,15529498.98427682
43059336.666291535,15993.446605060868,7380.339566285707,192835804.8833305,1628140.1377110851,304737991.5068788,900903.1404910876,4432675.622220821,22159608.220595773,832972.004929,84758816.76204656,16329215.754899336
22770282.44114049,17463.644468666957,7457.338187281693,291078030.41337395,4414858.826587566,608016788.9234327,2687476.6830962207,2709440.6575412573,743900.613305274,750685.7265977392,1504397933.9670043,16803881.55615082
21785693.79309829,18933.84233227304,7534.336808277679,992777473.8037422,16998118.475010127,2200312.8131538285,4474050.2257013535,12837771.689126782,298512.466288149,668399.4482664781,773309982.0766076,23950687.507923186
13784205.838955477,20404.04019587913,7611.335429273665,585018922.5256181,10468748.438137695,6453609.444880158,6260623.768306487,7683572.193767494,10266.360666203016,586113.1699352172,24433489.686601218,34673799.19233544
32599871.0335947,21874.23805948521,7688.33405026965,1082836823.566468,4022847.37259898,3814222.469857023,8047197.31091162,38106929.64800925,3578222.508684843,503826.8916039563,128780765.2385334,37046161.27890089
41556259.64445645,23344.4359230913,7765.332671265636,4626336712.867143,744030.7022826202,8455098.01185932,9833770.853516752,5825125.34732547,2993779.7171414844,421540.61327269534,1306992877.1429262,36052337.0825619
3999381.243859994,24814.633786697388,7333.982631207163,11775605963.788883,584470.5740406124,5810239.325627307,11620344.396121886,112627957.21143489,11223826.099154288,339254.33494143444,347453820.2526121,16104085.772372894
26769005.00428324,26284.83165030348,6902.63259114869,13888936172.074345,530751.6594382077,4729571.492509594,8715319.332247663,13249674.52883141,62659608.3261835,256968.05661017343,204880036.9990368,17050450.42394964
33687741.91385361,27755.02951390956,6471.282551090217,9113622381.827078,855767.766309581,1408690.3944400563,5810294.268373443,1167639.073216156,342385.52543732355,174681.77827891253,316166213.9015049,20450985.518748693
15178403.591027128,29225.227377515646,6039.932511031744,8536683597.726564,287931.28162970906,2297948.623560972,2905269.2044992223,3912809.571158269,2431404.097119874,92395.49994765164,1180142396.505419,24556009.396544352
11855886.183517152,26641.570874958827,5608.582470973271,8949061601.311647,1491149.5997899575,380687.5454965376,244.140625,5605918.652754599,484093.7032203313,10109.22161639062,426959665.7737363,31327939.641453333
17407399.49256609,24057.914372402007,5177.232430914797,31180696161.353783,500409.80639490846,1330841.9712011155,222.0369318181818,16380571.09673732,5156.353861412691,9.999999999999788e-07,387018159.6360927,27644161.139888003
16197619.037715008,21474.257869845183,4745.8823908563245,23597182623.41073,182569.39271038145,985903.2894640536,199.93323863636363,81699926.10334983,2037507.311461405,0.2621439999999996,257889220.58878383,25218831.82455552
32124964.1702774,18890.601367288364,4314.532350797851,58280002801.67191,288886.0992716233,35269334.908708975,177.82954545454544,20439626.96043817,15790893.802829416,0.4069640716800008,359131661.44020146,39259014.09131457
1659045.464588626,16306.944864731546,3883.182310739378,42770350611.10848,352565.1104706252,5823691.635058591,155.72585227272725,241827220.1688359,2358386.2770700394,104211.39352653586,347773277.2710129,79016700.15079597
21574432.36480571,13723.288362174724,3451.832270680905,27151613673.93154,321883.556131868,27395270.601324894,133.6221590909091,7571271.712964885,2871339.74760774,208422.38008900004,404035246.3182074,100701123.11421306
47561422.50787008,11139.631859617904,3020.4822306224314,59213899124.74062,397741.14266117546,1725084.6761205257,111.5184659090909,465648.9487467638,325419.3786261459,189475.6706631364,107106449.64827164,110576533.05932398
112902492.36166456,8555.975357061085,2589.132190563958,3697873289.15694,1379329.213804388,2544835.713272115,89.41477272727272,12504038.47994606,6065932.36581245,170528.96123727277,160558142.83825392,178527339.84008962
