Energy_Clearance_factor,Energy_Clearance_factor.1,Energy_Clearance_factor.2,Energy_Clearance_factor.3,Energy_Clearance_factor.4,Energy_Clearance_factor.5,Energy_Clearance_factor.6,Energy_Clearance_factor.7,Energy_Clearance_factor.8,Energy_Clearance_factor.9,Energy_Clearance_factor.10,Energy_Clearance_factor
426.7439395906811,175.80440728695692,245.4271468769996,263.0541895133664,80.81669924196463,109.41340190184478,346.1038251497146,406.51563149394553,236.84071992639065,38.509575959639065,17.916689213535122,518.333014455152
108.34616739901723,5.3802395115595045,126.41466371995476,53.33606771976194,2.4641444516179565,6.74163877061669,17.89001757406365,152.48348071394403,5.900293020863387,2.3757277417550875,15.674955616837,138.58376002116674
18.80964270577857,2.5745766774991226,7.4021805629099395,111.57492628129243,3.1132643133282185,7.044176778493004,4.14803335524114,24.455222783126505,2.5188960566569736,2.1349567088771844,2.075984037792481,7.818034303444071
14.268153314238546,2.5922295629263745,5.381121277660425,4.148100277230099,3.135000289780652,7.3467147863693185,7.658831711990298,911.5760958456738,4.186115491924735,1.8941856759992808,1.093024005025975,79.1132785963575
8.742197035016163,2.609882448353626,3.3600619924109103,3.940380803347084,3.2192445223742983,5.560217465851896,6.106933496496277,163.14047872369977,5.208185001128062,1.6534146431213774,2.002373134657571,3.4800872680749366
5.088427816191282,2.627535333780878,1.419091111485956,1.5119553040863791,4.545210680435481,3.7737201453344738,4.555035281002256,1.2587112635897793,3.5532219793988125,1.986114777073668,10.4183122699745,3.2797995697001903
7.3658402115627535,2.64518821920813,3.162673843264599,19.220180914484573,5.871176838496664,1.424282104573814,3.0031370655082354,25.37427645000644,6.258630846709739,1.9624351868978152,18.83425140529143,2.835239685673809
7.93989209367288,2.662841104635382,4.906256575043242,6.36800000195519,7.197142996557848,26.345565646430664,1.0542766649890205,69.14441498862115,4.750467762191867,1.9387555967219627,1.0866396230221207,2.5502649487898847
7.72773153402219,2.680493990062634,6.649839306821885,34.97967571579488,4.636677603019385,14.78787562652698,1.6535150994883248,4.023861612253796,3.242304677673995,1.9150760065461103,11.252693178733812,3.4205042039915114
5.119165808055683,2.6981468754898854,1.1018896282297153,10.180851878035424,2.076212209480922,3.230185606623295,2.252753533987629,5.081107909329967,12.814500336617872,1.8913964163702577,4.609156450418298,3.272563844659465
