Energy_Standard_deviation,Energy_Standard_deviation.1,Energy_Standard_deviation.2,Energy_Standard_deviation.3,Energy_Standard_deviation.4,Energy_Standard_deviation.5,Energy_Standard_deviation.6,Energy_Standard_deviation.7,Energy_Standard_deviation.8,Energy_Standard_deviation.9,Energy_Standard_deviation.10,Energy_Standard_deviation
11539891.83902224,6857502.266592129,8853803.926923841,10822994.46860928,1752537.3478136184,8032122.670717567,28616770.23041475,6900799.648430517,9411051.82632044,12430047.257783417,17675137.05609313,7600159.19794413
5219889.242884336,9892517.596929284,4581899.235457269,8651732.31943668,77958.39082484963,17471168.17560164,1552033.3854362112,5790616.2770598745,95623.84957550545,408819.7103315293,8305794.631307807,4382814.998290962
7950988.001434359,63400.0,309994.5439906967,4686747.580616176,608950.0,27749906.22621723,1009663.1165338708,236213.09225075063,230395.91045753297,313428.8480165421,4145000.0,937607.1001064024
9716267.25823131,85137.5,591347.2719953484,942740.6766090732,1478265.83092318,38028644.27683282,31009987.221467145,9447421.124234015,129915.82608237791,218037.985701555,58500.0,4581895.494082827
9155655.373210069,106875.0,872700.0,1233783.533695741,1095400.0,19309064.63841641,20797559.365105927,1237380.589502687,142703.83698026094,122647.12338656784,754500.0,3349516.807989382
6629719.22569572,128612.5,65500.0,172247.4147120937,2072129.1071335727,589485.0,10585131.508744713,18110.676374744915,422920.0,521110.6109924158,3947358.80506463,4849356.4094078215
5845029.7496048445,150350.0,338614.24801496294,2339592.92776635,3048858.214267147,10050.0,372703.6523834989,181966.9288597992,475750.7985016946,493909.69106086297,7140217.61012926,4363774.277455993
3464319.0354297715,172087.5,611728.4960299259,685342.5314068156,4025587.32140072,12166734.108503563,9500.0,2233915.6622880152,299115.3992508473,466708.7711293101,4950.0,2893777.004827768
3763917.597097496,193825.0,884842.7440448889,7680972.034923769,2127468.6607003603,6174275.527510352,79821.25,110155.69379292204,122480.0,439507.8511977573,165810.18810975726,3159253.5855597747
5286378.290656467,215562.5,1200.0,13967801.911539268,229350.0,181816.94651713927,150142.5,36398.71088165285,10495728.034324866,412306.93126620445,127410.76843954502,3293457.7178308056
2714545.307736115,237300.0,129145.26906891596,25193394.05197028,19887.915090996008,8403447.353673683,220463.75,111500.92223921108,20868976.06864973,385106.0113346516,450909.723305493,2579081.8373978715
