Counts_Median,Counts_Median.1,Counts_Median.2,Counts_Median.3,Counts_Median.4,Counts_Median.5,Counts_Median.6,Counts_Median.7,Counts_Median.8,Counts_Median.9,Counts_Median.10,Counts_Median
21.0,6.0,18.0,,,66.0,9.0,64.0,25.0,53.875,73.0,61.0
21.0,6.25,5.0,,,66.0,8.851851851851851,69.0,32.0,61.5,73.0,60.0
22.0,6.5,2.0,,,64.0,8.703703703703704,74.0,26.0,34.5,74.0,61.0
21.0,6.75,45.5,,,62.0,8.555555555555555,75.0,26.0,33.0,73.0,58.0
21.0,7.0,2.0,,,64.0,8.407407407407408,76.0,27.0,35.5,73.0,53.0
21.0,7.25,4.0,,,67.0,8.25925925925926,81.0,29.0,16.0,73.0,54.0
20.0,7.5,8.166666666666668,,,64.0,8.11111111111111,80.0,25.0,40.0,73.0,55.0
21.0,7.75,12.333333333333334,,,63.0,7.962962962962963,81.0,25.0,37.0,73.0,56.0
19.0,8.0,16.5,,,64.0,7.814814814814815,81.0,29.0,39.5,74.0,59.0
18.0,5.5,19.0,,,62.0,7.666666666666667,81.0,35.0,35.0,73.0,59.0
17.5,3.0,1.5,,,59.0,7.518518518518519,80.0,28.0,41.5,74.0,61.0
18.0,4.5,3.25,,,59.0,7.37037037037037,81.0,29.0,35.0,73.0,62.0
16.0,6.0,5.0,,,62.0,7.222222222222222,81.0,30.0,32.0,74.0,64.0
16.0,6.1875,5.75,,,55.0,7.074074074074074,81.0,32.0,12.0,73.0,64.0
17.0,6.375,6.5,,,55.0,6.925925925925926,82.0,33.0,40.0,73.0,64.0
21.0,6.5625,7.25,,,56.0,6.777777777777778,82.0,36.0,16.0,73.0,65.0
21.0,6.75,8.0,,,58.0,6.62962962962963,82.0,34.0,22.75,72.0,65.0
29.0,6.9375,7.0,,,59.0,6.481481481481482,80.0,35.0,29.5,72.0,66.0
31.0,7.125,16.5,,,,6.333333333333334,80.0,36.0,22.0,72.0,67.0
30.0,7.3125,40.0,,,,6.185185185185185,80.0,38.0,43.0,71.0,66.0
38.0,7.5,35.0,,,,6.037037037037037,81.0,39.0,42.0,71.0,67.0
45.0,7.6875,30.0,,,,5.888888888888889,82.0,41.0,41.0,72.0,69.0
52.0,7.875,27.5,,,,5.7407407407407405,82.0,41.0,43.0,72.0,67.0
38.0,8.0625,25.0,,,,5.592592592592593,82.0,41.0,44.0,77.0,66.0
50.0,8.25,22.875,,,,5.444444444444445,83.0,42.0,44.0,74.0,66.0
53.0,8.4375,20.75,,,,5.296296296296297,83.0,43.0,45.0,72.0,60.0
54.0,8.625,18.625,,,,5.148148148148149,85.0,42.0,43.0,70.0,60.0
36.0,8.8125,16.5,,,,5.0,85.0,44.0,46.0,68.0,62.0
26.0,9.0,17.166666666666668,,,,14.0,84.0,43.0,44.0,71.0,62.0
26.0,13.0,17.833333333333332,,,,23.0,85.0,44.0,44.0,72.0,61.0
24.0,13.0,18.5,,,,32.0,86.0,45.0,27.0,71.0,63.0
16.0,13.0,19.166666666666668,,,,49.5,87.0,45.0,29.0,70.0,65.0
15.0,13.0,19.83333333333333,,,,10.0,88.0,43.0,30.0,72.0,68.0
14.0,13.0,20.5,,,,15.5,86.0,41.0,29.0,76.0,75.0
25.0,13.0,4.0,,,,19.5,87.0,40.0,30.0,62.0,74.0
15.0,13.0,5.55,,,,49.0,87.0,40.0,28.0,68.0,72.0
14.0,13.0,7.1,,,,53.0,87.0,40.0,29.0,69.0,75.0
22.0,13.0,8.65,,,,43.0,87.0,42.0,29.0,72.0,73.0
21.0,13.0,10.2,,,,56.0,87.0,40.0,29.0,73.0,73.0
20.0,13.0,11.75,,,,64.0,87.0,38.0,29.0,74.0,70.0
21.0,13.0,13.3,,,,65.0,88.0,37.0,29.0,77.0,72.0
21.0,29.5,14.85,,,,93.0,90.0,37.0,30.0,78.0,69.0
20.0,46.0,16.4,,,,1.0,90.0,39.0,30.0,79.0,69.0
20.0,59.0,17.950000000000003,,,,2.0,86.0,35.0,29.0,77.0,72.0
22.0,56.0,19.5,,,,80.5,84.0,34.0,30.0,75.0,70.0
27.0,14.0,40.75,,,,68.5,84.0,36.0,30.0,77.0,72.0
27.0,20.666666666666668,62.0,,,,66.0,81.0,35.0,32.0,77.0,70.0
27.0,27.333333333333336,46.0,,,,63.0,79.0,48.0,35.0,77.0,71.0
28.0,34.0,30.0,,,,88.0,83.0,39.0,38.0,76.0,68.0
29.0,38.0,25.0,,,,62.0,87.0,41.0,38.0,69.0,62.0
31.0,14.5,28.0,,,,53.5,84.0,40.0,37.0,,61.0
32.0,23.25,22.0,,,,64.0,83.0,40.0,39.0,,53.0
35.0,32.0,34.0,,,,69.0,84.0,38.0,40.0,,56.0
34.0,36.0,16.0,,,,40.5,85.0,39.0,40.0,,54.0
35.0,28.0,22.5,,,,73.0,86.0,40.0,28.0,,44.0
35.0,22.5,12.0,,,,64.0,86.0,41.0,12.0,,47.0
34.0,16.0,18.5,,,,20.0,92.0,42.0,46.5,,50.0
31.0,8.0,27.0,,,,56.0,91.0,41.0,26.0,,54.0
31.0,6.5,15.5,,,,52.0,90.0,41.0,27.0,,55.0
32.0,6.5,12.333333333333334,,,,54.0,90.0,41.0,28.0,,55.0
31.0,16.75,9.166666666666668,,,,54.0,92.0,41.0,28.0,,54.0
31.0,27.0,6.0,,,,54.1,92.0,41.0,28.0,,52.0
29.0,6.0,8.0,,,,54.2,93.0,41.0,28.0,,50.0
29.0,31.0,78.0,,,,54.3,94.0,40.0,30.0,,51.0
25.0,33.5,5.5,,,,54.4,93.0,41.0,29.0,,52.0
24.0,23.0,9.5,,,,54.5,94.0,38.0,27.0,,54.0
25.0,101.0,15.5,,,,54.6,93.0,40.0,27.0,,57.0
23.0,19.0,39.5,,,,54.7,93.0,39.0,28.0,,58.0
24.0,18.0,41.5,,,,54.8,92.0,38.0,30.0,,59.0
28.0,3.0,66.75,,,,54.9,91.0,40.0,33.0,,60.0
25.0,14.75,92.0,,,,55.0,91.0,42.0,34.0,,64.0
24.0,26.5,28.0,,,,57.0,90.0,44.0,33.0,,66.0
25.0,38.25,22.0,,,,59.0,91.0,42.0,35.0,,65.0
23.0,50.0,26.0,,,,61.0,91.0,45.0,37.0,,65.0
23.0,14.5,13.5,,,,63.0,90.0,42.0,36.0,,66.0
19.0,36.0,26.0,,,,59.66666666666666,91.0,46.0,31.0,,62.0
18.0,25.5,21.0,,,,56.333333333333336,91.0,46.0,35.0,,48.0
19.0,1.0,46.0,,,,53.0,91.0,44.0,37.0,,44.0
19.0,5.5,38.0,,,,51.75,91.0,45.0,42.0,,47.0
19.0,19.0,16.0,,,,50.5,90.0,44.0,39.0,,49.0
19.0,31.5,2.0,,,,51.5,89.0,47.0,39.0,,54.0
19.0,44.0,4.0,,,,52.0,91.0,47.0,40.0,,53.0
19.0,2.0,41.0,,,,51.0,91.0,46.0,39.0,,53.0
24.0,12.0,28.0,,,,50.0,92.0,42.0,40.0,,48.0
26.0,22.0,41.0,,,,46.0,92.0,42.0,43.0,,39.0
24.0,28.5,49.0,,,,47.0,91.0,47.5,43.0,,38.0
23.0,27.0,64.5,,,,48.0,92.0,45.0,44.0,,41.0
24.0,2.0,35.0,,,,49.0,92.0,44.0,44.0,,44.0
25.0,9.5,28.0,,,,50.5,92.0,41.0,44.0,,44.0
28.0,33.0,42.0,,,,52.41666666666666,91.0,39.0,44.0,,44.0
28.0,29.666666666666668,51.0,,,,54.333333333333336,92.0,42.0,44.0,,48.0
30.0,26.33333333333333,36.0,,,,56.25,92.0,40.0,44.0,,52.0
30.0,23.0,41.0,,,,58.16666666666666,92.0,41.0,44.0,,50.0
31.0,12.0,51.0,,,,60.083333333333336,93.0,44.0,44.0,,56.0
28.0,41.0,39.0,,,,62.0,93.0,43.0,45.0,,57.0
30.0,32.75,42.0,,,,63.91666666666667,94.0,42.0,45.0,,57.0
31.0,24.5,,,,,65.83333333333333,94.0,46.0,45.0,,57.0
34.0,9.0,,,,,67.75,93.0,42.0,45.0,,56.0
32.0,29.5,,,,,69.66666666666667,94.0,41.0,46.0,,57.0
32.0,5.0,,,,,71.58333333333334,95.0,41.0,44.0,,60.0
28.0,0.0,,,,,73.5,92.0,41.0,45.0,,58.0
25.0,1.0,,,,,69.8125,89.0,41.0,45.0,,57.0
22.0,10.0,,,,,66.125,89.0,78.0,46.0,,60.0
23.0,25.0,,,,,62.4375,90.0,42.0,47.0,,62.0
23.0,5.0,,,,,58.75,91.0,41.0,47.0,,59.5
21.0,7.0,,,,,55.0625,89.0,40.0,48.0,,52.0
21.0,4.0,,,,,51.375,91.0,41.0,48.0,,53.0
20.0,20.0,,,,,47.6875,91.0,38.0,48.0,,51.0
21.0,25.0,,,,,44.0,91.0,42.0,48.0,,51.0
25.0,17.0,,,,,52.0,90.0,77.0,49.5,,52.0
26.0,4.0,,,,,51.0,90.0,45.0,48.0,,52.0
31.0,24.0,,,,,22.0,91.0,42.0,49.0,,51.0
31.0,11.0,,,,,36.5,90.0,41.0,51.0,,49.0
31.0,6.0,,,,,51.0,91.0,42.0,52.0,,48.0
32.0,4.0,,,,,38.5,89.0,61.0,49.0,,71.0
18.0,4.0,,,,,26.0,90.0,41.0,48.0,,53.0
20.0,22.0,,,,,41.5,89.0,42.0,49.0,,57.0
24.0,25.0,,,,,42.5,90.0,77.0,49.0,,74.0
