Duration_FM4,Duration_FM4.1,Duration_FM4.2,Duration_FM4.3,Duration_FM4.4,Duration_FM4.5,Duration_FM4.6,Duration_FM4.7,Duration_FM4.8,Duration_FM4.9,Duration_FM4.10,Duration_FM4
46.23079691919005,8.92374582605816,17.170841800163714,20.793622814930007,21.9317821025758,11.436624425099795,108.345939385143,49.20214272526319,5.40823750237693,2.6399134409674385,2.912607704554358,240.6648087455296
5.370626320398992,1.1622714966363894,9.183993546004473,4.506361467899219,2.293635453791626,1.67686024795034,2.968070276543904,3.363780050651408,1.7254097840183185,1.4999999999999976,3.061871469947785,5.032843798679653
2.116311725541652,0.9999999999999996,1.1971452918452332,13.193455926328326,1.0,1.58843012397517,1.3715803713842758,7.545495741770276,1.5000000000000009,1.4724860290401574,1.0,2.340670334048942
3.1528608830596974,0.9999999999999996,1.0985726459226168,1.533386433205853,2.177127722151164,1.5,1.4999999999999996,170.38637037278727,1.4999999999999998,1.4449720580803171,1.0,28.10604238475526
2.446347545214931,0.9999999999999996,1.0000000000000004,1.4874990588392218,1.0,1.25,1.7799254903621586,18.959311537284936,1.5000000000000002,1.417458087120477,1.0,10.265149339645568
2.5331083165284167,0.9999999999999996,1.0,2.086321290004906,1.1666666666666667,1.0,2.0598509807243177,19.86179721049393,1.0,1.5,2.53058758334418,16.38116513993242
2.1273066950034987,0.9999999999999996,1.1666666666666667,4.463983266240684,1.3333333333333333,1.0000000000000002,2.339776471086477,45.650975262100864,1.3788871658957889,1.5,4.06117516668836,17.143611446592466
2.52122769181266,0.9999999999999996,1.3333333333333337,1.8171461967557965,1.5,2.0675943308976086,1.0,6.027826783700856,1.1894435829478949,1.5,1.0,24.33650341037897
2.6632801395550474,0.9999999999999996,1.5000000000000004,3.3720773995720825,1.25,2.557518619556359,1.0,2.2770237727050664,1.0000000000000002,1.5,6.2762363752063335,8.811506377497393
3.210531365113804,0.9999999999999996,1.0,1.693626400962872,1.0,3.047442908215109,1.0,5.450092791815883,2.032291221429669,1.4999999999999998,2.2139488804838745,9.610728360037132
2.079899419752249,0.9999999999999996,1.2499999999999996,6.324188194139253,2.612804924191435,9.127934194152097,0.9999999999999998,8.190029905142937,3.0645824428593382,1.4999999999999998,3.9300381967468296,7.886050243262926
2.6597848551515,0.9999999999999996,1.4999999999999991,2.199445660936308,2.816349053732468,11.133050070367162,0.9999999999999998,42.52186315831282,2.2483295171509923,1.4999999999999998,4.345071365069256,6.8986030999067935
7.609794945891507,0.9999999999999996,1.5,1.5,4.070221523054806,60.694109496813255,4.586188905644459,22.579734740188744,1.3207214481906473,1.4999999999999998,3.1328676379423723,5.311753406756554
11.58112622973906,0.9999999999999996,1.5,11.588114598182887,5.62217386281066,12.343964550547776,4.031552382690652,29.602326665742943,12.80123240582222,1.4999999999999998,2.600438279832341,4.76910142585954
