Energy_FM4,Energy_FM4.1,Energy_FM4.2,Energy_FM4.3,Energy_FM4.4,Energy_FM4.5,Energy_FM4.6,Energy_FM4.7,Energy_FM4.8,Energy_FM4.9,Energy_FM4.10,Energy_FM4
125.68387522366028,32.784331553171434,63.412026805071314,66.99331434347944,33.70868930076145,35.87650030120898,67.5554609525874,90.06765435446836,50.25906001584777,12.022669086163727,8.647632749695873,131.6666404934871
25.97186845314076,1.8164871909146048,32.87127920479117,18.03446521639748,1.8585195659551328,3.391927957816888,14.509339881739596,38.94496829498512,3.740091688818998,1.5,7.56434987671106,28.922097906691825
6.288586654167196,1.0,2.3305316045110267,46.27358337068411,1.0,2.4459639789084435,1.4992558826824425,76.62347130964774,1.5000000000000004,1.6840745929544416,1.0,5.435112449971228
4.155826766449079,1.0,1.6652658022555131,3.4442935370993086,1.3043310854457617,1.4999999999999991,1.4999999999999991,400.238813778402,1.5000000000000002,1.868149185908884,1.0,142.14371130979703
3.756972564571886,1.0,1.0,1.087377423116103,1.0,1.2499999999999996,1.699709903919649,510.07988157803817,1.4999999999999996,2.052223778863325,1.0,3.3117911528470247
1.9869940868480969,1.0,1.0,2.255409230449263,1.1666666666666663,1.0,1.8994198078392992,20.33387199038848,1.0,1.5,2.598725034393875,2.376658226677813
3.198772944426078,1.0,1.1666666666666663,7.062258460681651,1.3333333333333333,1.0,2.099129711758949,46.84283350813937,2.221454831119933,1.5,4.19745006878775,2.864854684006024
2.762855358997945,1.0,1.3333333333333333,3.063636124359287,1.4999999999999998,7.947786569867853,1.0,20.00512228412326,1.6107274155599665,1.5,1.0,2.5477175591996013
3.15492891668101,1.0,1.4999999999999998,9.05392460404028,1.25,4.736141410540407,1.0,3.784442527956017,1.0,1.5,70.568405713794,2.5235967561311403
2.143168181929263,1.0,1.0,3.1308904443654813,1.0,1.5244962512129607,1.0,11.01852982403978,3.79287050071742,1.5000000000000002,2.177657598403799,1.9527544064084872
8.911621393019978,1.0,1.25,8.867318710927917,2.833029804033919,145.3297330631854,1.0,240.2353613054003,6.58574100143484,1.5000000000000002,165.38176165949886,3.754397162442217
2.0775686200991963,1.0,1.5000000000000002,3.86151931932752,2.148785895913264,18.87064929367932,1.0,462.3478339731085,2.9444260314445594,1.5000000000000002,2.699570774744967,3.4156803253439083
19.99561810414989,1.0,1.5000000000000009,1.5000000000000016,2.2526345881189744,95.20408242327692,5.166566467969022,384.6755281361365,2.340183846902192,1.5000000000000002,5.764569820832153,4.330784623278634
126.79310332761554,1.0,1.4999999999999991,75.05555694558295,1.878519994879508,12.718882563677605,4.617349442435988,404.0446045555939,41.67386581922704,1.5000000000000002,1.4678332053665466,6.946408025744355
46.46288234226833,1.0,2.326747372753456,41.07870669973424,1.5856799965863386,3.569193495685361,4.068132416902955,28.874242434238248,2.3084559225282524,1.5000000000000002,88.40281635061636,7.424844452744087
489.7295240360921,1.0,2.208640605217248,7.101856453885513,1.292839998293169,3.738662550082735,3.518915391369921,394.4265656234985,2.318377513307054,1.5000000000000002,298.9913350159432,6.598032373780462
19.31241526140059,1.0,2.09053383768104,3.1361840251777537,1.0,3.908131604480109,2.969698365836888,53.67099003825717,3.9517946286871286,1.5000000000000002,1.1318312577848757,4.392543422495994
126.168438381746,1.0,1.972427070144832,9.000759667172316,1.2170953409924976,4.457262378505355,2.420481340303854,57.69741982268528,5.585211744067203,1.5000000000000004,17.533265569759074,3.892282288252049
349.6615355130505,1.0,1.854320302608624,5.641801985616925,1.4341906819849952,3.842962148792812,1.960240670151927,24.47643227809551,3.2646993096807746,1.5000000000000004,167.87688548271095,3.492404992571845
112.59720818735524,1.0,1.736213535072416,2.2828443040615336,1.6512860229774928,3.228661919080268,1.5000000000000002,14.975877502997616,5.143103733680767,1.5000000000000004,12.951411508487748,91.01334672056764
39.83561806215987,1.0,1.6181067675362082,2.1963922889935805,1.58554492045212,1.0,58.98113552693771,43.73467018633938,1.5000000000000002,1.5000000000000004,32.617492604751426,14.991624390409122
75.25240485086947,1.0,1.5000000000000002,3.2499765190468475,1.945251027314008,1.5000000000000002,30.240567763468857,292.14897666660806,5.474949342839816,1.5,1.8893920223985647,2.7690227552924456
4.972330809152679,1.0,1.4500000000000002,7.119783740498221,2.304957134175896,4.4481864105936255,1.5000000000000002,55.9327167426907,3.448310011673582,1.4999999999999998,9.391202212762048,2.496106929209239
3.8076294461626152,1.0,1.4,1.0,2.664663241037784,3.087420362090164,10.529943707812206,198.83989290973705,2.181165750762131,1.458333333333333,61.925242761764274,3.012605735539304
4.345416968984143,1.0,1.35,4.197038670402707,3.024369347899672,1.0,19.559887415624413,4.4370261956700645,5.166461570351129,1.4166666666666663,148.07648894255507,2.4771995068957646
115.0648145269654,1.0,1.3,7.1231139221609725,1.4999999999999991,1.0,17.748914787402043,315.3964093151136,2.919596521330216,1.3749999999999998,324.0395674571554,3.138228012252036
8.138522552513498,1.0,1.25,14.014055141542071,1.0,1.0,1.8151908011306312,477.8412824200776,5.29561042969147,1.3333333333333333,19.655027552953705,3.290534609152988
90.04554932943724,1.0,1.2000000000000002,9.01296360175964,1.0,1.0,1.0,133.29475714176488,2.116262989203591,1.2916666666666663,2.4844197674687303,4.135718843221436
39.91254180933017,1.0,1.15,15.31342805506922,2.432357925789017,1.0,1.0,63.73884289090205,6.122195041020278,1.25,5.159675195681338,742.7906574201463
146.39921492952735,1.0,1.1,15.0583406413353,46.99480875744454,1.4999999999999991,3.192751773069038,40.65999900530954,2.067396230558516,1.2083333333333333,1.0,2.917990386527588
18.97621027164321,1.0,1.05,4.123918412721394,3.647847742536783,80.59797433028358,1.0,116.51983908994708,1.5,1.1666666666666663,13.004008574754028,2.774566283427798
6.634098282058201,1.0,1.0,15.314128150607605,2.248995714154129,86.33502561183967,1.4999999999999998,502.2756410291446,1.294756766221852,1.125,23.08138190742236,3.367758229211544
6.907950675631995,1.0,1.4999999999999991,90.50854673271756,1.0,16.503028600060176,1.3333333333333333,8.849456113080347,4.719967335925891,1.0833333333333333,17.854501442968044,2.623031326961363
9.848230819690205,1.0,1.4444444444444438,77.69415335053546,2.9644177098524644,38.21135362248104,1.1666666666666663,502.7398034277358,2.9178992880494063,1.0416666666666663,19.46954396705432,2.359638449203273
144.49332759479552,1.0,1.3888888888888882,74.76752180425167,1.6006688096340116,4.17690764103726,1.0,215.57278512338377,4.166285094878208,1.0,14.82798903855391,2.4700305288075173
67.13877252257551,1.0,1.3333333333333328,58.622534251097775,1.4999999999999991,15.818094623616926,9.010009182478536,5.609655650164162,6.12386166394367,1.0,4.5794620023406845,2.357077137823899
