Amplitude_Root_mean_squared,Amplitude_Root_mean_squared.1,Amplitude_Root_mean_squared.2,Amplitude_Root_mean_squared.3,Amplitude_Root_mean_squared.4,Amplitude_Root_mean_squared.5,Amplitude_Root_mean_squared.6,Amplitude_Root_mean_squared.7,Amplitude_Root_mean_squared.8,Amplitude_Root_mean_squared.9,Amplitude_Root_mean_squared.10,Amplitude_Root_mean_squared
77.25325641686341,74.4202854663222,76.44404882759723,76.83958754630137,73.64502698757059,79.13649548743479,78.99305728095065,75.59940863483986,76.0339807350312,81.25929177638703,89.29334261008913,74.969385760201
77.28686615460612,88.3909969020224,73.86357320169503,80.3546154913906,75.42550961047596,88.52938306950222,79.78292918584579,76.01701189576563,72.83563688195497,83.72464790410687,85.95763662477958,74.16664294631332
85.192547186675,72.37990052493855,71.28309757579282,76.21705270349293,79.51867705136951,86.40914549965615,84.16002614068034,78.2152061830746,80.82270720533927,82.08848087701904,90.96735678252942,83.37969327120364
87.18893713870963,72.9668842752994,76.21748069339921,84.14491468096374,84.97087736395335,84.28890792981008,86.5552809865849,79.29650297847557,72.24610716156269,80.45231384993119,82.46274916591128,85.1842531396993
90.6593995766668,73.55386802566025,81.1518638110056,79.46052479061537,81.58688620115367,80.73293994194228,85.2860399474903,78.78291639136718,71.13941710941036,78.81614682284335,86.65636156682324,91.2744200293434
92.00901622985764,74.14085177602111,79.5545410394655,82.45101576087464,81.14202761903523,77.17697195407449,84.0167989083957,78.62337904025314,74.62925029772174,83.69145715065547,83.78197644381082,93.06249744430762
89.85660478019255,74.72783552638195,77.61073005680056,79.33159661964596,80.69716903691678,72.53337162989185,82.74755786930109,73.44536633944101,75.42512843873718,83.43809672814287,80.9075913207984,93.5021867679958
87.17898961128819,75.31481927674281,75.6669190741356,78.70785947322632,80.25231045479833,81.36739518996538,80.41591882208397,75.25602663876525,74.4053598337668,83.18473630563028,74.05744392024341,92.37311399684263
87.45916968322547,75.90180302710365,73.72310809147066,80.0751635538874,80.50710680113008,79.89787141735754,78.822113683541,75.11186657246643,73.3855912287964,82.93137588311768,79.8470635272304,90.76957598504114
89.48079702625596,76.48878677746451,69.75302860808267,85.47413643904218,80.76190314746181,78.42834764474969,77.22830854499803,70.77948420704536,77.81400695038792,82.67801546060508,76.60643541402938,90.75358523772596
83.76121392926507,77.07577052782537,73.47413944687449,80.68055415142993,76.0276813623389,75.93802604355803,75.63450340645505,72.62419884966121,82.24242267197945,82.4246550380925,75.57035142461912,91.6195732132776
89.94638109898223,77.66275427818621,77.19525028566632,77.14712289793167,74.85380036158104,75.91974296014193,74.04069826791209,73.83596337273245,79.03073543158474,82.1712946155799,74.18260012239757,91.58231209381094
78.68266413397633,78.24973802854707,66.97589118481366,67.8102745410556,74.12992816669932,77.18250609157066,81.99879790059643,72.86120281481696,86.03283094261168,81.9179341930673,74.52486185483848,90.7588399880589
74.07679127291492,78.83672177890791,68.64027000723895,89.86071026872645,73.7862058020784,77.21605062793792,82.84346930558071,72.52091966931017,77.67837244339344,81.66457377055471,77.74997750723338,90.92477625460398
73.0668395975937,79.42370552926877,69.44154016149123,84.09434795089476,73.74175994810024,76.41212393469067,83.688140710565,73.1057015560346,77.73202364534195,81.41121334804211,78.23826039160801,87.42631812500531
73.10833918155282,79.40808761700525,70.09438629215131,78.32798563306305,73.69731409412208,76.73726685377471,84.53281211554926,73.36919630737185,75.51681931861272,81.15785292552951,70.91435580441332,88.60775829166842
73.31078331803737,79.39246970474173,70.74723242281141,81.78288329473351,73.65286824014392,77.06240977285877,85.37748352053354,71.85304826429979,77.28291682469258,80.90449250301693,75.49410385251848,87.92032815883219
72.85062623832076,79.3768517924782,71.40007855347149,83.58905974522568,73.32432296466256,78.26966787390188,86.22215492551783,70.87976826702227,79.04901433077244,80.65113208050433,75.50104635036523,87.44596837024865
73.39901440159842,79.36123388021468,72.05292468413158,81.03460823644897,72.99577768918118,77.06887537732479,85.01754076696375,71.97149545941005,81.65524069729594,80.39777165799173,79.60876762237272,87.41929440653995
76.95029015417497,79.34561596795116,72.70577081479166,78.48015672767225,72.66723241369982,75.86808288074769,83.81292660840967,71.98614710827404,70.51471984121977,80.14441123547914,75.43633076972925,88.36131413540858
75.44942950774033,79.32999805568764,73.35861694545176,94.58453890567952,72.94817397958994,83.60053827577906,63.45057583482196,71.47436758433027,61.84628795112391,79.89105081296654,75.19425130002578,88.57052408443141
74.02737324193544,79.31438014342412,74.01146307611184,81.66719047451063,73.78370257008201,73.42209022721522,74.71518983247316,73.42175263846677,79.16981748115882,79.60118914656795,71.92590433415289,87.90638362063943
77.15648346818608,79.2987622311606,74.9813262655685,75.98380675439267,74.61923116057409,82.83491702332337,85.97980383012435,73.40948161477662,81.86339666960878,79.31132748016935,76.01637433255198,87.89800730645293
75.1193811780384,79.28314431889707,75.95118945502516,70.73118124278712,75.45475975106615,80.67330944707089,82.74287732639527,72.5028170113153,79.01088532601062,79.68570173421791,75.56486441579324,88.21385169512283
81.94778356227356,79.26752640663355,76.92105264448182,84.53289300621387,76.29028834155822,80.51397394241573,79.50595082266621,71.34180520025247,75.59245994145182,80.06007598826646,74.79211514461186,87.4679278903166
77.58586176582655,79.25190849437003,77.89091583393848,68.85542825369689,74.76583444328031,78.03101947302753,65.37341900989635,72.47482284476932,80.71836841760368,80.43445024231502,75.27969019143974,88.20675857702557
75.03461301749302,89.64153613141622,78.86077902339514,74.16348395902916,77.53412152078593,77.73972792898583,78.05441211103957,74.0720846821977,76.62854668246467,80.80882449636357,75.0226865687973,88.10723484645843
76.99751936997993,89.09264608535912,79.83064221285179,73.96511462722262,78.17432442944423,77.44843638494415,70.43436661176133,72.63496906575232,77.41047732703888,81.18319875041213,73.59609673444275,88.36233969466149
77.17941915508791,88.54375603930204,80.80050540230845,72.90494601771647,76.44575107318168,77.15714484090245,79.50474828587285,73.0554846111892,73.51472641586855,81.55757300446069,78.25422854845792,87.39574106073793
75.96163505349263,87.99486599324494,81.7703685917651,77.20806114572721,76.04669752251988,83.0260400918491,73.83944745188712,70.88509532426711,77.24835273324604,81.93194725850924,79.50157231149582,87.15104273820809
77.64346792681357,87.44597594718785,82.74023178122177,75.3963526969309,72.94814368211618,77.65622738172897,77.36620709327813,72.7653134054273,86.33712990365153,82.3063215125578,77.09509279671005,86.54365566494826
79.08012083330885,86.89708590113075,83.71009497067843,82.71176458037877,71.8680909722806,76.47209829854165,69.28121438504573,72.98817354505871,72.36781052374046,82.68069576660635,73.70267973418606,87.95453241335284
79.38349946080055,86.34819585507367,79.31771554955425,72.84201317015864,70.47173192138817,73.66387918630265,67.03897500378964,74.63944820881021,76.45936012026259,83.05507002065491,70.62770702776638,88.43140822437627
79.69330163916433,85.79930580901657,77.7723305007552,73.47481851870569,77.77083000714343,79.38130088523718,64.79673562253357,73.87125518440637,76.99141510584151,83.42944427470346,72.14095262369734,87.02061904821686
78.64406917877413,85.25041576295948,76.22694545195615,73.69139689304244,81.98278782768978,72.69546495483745,62.55449624127749,74.16861929448541,76.19142558932293,83.80381852875202,68.62968664425688,86.27027796747382
