Amplitude_Standard_deviation,Amplitude_Standard_deviation.1,Amplitude_Standard_deviation.2,Amplitude_Standard_deviation.3,Amplitude_Standard_deviation.4,Amplitude_Standard_deviation.5,Amplitude_Standard_deviation.6,Amplitude_Standard_deviation.7,Amplitude_Standard_deviation.8,Amplitude_Standard_deviation.9,Amplitude_Standard_deviation.10,Amplitude_Standard_deviation
9.366975760748575,8.923673259619294,9.271099725488371,9.743854447280906,9.098542070991472,9.029511173017594,9.80886075220257,7.408311032696841,9.413080474300852,10.973024879220862,8.149354927310032,8.679167249978041
8.328616077116294,12.164120738192848,9.557947652439772,10.265831330165534,6.142220689620328,14.801060397447506,9.88316232321038,8.020747189933768,5.854058421300561,5.1409035090039295,8.801100906286084,8.157449447068704
10.203310903482326,5.100000000000001,9.844795579391173,9.828359228354238,9.9,15.286910864149434,6.610597552415363,5.047437538878979,4.451965857910412,5.132245382508888,3.5,9.361436521709688
11.58718554233182,5.112500000000002,10.247397789695588,5.963406930792346,6.779380502671316,15.77276133085136,10.077146862524575,3.0784516734510703,6.7153224461343255,5.123587256013847,1.4500000000000028,6.182356486157134
8.504443343015355,5.125000000000001,10.65,10.967451846258548,8.899999999999999,15.011380665425678,8.45499772919556,2.090869509206676,7.272933077896123,5.1149291295188055,1.0500000000000045,5.769776226910821
8.084716393426568,5.137500000000001,0.8500000000000014,4.08013480169467,9.667294920682949,14.249999999999996,6.832848595866544,1.087789155524571,12.05,5.142200134399888,4.974664469248092,5.128810429532337
8.421714084849421,5.150000000000001,3.5802572817074263,6.743739666635865,10.4345898413659,2.200000000000003,5.210699462537529,2.4006298632042977,9.29663917768136,4.930967870711784,8.89932893849618,3.541945227819406
8.304999549877122,5.1625000000000005,6.310514563414851,9.76304987476469,11.20188476204885,11.64354327513751,1.6000000000000014,6.977977459227539,9.07331958884068,4.71973560702368,1.0499999999999972,3.169072001675026
7.68493100554382,5.175000000000001,9.040771845122276,9.87736371961602,7.725942381024425,8.411429246329465,4.0625,5.294985835675105,8.850000000000001,4.508503343335576,5.447379826992709,3.717699200780745
7.687036909890457,5.187500000000001,0.6500000000000057,8.990439366349122,4.25,5.17931521752142,6.524999999999999,2.4094488554402327,11.018672139812123,4.297271079647472,6.424785376314866,4.010933701531936
7.949764503155856,5.2,4.541106682183883,10.79918882781679,1.2941105911869435,6.422358059923237,8.987499999999997,1.6389292675343514,13.18734427962425,4.086038815959368,5.182779762144701,3.942029695383377
8.887799647485,5.2125,8.43221336436776,7.747231236818397,7.9673824857019,2.598583314587505,11.449999999999996,1.284683338075663,3.061145577214182,3.874806552271264,3.8914831578617664,4.454893788476778
5.38589436168538,5.2250000000000005,1.1115554667022025,3.229379025275428,1.607356136641785,2.042360668171235,8.900791067801395,1.2343596403358532,9.737432926598265,3.66357428858316,4.566449326668599,4.803840848630639
2.1888929175694134,5.2375,2.350886357667395,6.222638106141156,3.733956421218055,2.7294030313944324,8.464335202233407,1.6657904797229452,4.384292963909737,3.452342024895056,5.043506701257956,4.7079808537288494
4.10884660993928,5.25,4.021426985536357,6.440659253897087,2.705970947478704,2.7497604529261186,8.027879336665421,1.3892601448252953,9.289072881617413,3.241109761206952,6.628041447952971,4.077342961627297
1.7961814807491103,4.822727272727272,4.0269913662804,6.658680401653017,1.677985473739351,4.651109851436797,7.591423471097435,2.2500544875235047,5.016722037346697,3.029877497518848,7.977393351315377,4.207279233004777
3.9184916543068007,4.395454545454545,4.032555747024442,15.759996827410848,0.6499999999999986,6.552459249947474,7.154967605529448,1.5252008293517805,5.910901826748585,2.818645233830744,8.235551842712272,4.576970695789595
3.027275041634019,3.968181818181818,4.038120127768484,8.944826289837712,0.5289147251893613,5.675349044495811,6.718511739961461,0.92284678603355,6.805081616150472,2.60741297014264,9.828270877541511,4.27475762090104
3.2483222557539126,3.54090909090909,4.043684508512526,7.129714407478298,0.4078294503787241,6.954396519177015,9.414602451492163,1.525636131291172,4.755143414124214,2.396180706454536,5.858052039920962,4.405833291464237
3.607325566834454,3.1136363636363624,4.049248889256568,5.314602525118884,0.2867441755680869,8.23344399385822,12.110693163022868,1.4695181748993165,5.678387238701942,2.184948442766432,6.273705045664801,4.5397204966217135
2.5762022997476253,2.6863636363636347,4.0548132700006105,7.54241708973692,0.8276872371680549,0.3000000000000042,2.5736044636853594,1.7002145356237606,1.2657891697365011,1.9737161790783275,1.308976855472726,4.299534625938086
1.801504896811421,2.2590909090909075,4.060377650744653,10.261072068746037,1.2219358660145192,2.8522895287041896,7.06362373390302,1.778460042826919,8.970195092638733,3.6421463141120727,6.045001308215452,4.488598581256865
3.9958975502174616,1.83181818181818,3.784339885670187,13.788705343930168,1.6161844948609834,2.0840831668872606,11.553643004120682,1.89309381196854,10.06051079970696,5.310576449145818,6.456709473270594,4.797239376601741
5.920407459778079,1.404545454545452,3.508302120595721,2.1000000000000014,2.010433123707448,6.9725408948684,9.74870543075515,1.787013241006934,3.90583028357373,4.934695078383666,1.9184988189504768,4.971586970733024
5.521780434931982,0.9772727272727249,3.232264355521256,9.476813810558909,2.404681752553912,1.5,7.943767857389617,1.9750303061115724,10.719370222134492,4.558813707621514,2.881543971093764,5.153460399090558
3.349801298033045,0.5499999999999972,2.9562265904467906,10.021618607099994,7.715496671562295,2.200000000000003,5.267351378843466,2.222068566141378,8.682885465097415,4.182932336859363,1.0131361908202872,5.143107717327127
2.4525575362783774,4.049999999999997,2.680188825372325,10.199195978895442,2.299999999999997,3.3500000000000014,6.744245232047838,1.8001041515971294,6.813849254765376,3.8070509660972105,2.6744859319128973,5.928985899357367
4.254444988726297,4.142105263157892,2.40415106029786,11.33830631455354,1.949999999999996,4.5,2.199999999999996,1.916631482582854,6.46547755390118,3.431169595335059,6.28462639507074,6.31687081282271
2.989761742788853,4.2342105263157865,2.128113295223394,7.028236583059481,8.110562526101129,5.649999999999999,2.950000000000003,1.8240232670334444,6.795218907437786,3.0552882245729074,6.812353724323637,7.040258390938798
2.745588461514216,4.326315789473681,1.8520755301489285,8.15219417679644,5.835789134198175,8.065702421708574,6.417974758442107,1.8438197388031767,8.310715973969991,2.679406853810756,0.5,7.277110009169709
3.341241927865992,4.418421052631576,1.5760377650744628,12.418087167067595,5.373003505179079,4.56231788200504,3.200000000000003,1.6003074200039122,3.487437773240151,2.303525483048604,9.926789791043,8.172003521010126
4.616966426667032,4.510526315789471,1.2999999999999972,11.488598696098668,4.532866091117185,3.028126491068972,5.448139335793661,2.629583312863028,2.6301330764811093,1.927644112286452,4.192619176070677,7.593093156516517
