Duration_Central_moment_4th_order,Duration_Central_moment_4th_order.1,Duration_Central_moment_4th_order.2,Duration_Central_moment_4th_order.3,Duration_Central_moment_4th_order.4,Duration_Central_moment_4th_order.5,Duration_Central_moment_4th_order.6,Duration_Central_moment_4th_order.7,Duration_Central_moment_4th_order.8,Duration_Central_moment_4th_order.9,Duration_Central_moment_4th_order.10,Duration_Central_moment_4th_order
693777307942.2854,48654162479.423256,914060014933.5084,354291541750.132,384936191628.4311,208525652961.4332,168957363837251.16,317422407401.5443,11398757175.55471,12321527937.854012,8305065644.668103,28118337397878.18
2657010858.6835604,4826369542.279506,457684098400.2345,9707994158.05317,330675695.7466063,29784142328.535755,3450314686.8108306,7713864119.571511,139685053.32911372,100917244.1200664,10394998175.081272,5408053039.082606
3248301414.964555,42412526.0001,1308181866.9606214,100764670583.14232,1322521594.9201005,173176992062.47592,1103882604.5064344,1050662277.8375266,29983986.5316741,98902086.7698095,256882679.5535997,720145458.2032031
7146029033.422618,40930930.42142552,816264499.9451107,238432953.06480265,1352401177.5626056,316569841796.4161,17098626859.821695,50389154821.16861,74311474.15022962,96886929.4195526,2397612.2385062417,7641932653.890532
2182282078.8784103,39449334.84275104,324347132.9296,10326533639.032766,2054483443.488099,160035498631.49124,11501848584.497776,120606399.03018188,1449185195.9760666,94871772.0692957,11631919.513600027,3549799159.7708287
2076349773.0253527,37967739.26407656,351557.09100624966,21339969.07285001,13526405777.10733,3501155466.5664062,5905070309.173855,47899759.624840274,3535827259.666508,1747973478.5375998,299179406851.15955,3157522808.766949
1930906559.4045684,36486143.68540208,530718539.0523768,9544250035.178663,24998328110.72656,98150.62410000007,308292033.8499334,6167998.513043233,443815292.6515708,1634563064.7865644,598347181782.8054,954987356.9697464
2036339371.589337,35004548.1067276,1061085521.0137472,2520297206.6012845,36470250444.34579,21745156059.38085,6275037.525006256,2949419884.6730843,762712080.7215385,1521152651.035529,70591.17609999995,665826967.3193464
1639842936.4003968,33522952.528053124,1591452502.975118,17013253971.890472,18240496430.1436,11187005295.79532,907664379.8145062,205322317.0669796,1081608868.7915063,1407742237.2844932,248430901.62536,633770534.5069139
1309740873.627983,32041356.949378647,600.372506249998,15347253169.974483,10742415.94140625,628854532.2097842,1809053722.104006,125443837.965969,34313372220.78411,1294331823.5334578,282867803.7528205,919355676.2209172
1354969851.9540453,30559761.370704167,79213497.81425682,57940732681.703766,979139.9379296316,5231007761.407137,2710443064.393506,56564724.42552518,67545135572.77671,1180921409.782422,491997511.4816776,1153043784.2295868
2019616903.821019,29078165.792029686,158426395.2560074,3179117964.3415,3508547547.552297,188635666.0558701,3611832406.683006,57361011.30164328,73561072.58285895,1067510996.0313866,315054281.83014107,1836573588.4944053
622765784.0191765,27596570.21335521,71837.87734074077,57571415.38322961,15014.916889453129,5861044384.451782,215114475761.0377,33993205.0919052,1676164155.4363203,954100582.280351,322690494.0062456,2246662848.369548
154203825.70154113,26114974.63468073,835211.7106962957,7752388848.134435,918187.8208275464,1944591805.348132,172427691478.70648,100800995.14887787,1955574418.8214967,840690168.5293155,328404713.1965886,2172526099.996593
124831010.32765552,24633379.056006245,106034544.13519996,8287054843.608768,627903.0276871142,112254365.8553972,129740907196.37526,19186657.42817949,1809518341.2458515,727279754.7782799,209019754.5462424,1533660350.5559273
75566580.37748094,24460607.709960792,95070446.71535236,8821720839.083101,337618.2345466821,1286268057.9211984,87054122914.04404,147348930.7550043,486372508.3179456,613869341.0272443,664760286.6596237,3023474155.9814434
472612937.4422566,24287836.36391534,84106349.29550473,39253296214.35537,47333.44140625,2460281749.9869995,44367338631.71283,54631249.29583032,942012427.6194712,500458927.2762089,431300490.5166836,2906326625.1722
46462573.77335073,24115065.01786989,73142251.87565713,39847656207.37536,31610.937236265432,2448877497.8745275,1680554349.3816135,47145867.925366834,1397652346.9209964,387048513.5251734,679559912.1851946,2698993665.418576
124756041.68401328,23942293.67182444,62178154.45580951,20859554522.96016,15888.433066280864,1840181604.264249,5727042565.918839,48360846.21394511,1092055992.6954894,273638099.77413774,3723444008.4323816,2217803645.1369777
596462427.7171749,23769522.32577898,51214057.035961896,1871452838.5449576,165.92889629629585,1231485710.6539714,9773530782.456064,53955991.53874163,1220991002.3511107,160227686.02310228,1164946385.3045068,2924846090.0926046
136841216.21576178,23596750.97973353,40249959.61611429,13532424880.357836,37601.26991979079,1561556.3925062488,637955496.549884,7861465.816553693,460052.7360666667,46817272.27206669,18139934.810963955,4334953622.903926
272778119.3962766,23423979.63368808,29285862.196266662,66554925991.84383,6790067.045943918,205734866.4842666,2839143697.9177904,99360084.9059896,5585829739.432314,1916479133.3011048,246596099.5173337,3599621583.56478
281214245.68884724,23251208.287642624,26359640.1904,310111042173.27313,13542532.821968043,321989394.9464169,5040331899.285697,146120637.94936973,5112729420.982228,3786140994.330143,4195382968.0921664,1925662752.4258049
176759835.05682614,23078436.94159717,23433418.184533328,272654400.0625,20294998.59799217,3817627505.9747553,3669304424.488186,194831701.032358,349280556.6277823,3470643119.522764,257045665.29783896,4439843403.6176
217940079.6524026,22905665.59555172,20507196.178666662,98666314219.45522,27047464.374016296,71639296.0,2298276949.6906743,327995540.7360316,17424438857.896305,3155145244.715386,80071620.14653051,4377822764.293482
888325311.962007,22732894.249506265,17580974.172799997,9800222609.749022,2259878649.551475,9250859.118006254,1133243945.3394015,317334108.4469852,3334408955.9566293,2839647369.908007,17928715.202715863,4332301359.263523
152748534.20446044,9694754.049600009,14654752.166933332,11040783171.255796,254018.52000625007,20873734.432837512,635642396.8134314,750273483.5974933,1604995927.739211,2524149495.100629,206351888.8018104,4309547397.297681
1269846729.9792686,9745954.161989812,11728530.161066664,22429460473.937363,16987916.28960002,32496609.747668773,5470.081600000058,109340011.27501388,962568202.1620948,2208651620.29325,993618162.1126268,4758591231.21337
89596664.98842932,9797154.274379613,8802308.155199997,2388552207.1177554,1349961372.7286055,44119485.06250003,2302358932.324506,119203914.20446754,3095583932.2954354,1893153745.485872,4594978198.920713,7154817041.398109
203693390.805152,9848354.386769416,5876086.149333332,39221578755.37625,14385229860.411287,9070896870.758396,1306714209.7359426,64584426.696683794,1209825134.2058,1577655870.678493,0.1785062500000062,13742634360.395748
169080261.92389777,9899554.49915922,2949864.1434666663,12120976339.835234,342196327.4107631,45848809267.265816,2839.824099999973,10031701.920622872,7799834.560066669,1262157995.8711145,7387516169.138446,10419181805.550144
284684466.50986505,9950754.61154902,23642.137599999827,66666308403.08419,161969959.75685003,83017419.0967509,411776212.5387852,275370727.58425045,251591218.4112452,946660121.0637356,460192363.7494237,10264773999.284813
148829021.08758375,10001954.723938825,1079730601.2897851,45379430298.15718,13.032100000000156,402830677.7772788,274552079.8428589,9133902.072648533,1801872930.7644672,631162246.2563572,5182413077.203456,10305826087.695791
482137244.8735748,10053154.836328624,960143947.24782,1398964034.64833,1478195231.4539351,18005426.520047344,137327947.14693254,176470642.931532,243868114.86990747,315664371.4489784,13081253075.032433,13019637507.18016
339253019.1127046,10104354.948718429,840557293.2058551,5385410426.555869,2359666122.9840508,477145060.4078946,103814.45100625006,179143922.72362268,3410191682.3402367,166496.64159999962,1685117158.5579658,17202229235.644005
176839626.51800328,10155555.06110823,720970639.1638901,3448991868.6927133,17831975.64302964,627986812811.3065,1296563743.6167157,914797199.6068122,7614197273.059108,461915.8520499998,201534340.45964727,8778377130.337366
583753245.3962464,10206755.17349803,601383985.1219251,1568220322.762743,114073986.13222402,8303607305.982971,2593023672.7824254,512775995.5428428,2893305681.115259,757335.0625,507763083.6847614,12615055843.96754
1443564794.1993985,10257955.285887834,481797331.0799601,4649759103.193801,17971281.345221005,6783689675.106683,2174861955.6526723,212823253.8030803,891827934.6960962,76614915.15625,429070852.8776801,20704759318.299545
468529867.7504844,10309155.398277637,362210677.0379951,15601247554.811049,89600779.93196388,1414225139.4923675,1756700238.5229192,36812038.940767616,24132248549.64405,152472495.25,1728125196.5541809,13554445831.759235
1227188833.632621,10360355.510667438,242624022.9960301,12409531198.228474,366919991.6193227,1566628910.78125,1338538521.3931658,15886825.157848852,423717019.23680735,228330075.34375,139878894.99976912,10880416985.834051
892338770.5207592,10411555.62305724,123037368.95406508,3755546698.668747,576911492.4114776,2744576688.4718995,920376804.2634128,41861258985.381386,10781015500.425056,304187655.4375,81013761.65909605,10756012877.561462
1537983390.1074498,10462755.735447042,3450714.9121000003,11813398186.165297,809439233.4285662,2448241140.888859,502215087.1336596,38712298.93853271,304980123.4152186,380045235.53125,675222077.7079223,11993252487.295822
380987308.4732358,10513955.847836845,3543355.666629218,7600627880.80089,377011265.4479433,2854771393.124344,84053370.00390625,3920151112.6530137,219522719.6720908,455902815.625,63846882.87647102,18096037265.591995
685295742.6591825,10565155.960226648,3635996.421158436,8270190380.80282,181160202.0314185,3097045085.6305094,65542850.37890625,51751145.26381363,74807284.11107619,531760395.71875,129330686.26813896,13547648487.879562
1287433836.8655107,10616356.072616449,3728637.1756876535,7438052059.679641,588902794.72638,280846595.17411816,47032330.75390625,209802980.0423073,145607617.24919996,607617975.8125,329881486.66561097,18675625666.43654
555695604.1534194,10667556.185006252,3821277.930216871,2224343730.4380035,983966025.047066,263315797.29682365,28521811.12890625,4849398699.764977,1078390308.8953938,683475555.90625,122589277.6479856,16036699402.336475
567020572.5710218,9699511.191269888,3913918.684746089,8883964559.671719,1338348862.4722998,304516726.9770499,10011291.50390625,2206698142.3712845,324998925.37697667,759333136.0,49413472959.644646,13211558772.269545
741105066.5145507,8731466.197533524,4006559.439275306,4623957819.619165,802520519.1577018,59637699.28199326,196927349.9106057,5732470840.156152,486237774.4880205,79244224.19600613,19567661724.358345,14888359358.234173
413453843.8495377,7763421.20379716,4099200.193804524,3242678443.768957,918927666.82082,2537330.065698447,383843408.3173052,21119887770.929222,569797101.8380941,22017210.062499963,49229661.02115597,14267036362.963177
370384888.4899963,6795376.210060796,4191840.9483337416,3763376849.863358,390419760.7380951,583883010.3454226,570759466.7240046,2310818861.193429,1956245229.0022693,1440319802.0421188,16209572.24675278,13537839181.944595
333822772.6473815,5827331.216324433,4284481.702862959,1595144666.325833,604105310.8946309,6676831334.526959,757675525.130704,1127242637.3646667,5135927473.971478,767514085.6068126,25866017.30019756,15828672741.370964
59101613.15726252,4859286.222588069,4377122.457392177,2936733164.843695,891680198.4177388,1355941680.8907588,944591583.5374036,785878322.8431693,1032540809.726852,94708369.1715063,10232274.125760691,11218810138.107187
50695766.47844033,3891241.228851705,4469763.211921395,21898178078.876263,357900766.9216757,266357474.1001072,1131507641.944103,811667880.699,795786616.6828074,1928453007.8381133,14889991.14191187,11775449205.292313
236503711.88891107,2923196.235115341,4562403.966450612,11741918274.586926,877636575.5916421,1079164359.4576876,1318423700.3508024,14910058355.123512,337500148.8419902,3762197646.5047207,63731322.73493327,8048934044.347173
1267882433.8822358,1955151.241378978,4655044.72097983,8405220653.14496,1001996400.7819624,208147615.2731455,1505339758.7575018,10816455344.847298,2313802928.6969085,5595942285.171328,290249201.5546136,7426895679.922555
138259477.81146333,987106.247642614,4747685.475509048,13304436488.31597,687392649.7605813,210368430.2898188,1692255817.1642013,6722852334.571082,77850826.78601845,7429686923.8379345,729390644.883011,5063605037.506495
149079955.25139457,19061.25390625009,4840326.230038265,8934635478.983917,972381954.9464031,2382255940.127352,1879171875.570901,3025766894.283989,515665769.6947926,9263431562.504543,858935903.9346116,5247615854.680315
341933271.1670564,634282.6545666943,4932966.984567483,7857935867.66936,2397254248.001111,448157957.7160081,2066087933.9776,2357957899.308568,2565638398.690236,11097176201.17115,91209002.51977038,6594045338.859911
270137784.1182011,1249504.0552271383,5025607.739096701,7943457607.405082,1511256814.2543416,553895729.5589613,1805237979.7492087,5576045802.905005,404301100.4175998,12930920839.837755,798896609.6159632,7585521824.421141
80479589.55794702,1864725.4558875824,5118248.493625918,3895415179.496548,1974022342.9102004,170688908.38282463,1544388025.5208187,3188819284.1564474,565389263.1562666,14764665478.504364,495853841.4012495,6748281418.384001
157776760.3212424,2479946.8565480267,4691968.355862133,5100876344.999607,1144937331.099668,367366129.84422046,1283538071.292428,5381506411.828635,46940155.593343735,16598410117.17097,348211507.7204458,7142849595.145338
135524878.34636164,3095168.2572084707,4265688.218098348,14746268237.62505,1524847856.372641,214111037.0360428,1022688117.0640372,142781544.56126443,8854805.36850625,18432154755.837578,118964187.17659618,5963190683.827845
388315851.9173211,3710389.6578689152,3839408.0803345633,13902183087.151306,1822828342.8517785,1162942174.3229454,761838162.8356466,12406144555.198229,304980.0625,20265899394.504185,83560931.95257245,5094775300.550032
284436203.21194607,4325611.058529359,3413127.942570778,16790341195.636747,1991628867.3183303,444204725.9367394,500988208.607256,1340130703.8294,174411666.25085,403106516.6613836,308518836.8035655,5137154790.059644
587456922.6714042,4940832.459189803,2986847.804806993,6691835469.565389,2225580383.5890102,1387190701.9708643,420540292.9247564,6401355.408100006,62968128.65966045,201557417.27869493,512484852.223332,5115783410.196818
449679530.42547655,5556053.859850247,2560567.667043208,21256856992.0247,2838685166.1426225,1436715930.4116633,0.0005999999999999,2159967520.416815,13090086.810506254,8317.89600625004,1820657698.4276743,4039056869.2564025
899577829.1920387,6171275.260510691,2134287.529279423,7871654436.384212,2907172321.516389,576666045.6501156,249486558.1049305,2232350122.02302,2123834491.022826,315498.14438124985,1464536303.6667137,7248254634.55508
780725262.786027,6786496.661171136,1708007.3915156375,5008101905.705005,3385298459.0326643,276512814.770873,31146.520072729352,5834070744.2613125,2924473665.940665,622678.3927562496,277957335.186822,5531559138.059631
1020459839.3626308,7401718.0618315805,1281727.2537518528,2650106406.388587,2754325950.175695,346576356.11222094,664054773.6080865,4007047.008548363,3725112840.858505,929858.6411312496,628988623.2022537,7054603285.539445
1002063013.562506,8016939.462492024,130346119.37100622,630955339.0673922,2732321356.598452,1449353058.4863334,1328078400.6961002,3737549.15518518,782719.6264800001,1237038.8895062492,377245775.2994836,6309517839.699857
1307116825.820832,8632160.863152469,162140278.46203017,148430108.8362464,2456822552.901845,1720885799.99955,1392590723.629629,2931143481.712671,36146213.66931296,498620249.6587566,81934818.21691512,5907693509.480289
2853457885.882553,9247382.263812913,193934437.5530541,630875516.2391884,2904214715.6311064,1262026344.4166608,1044466489.9878466,725185452.0937821,190251083.8950196,996003460.428007,177040621.678876,10125463992.439045
571098754.3175877,9862603.664473357,629675.0362613517,501501632.4969626,2565042234.350807,612851613.7508762,696342256.3460644,718387172.9361063,892205767.0996022,54193743.48959996,335232725.7306194,15067068599.583046
480701073.5790461,10477825.0651338,4632.50390625,1004036965.8006276,2930031305.0680203,2139144345.0426977,348218022.7042823,37804646.904282026,220704068.95363304,70215159908.72919,928029352.1753136,14290668727.86263
370952503.5321603,11093046.465794245,27675415025.769363,1831425200.36315,3764402528.343411,776216541.3531947,93789.0625,11438741.432595436,195713071.59120008,140376126073.96878,2208576470.198519,19784184470.927124
322362074.41983086,11708267.866454689,1214933.0175999994,1139203318.276551,820249074186.1326,842381044.3451672,28560301.32730001,3590672475.394198,90553723.2279242,210537092239.2084,937725794.928704,20993246131.2768
981903183.92544,12323489.267115133,904049.4605687492,943869389.863839,4779345335.84936,693412062.3992962,57026813.59210002,2711493400.6776643,357632435.49898964,280698058404.448,128157899.19933666,13336108456.380636
541627801.5277221,12938710.667775575,593165.9035374993,188156997.93116912,3857732233.49456,178022900.57903537,860795241.683622,5026341676.430769,189343950.2095036,8494659123.30614,8452037.83582876,15359404692.858534
596223343.6407961,13553932.06843602,282282.3465062492,1613426686.9276657,3451136070.583048,8330603.80329888,4270232152.228679,6960795412.535278,61349851.8489537,37941726.543474026,177195651.20645,10649608007.934822
