Counts_Central_moment_4th_order,Counts_Central_moment_4th_order.1,Counts_Central_moment_4th_order.2,Counts_Central_moment_4th_order.3,Counts_Central_moment_4th_order.4,Counts_Central_moment_4th_order.5,Counts_Central_moment_4th_order.6,Counts_Central_moment_4th_order.7,Counts_Central_moment_4th_order.8,Counts_Central_moment_4th_order.9,Counts_Central_moment_4th_order.10,Counts_Central_moment_4th_order
131414819.78610712,7137580.020033153,110942680.37566702,59487177.44576141,32106284.58570881,63828725.50427107,37169902345.42205,29882055.38432306,5221537.755820092,2901870.8192000007,1424990.9161648622,6108799967.716323
1011045.2885653178,1565766.0,55922592.12543351,3056974.6990301465,103113.0,10502400.58101852,1643097.3932367002,1862987.4197874488,134769.24074074076,31974.0,1457318.380886244,1777041.8614071235
1028890.3866349437,104976.0,902503.8751999995,20343764.50897797,234256.0,77029886.54976854,354915.91435185185,476389.2759913918,34151.1851851852,54623.02083333333,256289.0625,307343.6542175781
1929733.421881154,96240.50520833331,509819.4688499998,197516.0625,37910.0625,143557372.51851857,3873137.851851851,4472272.18337064,125185.18518518518,77272.04166666666,0.0625,600865.9861112696
900881.6662407152,87505.01041666667,117135.0625,1743223.01953125,194481.0,72302974.25925928,2620185.851851852,64234.85751325956,1924400.6666666667,99921.0625,16.0,1306552.9495369268
965529.3894895096,78769.515625,915.0625,61318.58203125,6911489.283950617,1048576.0,1367233.8518518517,15444.861787342412,1977539.0625,1882346.7407407404,30724584.846064795,1241042.7670897048
940785.445935879,70034.02083333334,75451.54783950617,1551168.666666667,13628497.567901231,39.0625,114281.85185185188,37651.2337584593,245084.5,1757971.1555555554,61449153.69212959,346351.1008654407
813575.1445679166,61298.52604166667,149988.03317901233,1147494.557267805,20345505.85185185,4812127.1537,5220.0625,800017.9750017076,169436.78125,1633595.57037037,5.0625,228617.88271166608
949950.7016017128,52563.03125,224524.5185185185,2678906.1116043986,10173065.425925924,2903013.553942878,234795.296875,218326.51879882807,93789.0625,1509219.985185185,104726.60735801968,171245.78910496086
688042.3917196662,43827.536458333336,1.0,4977016.131199999,625.0,993899.954185756,464370.53125,40549.163754770496,15158244.864596432,1384844.4,150397.54124141476,260480.11372165012
