Counts_Root_amplitude,Counts_Root_amplitude.1,Counts_Root_amplitude.2,Counts_Root_amplitude.3,Counts_Root_amplitude.4,Counts_Root_amplitude.5,Counts_Root_amplitude.6,Counts_Root_amplitude.7,Counts_Root_amplitude.8,Counts_Root_amplitude.9,Counts_Root_amplitude.10,Counts_Root_amplitude
32.580211037172326,30.29416012810637,34.868313409711206,35.53598321785608,24.60928777672552,44.323932600304815,44.10403895193485,34.24863283439305,33.15886682364868,45.13985408646062,71.51704408016953,30.557906558822435
30.174804713480555,64.80476456819103,26.3244515856288,38.12217001751372,34.9735494575534,59.03761539043068,43.29408275711639,40.03257455366045,28.11026412180908,60.350165075288594,61.30680010762477,27.22025735637236
50.11947157650821,23.562305898749056,17.780589761546395,32.09109954026362,37.7988438920062,61.63364449321337,57.80859157767924,47.44432230706308,51.994880576630095,54.57344555065317,85.01122603564222,47.506616061010114
55.44499201950472,24.299238275636927,25.33992358454476,58.0522327574971,71.00296663820352,64.22967359599606,69.7767851761367,57.1979557522145,27.32324588062136,48.79672602601774,68.49908757908742,56.650526204895215
69.26558937944806,25.0361706525248,32.89925740754311,36.87184942315547,48.73790007724449,42.38040123507267,62.19792788487816,53.51613813867663,25.412035973732063,43.02000650138231,72.98629879831606,82.80416826653827
71.73526374540688,25.77310302941267,40.31240264773888,57.76130527152783,49.97572888389448,20.53112887414927,54.61907059361962,41.76257733145332,29.63819441731559,81.27038739502952,68.77732056592397,91.65583642971096
66.45099770634704,26.510035406300545,36.387571077130445,49.1518241097225,51.21355769054448,21.427078252031315,47.040213302361074,33.06837193062488,25.368846395047623,79.46489816820115,64.56834233353189,93.85123419054834
61.79857993560077,27.246967783188417,32.46273950652201,38.194873486434346,52.45138649719448,44.63979666305675,50.13975692930729,38.02165790016786,19.710004514284467,77.65940894137277,35.484147850968206,90.37710023292932
69.28611849228828,27.98390016007629,28.537907935913584,47.08478103772641,49.15755661377092,41.132604055564414,43.14403125935356,34.530156346259474,14.051162633521312,75.8539197145444,45.054696430102496,84.6839525422973
74.07921442121591,28.72083253696416,11.9791303715507,81.71005130850074,45.86372673034735,37.625411448072086,36.14830558939984,24.62045049942341,33.81639237012686,74.04843048771602,39.1867195901324,81.18173716612321
53.80842916963803,29.45776491385203,18.11774510151104,49.3947414070309,28.78856745338464,40.86132911432758,29.15257991944611,40.165898128353184,53.58162210673241,72.24294126088765,36.44657762208514,92.6001901747394
66.99579460316045,30.194697290739903,24.25635983147137,37.31874635673833,26.252074444990647,28.377114388566696,22.156854249492383,41.77150399097143,48.98821709797163,70.43745203405928,32.55712915489608,85.49180753058607
33.145328467678794,30.93162966762777,12.388676380420966,11.79374237071327,21.569177095921308,27.872430489798457,58.57716599061779,40.21454767778315,74.42782972422424,68.6319628072309,33.58382002588676,84.15643878032422
22.026074274378388,31.66856204451565,12.518955321140776,76.9518223599732,17.915334505661026,36.75680620820574,59.8908035968324,39.02241864471816,34.555358101748766,66.82647358040253,37.435613996581424,78.810692811748
24.327673292261004,32.40549442140352,18.22017809232645,58.47657057667773,19.101491435361886,35.00270844175283,61.20444120304701,39.75623215700154,36.55486586032179,65.02098435357416,35.870773186810325,71.8844377667656
25.767710336360064,33.14135856491229,19.583444584979013,40.00131879338225,20.287648365062747,37.31405215449869,62.51807880926161,41.42836878809029,33.499940280607355,63.215495126745786,17.302519826881625,71.40765298396192
26.3807341203675,33.87722270842106,20.94671107763158,42.22105454325799,21.473805294763608,39.62539586724455,63.831716415476215,39.3963113579654,40.138366588738,61.410005899917415,26.575275544967468,72.38009994967162
23.419084959186748,34.61308685192983,22.309977570284143,50.99079821889913,21.258431657600465,45.69884930459311,65.14535402169082,39.5990432651842,46.77679289686865,59.60451667308904,28.20586139087304,74.0035081503267
