RMS_Peak,RMS_Peak.1,RMS_Peak.2,RMS_Peak.3,RMS_Peak.4,RMS_Peak.5,RMS_Peak.6,RMS_Peak.7,RMS_Peak.8,RMS_Peak.9,RMS_Peak.10,RMS_Peak
81.8,83.6,,,,,44.9,72.2,53.6,61.1,,115.4
89.1,77.0,,,,,56.05,70.9,53.8,64.8,,116.0
95.4,101.0,,,,,67.2,72.7,54.6,59.3,,117.2
96.6,85.0,,,,,60.95,79.1,53.3,64.6,,114.5
94.2,84.1,,,,,54.7,75.5,57.2,65.0,,114.8
91.8,80.6,,,,,73.3,75.5,50.9,62.6,,118.9
100.8,79.4,,,,,42.8,78.3,57.7,57.7,,114.6
95.1,127.6,,,,,42.4,80.6,64.6,50.4,,115.4
92.2,,,,,,42.0,78.8,62.7,36.7,,115.0
101.1,,,,,,41.6,79.4,52.2,53.4,,116.8
100.7,,,,,,60.5,80.1,53.3,62.1,,120.7
102.8,,,,,,54.1,83.2,54.3,64.4,,121.1
104.0,,,,,,52.6,81.2,51.2,53.0,,122.8
96.0,,,,,,59.3,82.5,44.7,54.9,,119.7
106.2,,,,,,57.5,82.0,38.4,57.0,,120.0
102.8,,,,,,51.3,81.8,44.5,57.5,,118.4
101.4,,,,,,57.4,82.0,55.8,59.7,,119.8
110.2,,,,,,45.4,80.6,35.8,61.9,,125.7
118.1,,,,,,54.6,80.1,36.0,53.9,,121.1
119.0,,,,,,56.0,82.3,36.7,51.9,,123.4
115.5,,,,,,57.3,82.4,36.5,46.4,,123.3
178.9,,,,,,55.8,83.7,38.9,44.8,,125.1
173.7,,,,,,49.4,83.1,50.5,57.0,,122.8
,,,,,,45.9,86.2,47.9,59.8,,121.6
,,,,,,53.2,82.2,38.8,58.4,,120.6
,,,,,,48.8,84.9,36.6,53.1,,120.0
,,,,,,57.65,83.6,47.1,53.8,,121.7
,,,,,,66.5,83.6,50.4,26.5,,118.4
,,,,,,51.7,86.3,55.4,46.2,,120.0
,,,,,,56.4,84.6,56.2,53.2,,119.3
,,,,,,53.5,84.2,56.8,44.6,,118.1
,,,,,,53.0,83.8,36.9,24.3,,117.4
,,,,,,53.5,80.9,37.0,46.4,,116.6
,,,,,,53.1,85.2,37.6,50.3,,117.6
,,,,,,52.53333333333333,81.3,35.3,53.0,,115.5
,,,,,,51.96666666666667,83.8,37.2,60.4,,121.8
,,,,,,51.4,83.1,33.0,49.3,,126.2
,,,,,,48.4,82.7,35.9,49.0,,122.4
,,,,,,47.9,84.5,37.3,61.5,,120.4
,,,,,,47.4,82.4,38.3,54.6,,123.7
,,,,,,46.6,86.0,40.0,64.0,,121.1
,,,,,,45.8,83.6,37.6,50.3,,123.0
,,,,,,53.1,85.5,35.8,55.1,,127.4
,,,,,,44.4,84.9,36.3,60.8,,129.4
,,,,,,44.1,86.0,55.5,58.7,,122.7
,,,,,,43.8,83.4,34.8,59.9,,123.0
,,,,,,43.5,86.2,38.9,50.3,,122.1
,,,,,,43.2,86.8,36.1,60.7,,123.1
,,,,,,43.2,87.6,35.9,40.7,,123.7
,,,,,,43.6,86.3,36.0,52.7,,125.5
,,,,,,49.6,88.4,34.6,48.5,,126.7
,,,,,,49.1,87.3,36.7,56.3,,128.5
,,,,,,50.0,85.2,38.6,59.9,,127.6
,,,,,,49.8,86.6,37.2,53.4,,130.1
,,,,,,39.9,84.3,36.1,50.7,,127.8
,,,,,,45.2,86.6,36.3,56.1,,132.7
,,,,,,48.4,83.3,37.0,46.1,,133.9
,,,,,,51.0,88.7,38.6,40.1,,138.6
,,,,,,44.9,85.8,37.4,53.0,,140.1
,,,,,,51.3,88.7,35.9,48.6,,176.7
,,,,,,43.1,87.8,38.3,25.6,,
,,,,,,45.9,86.6,37.0,53.3,,
,,,,,,46.6,86.5,36.3,50.0,,
,,,,,,47.5,83.6,36.5,45.5,,
,,,,,,49.5,84.5,35.4,57.9,,
,,,,,,46.5,84.4,37.2,26.5,,
,,,,,,46.1,84.4,34.1,51.6,,
,,,,,,50.3,85.7,30.0,46.7,,
,,,,,,47.7,87.0,30.3,57.7,,
,,,,,,50.3,86.6,36.2,55.2,,
,,,,,,64.5,85.7,39.4,51.4,,
,,,,,,59.4,88.4,33.8,34.6,,
,,,,,,50.8,86.7,40.0,38.5,,
,,,,,,56.2,93.3,35.9,52.6,,
,,,,,,59.4,87.4,36.3,52.3,,
,,,,,,52.3,86.9,36.3,58.0,,
,,,,,,57.7,85.8,37.8,57.2,,
,,,,,,55.6,83.9,35.3,37.2,,
,,,,,,48.4,87.6,35.2,54.7,,
,,,,,,27.5,87.6,35.0,63.8,,
,,,,,,52.5,86.6,36.0,52.7,,
,,,,,,43.8,84.7,35.7,59.4,,
,,,,,,53.4,88.5,65.7,45.7,,
,,,,,,45.9,85.7,69.1,53.0,,
,,,,,,45.3,84.3,67.5,54.7,,
,,,,,,54.2,84.5,34.1,50.9,,
,,,,,,49.9,83.4,35.0,38.8,,
,,,,,,53.8,85.6,32.8,54.5,,
,,,,,,56.5,84.3,69.0,55.1,,
,,,,,,51.9,83.0,70.4,46.3,,
,,,,,,61.6,82.8,69.9,51.3,,
,,,,,,61.4,79.8,67.9,63.4,,
,,,,,,55.8,82.1,63.2,56.4,,
,,,,,,59.2,81.3,29.5,73.1,,
,,,,,,54.2,83.1,67.7,62.6,,
,,,,,,55.0,82.0,64.3,55.7,,
,,,,,,50.7,85.8,68.8,65.3,,
,,,,,,56.7,84.3,73.1,60.3,,
,,,,,,48.4,85.9,71.9,57.4,,
,,,,,,60.3,82.8,66.1,71.6,,
,,,,,,58.9,81.5,69.5,61.5,,
,,,,,,60.4,83.5,65.2,71.1,,
,,,,,,50.8,81.1,66.7,66.1,,
,,,,,,52.0,83.4,66.3,63.0,,
,,,,,,53.4,83.9,69.4,62.7,,
,,,,,,55.5,82.8,62.0,66.8,,
,,,,,,56.3,84.1,66.9,66.9,,
,,,,,,57.1,87.3,63.9,67.0,,
,,,,,,55.8,82.4,61.4,63.6,,
,,,,,,60.7,81.1,66.2,62.2,,
,,,,,,51.8,82.2,55.7,67.3,,
,,,,,,62.7,84.0,59.7,64.7,,
,,,,,,56.4,82.1,35.6,73.4,,
,,,,,,61.5,83.5,32.9,71.6,,
,,,,,,69.5,81.0,62.7,63.2,,
,,,,,,65.6,80.3,66.1,67.7,,
,,,,,,49.2,82.2,70.7,70.0,,
,,,,,,68.8,81.5,65.9,67.8,,
,,,,,,67.4,83.7,67.3,69.9,,
,,,,,,62.5,80.5,72.1,72.7,,
,,,,,,66.5,81.4,70.3,76.6,,
,,,,,,54.4,82.1,74.6,68.1,,
,,,,,,68.1,81.3,71.3,68.2,,
,,,,,,64.4,81.7,70.5,69.9,,
,,,,,,65.8,84.2,68.0,66.9,,
,,,,,,60.0,81.8,68.4,73.1,,
,,,,,,59.9,84.1,68.9,75.6,,
,,,,,,58.9,84.2,68.4,111.3,,
,,,,,,58.9,85.6,68.1,71.4,,
,,,,,,51.4,86.4,69.5,66.9,,
,,,,,,48.2,83.5,66.1,70.4,,
,,,,,,45.7,82.9,71.5,70.6,,
,,,,,,48.6,84.7,69.4,76.1,,
,,,,,,55.5,84.3,71.1,77.6,,
,,,,,,43.3,86.5,70.5,74.7,,
,,,,,,45.7,84.9,70.6,76.5,,
,,,,,,41.9,83.6,70.1,78.6,,
,,,,,,67.7,82.5,69.7,77.4,,
,,,,,,66.1,81.9,68.0,81.3,,
,,,,,,43.3,85.7,69.2,75.0,,
,,,,,,23.9,83.0,70.1,77.9,,
,,,,,,22.8,80.7,71.5,71.2,,
,,,,,,25.3,81.6,69.2,52.9,,
,,,,,,38.6,81.9,69.1,56.8,,
,,,,,,65.3,83.8,68.2,65.6,,
,,,,,,52.8,82.5,66.1,69.9,,
,,,,,,67.8,83.4,67.9,63.8,,
,,,,,,81.3,79.0,71.0,69.6,,
,,,,,,72.5,81.4,72.4,71.9,,
,,,,,,79.0,81.8,71.6,79.3,,
,,,,,,78.0,80.8,68.7,74.7,,
,,,,,,76.5,79.4,69.1,68.9,,
,,,,,,76.8,83.4,70.8,66.7,,
,,,,,,71.6,77.5,74.5,78.2,,
,,,,,,59.7,81.1,71.2,78.9,,
,,,,,,80.4,78.9,69.0,69.2,,
,,,,,,68.9,83.3,68.8,72.2,,
,,,,,,60.2,80.6,69.8,82.1,,
,,,,,,58.7,84.5,69.5,73.0,,
,,,,,,60.8,80.8,72.4,78.3,,
,,,,,,61.5,80.4,83.1,73.9,,
,,,,,,56.5,82.0,86.9,71.9,,
,,,,,,58.1,78.5,89.5,77.9,,
,,,,,,54.6,79.4,87.8,71.3,,
,,,,,,57.6,82.8,81.6,74.6,,
,,,,,,60.5,79.1,93.7,76.9,,
,,,,,,64.6,82.0,96.3,74.0,,
,,,,,,58.7,79.8,103.1,74.8,,
,,,,,,61.6,79.6,111.2,73.7,,
,,,,,,65.0,82.2,111.0,73.0,,
,,,,,,65.3,82.3,106.8,72.2,,
,,,,,,63.8,81.3,,73.5,,
,,,,,,60.8,82.3,,72.4,,
,,,,,,56.8,82.7,,70.4,,
,,,,,,70.4,81.8,,75.2,,
,,,,,,65.2,81.0,,70.0,,
,,,,,,67.7,82.6,,68.7,,
,,,,,,63.1,84.4,,72.6,,
,,,,,,68.8,84.0,,68.4,,
,,,,,,78.2,84.3,,70.3,,
,,,,,,76.9,86.4,,72.4,,
,,,,,,78.3,81.6,,64.6,,
,,,,,,79.9,82.4,,67.2,,
,,,,,,82.1,80.4,,71.8,,
,,,,,,61.5,80.1,,70.2,,
,,,,,,81.5,83.1,,71.5,,
,,,,,,84.0,81.9,,65.6,,
,,,,,,76.9,83.8,,67.9,,
,,,,,,59.9,80.3,,72.0,,
,,,,,,58.7,82.3,,67.6,,
,,,,,,78.4,81.8,,73.7,,
,,,,,,84.4,82.0,,68.9,,
,,,,,,90.0,81.7,,62.3,,
,,,,,,89.7,82.5,,65.5,,
,,,,,,88.1,80.7,,62.4,,
,,,,,,86.2,78.3,,75.5,,
,,,,,,91.5,81.1,,74.3,,
,,,,,,90.6,80.3,,64.3,,
,,,,,,88.6,79.9,,69.0,,
,,,,,,96.6,80.0,,74.8,,
,,,,,,90.6,78.1,,74.1,,
,,,,,,99.3,76.9,,70.4,,
,,,,,,98.7,77.0,,74.0,,
,,,,,,100.5,83.3,,74.5,,
,,,,,,101.7,79.3,,73.8,,
,,,,,,90.6,79.5,,68.5,,
,,,,,,89.0,83.9,,74.0,,
,,,,,,100.2,82.4,,70.4,,
,,,,,,88.3,82.0,,64.3,,
,,,,,,96.5,82.5,,73.6,,
,,,,,,102.7,84.3,,66.4,,
,,,,,,96.0,80.8,,64.9,,
,,,,,,101.7,84.9,,69.3,,
,,,,,,100.6,84.8,,61.7,,
,,,,,,103.4,80.9,,68.1,,
,,,,,,97.9,80.0,,71.6,,
,,,,,,98.2,81.8,,69.2,,
,,,,,,98.8,83.2,,70.5,,
,,,,,,109.7,84.4,,69.8,,
,,,,,,107.1,85.0,,71.5,,
,,,,,,103.8,84.5,,72.7,,
,,,,,,102.1,85.3,,67.8,,
,,,,,,102.3,83.6,,69.7,,
,,,,,,100.8,86.3,,75.9,,
,,,,,,101.9,84.2,,75.9,,
,,,,,,94.5,82.0,,72.8,,
,,,,,,95.9,84.4,,73.7,,
,,,,,,100.8,87.9,,78.5,,
,,,,,,98.8,81.5,,72.4,,
,,,,,,101.9,83.6,,79.8,,
,,,,,,94.2,83.8,,83.3,,
,,,,,,95.7,83.2,,84.9,,
,,,,,,104.5,84.0,,78.7,,
,,,,,,95.8,83.9,,79.4,,
,,,,,,95.9,81.9,,78.0,,
,,,,,,105.5,85.0,,72.4,,
,,,,,,102.8,88.0,,71.2,,
,,,,,,101.5,85.0,,68.6,,
,,,,,,97.5,86.4,,74.3,,
,,,,,,90.9,85.5,,71.2,,
,,,,,,93.0,90.0,,68.0,,
,,,,,,96.8,89.0,,66.7,,
,,,,,,96.7,90.5,,64.1,,
,,,,,,78.4,89.4,,68.7,,
,,,,,,77.6,90.0,,70.4,,
,,,,,,102.7,87.1,,60.8,,
,,,,,,102.2,89.3,,60.9,,
,,,,,,108.4,90.8,,60.8,,
,,,,,,106.4,90.4,,60.1,,
,,,,,,108.5,87.3,,65.6,,
,,,,,,115.9,88.8,,68.5,,
,,,,,,110.6,89.6,,43.2,,
,,,,,,112.9,87.0,,63.7,,
,,,,,,117.3,89.0,,67.1,,
,,,,,,119.1,88.2,,69.9,,
,,,,,,116.0,87.1,,70.7,,
,,,,,,111.7,85.2,,72.8,,
,,,,,,113.0,91.0,,72.0,,
,,,,,,120.5,88.2,,70.9,,
,,,,,,121.9,83.5,,71.1,,
,,,,,,129.1,86.6,,70.4,,
,,,,,,127.6,91.6,,70.8,,
,,,,,,127.0,90.8,,74.9,,
,,,,,,115.5,91.5,,70.9,,
,,,,,,114.2,95.8,,74.3,,
,,,,,,117.4,89.1,,66.4,,
,,,,,,115.0,91.1,,76.0,,
,,,,,,122.4,87.6,,73.9,,
,,,,,,122.1,90.1,,77.4,,
,,,,,,118.1,86.0,,73.4,,
,,,,,,128.8,93.7,,71.7,,
,,,,,,114.7,91.4,,73.8,,
,,,,,,115.5,91.6,,74.1,,
,,,,,,112.1,90.2,,72.1,,
,,,,,,109.3,89.8,,60.5,,
,,,,,,110.0,90.0,,70.5,,
,,,,,,111.8,92.5,,72.2,,
,,,,,,112.2,88.4,,70.7,,
,,,,,,115.2,89.1,,76.1,,
,,,,,,115.7,87.0,,70.7,,
,,,,,,115.5,87.5,,67.5,,
,,,,,,114.0,88.6,,77.4,,
,,,,,,110.7,85.7,,71.6,,
,,,,,,116.4,84.3,,72.2,,
,,,,,,119.4,82.6,,68.5,,
,,,,,,111.7,84.4,,62.3,,
,,,,,,112.8,88.5,,72.8,,
,,,,,,113.7,86.0,,41.9,,
,,,,,,111.9,85.5,,70.2,,
,,,,,,118.3,85.5,,66.5,,
,,,,,,113.3,85.8,,70.6,,
,,,,,,116.4,83.1,,70.4,,
,,,,,,113.9,83.1,,66.1,,
,,,,,,111.3,85.0,,62.8,,
,,,,,,85.1,83.0,,67.2,,
,,,,,,86.5,81.0,,69.6,,
,,,,,,113.7,85.5,,69.1,,
,,,,,,109.3,80.2,,60.0,,
,,,,,,105.1,83.0,,73.0,,
,,,,,,102.4,83.3,,66.0,,
,,,,,,106.9,83.2,,58.5,,
,,,,,,108.5,84.0,,64.6,,
,,,,,,109.9,84.0,,67.7,,
,,,,,,106.4,81.9,,68.1,,
,,,,,,102.9,83.2,,61.3,,
,,,,,,99.9,84.8,,67.8,,
,,,,,,88.2,81.6,,66.1,,
,,,,,,103.5,83.9,,72.0,,
,,,,,,107.0,85.1,,69.7,,
,,,,,,101.2,86.1,,69.0,,
,,,,,,107.7,84.5,,68.8,,
,,,,,,106.7,85.8,,70.8,,
,,,,,,107.7,85.3,,72.5,,
,,,,,,104.5,88.2,,75.6,,
,,,,,,108.3,87.5,,67.6,,
,,,,,,106.5,86.8,,67.7,,
,,,,,,106.8,88.7,,72.2,,
,,,,,,105.0,89.2,,69.9,,
,,,,,,101.0,88.4,,56.0,,
,,,,,,96.9,89.3,,70.4,,
,,,,,,97.3,89.4,,70.2,,
,,,,,,99.9,93.1,,67.3,,
,,,,,,102.6,90.0,,66.9,,
,,,,,,96.3,92.6,,69.6,,
,,,,,,96.0,86.0,,73.1,,
,,,,,,94.7,85.3,,74.3,,
,,,,,,89.1,85.1,,69.9,,
,,,,,,100.2,83.7,,76.8,,
,,,,,,101.5,84.4,,74.0,,
,,,,,,109.2,85.3,,79.2,,
,,,,,,100.9,82.4,,78.6,,
,,,,,,96.9,84.7,,79.1,,
,,,,,,95.1,83.7,,77.2,,
,,,,,,99.3,83.1,,81.5,,
,,,,,,100.0,85.5,,79.2,,
,,,,,,94.8,80.7,,80.4,,
,,,,,,94.9,82.6,,76.3,,
,,,,,,89.2,83.0,,77.6,,
,,,,,,92.5,81.9,,72.8,,
,,,,,,96.9,85.9,,72.8,,
,,,,,,103.5,85.4,,73.3,,
,,,,,,82.9,82.6,,75.4,,
,,,,,,83.0,83.5,,72.5,,
,,,,,,88.8,81.7,,76.3,,
,,,,,,91.8,84.5,,77.5,,
,,,,,,97.0,82.6,,78.0,,
,,,,,,94.0,82.3,,67.3,,
,,,,,,106.0,83.5,,78.7,,
,,,,,,114.2,84.6,,71.9,,
,,,,,,108.7,82.2,,73.9,,
,,,,,,106.9,76.3,,70.8,,
,,,,,,107.4,78.0,,67.5,,
,,,,,,103.6,82.9,,69.6,,
,,,,,,89.3,78.0,,71.0,,
,,,,,,89.0,80.1,,70.4,,
,,,,,,97.9,78.8,,72.2,,
,,,,,,100.2,78.1,,71.9,,
,,,,,,93.3,79.1,,71.2,,
,,,,,,99.4,79.5,,73.1,,
,,,,,,99.0,82.5,,74.0,,
,,,,,,95.5,80.6,,75.4,,
,,,,,,98.8,78.3,,77.6,,
,,,,,,99.2,80.0,,80.8,,
,,,,,,98.9,83.1,,77.2,,
,,,,,,98.1,80.1,,77.5,,
,,,,,,101.6,84.3,,73.5,,
,,,,,,98.7,82.8,,76.1,,
,,,,,,101.5,82.2,,76.5,,
,,,,,,101.0,81.4,,73.5,,
,,,,,,97.4,80.4,,80.6,,
,,,,,,96.2,83.0,,75.1,,
,,,,,,92.4,82.3,,69.4,,
,,,,,,97.3,83.3,,72.3,,
,,,,,,96.7,80.0,,73.7,,
,,,,,,99.2,81.1,,74.4,,
,,,,,,95.5,79.3,,72.6,,
,,,,,,92.5,80.9,,75.8,,
,,,,,,98.5,83.2,,75.9,,
,,,,,,95.9,83.2,,73.4,,
,,,,,,99.2,80.8,,76.4,,
,,,,,,97.6,86.2,,75.7,,
,,,,,,95.3,82.3,,74.4,,
,,,,,,100.7,82.5,,75.3,,
,,,,,,108.7,84.6,,75.1,,
,,,,,,108.3,83.6,,78.9,,
,,,,,,104.6,83.1,,79.3,,
,,,,,,105.2,84.0,,69.8,,
,,,,,,104.3,84.1,,71.7,,
,,,,,,100.1,80.2,,72.9,,
,,,,,,108.4,80.3,,75.3,,
,,,,,,113.1,80.3,,72.9,,
,,,,,,109.6,85.9,,73.3,,
,,,,,,124.2,80.5,,74.4,,
,,,,,,90.1,80.3,,72.5,,
,,,,,,101.6,83.2,,70.6,,
,,,,,,104.7,78.0,,72.8,,
,,,,,,105.2,79.2,,70.2,,
,,,,,,101.2,79.5,,75.7,,
,,,,,,89.6,116.1,,75.0,,
,,,,,,94.8,108.4,,75.0,,
,,,,,,102.0,109.5,,72.2,,
,,,,,,106.7,110.3,,74.2,,
,,,,,,103.5,116.0,,73.7,,
,,,,,,108.6,119.7,,75.2,,
,,,,,,100.2,112.5,,74.2,,
,,,,,,101.8,108.8,,74.8,,
,,,,,,96.0,106.6,,71.7,,
,,,,,,102.5,111.3,,66.5,,
,,,,,,101.4,109.3,,67.3,,
,,,,,,102.2,116.1,,70.8,,
,,,,,,94.3,110.4,,71.1,,
,,,,,,108.3,113.5,,67.3,,
,,,,,,91.8,108.4,,75.4,,
,,,,,,96.1,103.0,,76.2,,
,,,,,,103.2,108.6,,75.3,,
,,,,,,107.4,103.1,,73.2,,
,,,,,,103.4,97.7,,75.3,,
,,,,,,106.2,102.2,,77.8,,
,,,,,,108.3,100.6,,77.3,,
,,,,,,114.7,104.2,,77.3,,
,,,,,,113.3,108.2,,78.9,,
,,,,,,112.2,110.7,,78.4,,
,,,,,,117.3,110.0,,75.8,,
,,,,,,116.1,106.6,,72.3,,
,,,,,,115.5,107.9,,73.3,,
,,,,,,133.9,108.1,,73.8,,
,,,,,,118.4,109.2,,71.6,,
,,,,,,117.8,100.9,,71.8,,
,,,,,,113.5,98.0,,73.3,,
,,,,,,119.3,103.2,,68.9,,
,,,,,,103.1,107.1,,74.2,,
,,,,,,121.9,110.1,,69.3,,
,,,,,,95.9,115.5,,69.3,,
,,,,,,116.2,110.7,,70.8,,
,,,,,,119.6,112.1,,72.4,,
,,,,,,109.7,111.6,,72.3,,
,,,,,,130.6,113.1,,71.7,,
,,,,,,128.3,119.4,,73.0,,
,,,,,,124.0,111.8,,73.0,,
,,,,,,130.5,106.7,,73.0,,
,,,,,,127.4,98.7,,73.1,,
,,,,,,119.6,101.3,,72.8,,
,,,,,,107.3,112.6,,74.9,,
,,,,,,119.9,117.8,,76.1,,
,,,,,,137.3,114.4,,77.0,,
,,,,,,135.1,117.7,,72.4,,
,,,,,,137.2,123.9,,77.0,,
,,,,,,122.0,120.5,,77.0,,
,,,,,,122.3,113.0,,76.3,,
,,,,,,127.1,117.1,,75.3,,
,,,,,,156.1,113.6,,75.4,,
,,,,,,148.5,106.4,,74.2,,
,,,,,,148.5,121.2,,73.2,,
,,,,,,148.2,123.6,,74.7,,
,,,,,,169.3,116.7,,75.9,,
,,,,,,184.4,124.7,,76.4,,
,,,,,,,126.7,,75.7,,
,,,,,,,117.7,,73.6,,
,,,,,,,118.1,,79.8,,
,,,,,,,127.1,,73.3,,
,,,,,,,123.7,,76.1,,
,,,,,,,116.8,,71.9,,
,,,,,,,119.7,,70.7,,
,,,,,,,123.3,,72.6,,
,,,,,,,125.6,,74.3,,
,,,,,,,125.4,,75.3,,
,,,,,,,121.8,,75.7,,
,,,,,,,120.7,,74.8,,
,,,,,,,125.1,,76.6,,
,,,,,,,123.0,,74.6,,
,,,,,,,123.8,,73.2,,
,,,,,,,124.5,,75.5,,
,,,,,,,124.5,,75.7,,
,,,,,,,125.9,,76.0,,
,,,,,,,122.3,,78.8,,
,,,,,,,121.5,,79.0,,
,,,,,,,120.3,,78.3,,
,,,,,,,119.4,,77.1,,
,,,,,,,117.5,,76.7,,
,,,,,,,118.0,,82.4,,
,,,,,,,117.2,,82.6,,
,,,,,,,117.5,,81.7,,
,,,,,,,117.5,,80.1,,
,,,,,,,114.8,,77.6,,
,,,,,,,116.1,,78.5,,
,,,,,,,115.8,,79.5,,
,,,,,,,116.8,,79.0,,
,,,,,,,114.7,,79.3,,
,,,,,,,114.3,,83.2,,
,,,,,,,110.8,,82.2,,
,,,,,,,116.2,,78.5,,
,,,,,,,114.7,,83.1,,
,,,,,,,117.8,,79.5,,
,,,,,,,111.0,,82.9,,
,,,,,,,116.7,,78.9,,
,,,,,,,115.4,,80.1,,
,,,,,,,109.7,,80.1,,
,,,,,,,115.9,,78.8,,
,,,,,,,115.0,,81.3,,
,,,,,,,107.8,,79.4,,
,,,,,,,107.5,,80.0,,
,,,,,,,109.4,,79.6,,
,,,,,,,107.5,,82.3,,
,,,,,,,103.5,,81.4,,
,,,,,,,106.8,,81.0,,
,,,,,,,102.9,,84.2,,
,,,,,,,107.1,,81.6,,
,,,,,,,108.7,,84.8,,
,,,,,,,105.3,,83.7,,
,,,,,,,108.1,,88.4,,
,,,,,,,111.2,,81.8,,
,,,,,,,104.9,,79.7,,
,,,,,,,110.2,,81.2,,
,,,,,,,112.6,,82.5,,
,,,,,,,108.8,,84.3,,
,,,,,,,110.1,,86.7,,
,,,,,,,111.3,,78.5,,
,,,,,,,109.0,,77.9,,
,,,,,,,107.2,,72.4,,
,,,,,,,108.9,,70.9,,
,,,,,,,109.2,,74.5,,
,,,,,,,107.5,,71.9,,
,,,,,,,110.0,,73.5,,
,,,,,,,106.6,,76.6,,
,,,,,,,106.3,,80.9,,
,,,,,,,107.6,,80.0,,
,,,,,,,107.4,,81.3,,
,,,,,,,107.1,,79.8,,
,,,,,,,106.4,,80.4,,
,,,,,,,101.5,,82.0,,
,,,,,,,103.3,,85.0,,
,,,,,,,107.1,,82.9,,
,,,,,,,109.8,,84.2,,
,,,,,,,113.1,,77.0,,
,,,,,,,110.5,,79.9,,
,,,,,,,113.4,,79.8,,
,,,,,,,108.7,,78.9,,
,,,,,,,110.7,,79.4,,
,,,,,,,112.6,,81.6,,
,,,,,,,110.6,,84.8,,
,,,,,,,110.2,,83.1,,
,,,,,,,111.7,,83.6,,
,,,,,,,108.3,,83.4,,
,,,,,,,113.4,,84.5,,
,,,,,,,108.9,,86.2,,
,,,,,,,109.8,,82.6,,
,,,,,,,111.6,,82.1,,
,,,,,,,108.4,,82.7,,
,,,,,,,110.1,,85.3,,
,,,,,,,113.6,,85.3,,
,,,,,,,106.7,,85.6,,
,,,,,,,107.3,,83.6,,
,,,,,,,106.5,,81.7,,
,,,,,,,109.2,,84.6,,
,,,,,,,109.1,,83.0,,
,,,,,,,113.0,,83.9,,
,,,,,,,105.7,,84.3,,
,,,,,,,105.3,,85.4,,
,,,,,,,104.9,,82.0,,
,,,,,,,104.6,,84.3,,
,,,,,,,107.2,,83.5,,
,,,,,,,105.5,,86.4,,
,,,,,,,107.9,,87.9,,
,,,,,,,105.6,,85.6,,
,,,,,,,107.6,,86.2,,
,,,,,,,107.8,,86.9,,
,,,,,,,109.3,,87.2,,
,,,,,,,113.4,,85.3,,
,,,,,,,109.3,,81.7,,
,,,,,,,107.2,,85.7,,
,,,,,,,108.0,,84.6,,
,,,,,,,107.8,,85.5,,
,,,,,,,106.1,,83.8,,
,,,,,,,105.1,,83.6,,
,,,,,,,105.3,,79.4,,
,,,,,,,104.4,,84.5,,
,,,,,,,107.9,,85.5,,
,,,,,,,105.4,,84.1,,
,,,,,,,104.8,,82.4,,
,,,,,,,103.6,,83.0,,
,,,,,,,107.5,,81.0,,
,,,,,,,107.3,,83.4,,
,,,,,,,106.3,,84.5,,
,,,,,,,106.7,,84.6,,
,,,,,,,109.0,,85.1,,
,,,,,,,111.8,,85.7,,
,,,,,,,107.0,,87.1,,
,,,,,,,106.0,,84.2,,
,,,,,,,102.0,,82.4,,
,,,,,,,103.0,,82.6,,
,,,,,,,101.4,,80.6,,
,,,,,,,100.2,,86.5,,
,,,,,,,97.9,,85.7,,
,,,,,,,94.0,,82.7,,
,,,,,,,85.1,,82.5,,
,,,,,,,89.1,,81.1,,
,,,,,,,89.4,,79.5,,
,,,,,,,90.0,,82.0,,
,,,,,,,88.9,,80.6,,
,,,,,,,87.4,,79.8,,
,,,,,,,89.1,,78.8,,
,,,,,,,90.4,,82.9,,
,,,,,,,90.6,,79.0,,
,,,,,,,88.6,,83.7,,
,,,,,,,87.5,,85.5,,
,,,,,,,85.4,,85.9,,
,,,,,,,88.0,,84.1,,
,,,,,,,85.0,,82.0,,
,,,,,,,81.8,,83.5,,
,,,,,,,83.2,,82.4,,
,,,,,,,81.0,,82.0,,
,,,,,,,80.0,,84.5,,
,,,,,,,78.6,,83.6,,
,,,,,,,78.3,,83.9,,
,,,,,,,76.1,,84.7,,
,,,,,,,75.5,,86.4,,
,,,,,,,76.4,,84.2,,
,,,,,,,78.2,,85.0,,
,,,,,,,81.4,,87.3,,
,,,,,,,77.7,,89.4,,
,,,,,,,78.8,,86.6,,
,,,,,,,80.0,,84.2,,
,,,,,,,82.8,,85.8,,
,,,,,,,84.5,,86.2,,
,,,,,,,84.2,,84.6,,
,,,,,,,81.3,,85.7,,
,,,,,,,82.0,,89.6,,
,,,,,,,83.0,,85.2,,
,,,,,,,79.6,,82.0,,
,,,,,,,79.3,,82.2,,
,,,,,,,79.7,,85.9,,
,,,,,,,79.9,,83.6,,
,,,,,,,79.3,,83.6,,
,,,,,,,79.2,,83.6,,
,,,,,,,77.0,,83.3,,
,,,,,,,75.0,,81.2,,
,,,,,,,77.0,,84.0,,
,,,,,,,75.8,,82.8,,
,,,,,,,76.3,,78.6,,
,,,,,,,78.7,,83.6,,
,,,,,,,77.2,,87.0,,
,,,,,,,76.0,,86.3,,
,,,,,,,75.1,,76.9,,
,,,,,,,78.5,,79.4,,
,,,,,,,76.7,,82.1,,
,,,,,,,80.0,,80.3,,
,,,,,,,79.3,,81.8,,
,,,,,,,76.6,,79.9,,
,,,,,,,79.3,,84.3,,
,,,,,,,79.2,,83.2,,
,,,,,,,78.6,,85.2,,
