RMS_Peak,RMS_Peak.1,RMS_Peak.2,RMS_Peak.3,RMS_Peak.4,RMS_Peak.5,RMS_Peak.6,RMS_Peak.7,RMS_Peak.8,RMS_Peak.9,RMS_Peak.10,RMS_Peak
,,,,,,,75.9,,85.1,,
,,,,,,,76.9,,86.4,,
,,,,,,,78.3,,83.7,,
,,,,,,,78.6,,87.6,,
,,,,,,,78.5,,84.9,,
,,,,,,,79.4,,83.7,,
,,,,,,,84.0,,85.7,,
,,,,,,,77.1,,82.6,,
,,,,,,,81.0,,88.2,,
,,,,,,,78.3,,81.7,,
,,,,,,,79.7,,84.8,,
,,,,,,,78.0,,80.8,,
,,,,,,,82.3,,80.9,,
,,,,,,,79.3,,84.0,,
,,,,,,,78.2,,81.7,,
,,,,,,,80.2,,86.1,,
,,,,,,,83.5,,84.8,,
,,,,,,,86.4,,79.0,,
,,,,,,,96.3,,84.3,,
,,,,,,,92.5,,81.0,,
,,,,,,,93.6,,83.2,,
,,,,,,,88.3,,84.5,,
,,,,,,,87.8,,85.2,,
,,,,,,,85.7,,85.8,,
,,,,,,,92.5,,81.5,,
,,,,,,,87.0,,85.4,,
,,,,,,,86.4,,86.4,,
,,,,,,,93.0,,85.9,,
,,,,,,,86.6,,85.7,,
,,,,,,,84.9,,86.4,,
,,,,,,,85.2,,87.8,,
,,,,,,,86.2,,86.6,,
,,,,,,,85.8,,87.6,,
,,,,,,,86.4,,89.5,,
,,,,,,,84.2,,88.8,,
,,,,,,,86.3,,92.2,,
,,,,,,,83.0,,88.0,,
,,,,,,,86.8,,90.1,,
,,,,,,,85.9,,89.7,,
,,,,,,,94.8,,90.5,,
,,,,,,,87.6,,88.7,,
,,,,,,,92.1,,87.3,,
,,,,,,,91.0,,87.2,,
,,,,,,,88.1,,85.2,,
,,,,,,,92.1,,86.3,,
,,,,,,,95.5,,87.4,,
,,,,,,,103.1,,83.9,,
,,,,,,,107.0,,87.1,,
,,,,,,,102.3,,84.8,,
,,,,,,,86.8,,84.3,,
,,,,,,,91.3,,85.4,,
,,,,,,,91.1,,86.1,,
,,,,,,,101.0,,87.6,,
,,,,,,,95.4,,88.7,,
,,,,,,,97.0,,90.6,,
,,,,,,,100.6,,90.4,,
,,,,,,,100.9,,89.6,,
,,,,,,,123.2,,86.5,,
,,,,,,,117.3,,86.7,,
,,,,,,,107.4,,85.1,,
,,,,,,,94.5,,84.4,,
,,,,,,,115.5,,83.1,,
,,,,,,,117.7,,83.9,,
,,,,,,,130.0,,84.3,,
,,,,,,,125.3,,85.7,,
,,,,,,,131.7,,86.3,,
,,,,,,,164.7,,86.9,,
,,,,,,,129.3,,88.0,,
,,,,,,,129.1,,87.6,,
,,,,,,,130.7,,89.5,,
,,,,,,,133.5,,91.6,,
,,,,,,,134.3,,90.3,,
,,,,,,,141.2,,89.6,,
,,,,,,,138.8,,90.1,,
,,,,,,,151.3,,91.6,,
,,,,,,,141.0,,90.3,,
,,,,,,,138.7,,88.8,,
,,,,,,,149.1,,89.7,,
,,,,,,,141.3,,91.1,,
,,,,,,,147.2,,90.6,,
,,,,,,,164.1,,93.7,,
,,,,,,,151.9,,91.5,,
,,,,,,,155.0,,94.4,,
,,,,,,,152.1,,95.5,,
,,,,,,,135.3,,95.9,,
,,,,,,,154.8,,91.6,,
,,,,,,,155.5,,94.1,,
,,,,,,,151.7,,92.7,,
,,,,,,,176.1,,88.7,,
,,,,,,,,,93.0,,
,,,,,,,,,89.2,,
,,,,,,,,,88.9,,
,,,,,,,,,89.2,,
,,,,,,,,,90.0,,
,,,,,,,,,89.0,,
,,,,,,,,,90.6,,
,,,,,,,,,88.7,,
,,,,,,,,,88.8,,
,,,,,,,,,89.1,,
,,,,,,,,,91.5,,
,,,,,,,,,88.0,,
,,,,,,,,,90.7,,
,,,,,,,,,88.6,,
,,,,,,,,,89.8,,
,,,,,,,,,92.2,,
,,,,,,,,,92.5,,
,,,,,,,,,92.5,,
,,,,,,,,,95.0,,
,,,,,,,,,93.4,,
,,,,,,,,,95.0,,
,,,,,,,,,93.4,,
,,,,,,,,,92.1,,
,,,,,,,,,92.4,,
,,,,,,,,,92.5,,
,,,,,,,,,93.7,,
,,,,,,,,,94.7,,
,,,,,,,,,95.5,,
,,,,,,,,,91.9,,
,,,,,,,,,94.1,,
,,,,,,,,,96.1,,
,,,,,,,,,94.1,,
,,,,,,,,,96.0,,
,,,,,,,,,91.3,,
,,,,,,,,,93.6,,
,,,,,,,,,90.5,,
,,,,,,,,,94.0,,
,,,,,,,,,92.1,,
,,,,,,,,,91.1,,
,,,,,,,,,87.8,,
,,,,,,,,,88.0,,
,,,,,,,,,87.6,,
,,,,,,,,,90.9,,
,,,,,,,,,90.3,,
,,,,,,,,,86.3,,
,,,,,,,,,91.4,,
,,,,,,,,,86.9,,
,,,,,,,,,88.2,,
,,,,,,,,,88.3,,
,,,,,,,,,94.0,,
,,,,,,,,,91.7,,
,,,,,,,,,90.3,,
,,,,,,,,,91.8,,
,,,,,,,,,90.5,,
,,,,,,,,,90.3,,
,,,,,,,,,91.7,,
,,,,,,,,,90.0,,
,,,,,,,,,90.6,,
,,,,,,,,,91.1,,
,,,,,,,,,87.7,,
,,,,,,,,,85.4,,
,,,,,,,,,87.0,,
,,,,,,,,,85.5,,
,,,,,,,,,86.5,,
,,,,,,,,,89.8,,
,,,,,,,,,89.6,,
,,,,,,,,,86.4,,
,,,,,,,,,89.4,,
,,,,,,,,,86.3,,
,,,,,,,,,90.6,,
,,,,,,,,,86.8,,
,,,,,,,,,90.2,,
,,,,,,,,,91.1,,
,,,,,,,,,90.2,,
,,,,,,,,,90.4,,
,,,,,,,,,88.3,,
,,,,,,,,,86.7,,
,,,,,,,,,86.5,,
,,,,,,,,,87.8,,
,,,,,,,,,85.3,,
,,,,,,,,,88.7,,
,,,,,,,,,83.4,,
,,,,,,,,,89.0,,
,,,,,,,,,88.9,,
,,,,,,,,,87.2,,
,,,,,,,,,86.8,,
,,,,,,,,,87.1,,
,,,,,,,,,88.8,,
,,,,,,,,,89.1,,
,,,,,,,,,90.7,,
,,,,,,,,,88.3,,
,,,,,,,,,89.3,,
,,,,,,,,,93.8,,
,,,,,,,,,88.8,,
,,,,,,,,,94.6,,
,,,,,,,,,90.5,,
,,,,,,,,,91.1,,
,,,,,,,,,87.3,,
,,,,,,,,,88.3,,
,,,,,,,,,85.5,,
,,,,,,,,,88.8,,
,,,,,,,,,86.4,,
,,,,,,,,,86.2,,
,,,,,,,,,86.6,,
,,,,,,,,,87.9,,
,,,,,,,,,85.1,,
,,,,,,,,,85.4,,
,,,,,,,,,88.4,,
,,,,,,,,,86.5,,
,,,,,,,,,85.2,,
,,,,,,,,,89.6,,
,,,,,,,,,86.3,,
,,,,,,,,,88.3,,
,,,,,,,,,89.2,,
,,,,,,,,,84.8,,
,,,,,,,,,84.7,,
,,,,,,,,,85.1,,
,,,,,,,,,86.0,,
,,,,,,,,,83.6,,
,,,,,,,,,85.7,,
,,,,,,,,,86.0,,
,,,,,,,,,89.3,,
,,,,,,,,,86.4,,
,,,,,,,,,86.7,,
,,,,,,,,,88.1,,
,,,,,,,,,86.7,,
,,,,,,,,,87.6,,
,,,,,,,,,87.9,,
,,,,,,,,,88.8,,
,,,,,,,,,86.1,,
,,,,,,,,,85.2,,
,,,,,,,,,93.2,,
,,,,,,,,,91.4,,
,,,,,,,,,85.3,,
,,,,,,,,,91.8,,
,,,,,,,,,82.7,,
,,,,,,,,,84.9,,
,,,,,,,,,82.5,,
,,,,,,,,,87.2,,
,,,,,,,,,85.5,,
,,,,,,,,,88.6,,
,,,,,,,,,85.8,,
,,,,,,,,,86.9,,
,,,,,,,,,88.6,,
,,,,,,,,,86.3,,
,,,,,,,,,82.3,,
,,,,,,,,,84.0,,
,,,,,,,,,86.3,,
,,,,,,,,,85.1,,
,,,,,,,,,87.1,,
,,,,,,,,,87.9,,
,,,,,,,,,85.0,,
,,,,,,,,,85.2,,
,,,,,,,,,86.3,,
,,,,,,,,,87.6,,
,,,,,,,,,86.8,,
,,,,,,,,,85.2,,
,,,,,,,,,84.6,,
,,,,,,,,,88.3,,
,,,,,,,,,84.0,,
,,,,,,,,,87.0,,
,,,,,,,,,88.8,,
,,,,,,,,,85.9,,
,,,,,,,,,85.7,,
,,,,,,,,,86.1,,
,,,,,,,,,87.8,,
,,,,,,,,,82.4,,
,,,,,,,,,80.6,,
,,,,,,,,,85.4,,
,,,,,,,,,83.0,,
,,,,,,,,,82.9,,
,,,,,,,,,83.0,,
,,,,,,,,,86.0,,
,,,,,,,,,85.3,,
,,,,,,,,,86.5,,
,,,,,,,,,83.8,,
,,,,,,,,,84.5,,
,,,,,,,,,81.0,,
,,,,,,,,,82.8,,
,,,,,,,,,86.1,,
,,,,,,,,,83.6,,
,,,,,,,,,83.6,,
,,,,,,,,,85.9,,
,,,,,,,,,85.3,,
,,,,,,,,,82.5,,
,,,,,,,,,82.0,,
,,,,,,,,,84.9,,
,,,,,,,,,83.5,,
,,,,,,,,,84.0,,
,,,,,,,,,85.6,,
,,,,,,,,,81.9,,
,,,,,,,,,82.7,,
,,,,,,,,,83.0,,
,,,,,,,,,87.9,,
,,,,,,,,,83.8,,
,,,,,,,,,83.2,,
,,,,,,,,,85.9,,
,,,,,,,,,85.8,,
,,,,,,,,,84.3,,
,,,,,,,,,86.3,,
,,,,,,,,,85.2,,
,,,,,,,,,84.6,,
,,,,,,,,,87.9,,
,,,,,,,,,87.7,,
,,,,,,,,,83.2,,
,,,,,,,,,85.8,,
,,,,,,,,,86.7,,
,,,,,,,,,83.0,,
,,,,,,,,,81.7,,
,,,,,,,,,83.2,,
,,,,,,,,,82.4,,
,,,,,,,,,83.7,,
,,,,,,,,,84.6,,
,,,,,,,,,85.8,,
,,,,,,,,,86.2,,
,,,,,,,,,86.4,,
,,,,,,,,,84.5,,
,,,,,,,,,85.4,,
,,,,,,,,,85.4,,
,,,,,,,,,85.1,,
,,,,,,,,,85.4,,
,,,,,,,,,86.5,,
,,,,,,,,,87.5,,
,,,,,,,,,88.9,,
,,,,,,,,,89.3,,
,,,,,,,,,90.1,,
,,,,,,,,,92.4,,
,,,,,,,,,89.7,,
,,,,,,,,,90.4,,
,,,,,,,,,90.0,,
,,,,,,,,,91.0,,
,,,,,,,,,91.0,,
,,,,,,,,,88.3,,
,,,,,,,,,88.6,,
,,,,,,,,,87.7,,
,,,,,,,,,89.7,,
,,,,,,,,,89.8,,
,,,,,,,,,88.5,,
,,,,,,,,,92.6,,
,,,,,,,,,91.0,,
,,,,,,,,,96.1,,
,,,,,,,,,90.7,,
,,,,,,,,,91.8,,
,,,,,,,,,89.6,,
,,,,,,,,,94.2,,
,,,,,,,,,91.2,,
,,,,,,,,,91.7,,
,,,,,,,,,89.0,,
,,,,,,,,,89.5,,
,,,,,,,,,90.6,,
,,,,,,,,,88.2,,
,,,,,,,,,89.0,,
,,,,,,,,,89.2,,
,,,,,,,,,88.5,,
,,,,,,,,,88.5,,
,,,,,,,,,87.6,,
,,,,,,,,,85.7,,
,,,,,,,,,85.6,,
,,,,,,,,,87.4,,
,,,,,,,,,86.4,,
,,,,,,,,,83.7,,
,,,,,,,,,87.6,,
,,,,,,,,,87.6,,
,,,,,,,,,86.4,,
,,,,,,,,,85.3,,
,,,,,,,,,86.4,,
,,,,,,,,,85.5,,
,,,,,,,,,86.6,,
,,,,,,,,,87.6,,
,,,,,,,,,84.4,,
,,,,,,,,,84.7,,
,,,,,,,,,86.7,,
,,,,,,,,,85.2,,
,,,,,,,,,84.2,,
,,,,,,,,,83.8,,
,,,,,,,,,87.7,,
,,,,,,,,,84.5,,
,,,,,,,,,82.9,,
,,,,,,,,,86.5,,
,,,,,,,,,88.1,,
,,,,,,,,,86.8,,
,,,,,,,,,86.3,,
,,,,,,,,,88.4,,
,,,,,,,,,87.2,,
,,,,,,,,,88.0,,
,,,,,,,,,86.3,,
,,,,,,,,,90.2,,
,,,,,,,,,88.0,,
,,,,,,,,,86.4,,
,,,,,,,,,86.1,,
,,,,,,,,,86.5,,
,,,,,,,,,85.7,,
,,,,,,,,,86.6,,
,,,,,,,,,86.5,,
,,,,,,,,,84.9,,
,,,,,,,,,86.4,,
,,,,,,,,,91.6,,
,,,,,,,,,83.6,,
,,,,,,,,,85.5,,
,,,,,,,,,85.7,,
,,,,,,,,,85.7,,
,,,,,,,,,84.5,,
,,,,,,,,,84.9,,
,,,,,,,,,84.7,,
,,,,,,,,,87.0,,
,,,,,,,,,86.3,,
,,,,,,,,,85.6,,
,,,,,,,,,87.4,,
,,,,,,,,,87.2,,
,,,,,,,,,86.9,,
,,,,,,,,,86.0,,
,,,,,,,,,87.4,,
,,,,,,,,,89.2,,
,,,,,,,,,87.3,,
,,,,,,,,,86.9,,
,,,,,,,,,87.4,,
,,,,,,,,,88.4,,
,,,,,,,,,88.7,,
,,,,,,,,,89.4,,
,,,,,,,,,89.8,,
,,,,,,,,,88.3,,
,,,,,,,,,91.2,,
,,,,,,,,,90.3,,
,,,,,,,,,92.9,,
,,,,,,,,,90.9,,
,,,,,,,,,89.6,,
,,,,,,,,,90.4,,
,,,,,,,,,90.5,,
,,,,,,,,,90.6,,
,,,,,,,,,91.8,,
,,,,,,,,,89.2,,
,,,,,,,,,91.1,,
,,,,,,,,,89.4,,
,,,,,,,,,91.1,,
,,,,,,,,,90.9,,
,,,,,,,,,94.3,,
,,,,,,,,,97.6,,
,,,,,,,,,95.7,,
,,,,,,,,,94.7,,
,,,,,,,,,92.6,,
,,,,,,,,,93.1,,
,,,,,,,,,93.9,,
,,,,,,,,,93.9,,
,,,,,,,,,97.2,,
,,,,,,,,,95.0,,
,,,,,,,,,93.3,,
,,,,,,,,,92.6,,
,,,,,,,,,90.3,,
,,,,,,,,,92.2,,
,,,,,,,,,90.9,,
,,,,,,,,,116.1,,
,,,,,,,,,88.3,,
,,,,,,,,,90.5,,
,,,,,,,,,98.0,,
,,,,,,,,,88.7,,
,,,,,,,,,89.2,,
,,,,,,,,,87.4,,
,,,,,,,,,90.9,,
,,,,,,,,,89.9,,
,,,,,,,,,89.6,,
,,,,,,,,,100.6,,
,,,,,,,,,85.7,,
,,,,,,,,,88.8,,
,,,,,,,,,90.2,,
,,,,,,,,,88.8,,
,,,,,,,,,88.8,,
,,,,,,,,,87.8,,
,,,,,,,,,90.8,,
,,,,,,,,,89.8,,
,,,,,,,,,90.4,,
,,,,,,,,,86.4,,
,,,,,,,,,85.1,,
,,,,,,,,,86.1,,
,,,,,,,,,90.0,,
,,,,,,,,,87.8,,
,,,,,,,,,87.2,,
,,,,,,,,,88.0,,
,,,,,,,,,87.9,,
,,,,,,,,,87.1,,
,,,,,,,,,87.2,,
,,,,,,,,,86.1,,
,,,,,,,,,87.0,,
,,,,,,,,,86.7,,
,,,,,,,,,86.7,,
,,,,,,,,,90.4,,
,,,,,,,,,89.6,,
,,,,,,,,,91.9,,
,,,,,,,,,89.5,,
,,,,,,,,,88.4,,
,,,,,,,,,87.8,,
,,,,,,,,,90.1,,
,,,,,,,,,91.6,,
,,,,,,,,,91.5,,
,,,,,,,,,89.2,,
,,,,,,,,,92.5,,
,,,,,,,,,89.0,,
,,,,,,,,,90.2,,
,,,,,,,,,92.1,,
,,,,,,,,,90.5,,
,,,,,,,,,90.8,,
,,,,,,,,,93.1,,
,,,,,,,,,91.1,,
,,,,,,,,,90.9,,
,,,,,,,,,89.5,,
,,,,,,,,,91.0,,
,,,,,,,,,89.3,,
,,,,,,,,,89.3,,
,,,,,,,,,89.0,,
,,,,,,,,,91.3,,
,,,,,,,,,91.6,,
,,,,,,,,,90.3,,
,,,,,,,,,88.6,,
,,,,,,,,,89.6,,
,,,,,,,,,88.0,,
,,,,,,,,,92.2,,
,,,,,,,,,91.3,,
,,,,,,,,,93.2,,
,,,,,,,,,90.6,,
,,,,,,,,,91.9,,
,,,,,,,,,91.2,,
,,,,,,,,,91.0,,
,,,,,,,,,92.2,,
,,,,,,,,,90.4,,
,,,,,,,,,93.6,,
,,,,,,,,,90.0,,
,,,,,,,,,91.1,,
,,,,,,,,,97.1,,
,,,,,,,,,92.2,,
,,,,,,,,,92.2,,
,,,,,,,,,94.6,,
,,,,,,,,,94.2,,
,,,,,,,,,94.8,,
,,,,,,,,,91.0,,
,,,,,,,,,91.8,,
,,,,,,,,,90.6,,
,,,,,,,,,90.7,,
,,,,,,,,,91.6,,
,,,,,,,,,92.0,,
,,,,,,,,,95.5,,
,,,,,,,,,92.1,,
,,,,,,,,,91.9,,
,,,,,,,,,94.1,,
,,,,,,,,,90.7,,
,,,,,,,,,93.1,,
,,,,,,,,,94.9,,
,,,,,,,,,93.0,,
,,,,,,,,,90.4,,
,,,,,,,,,91.9,,
,,,,,,,,,91.5,,
,,,,,,,,,90.0,,
,,,,,,,,,91.5,,
,,,,,,,,,90.8,,
,,,,,,,,,89.1,,
,,,,,,,,,90.2,,
,,,,,,,,,87.8,,
,,,,,,,,,88.2,,
,,,,,,,,,89.3,,
,,,,,,,,,89.2,,
,,,,,,,,,90.7,,
,,,,,,,,,88.8,,
,,,,,,,,,92.8,,
,,,,,,,,,91.6,,
,,,,,,,,,94.1,,
,,,,,,,,,95.1,,
,,,,,,,,,92.1,,
,,,,,,,,,94.1,,
,,,,,,,,,93.8,,
,,,,,,,,,92.0,,
,,,,,,,,,90.7,,
,,,,,,,,,94.6,,
,,,,,,,,,94.3,,
,,,,,,,,,95.5,,
,,,,,,,,,93.7,,
,,,,,,,,,96.3,,
,,,,,,,,,93.0,,
,,,,,,,,,96.3,,
,,,,,,,,,94.8,,
,,,,,,,,,94.0,,
,,,,,,,,,94.9,,
,,,,,,,,,99.4,,
,,,,,,,,,95.5,,
,,,,,,,,,97.8,,
,,,,,,,,,114.7,,
,,,,,,,,,136.2,,
,,,,,,,,,129.1,,
,,,,,,,,,134.5,,
,,,,,,,,,131.0,,
,,,,,,,,,138.0,,
,,,,,,,,,143.3,,
,,,,,,,,,143.0,,
,,,,,,,,,149.8,,
