Duration_Standard_deviation,Duration_Standard_deviation.1,Duration_Standard_deviation.2,Duration_Standard_deviation.3,Duration_Standard_deviation.4,Duration_Standard_deviation.5,Duration_Standard_deviation.6,Duration_Standard_deviation.7,Duration_Standard_deviation.8,Duration_Standard_deviation.9,Duration_Standard_deviation.10,Duration_Standard_deviation
350.0033311502264,271.7335123076172,480.3367122118258,361.2914263197272,363.9809931957558,367.4645156483584,1117.483505161785,283.40883912682546,214.26460603647163,261.37781294516947,231.08154837117976,584.6477220945386
149.13929930960518,253.8506302926979,331.07598284866754,215.439766840049,109.57701629447664,365.0665631847917,184.64864786370555,218.83213548680013,94.85591558897222,90.56669733774476,241.384492210218,181.0534782950703
197.93343917886008,80.7,181.8152534855093,295.6224621007203,190.7,521.4278235306742,168.4323108353422,108.62851445584072,66.8651046676981,90.52766808852704,126.59999999999997,132.4402505849336
218.1925872354536,79.84583333333333,158.00762674275464,111.6679813355447,157.87210804952218,677.7890838765569,326.751427778909,131.13709404475065,83.89598056853234,90.48863883930936,39.349999999999966,128.410600614173
172.82166406535947,78.99166666666667,134.2,288.6519303157351,212.9,460.5195419382785,253.54723542552068,50.221183963522826,176.30237283334182,90.44960959009164,58.400000000000034,136.36710714042894
169.20441411459456,78.1375,24.349999999999994,56.552674560978986,273.559010028392,243.25,180.3430430721324,39.40748306973856,243.85,184.7612513488692,338.97430146353685,117.82852115976355
173.57324697712872,77.28333333333333,76.39285173500429,215.03285077768987,334.2180200567839,17.700000000000003,107.1388507187441,19.172270601487444,133.94249465722223,177.42679518777695,619.5486029270737,86.39205939561025
168.58134808665488,76.42916666666667,128.43570347000858,192.9814086424717,394.8770300851759,320.2390575804269,50.05000000000001,148.72841853303908,157.6462473286111,170.09233902668473,16.299999999999997,72.32289467405087
157.5238619694041,75.575,180.47855520501287,266.515494409482,226.063515042588,220.0466835495629,98.82500000000002,97.4467025801797,181.35,162.7578828655925,79.31888141431246,92.09169596137166
142.11899115925527,74.72083333333333,4.949999999999996,308.5341640726355,57.25,119.85430951869893,147.60000000000002,69.2646045523035,283.3279646103504,155.4234267045003,106.3173106561912,98.89670332730242
159.76138785968848,73.86666666666667,53.16287385120386,309.3818267299225,24.74197962078936,154.7224080399202,196.375,51.264301823427004,385.3059292207007,148.08897054340807,105.7770701678318,109.96299622737132
165.9990574286529,73.0125,101.37574770240772,194.983719885554,187.87120534003705,64.15823558198441,245.15,34.08012103640073,75.63050890712702,140.75451438231585,92.27777581967352,127.7355533852659
95.11257669134868,72.15833333333333,14.793316809364365,78.7098186731208,7.793386619435734,99.13045888891628,465.3764734500621,35.02824024590564,188.7453798110036,133.4200582212236,100.74210735837298,143.4085351289005
60.40683593257018,71.30416666666667,27.31658023171193,160.82578936538755,20.102812130534264,112.032350126486,407.19859780501633,42.95707907111171,111.17461683639394,126.0856020601314,106.0085044827256,146.09390947293173
63.457149022363126,70.45,82.11175311732175,188.2706716935723,18.318541420356176,77.99030742569599,349.02072215997055,17.67734332238586,198.08085943624133,118.75114589903916,93.75439107321128,133.90557680022158
