Duration_Mean,Duration_Mean.1,Duration_Mean.2,Duration_Mean.3,Duration_Mean.4,Duration_Mean.5,Duration_Mean.6,Duration_Mean.7,Duration_Mean.8,Duration_Mean.9,Duration_Mean.10,Duration_Mean
301.86816720257235,330.2097222222222,375.77572254335263,342.475,287.3041095890411,398.5081967213116,453.2859154929577,305.5078125,303.28018867924527,451.93,568.4724137931034,294.22334384858044
244.2012,450.8500000000001,297.4078612716763,314.86153846153843,290.25,540.7666666666667,349.7,351.2195121951219,226.01666666666665,477.0999999999999,486.6529411764706,261.58518518518514
365.1213942307692,200.5,219.04,326.29122807017546,332.9,623.9666666666667,400.3999999999999,361.6228260869565,364.26666666666665,413.9416666666666,737.7,346.255
424.727538883806,199.97916666666663,242.32,430.3833333333334,547.4499999999999,707.1666666666666,508.53333333333336,421.7481389578164,230.7333333333333,350.7833333333333,555.95,439.6698296836983
497.61801948051954,199.4583333333333,265.6,372.075,391.9,477.3083333333333,467.1222222222223,402.8285977859779,245.7,287.625,520.8,608.51309255079
515.019475862069,198.9375,280.54999999999995,360.8,416.37777777777774,247.45,425.7111111111111,361.440243902439,295.85,666.5,552.2416666666667,665.7098599766628
482.8884524744698,198.41666666666663,294.37777777777774,393.05555555555554,440.8555555555556,175.8,384.3,342.05306122448985,245.325,646.1666666666666,583.6833333333334,675.8502162799842
442.5040918580376,197.8958333333333,308.2055555555555,338.0142857142857,465.3333333333333,428.6,356.25,344.9545454545455,234.4875,625.8333333333334,212.9,650.7680350877192
499.9863293864371,197.375,322.0333333333333,418.5818181818182,398.0916666666667,349.2071428571429,341.125,308.2625,223.65,605.5,353.8014705882353,628.0506397952655
538.2955675227838,196.85416666666663,108.65,694.3399999999999,330.85,269.81428571428575,326.0,287.8384615384616,349.5141304347826,585.1666666666666,315.8101328903655,608.8452160084813
398.8410958904109,196.3333333333333,139.14166666666665,415.9727272727272,243.43333333333337,330.1082066869301,310.875,371.0300380228137,475.3782608695652,564.8333333333334,295.00433212996387,658.4470180722892
496.45430962343096,195.8125,169.63333333333333,314.74285714285713,254.58571428571423,198.8471649484536,295.75,368.62329059829057,364.54285714285714,544.5,271.1396551724138,634.6869112543382
244.5518867924528,195.29166666666663,95.33333333333331,126.33333333333331,143.575,192.727397260274,503.1285714285714,356.139552238806,594.24,524.1666666666667,281.79655172413794,635.2071241362879
154.2719576719577,194.7708333333333,130.63333333333333,543.865,133.38333333333333,269.371186440678,503.7308571428571,338.63769841269846,309.1659090909091,503.83333333333337,303.3919239904988,613.5438496312157
178.1219512195122,194.25,143.0,452.5602777777778,143.3722222222222,282.99947368421056,504.3331428571428,348.34425000000005,340.125,483.5,271.27859922178993,551.673185884692
186.21057513914656,204.4590909090909,146.21428571428572,361.2555555555556,153.36111111111111,307.2997368421053,504.9354285714285,348.3466789667896,282.175,463.1666666666667,162.33859154929578,557.5594722429674
189.6695422535212,214.66818181818184,149.42857142857142,436.425,163.35,331.6,505.5377142857143,346.21153846153845,320.7430555555556,442.83333333333337,231.35438144329896,550.5770868618437
173.90481283422457,224.87727272727275,152.64285714285714,430.6727272727272,161.6888888888889,383.7545454545454,506.14,343.6661157024793,359.3111111111112,422.5,242.4703448275862,561.3872368421053
220.3890756302521,235.08636363636364,155.85714285714286,344.04886363636354,160.02777777777777,349.86727272727273,483.02,346.85782881002086,432.35,402.1666666666667,380.79117647058825,541.9344054837859
241.71966527196653,245.29545454545456,159.07142857142858,257.42499999999995,158.36666666666667,315.98,459.9,313.0662055335968,172.65714285714287,381.83333333333337,278.8375,546.642404737384
195.62391304347827,255.50454545454545,162.28571428571428,816.5666666666666,162.57391304347829,400.85,90.93606557377048,322.79788053949903,33.0,361.5,177.7057142857143,574.9458579050828
180.08855585831063,265.7136363636364,165.5,492.24,189.49829192546588,233.4,316.9013661202186,343.8600840336135,394.78,360.51666666666665,157.71428571428572,554.9036673404562
260.9647058823529,275.9227272727273,182.85,355.77777777777777,216.42267080745344,484.60869565217394,542.8666666666667,340.3178733031674,435.6,359.5333333333333,305.90000000000003,547.1770719903207
224.1214285714286,286.1318181818182,200.2,257.5,243.347049689441,409.8571428571428,488.8509009009009,337.1991525423729,355.42857142857144,362.0722222222222,181.7645569620253,568.6321997874602
350.59230769230766,296.3409090909091,217.55,503.4,270.2714285714286,305.2,434.8351351351352,316.92276923076923,271.8285714285714,364.6111111111111,192.1048780487805,565.2070692194404
253.9101351351351,306.55,234.9,173.66666666666666,260.3333333333333,327.54999999999995,120.96956521739128,331.20991957104565,454.8333333333333,367.15,176.4063829787234,567.7748043235184
216.40342465753423,477.3,252.25,296.0470588235294,188.05,321.06666666666666,385.15,331.8270833333333,295.3916666666667,369.68888888888887,205.0716666666667,559.5011426465168
248.22554347826087,463.5289473684211,269.6,285.42727272727274,222.9,314.5833333333333,266.0,330.61956989247307,331.9599999999999,372.22777777777776,307.6454545454545,569.1553578489521
203.3081218274112,449.7578947368421,286.95000000000005,236.9846153846154,336.8285714285715,308.1,388.25,336.073831775701,267.6875,374.76666666666665,377.2,567.4273702273703
166.764,435.9868421052632,304.3,351.9,297.60408163265305,440.0,230.62,289.44444444444446,300.3,377.30555555555554,391.85,578.2033317467873
210.44800531914896,422.21578947368425,321.65,265.4833333333333,242.76666666666668,340.42209302325574,352.4,284.010337972167,577.0,379.8444444444444,329.25333333333333,556.6024838012959
241.2426877470356,408.44473684210527,339.0,466.785,243.9,293.5121212121212,256.43333333333334,291.06616541353384,254.82,382.3833333333333,283.98541666666665,580.986075322101
230.2980409617097,394.6736842105264,233.3333333333333,292.51340782122907,132.5,251.64193548387087,188.27222222222224,314.83393574297185,312.6875,384.9222222222222,230.26,590.9268588770865
250.5214005876592,380.9026315789474,216.4185185185185,276.6681214421252,265.04,309.5511627906977,120.11111111111111,316.7212598425197,324.32,387.4611111111111,243.10681818181823,562.1268549280177
230.383183722322,367.1315789473685,199.50370370370368,297.6844311377245,371.3,244.2875,51.95,299.1134171907757,382.15,390.0,155.31666666666666,547.4705106138841
232.6075982532751,353.36052631578946,182.58888888888887,256.00066666666663,199.3333333333333,397.56111111111113,75.03026315789475,259.0381132075472,301.8375,249.05,153.175,575.90173374613
231.6075154004107,339.58947368421053,165.67407407407404,305.3622549019608,516.392,465.7709677419355,98.11052631578949,217.59130434782608,289.77272727272725,108.1,147.30886075949363,562.3602764423076
230.77400091869544,325.8184210526316,148.75925925925924,364.8393333333333,559.5520179372197,426.75666666666655,139.85043859649124,226.2828333333333,255.35,146.83999999999995,199.81485148514847,552.533502538071
210.04811608961305,312.0473684210526,131.84444444444443,363.54035087719296,557.7101214574898,402.0830769230769,181.5903508771929,267.46201550387593,367.4708333333333,185.58,131.4032258064516,527.8558359621451
230.62670775552127,298.2763157894737,114.92962962962962,339.7390476190476,559.9667896678967,535.3967741935484,223.3302631578948,278.80276008492564,160.13333333333335,224.32,236.9142857142857,495.1721411192214
265.74783264229177,284.5052631578948,98.0148148148148,317.40384615384613,542.0902108433735,618.4982484076434,265.0701754385965,233.23178654292343,329.4055555555556,263.05999999999995,145.55409836065573,454.06087431693993
272.0065068493151,270.7342105263158,81.1,326.56534954407294,547.7972489683631,683.8157834101381,306.8100877192983,230.841015625,307.41818181818184,301.79999999999995,173.8235294117647,473.41523959151607
255.1146095717884,256.96315789473687,85.41444444444444,379.83668122270745,561.5428405122236,754.0167671893847,348.55,291.40607210626183,341.3643678160919,340.54,141.497247706422,452.5187001839362
279.83586626139817,243.1921052631579,89.72888888888889,338.2185714285714,597.6045895851721,582.851475409836,334.925,282.4403628117914,346.921484375,379.28,113.1388888888889,451.9252156602522
305.09963459196103,229.42105263157896,94.04333333333334,381.8585714285714,595.3765289256199,584.9111264685556,321.3,295.1165909090909,185.9375,418.02,199.18571428571423,444.2146373918829
285.41537492123507,215.65,98.35777777777778,280.21566666666666,610.4357819905214,546.667067833698,307.675,99.6255319148936,151.16153846153844,456.76,214.8058823529412,442.0743400859423
306.8047855811063,218.35,102.67222222222222,390.2052631578948,579.771884272997,454.2861111111112,294.05,357.5941176470588,415.95909090909095,495.5,328.2625,433.9763755980861
314.2093444909345,221.05,106.98666666666666,405.95283842794765,577.1390504451039,316.28522012578617,306.93636363636364,358.1846153846154,441.1605504587156,427.95,221.6333333333333,477.0172207446808
295.4713298791019,223.75,111.30111111111113,586.158,584.60496009122,351.32589285714283,319.82272727272726,307.11428571428576,395.3987138263665,445.3,145.57415730337078,493.63708309779537
318.2552073732719,226.45,115.61555555555556,301.9951219512195,589.2910854745675,264.04,332.70909090909095,271.3666666666666,387.35222222222217,550.1800000000001,158.24114832535884,520.439806496199
320.5232768361582,229.15,119.93,266.334375,607.8841432225064,389.2008333333333,345.5954545454546,445.9914893617021,248.99473684210523,356.06500000000005,174.4720588235294,538.6167934782608
413.9591805766312,231.85,124.24444444444444,342.51919191919194,603.1734922178988,271.80263157894734,358.4818181818182,508.1864864864866,182.53333333333333,161.95000000000002,189.50461538461536,545.9862085086489
411.4589887640449,234.55,128.5588888888889,293.5527777777777,613.9286236854138,372.97337526205456,371.3681818181818,291.50000000000006,424.918987341772,205.9340909090909,180.8154761904762,531.4269124423963
430.9941176470588,237.25,132.8733333333333,392.8937904269082,612.3044754571704,356.8406519654842,384.2545454545455,420.75,230.80714285714288,249.91818181818184,187.2028846153846,531.3972656249999
419.5006611570248,239.95,137.1877777777778,488.062292051756,598.3546350201523,459.87713365539446,397.1409090909091,472.5756578947369,399.3166666666666,293.9022727272727,385.1152406417112,466.2764170040485
397.1859450726979,242.65,141.50222222222223,478.05996663886566,605.3801177536232,448.0024447031432,410.0272727272728,524.4013157894738,314.2333333333333,337.8863636363636,234.5714285714286,464.5937529804483
395.6034161490683,245.35,145.81666666666666,430.5829727187206,601.3721985815603,437.58217821782176,422.9136363636364,552.2756097560975,239.88666666666663,381.87045454545455,139.96470588235294,455.96425629290616
400.32611570247934,243.32302631578943,150.13111111111112,453.874063670412,601.2263228101378,358.1563297350344,435.8,530.8919999999999,331.29999999999995,425.8545454545455,111.36666666666665,426.6834911486208
415.52529914529913,241.29605263157893,154.4455555555556,445.0619651347068,610.5452747252747,354.05835777126094,425.45833333333337,438.6315789473685,142.6,469.8386363636363,219.84,429.8129126619306
