Amplitude_Root_standard_squared,Amplitude_Root_standard_squared.1,Amplitude_Root_standard_squared.2,Amplitude_Root_standard_squared.3,Amplitude_Root_standard_squared.4,Amplitude_Root_standard_squared.5,Amplitude_Root_standard_squared.6,Amplitude_Root_standard_squared.7,Amplitude_Root_standard_squared.8,Amplitude_Root_standard_squared.9,Amplitude_Root_standard_squared.10,Amplitude_Root_standard_squared
1362.3760163772702,631.4770621329012,1005.4644797306368,909.1782608487732,629.2233864058138,618.075788233126,941.3109156915158,1209.5905381574378,782.8177437948121,363.4026004309821,480.8593661352558,1334.7919650642193
1222.0126513256726,216.5128402658836,582.4291657784299,409.72975239784574,150.8510192209519,216.85181576366844,347.7657257407636,486.7463713269981,252.3100473623672,145.0153440157282,354.4124151324273,545.0112934609705
1737.5938420701195,102.3606369655836,159.3938518262232,575.4261290556764,112.45639154801296,181.42224340629733,206.14912078396063,750.2139028303862,139.98903528491078,149.22099389238105,128.64726969508527,527.339482686438
2882.514260155533,103.19075734623654,137.07995911980083,206.1121054183864,169.9417547279067,145.9926710489263,149.91814433216547,1591.8661878436892,125.1339282528923,153.42664376903386,116.61993826100236,1726.95185804353
3897.299860159595,104.02087772688948,114.76606641337848,158.92104958123073,115.38128097746186,127.5686957446332,167.50852763518049,1834.136682474892,123.2170848543334,157.6322936456867,122.55060179370804,1921.1043048205368
5539.67635516733,104.8509981075424,112.5071108863791,164.90203152174928,123.2545470291418,109.14472044034012,185.09891093819547,711.9649780712532,105.54169792077442,144.9578559444089,160.3664584236485,3852.832351660269
4533.975870028423,105.68111848819537,117.56879689302586,237.99478985893788,131.12781308082174,102.57767788364094,202.6892942412105,514.117564376087,150.85025687747435,144.51902281998997,198.18231505358887,4715.143864189087
4266.429663078954,106.5112388688483,122.63048289967264,208.2414223923761,139.0010791325017,257.30629607531955,113.725283028885,352.9820533681564,127.31657763800314,144.08018969557102,104.73304158669316,4931.374832640488
3769.885889519735,107.34135924950124,127.6921689063194,265.5792725345862,126.60782894335227,232.4040998405228,111.4713021861776,212.4484408038807,103.78289839853193,143.6413565711521,1612.831624813948,5074.985357614345
4396.412932152756,108.17147963015418,98.64567907414902,191.12597939579013,114.21457875420283,207.501903605726,109.2173213434702,255.1990595593957,249.10185080120988,143.20252344673315,1879.5916205388871,5574.516349424405
1239.55277015543,109.00160001080712,116.17588733595947,267.5871259982438,186.2290256646369,1377.3910374327256,106.9633405007628,1177.766585533823,394.42080320388783,142.76369032231423,1257.7413128302655,5279.0686081921685
3109.335943573805,109.83172039146008,133.70609559776997,204.1121015520638,198.0445404448201,1495.4455055266974,104.7093596580554,1597.316111482007,209.09567188251413,142.32485719789528,978.5357019547116,5816.7386420570765
1403.1128963843216,110.661840772113,116.00564641430176,117.45084078030264,209.67109958217893,932.5997694616914,216.9484270512233,1460.8625739610145,192.37525828442705,141.88602407347636,897.3981724964677,5879.744046299975
1018.3875097427303,111.49196115276594,118.888435097784,803.738626669143,255.60291469386647,593.1077389479925,212.1184615569739,1628.090608657884,515.2600314404369,141.4471909490574,1595.2961605921328,5894.7031036346525
935.7121031599409,112.32208153341888,138.8830803229825,519.361291784166,205.1222381868744,1053.2684415665362,207.28849606272448,1462.114031120692,155.4640472906839,141.0083578246385,1773.784048299003,5545.889024313415
1697.3105107787435,112.29999447007984,137.3557280468898,234.9839568991892,154.64156167988222,621.016011929654,202.45853056847503,1708.1004420115346,151.03363863722544,140.56952470021955,1336.128841092804,5615.942664415298
1747.1976133225455,112.27790740674084,135.8283757707971,231.3169254507763,104.16088517289012,188.7635822927717,197.6285650742256,1269.177879574018,194.09034081477137,140.13069157580065,1487.061387434964,5652.258336275864
996.217330706508,112.2558203434018,134.3010234947044,277.23354775351413,128.7731369265264,259.59112080346665,192.79859957997616,1559.3549018744898,237.14704299231727,139.69185845138168,1285.7364893320869,5390.53151924743
1601.377435210076,112.23373328006278,132.77367121861172,217.0969306044293,153.38538868016272,214.61865572370328,168.9834233983916,1575.173088901661,200.0136745325179,139.25302532696276,1037.9713387179822,5383.9214890263775
1189.6226166310057,112.21164621672376,131.24631894251905,156.9603134553445,177.997640433799,169.6461906439399,145.16824721680703,1619.288337511266,186.5644124692596,138.8141922025438,369.5610369073017,5506.83135841293
723.685504898364,112.18955915338474,129.71896666642633,231.6838578753384,349.8471523394181,118.2290150512978,495.5648393500088,1628.2984155246236,107.12091299088148,138.3753590781249,444.8551899213945,5285.367639057855
1418.160456365922,112.1674720900457,128.19161439033363,182.61338943242907,349.78686953336296,127.1707906714431,322.2431140042947,1601.8735249700585,250.3569451802765,137.87330394475595,190.2980556915913,5173.049805482256
318.124331040554,112.14538502670668,127.21084811280758,227.951420263178,349.72658672730785,397.26230629144766,148.92138865858053,1543.345968990751,216.59018906681808,137.371248811387,263.32844510230944,5053.944333884179
281.07098747469473,112.12329796336763,126.23008183528157,100.028995796219,349.66630392125273,213.4415142375072,316.26860362921366,1364.1323616130512,209.0431534396666,135.80001947227265,671.6352060456629,4686.97054503226
295.4669355444024,112.10121090002863,125.24931555775552,207.0624543465087,349.6060211151976,113.86395390991832,483.6158185998469,1286.1326836683686,199.9988499966937,134.2287901331583,1070.860121584514,4558.4135310434485
943.872745660134,112.0791238366896,124.26854928022948,206.56628476109063,129.49822392604463,110.3525260245546,313.5199036743919,1399.7213222638284,197.71881549311385,132.65756079404397,1459.727351254336,4568.905749739209
906.6466787012456,126.77227614900664,123.28778300270343,305.7838779268783,109.64980620137914,109.94057757236624,220.77121642098183,1622.8380664749025,265.4490723283847,131.0863314549296,581.1232313373816,4589.194542618563
