Amplitude_Impulse_factor,Amplitude_Impulse_factor.1,Amplitude_Impulse_factor.2,Amplitude_Impulse_factor.3,Amplitude_Impulse_factor.4,Amplitude_Impulse_factor.5,Amplitude_Impulse_factor.6,Amplitude_Impulse_factor.7,Amplitude_Impulse_factor.8,Amplitude_Impulse_factor.9,Amplitude_Impulse_factor.10,Amplitude_Impulse_factor
1.058801297596926,1.0524153569770447,1.1116341142240536,1.2597412838780069,1.0785456179758233,1.0472405757467935,1.109584730543876,1.1917427550615325,1.102158273381295,1.0873039038513752,1.292672362877505,1.1576716675598675
1.0907775907960282,1.0532458063846346,1.1172114402451483,1.199798137358352,1.0580775878196425,1.0569301630546204,1.100052668525288,1.195553539019964,1.1731217918805412,1.090960021552443,1.1026011560693645,1.15608941347788
1.1453964715570235,1.0540762557922243,1.1112221442802197,1.2820949453379316,1.057174032679021,1.148656526751559,1.0905206065067,1.2486627690011196,1.0979827089337175,1.0946161392535114,1.0729459269662922,1.1249583537217809
1.1707744566743938,1.054906705199814,1.105232848315291,1.1884886451716057,1.043502659527027,1.119186451715782,1.0809885444881124,1.0847244094488189,1.024,1.0982722569545793,1.0338235294117646,1.125251340222205
1.0386835470285003,1.0557371546074037,1.099243552350362,1.113593347470251,1.0484860057360696,1.0598246480055526,1.0714564824695247,1.095132743362832,1.0242057488653558,1.1019283746556474,1.103440553176003,1.1097012416620275
1.059767336551008,1.0565676040149936,1.093254256385433,1.2550936391698888,1.0458975938943882,1.0477976905047732,1.0619244204509368,1.0460597337171644,1.0552506403219906,1.0742049469964663,1.0685193979987884,1.116625545515762
1.0551495372923945,1.0573980534225833,1.087264960420504,1.1238615578756328,1.0464523880351309,1.100394684252598,1.090696313633704,1.0146904512067156,1.1798299966837136,1.053287444596499,1.1329169138430402,1.1326574299849834
1.1424902584391334,1.058228502830173,1.0812756644555752,1.1482807471745595,1.0480618814172158,1.06524273068078,1.0034662045060658,1.043998831889419,1.032463399108848,1.0323699421965318,1.0962921061275137,1.1365203577459502
1.0661974401679175,1.0590589522377627,1.0752863684906464,1.1631881317722348,1.0950877273856443,1.079167441444879,1.2362327567330849,1.0422556853103877,1.3343355381840047,1.0265605616702298,1.1746786345615872,1.1374277574376552
1.1374272535732588,1.0598894016453524,1.0692970725257176,1.3061576279930809,1.1015119437864234,1.13566356665228,1.009446225842794,1.044006728525693,1.2536741151173865,1.020751181143928,1.1391033426625123,1.1414576928864713
1.1374683461045154,1.0607198510529423,1.0633077765607888,1.1830424581364702,1.0461330796090562,1.1292768879956017,1.0755052719388505,1.0150987224157957,1.1730126920507682,1.0149418006176265,1.1406803088022115,1.152837435951496
1.1526652452025583,1.061550300460532,1.0412034009156312,1.0889142836078112,1.0567507733989685,1.237346554892303,1.1415643180349062,1.006145741878841,1.0137732222934015,1.0091324200913243,1.3057790439219863,1.143473189770587
1.2020364341622218,1.0623807498681217,1.1029650478068054,1.1005150753424469,1.051773588020904,1.0687246273742852,1.092752534735261,1.0253010211857947,1.1205179282868525,1.0480696903240845,1.07227177453747,1.119040675513752
1.1897709198322697,1.0632111992757114,1.1647266946979795,1.0951813143101106,1.0502520280715513,1.1215994516832306,1.0703703327084413,1.0178144110608882,1.0587188612099645,1.0870069605568446,1.2573711742181957,1.1207728349502046
1.2251663269622737,1.0640416486833013,1.080711920529801,1.308704827945348,1.0473948127810522,1.1159867781450514,1.0479881306816214,1.017233251270232,1.042170047868703,1.0193003618817853,1.1899718570282651,1.1560199307611796
1.2129292638103133,1.064872098090891,1.0113864701942397,1.1908388253882396,1.053239104353411,1.1689497033673235,1.0256059286548016,1.0193433443624331,1.07972972972973,1.0531332339302129,1.122741360154377,1.0884078703361209
1.1181683513987952,1.0657025474984807,1.2626262626262623,1.0899392368632206,1.0566434244059786,1.0555074048982465,1.003223726627982,1.0156944033165531,1.0065616797900263,1.0869661059786404,1.2671799918948647,1.0814146361679835
1.1236945785472503,1.0665329969060704,1.0903832248734635,1.2068606450077357,1.1032686819542266,1.1011169398596363,1.0220431913503134,1.0662251655629138,1.0860770006525478,1.1207989780270675,1.1633458733918534,1.10238600565332
1.239292899028378,1.06736344631366,1.0717644346556252,1.2956435055569695,1.1149406565316564,1.1277644822209532,1.0408626560726448,1.0432437292097456,1.1307762005436424,1.1546318500754953,1.0254419127413916,1.079042942396766
1.1949736757137868,1.06819389572125,1.0531456444377871,1.047792717872673,1.0612963515933769,1.0523946348290254,1.0230473751600513,1.0720924057355286,1.087111277632072,1.1554015020219526,1.0238741724861289,1.0995762273698229
1.1697527139960064,1.0690243451288397,1.0345268542199488,1.2153207061965283,1.140123709686917,1.0202197102372232,1.1026225769669329,1.079573351392534,1.103009989770823,1.0546116504854368,1.1294117647058823,1.0805493042901408
1.1892114571821286,1.0698547945364294,1.0120104438642297,1.217697556680608,1.1186068931539843,1.044098697738177,1.094481937276697,1.1227793130675088,1.031394839032945,1.0327223362625169,1.0410600645105048,1.0669236410382097
1.1242374632590573,1.070685243944019,1.0172550800317857,1.280160857908847,1.0464727592267136,1.0226821921833675,1.1216951171099645,1.1619230735308383,1.045518437103316,1.010833022039597,1.1330670590708432,1.0811940939046747
1.117977051494252,1.071515693351609,1.0224997161993414,1.1925225352396702,1.043119729552613,1.013667425968109,1.1489082969432316,1.0400433766210675,1.0292269871619777,1.0169596458922163,1.075197889182058,1.0886466778357629
1.0819877890924874,1.0723461427591987,1.0277443523668974,1.0899129221699706,1.096265222291675,1.1770860580695788,1.1219691272011398,1.133685737105385,1.0370207278331711,1.023086269744836,1.3284341435839455,1.0960559767065388
1.138495848081163,1.0731765921667884,1.0329889885344534,1.1752586919325363,1.059512614107083,1.054689082438728,1.095029957459048,1.222051890203338,1.0418196705041685,1.0743902439024389,1.0867768595041325,1.0733977510269703
1.1558331495377905,1.074007041574378,1.0382336247020092,1.055819817754599,1.0655345348718848,1.0523114355231142,1.068090787716956,1.0735418689942997,1.0430643865394733,1.1284403669724772,1.0518702606257566,1.091476831825904
1.0591050565400315,1.0748374909819678,1.0434782608695652,1.0870284844763607,1.118126542389382,1.0253666270313118,1.0560792266451782,1.0623149934113782,1.0255890233581255,1.0782329223397418,1.0242956740030076,1.1002232653956516
1.1152154850338032,1.0756679403895577,1.0411553569009888,1.268041829877457,1.0613050479728512,1.194392523364486,1.0440676655734,1.0651607620452652,1.0188538550837618,1.0280254777070064,1.0419926093007632,1.1075921732409455
1.1465709753430562,1.0764983897971474,1.0388324529324122,1.170373604244591,1.1310257755834436,1.119895723799509,1.032056104501622,1.0821709691070671,1.0224914075881912,1.1040992848802538,1.1203065134099617,1.1019167491037165
1.159364937709518,1.077328839204737,1.0365095489638358,1.1196673153207093,1.0722344355045696,1.2134474481070652,1.020044543429844,1.150685962093407,1.0222111305215873,1.1801730920535012,1.1629407697626182,1.091072938317136
1.1216495628705152,1.0781592886123268,1.0341866449952593,1.1249930124657612,1.0971599300192676,1.1648238902411072,1.0328636317654687,1.1063241362919431,1.2693247139630128,1.0832803560076287,1.0265486725663715,1.0873201310910627
1.1332284344014172,1.0789897380199167,1.0318637410266829,1.412930928021127,1.066898035467021,1.1191230942511117,1.0456827201010932,1.1411950013446095,1.104621865210744,1.0862166582446302,1.0171448500059164,1.0787298361457114
1.1209236135423557,1.0798201874275064,1.0295408370581065,1.4077935831708668,1.0998878087494504,1.0840016884761503,1.058501808436718,1.1922412884713585,1.023084955151027,1.089152960481632,1.007741027445461,1.073044320086893
1.0755546735971526,1.080650636835096,1.02721793308953,1.2396472392638038,1.1379554925082012,1.0826417704011064,1.0713208967723424,1.1010575984380082,1.1741861923123151,1.0920892627186334,1.0710382513661203,1.0802121316778517
1.0970065830331637,1.0814810862426858,1.0248950291209535,1.1626302842796643,1.070748913039012,1.189933741006568,1.0841399851079672,1.140835875251125,1.193376498828176,1.095025564955635,1.059303842132293,1.075923415659512
1.1982447586543148,1.0823115356502755,1.022572125152377,1.329897063505299,1.069779944189346,1.1282885419954198,1.0706391202963468,1.1914067593900082,1.1459697583045605,1.0979618671926366,1.0475694328984655,1.0705082715341556
1.096167741453999,1.0831419850578654,1.0202492211838006,1.2885007098327264,1.0553127178152275,1.1788855030480925,1.0571382554847262,1.1847879660114742,1.0524511799769338,1.0984068024561453,1.0358350236646383,1.0913671635227618
1.0347772033510247,1.083972434465455,1.0201068309451249,1.1697889119384317,1.0547054464998875,1.2360581079086637,1.0436373906731058,1.171033636494875,1.14956687261054,1.098851737719654,1.072223536797703,1.0862438075375254
1.1662878971036217,1.0848028838730448,1.019964440706449,1.2859977631056752,1.050102380440922,1.0463071135357604,1.0301365258614854,1.085064918255879,1.0321282510841625,1.0992966729831628,1.108612049930768,1.1082211103161743
1.2096774193548383,1.0856333332806345,1.019822050467773,,1.056495199022718,1.0215296428191143,1.0166356610498648,1.0907911802853436,1.1793568467799438,1.0997416082466716,1.145000563063833,1.1190104074736122
1.1689903728281656,1.0864637826882244,1.0196796602290972,,1.0777096619374251,1.0741835761819003,1.0031347962382444,1.1143399264029437,1.0698138709665668,1.10018654351018,1.181389076196898,1.1148113595219848
1.095592236531834,1.087294232095814,1.0195372699904215,,1.062683252686508,1.0798003776311238,1.0032611046621782,1.1117227505486469,1.1273216274419815,1.1006314787736888,1.1143575499579257,1.1181498388790534
1.1700000000000002,1.0881246815034038,1.0193948797517456,,1.1467210994249364,1.0940845610558945,1.0033874130861118,1.0894202576892078,1.1573557226553488,1.1010764140371976,1.0473260237189528,1.1352408664726803
1.1259541984732824,1.0889551309109935,1.0399075147133263,,1.0694098006165274,1.1188060289626638,1.0313436179089197,1.0666420175316973,1.2025067329604309,1.1015213493007063,1.0176809210526316,1.144528087579599
1.3137107563733668,1.0897855803185834,1.0604201496749073,,1.0684809892287783,1.1809936621972752,1.0592998227317272,1.1067208140403664,1.1288214859650303,1.101966284564215,1.0091481528340085,1.1434633824891949
1.1407942238267148,1.090616029726173,1.0809327846364882,,1.0653938720385077,1.0927717047946188,1.0872560275545349,1.1127143369224417,1.1371143540205848,1.1024112198277238,1.000615384615385,1.1371689284415651
1.16375,1.0914464791337628,1.0642085187539732,,1.1510730064565131,1.2938477357296203,1.049183607516043,1.0798184416920067,1.137103062680426,1.1028561550912326,1.135208711433757,1.1467478026665563
1.065116603339492,1.0922769285413525,1.059419148915145,,1.0632893591124788,1.2496688532530296,1.0074914805531303,1.0648297088837184,1.139596209882268,1.103301090354741,1.090547703180212,1.1493355846124187
1.1002936432441377,1.0931073779489422,1.0546297790763168,,1.0637200829178686,1.1227244802917102,1.0066260882964788,1.1828079896158246,1.183919191919192,1.10374602561825,1.1152416356877324,1.1915394395351524
1.091019001753078,1.093937827356532,1.049840409237489,,1.0724549058554056,1.1138704236531405,1.0067525243270836,1.055736689196081,1.2920642259678026,1.1041909608817586,1.106100795755968,1.109574788517401
1.2288645206933142,1.0947682767641218,1.0450510393986605,,1.1553970581221644,1.1420760747727596,1.0068789603576886,1.1484285574124342,1.2086951916966742,1.1046358961452674,1.06826801517067,1.1112696309457486
1.07196083763938,1.0955987261717115,1.0402616695598323,,1.07414119146588,1.098514349890743,1.0070053963882937,1.1749600165778438,1.1381138723721431,1.105080831408776,1.0690594456016664,1.1132874149310197
1.0566719193917575,1.0964291755793012,1.0354722997210042,,1.0941114003715005,1.087943157791218,1.0071318324188985,1.2157091595845138,1.0293748780691732,1.066392881587953,1.2459950160199358,1.1332840470507264
1.020864106351551,1.0972596249868911,1.0692451653150346,,1.1215513617090498,1.3116657500283724,1.007258268449503,1.254183125813332,1.0190236966230903,1.0771937594980543,1.1921194629188103,1.1085807719395018
1.01956663957338,1.0980900743944808,1.1957321559970568,,1.1475834851681943,1.2880789555486476,1.007384704480108,1.218972591498441,1.1214275513942096,1.0879946374081555,1.0761223162003903,1.0929562533909492
1.0173389262006118,1.0989205238020705,1.2436397277473072,,1.0579134680039175,1.1062063672777889,1.0075111405107129,1.2104574756314035,1.05971981042159,1.098795515318257,1.1231160033869605,1.1071250433071926
1.013906294564532,1.0997509732096602,1.031933604484995,,1.1392347757718917,1.2248286261425467,1.0076375765413177,1.2001515516825685,1.047759608005195,1.1095963932283583,1.1010514665190925,1.1098741181736096
1.0306603773584904,1.10058142261725,1.2929442186922793,,1.1344269699508152,1.0886124644802568,1.0077640125719227,1.2624092839982377,1.1590992986341822,1.1203972711384595,1.1074348735501045,1.1048816606685066
1.0341859948951282,1.1014118720248398,1.2775045301579082,,1.0774268888206049,1.2735769017382037,1.0078904486025275,1.265275999895504,1.2595867580586135,1.131198149048561,1.0947368421052632,1.103506831683436
1.0457500715212271,1.1022423214324295,1.025868440502587,,1.0919887497184413,1.27421661682486,1.0080168846331323,1.1345056269508569,1.2313158539573634,1.1419990269586622,1.099337748344371,1.095943666298559
1.1868563681188633,1.1030727708400192,1.0432936530497507,,1.113625786459929,1.1409179194760313,1.0081433206637371,1.0921506773056224,1.056612486147026,1.1527999048687636,1.0469068660774985,1.0907882594814633
1.0554081374778872,1.103903220247609,1.0607188655969144,,1.1521919136167855,1.2285102354592026,1.0082697566943422,1.0694662245094355,1.0499156408173465,1.1636007827788648,1.1236103758602436,1.086243299701378
1.0316706514263254,1.1047336696551988,1.078144078144078,,1.0977963331764935,1.0484574614365358,1.008396192724947,1.0652573818786966,1.0337172490143145,1.1025907187265012,1.186486060796976,1.092279212156496
1.057426513529297,1.1055641190627885,1.1703800786369594,,1.157633142152143,1.2285122258558845,1.0085226287555518,1.0832017472662072,1.0537565334189858,1.0415806546741373,1.1413626609442058,1.079171173683794
1.0548258622150666,1.1063945684703782,1.1631892727412472,,1.171652214238069,1.1558726747850585,1.0086490647861566,1.0842520033647676,1.2659533484944514,1.079709291746123,1.1372661321114927,1.0837641345451046
1.0513959483273376,1.107225017877968,1.155998466845535,,1.1354745374532624,1.0958447875490598,1.0087755008167616,1.089027706074686,1.225898297363476,1.1178379288181086,1.1821974965229487,1.089769210007982
1.0545714623278426,1.1080554672855576,1.0682667270463035,,1.129742745227361,1.1920116280279875,1.0089019368473664,1.081153117201625,1.126358695652174,1.1559665658900944,1.1685413416878587,1.102758598922881
1.0775292323335026,1.1088859166931475,1.0415119073629011,,1.2278982403786105,1.3070481722955227,1.0090283728779712,1.07389142891369,1.041529518873871,1.141496598639456,1.154885186852769,1.0873773791378436
1.0331805820574846,1.1097163661007372,1.0479916399610678,,1.2104153219604128,1.088325468071983,1.0091548089085762,1.097501587604763,1.0505459493544855,1.0650557620817844,1.1194225721784776,1.0975051278954568
1.009791566367421,1.110546815508327,1.0544713725592345,,1.1847078549505512,1.067420197071874,1.009281244939181,1.0767469738348248,1.0775553880201367,1.0985714285714288,1.100515463917526,1.0924443863028783
1.0175703414009387,1.1113772649159166,1.0609511051574012,,1.196865186014459,1.0699860241059391,1.0094076809697858,1.0869516140859388,1.191750596396382,1.0433168316831682,1.155899626268019,1.0900143621625875
