Counts_Peak,Counts_Peak.1,Counts_Peak.2,Counts_Peak.3,Counts_Peak.4,Counts_Peak.5,Counts_Peak.6,Counts_Peak.7,Counts_Peak.8,Counts_Peak.9,Counts_Peak.10,Counts_Peak
,,,,,,,193.0,,136.0,,
,,,,,,,212.0,,155.0,,
,,,,,,,206.0,,145.0,,
,,,,,,,200.0,,183.0,,
,,,,,,,219.0,,145.0,,
,,,,,,,210.0,,145.0,,
,,,,,,,210.0,,151.0,,
,,,,,,,204.0,,147.0,,
,,,,,,,200.0,,138.0,,
,,,,,,,130.0,,137.0,,
,,,,,,,189.0,,137.0,,
,,,,,,,122.0,,137.0,,
,,,,,,,132.0,,133.0,,
,,,,,,,126.0,,137.0,,
,,,,,,,175.0,,135.0,,
,,,,,,,193.0,,138.0,,
,,,,,,,140.0,,149.0,,
,,,,,,,139.0,,151.0,,
,,,,,,,194.0,,152.0,,
,,,,,,,200.0,,150.0,,
,,,,,,,211.0,,161.0,,
,,,,,,,186.0,,175.0,,
,,,,,,,140.0,,185.0,,
,,,,,,,126.0,,193.0,,
,,,,,,,123.0,,148.0,,
,,,,,,,124.0,,158.0,,
,,,,,,,129.0,,141.0,,
,,,,,,,122.0,,129.0,,
,,,,,,,136.0,,135.0,,
,,,,,,,120.0,,149.0,,
,,,,,,,136.0,,148.0,,
,,,,,,,186.0,,149.0,,
,,,,,,,170.0,,131.0,,
,,,,,,,182.0,,135.0,,
,,,,,,,134.0,,139.0,,
,,,,,,,194.0,,169.0,,
,,,,,,,183.0,,136.0,,
,,,,,,,154.0,,163.0,,
,,,,,,,144.0,,149.0,,
,,,,,,,194.0,,158.0,,
,,,,,,,186.0,,144.0,,
,,,,,,,166.0,,135.0,,
,,,,,,,216.0,,157.0,,
,,,,,,,159.0,,146.0,,
,,,,,,,189.0,,155.0,,
,,,,,,,217.0,,199.0,,
,,,,,,,210.0,,154.0,,
,,,,,,,195.0,,149.0,,
,,,,,,,242.0,,148.0,,
,,,,,,,207.0,,166.0,,
,,,,,,,213.0,,152.0,,
,,,,,,,198.0,,155.0,,
,,,,,,,196.0,,155.0,,
,,,,,,,198.0,,160.0,,
,,,,,,,202.0,,172.0,,
,,,,,,,195.0,,179.0,,
,,,,,,,239.0,,149.0,,
,,,,,,,223.0,,208.0,,
,,,,,,,213.0,,157.0,,
,,,,,,,238.0,,150.0,,
,,,,,,,215.0,,165.0,,
,,,,,,,226.0,,176.0,,
,,,,,,,239.0,,162.0,,
,,,,,,,200.0,,170.0,,
,,,,,,,234.0,,164.0,,
,,,,,,,241.0,,166.0,,
,,,,,,,234.0,,169.0,,
,,,,,,,229.0,,171.0,,
,,,,,,,216.0,,158.0,,
,,,,,,,231.0,,177.0,,
,,,,,,,228.0,,173.0,,
,,,,,,,203.0,,176.0,,
,,,,,,,191.0,,146.0,,
,,,,,,,196.0,,174.0,,
,,,,,,,197.0,,181.0,,
,,,,,,,173.0,,193.0,,
,,,,,,,150.0,,159.0,,
,,,,,,,144.0,,152.0,,
,,,,,,,177.0,,153.0,,
,,,,,,,189.0,,168.0,,
,,,,,,,,,154.0,,
,,,,,,,,,156.0,,
,,,,,,,,,152.0,,
,,,,,,,,,157.0,,
,,,,,,,,,174.0,,
,,,,,,,,,181.0,,
,,,,,,,,,180.0,,
,,,,,,,,,205.0,,
,,,,,,,,,198.0,,
,,,,,,,,,194.0,,
,,,,,,,,,185.0,,
,,,,,,,,,203.0,,
,,,,,,,,,199.0,,
,,,,,,,,,181.0,,
,,,,,,,,,209.0,,
,,,,,,,,,194.0,,
,,,,,,,,,143.0,,
,,,,,,,,,151.0,,
,,,,,,,,,227.0,,
,,,,,,,,,179.0,,
,,,,,,,,,176.0,,
,,,,,,,,,191.0,,
,,,,,,,,,184.0,,
,,,,,,,,,193.0,,
,,,,,,,,,142.0,,
,,,,,,,,,138.0,,
,,,,,,,,,204.0,,
,,,,,,,,,203.0,,
,,,,,,,,,195.0,,
,,,,,,,,,173.0,,
,,,,,,,,,190.0,,
,,,,,,,,,198.0,,
,,,,,,,,,199.0,,
,,,,,,,,,195.0,,
,,,,,,,,,190.0,,
,,,,,,,,,199.0,,
,,,,,,,,,194.0,,
,,,,,,,,,193.0,,
,,,,,,,,,177.0,,
,,,,,,,,,178.0,,
,,,,,,,,,196.0,,
,,,,,,,,,199.0,,
,,,,,,,,,180.0,,
,,,,,,,,,191.0,,
,,,,,,,,,198.0,,
,,,,,,,,,184.0,,
,,,,,,,,,201.0,,
,,,,,,,,,232.0,,
,,,,,,,,,189.0,,
,,,,,,,,,201.0,,
,,,,,,,,,184.0,,
,,,,,,,,,187.0,,
,,,,,,,,,184.0,,
,,,,,,,,,201.0,,
,,,,,,,,,170.0,,
,,,,,,,,,206.0,,
,,,,,,,,,210.0,,
,,,,,,,,,213.0,,
,,,,,,,,,212.0,,
,,,,,,,,,208.0,,
,,,,,,,,,216.0,,
,,,,,,,,,211.0,,
,,,,,,,,,221.0,,
,,,,,,,,,246.0,,
,,,,,,,,,215.0,,
,,,,,,,,,209.0,,
,,,,,,,,,208.0,,
,,,,,,,,,198.0,,
,,,,,,,,,195.0,,
,,,,,,,,,197.0,,
,,,,,,,,,195.0,,
,,,,,,,,,206.0,,
,,,,,,,,,209.0,,
,,,,,,,,,202.0,,
,,,,,,,,,202.0,,
,,,,,,,,,194.0,,
,,,,,,,,,200.0,,
,,,,,,,,,190.0,,
,,,,,,,,,187.0,,
,,,,,,,,,190.0,,
,,,,,,,,,182.0,,
,,,,,,,,,217.0,,
,,,,,,,,,165.0,,
,,,,,,,,,160.0,,
,,,,,,,,,197.0,,
,,,,,,,,,209.0,,
,,,,,,,,,195.0,,
,,,,,,,,,199.0,,
,,,,,,,,,201.0,,
,,,,,,,,,194.0,,
,,,,,,,,,207.0,,
,,,,,,,,,190.0,,
,,,,,,,,,193.0,,
,,,,,,,,,196.0,,
,,,,,,,,,192.0,,
,,,,,,,,,189.0,,
,,,,,,,,,198.0,,
,,,,,,,,,238.0,,
,,,,,,,,,189.0,,
,,,,,,,,,205.0,,
,,,,,,,,,193.0,,
,,,,,,,,,191.0,,
,,,,,,,,,192.0,,
,,,,,,,,,140.0,,
,,,,,,,,,146.0,,
,,,,,,,,,161.0,,
,,,,,,,,,187.0,,
,,,,,,,,,191.0,,
,,,,,,,,,191.0,,
,,,,,,,,,194.0,,
,,,,,,,,,193.0,,
,,,,,,,,,184.0,,
,,,,,,,,,212.0,,
,,,,,,,,,195.0,,
,,,,,,,,,196.0,,
,,,,,,,,,198.0,,
,,,,,,,,,197.0,,
,,,,,,,,,235.0,,
,,,,,,,,,240.0,,
,,,,,,,,,223.0,,
,,,,,,,,,220.0,,
,,,,,,,,,215.0,,
,,,,,,,,,227.0,,
,,,,,,,,,205.0,,
,,,,,,,,,226.0,,
,,,,,,,,,216.0,,
,,,,,,,,,221.0,,
,,,,,,,,,216.0,,
,,,,,,,,,210.0,,
,,,,,,,,,210.0,,
,,,,,,,,,212.0,,
,,,,,,,,,212.0,,
,,,,,,,,,206.0,,
,,,,,,,,,216.0,,
,,,,,,,,,202.0,,
,,,,,,,,,213.0,,
,,,,,,,,,208.0,,
,,,,,,,,,207.0,,
,,,,,,,,,184.0,,
,,,,,,,,,194.0,,
,,,,,,,,,204.0,,
,,,,,,,,,208.0,,
,,,,,,,,,222.0,,
,,,,,,,,,220.0,,
,,,,,,,,,213.0,,
,,,,,,,,,201.0,,
,,,,,,,,,205.0,,
,,,,,,,,,196.0,,
,,,,,,,,,206.0,,
,,,,,,,,,204.0,,
,,,,,,,,,210.0,,
,,,,,,,,,214.0,,
,,,,,,,,,220.0,,
,,,,,,,,,223.0,,
,,,,,,,,,200.0,,
,,,,,,,,,209.0,,
,,,,,,,,,212.0,,
,,,,,,,,,213.0,,
,,,,,,,,,206.0,,
,,,,,,,,,213.0,,
,,,,,,,,,222.0,,
,,,,,,,,,214.0,,
,,,,,,,,,198.0,,
,,,,,,,,,212.0,,
,,,,,,,,,216.0,,
,,,,,,,,,195.0,,
,,,,,,,,,230.0,,
,,,,,,,,,191.0,,
,,,,,,,,,195.0,,
,,,,,,,,,217.0,,
,,,,,,,,,190.0,,
,,,,,,,,,193.0,,
,,,,,,,,,205.0,,
,,,,,,,,,194.0,,
,,,,,,,,,191.0,,
,,,,,,,,,207.0,,
,,,,,,,,,198.0,,
,,,,,,,,,228.0,,
,,,,,,,,,221.0,,
,,,,,,,,,225.0,,
,,,,,,,,,229.0,,
,,,,,,,,,219.0,,
,,,,,,,,,203.0,,
,,,,,,,,,225.0,,
,,,,,,,,,218.0,,
,,,,,,,,,208.0,,
,,,,,,,,,208.0,,
,,,,,,,,,204.0,,
,,,,,,,,,231.0,,
,,,,,,,,,256.0,,
,,,,,,,,,267.0,,
,,,,,,,,,243.0,,
,,,,,,,,,182.0,,
,,,,,,,,,211.0,,
,,,,,,,,,232.0,,
,,,,,,,,,213.0,,
,,,,,,,,,211.0,,
,,,,,,,,,233.0,,
,,,,,,,,,258.0,,
,,,,,,,,,208.0,,
,,,,,,,,,209.0,,
,,,,,,,,,199.0,,
,,,,,,,,,236.0,,
,,,,,,,,,217.0,,
,,,,,,,,,211.0,,
,,,,,,,,,203.0,,
,,,,,,,,,235.0,,
,,,,,,,,,215.0,,
,,,,,,,,,217.0,,
,,,,,,,,,214.0,,
,,,,,,,,,229.0,,
,,,,,,,,,193.0,,
,,,,,,,,,200.0,,
,,,,,,,,,250.0,,
,,,,,,,,,246.0,,
,,,,,,,,,215.0,,
,,,,,,,,,240.0,,
,,,,,,,,,252.0,,
,,,,,,,,,259.0,,
,,,,,,,,,220.0,,
,,,,,,,,,221.0,,
,,,,,,,,,225.0,,
,,,,,,,,,217.0,,
,,,,,,,,,223.0,,
,,,,,,,,,217.0,,
,,,,,,,,,222.0,,
,,,,,,,,,221.0,,
,,,,,,,,,220.0,,
,,,,,,,,,222.0,,
,,,,,,,,,219.0,,
,,,,,,,,,217.0,,
,,,,,,,,,216.0,,
,,,,,,,,,262.0,,
,,,,,,,,,217.0,,
,,,,,,,,,208.0,,
,,,,,,,,,254.0,,
,,,,,,,,,183.0,,
,,,,,,,,,211.0,,
,,,,,,,,,180.0,,
,,,,,,,,,191.0,,
,,,,,,,,,185.0,,
,,,,,,,,,195.0,,
,,,,,,,,,222.0,,
,,,,,,,,,217.0,,
,,,,,,,,,201.0,,
,,,,,,,,,221.0,,
,,,,,,,,,223.0,,
,,,,,,,,,218.0,,
,,,,,,,,,209.0,,
,,,,,,,,,204.0,,
,,,,,,,,,207.0,,
,,,,,,,,,199.0,,
,,,,,,,,,200.0,,
,,,,,,,,,202.0,,
,,,,,,,,,196.0,,
,,,,,,,,,199.0,,
,,,,,,,,,195.0,,
,,,,,,,,,191.0,,
,,,,,,,,,173.0,,
,,,,,,,,,196.0,,
,,,,,,,,,191.0,,
,,,,,,,,,182.0,,
,,,,,,,,,227.0,,
,,,,,,,,,194.0,,
,,,,,,,,,192.0,,
,,,,,,,,,175.0,,
,,,,,,,,,188.0,,
,,,,,,,,,182.0,,
,,,,,,,,,174.0,,
,,,,,,,,,174.0,,
,,,,,,,,,186.0,,
,,,,,,,,,185.0,,
,,,,,,,,,174.0,,
,,,,,,,,,179.0,,
,,,,,,,,,194.0,,
,,,,,,,,,180.0,,
,,,,,,,,,194.0,,
,,,,,,,,,184.0,,
,,,,,,,,,179.0,,
,,,,,,,,,173.0,,
,,,,,,,,,192.0,,
,,,,,,,,,188.0,,
,,,,,,,,,186.0,,
,,,,,,,,,192.0,,
,,,,,,,,,176.0,,
,,,,,,,,,204.0,,
,,,,,,,,,227.0,,
,,,,,,,,,236.0,,
,,,,,,,,,233.0,,
,,,,,,,,,198.0,,
,,,,,,,,,213.0,,
,,,,,,,,,171.0,,
,,,,,,,,,224.0,,
,,,,,,,,,224.0,,
,,,,,,,,,195.0,,
,,,,,,,,,219.0,,
,,,,,,,,,193.0,,
,,,,,,,,,202.0,,
,,,,,,,,,190.0,,
,,,,,,,,,185.0,,
,,,,,,,,,187.0,,
,,,,,,,,,183.0,,
,,,,,,,,,185.0,,
,,,,,,,,,189.0,,
,,,,,,,,,201.0,,
,,,,,,,,,194.0,,
,,,,,,,,,199.0,,
,,,,,,,,,204.0,,
,,,,,,,,,182.0,,
,,,,,,,,,209.0,,
,,,,,,,,,238.0,,
,,,,,,,,,208.0,,
,,,,,,,,,252.0,,
,,,,,,,,,216.0,,
,,,,,,,,,223.0,,
,,,,,,,,,169.0,,
,,,,,,,,,185.0,,
,,,,,,,,,225.0,,
,,,,,,,,,224.0,,
,,,,,,,,,193.0,,
,,,,,,,,,170.0,,
,,,,,,,,,174.0,,
,,,,,,,,,168.0,,
,,,,,,,,,223.0,,
,,,,,,,,,206.0,,
,,,,,,,,,180.0,,
,,,,,,,,,193.0,,
,,,,,,,,,180.0,,
,,,,,,,,,206.0,,
,,,,,,,,,197.0,,
,,,,,,,,,215.0,,
,,,,,,,,,212.0,,
,,,,,,,,,225.0,,
,,,,,,,,,227.0,,
,,,,,,,,,212.0,,
,,,,,,,,,212.0,,
,,,,,,,,,229.0,,
,,,,,,,,,218.0,,
,,,,,,,,,214.0,,
,,,,,,,,,217.0,,
,,,,,,,,,215.0,,
,,,,,,,,,213.0,,
,,,,,,,,,198.0,,
,,,,,,,,,215.0,,
,,,,,,,,,202.0,,
,,,,,,,,,193.0,,
,,,,,,,,,234.0,,
,,,,,,,,,216.0,,
,,,,,,,,,213.0,,
,,,,,,,,,5157.0,,
,,,,,,,,,6424.0,,
,,,,,,,,,2550.0,,
,,,,,,,,,2668.0,,
,,,,,,,,,3211.0,,
,,,,,,,,,6678.0,,
,,,,,,,,,6469.0,,
,,,,,,,,,6577.0,,
,,,,,,,,,6072.0,,
,,,,,,,,,5849.0,,
,,,,,,,,,668.0,,
,,,,,,,,,2707.0,,
,,,,,,,,,5031.0,,
,,,,,,,,,4948.0,,
,,,,,,,,,4866.0,,
,,,,,,,,,4912.0,,
,,,,,,,,,5139.0,,
,,,,,,,,,4623.0,,
,,,,,,,,,5212.0,,
,,,,,,,,,4734.0,,
,,,,,,,,,5193.0,,
,,,,,,,,,5063.0,,
,,,,,,,,,2707.0,,
,,,,,,,,,2958.0,,
,,,,,,,,,2639.0,,
,,,,,,,,,2175.0,,
,,,,,,,,,2078.0,,
,,,,,,,,,2211.0,,
,,,,,,,,,2457.0,,
,,,,,,,,,4241.0,,
,,,,,,,,,4635.0,,
,,,,,,,,,4228.0,,
,,,,,,,,,3645.0,,
,,,,,,,,,1579.0,,
,,,,,,,,,3628.0,,
,,,,,,,,,4004.0,,
,,,,,,,,,3207.0,,
,,,,,,,,,4239.0,,
,,,,,,,,,3357.0,,
,,,,,,,,,3713.0,,
,,,,,,,,,3739.0,,
,,,,,,,,,4533.0,,
,,,,,,,,,2273.0,,
,,,,,,,,,5318.0,,
,,,,,,,,,1502.0,,
,,,,,,,,,2350.0,,
,,,,,,,,,298.0,,
,,,,,,,,,182.0,,
,,,,,,,,,1523.0,,
,,,,,,,,,181.0,,
,,,,,,,,,171.0,,
,,,,,,,,,185.0,,
,,,,,,,,,171.0,,
,,,,,,,,,168.0,,
,,,,,,,,,289.0,,
,,,,,,,,,172.0,,
,,,,,,,,,215.0,,
,,,,,,,,,218.0,,
,,,,,,,,,203.0,,
,,,,,,,,,202.0,,
,,,,,,,,,198.0,,
,,,,,,,,,216.0,,
,,,,,,,,,242.0,,
,,,,,,,,,216.0,,
,,,,,,,,,177.0,,
,,,,,,,,,217.0,,
,,,,,,,,,198.0,,
,,,,,,,,,203.0,,
,,,,,,,,,253.0,,
,,,,,,,,,181.0,,
,,,,,,,,,232.0,,
,,,,,,,,,229.0,,
,,,,,,,,,215.0,,
,,,,,,,,,199.0,,
,,,,,,,,,216.0,,
,,,,,,,,,184.0,,
,,,,,,,,,195.0,,
,,,,,,,,,247.0,,
,,,,,,,,,195.0,,
,,,,,,,,,215.0,,
,,,,,,,,,187.0,,
,,,,,,,,,209.0,,
,,,,,,,,,208.0,,
,,,,,,,,,220.0,,
,,,,,,,,,226.0,,
,,,,,,,,,257.0,,
,,,,,,,,,250.0,,
,,,,,,,,,241.0,,
,,,,,,,,,257.0,,
,,,,,,,,,271.0,,
,,,,,,,,,243.0,,
,,,,,,,,,225.0,,
,,,,,,,,,244.0,,
,,,,,,,,,256.0,,
,,,,,,,,,244.0,,
,,,,,,,,,243.0,,
,,,,,,,,,219.0,,
,,,,,,,,,212.0,,
,,,,,,,,,216.0,,
,,,,,,,,,254.0,,
,,,,,,,,,214.0,,
,,,,,,,,,218.0,,
,,,,,,,,,224.0,,
,,,,,,,,,235.0,,
,,,,,,,,,231.0,,
,,,,,,,,,290.0,,
,,,,,,,,,258.0,,
,,,,,,,,,262.0,,
,,,,,,,,,250.0,,
,,,,,,,,,252.0,,
,,,,,,,,,243.0,,
,,,,,,,,,225.0,,
,,,,,,,,,264.0,,
,,,,,,,,,314.0,,
,,,,,,,,,255.0,,
,,,,,,,,,254.0,,
,,,,,,,,,275.0,,
,,,,,,,,,263.0,,
,,,,,,,,,257.0,,
,,,,,,,,,250.0,,
,,,,,,,,,262.0,,
,,,,,,,,,235.0,,
,,,,,,,,,256.0,,
,,,,,,,,,260.0,,
,,,,,,,,,236.0,,
,,,,,,,,,242.0,,
,,,,,,,,,232.0,,
,,,,,,,,,253.0,,
,,,,,,,,,245.0,,
,,,,,,,,,242.0,,
,,,,,,,,,245.0,,
,,,,,,,,,242.0,,
,,,,,,,,,285.0,,
,,,,,,,,,247.0,,
,,,,,,,,,448.0,,
,,,,,,,,,175.0,,
,,,,,,,,,104.0,,
,,,,,,,,,101.0,,
,,,,,,,,,150.0,,
,,,,,,,,,132.0,,
,,,,,,,,,129.0,,
,,,,,,,,,275.0,,
