Counts_Peak,Counts_Peak.1,Counts_Peak.2,Counts_Peak.3,Counts_Peak.4,Counts_Peak.5,Counts_Peak.6,Counts_Peak.7,Counts_Peak.8,Counts_Peak.9,Counts_Peak.10,Counts_Peak
85.0,94.0,,,,,45.0,184.0,85.0,109.0,,203.0
73.0,140.0,,,,,46.0,188.0,144.0,105.0,,221.0
108.0,126.0,,,,,51.333333333333336,188.0,88.0,134.0,,189.0
74.0,,,,,,56.66666666666666,186.0,146.0,102.0,,198.0
91.0,,,,,,62.0,188.0,88.0,131.0,,196.0
124.0,,,,,,65.0,200.0,82.0,103.0,,228.0
602.0,,,,,,70.0,202.0,148.0,127.0,,218.0
78.0,,,,,,87.0,194.0,159.0,103.0,,207.0
126.0,,,,,,81.0,200.0,152.0,106.0,,305.0
132.0,,,,,,63.0,202.0,151.0,106.0,,263.0
128.0,,,,,,70.0,216.0,149.0,104.0,,209.0
166.0,,,,,,35.0,204.0,148.0,105.0,,195.0
105.0,,,,,,45.0,229.0,148.0,106.0,,254.0
125.0,,,,,,64.0,225.0,151.0,105.0,,276.0
87.0,,,,,,59.0,229.0,172.0,105.0,,273.0
125.0,,,,,,59.0,226.0,80.0,108.0,,260.0
402.0,,,,,,61.0,230.0,78.0,105.0,,279.0
678.0,,,,,,38.0,233.0,162.0,103.0,,317.0
,,,,,,40.0,229.0,80.0,104.0,,286.0
,,,,,,65.0,224.0,83.0,105.0,,271.0
,,,,,,84.0,224.0,72.0,101.0,,399.0
,,,,,,66.5,226.0,80.0,102.0,,276.0
,,,,,,49.0,219.0,172.0,69.0,,242.0
,,,,,,59.0,215.0,144.0,118.0,,267.0
,,,,,,60.0,213.0,152.0,101.0,,233.0
,,,,,,60.0,213.0,79.0,78.0,,269.0
,,,,,,60.0,230.0,90.0,72.0,,276.0
,,,,,,57.0,209.0,84.0,80.0,,309.0
,,,,,,56.0,207.0,84.0,112.0,,269.0
,,,,,,55.0,204.0,155.0,120.0,,252.0
,,,,,,54.0,207.0,85.0,115.0,,272.0
,,,,,,53.0,199.0,147.0,112.0,,319.0
,,,,,,52.0,198.0,85.0,111.0,,345.0
,,,,,,42.5,198.0,146.0,119.0,,262.0
,,,,,,33.0,200.0,148.0,109.0,,255.0
,,,,,,39.0,202.0,78.0,118.0,,291.0
,,,,,,45.0,201.0,77.0,109.0,,235.0
,,,,,,96.0,198.0,152.0,116.0,,254.0
,,,,,,93.0,205.0,143.0,113.0,,275.0
,,,,,,89.0,202.0,148.0,107.0,,240.0
,,,,,,85.0,202.0,153.0,113.0,,275.0
,,,,,,81.0,207.0,152.0,120.0,,294.0
,,,,,,77.0,206.0,202.0,117.0,,235.0
,,,,,,45.0,204.0,206.0,106.0,,261.0
,,,,,,30.0,211.0,151.0,119.0,,273.0
,,,,,,43.0,209.0,87.0,119.0,,271.0
,,,,,,42.0,208.0,89.0,118.0,,272.0
,,,,,,83.0,203.0,136.0,119.0,,278.0
,,,,,,97.0,179.0,122.0,113.0,,211.0
,,,,,,84.0,206.0,130.0,108.0,,231.0
,,,,,,88.0,204.0,83.0,117.0,,215.0
,,,,,,89.0,206.0,177.0,116.0,,230.0
,,,,,,85.0,204.0,145.0,121.0,,344.0
,,,,,,100.0,206.0,145.0,116.0,,298.0
,,,,,,82.0,208.0,172.0,116.0,,265.0
,,,,,,105.0,201.0,86.0,175.0,,
,,,,,,96.0,203.0,80.0,101.0,,
,,,,,,61.0,227.0,81.0,94.0,,
,,,,,,83.0,215.0,83.0,104.0,,
,,,,,,98.0,216.0,148.0,98.0,,
,,,,,,63.0,214.0,145.0,65.0,,
,,,,,,87.0,233.0,83.0,108.0,,
,,,,,,63.0,214.0,70.0,106.0,,
,,,,,,104.0,249.0,71.0,112.0,,
,,,,,,64.0,237.0,93.0,110.0,,
,,,,,,63.0,234.0,85.0,115.0,,
,,,,,,124.0,270.0,137.0,114.0,,
,,,,,,65.0,266.0,107.0,111.0,,
,,,,,,65.0,258.0,83.0,104.0,,
,,,,,,66.0,263.0,84.0,99.0,,
,,,,,,92.0,244.0,87.0,100.0,,
,,,,,,65.0,255.0,85.0,67.0,,
,,,,,,95.0,246.0,85.0,92.0,,
,,,,,,104.0,227.0,83.0,106.0,,
,,,,,,66.0,236.0,163.0,104.0,,
,,,,,,92.0,247.0,81.0,101.0,,
,,,,,,63.0,248.0,80.0,117.0,,
,,,,,,99.0,240.0,81.0,116.0,,
,,,,,,109.0,226.0,80.0,121.0,,
,,,,,,63.0,232.0,80.0,127.0,,
,,,,,,99.0,213.0,82.0,125.0,,
,,,,,,101.0,220.0,82.0,119.0,,
,,,,,,62.0,184.0,82.0,120.0,,
,,,,,,100.0,144.0,80.0,85.0,,
,,,,,,99.0,231.0,69.0,89.0,,
,,,,,,61.0,163.0,85.0,84.0,,
,,,,,,102.0,151.0,71.0,114.0,,
,,,,,,131.0,248.0,73.0,116.0,,
,,,,,,169.0,228.0,74.0,110.0,,
,,,,,,184.0,230.0,80.0,97.0,,
,,,,,,92.0,224.0,71.0,114.0,,
,,,,,,123.0,233.0,66.0,104.0,,
,,,,,,95.0,233.0,68.0,102.0,,
,,,,,,63.0,250.0,90.0,104.0,,
,,,,,,102.0,235.0,81.0,104.0,,
,,,,,,64.0,251.0,82.0,113.0,,
,,,,,,62.0,310.0,68.0,121.0,,
,,,,,,63.0,254.0,88.0,131.0,,
,,,,,,63.0,242.0,74.0,115.0,,
,,,,,,62.0,250.0,68.0,104.0,,
,,,,,,85.0,261.0,90.0,105.0,,
,,,,,,76.0,257.0,86.0,102.0,,
,,,,,,67.0,267.0,90.0,105.0,,
,,,,,,62.0,256.0,91.0,96.0,,
,,,,,,103.0,249.0,68.0,102.0,,
,,,,,,94.0,253.0,87.0,93.0,,
,,,,,,64.0,253.0,84.0,102.0,,
,,,,,,96.0,252.0,100.0,108.0,,
,,,,,,93.0,255.0,67.0,98.0,,
,,,,,,62.0,248.0,74.0,95.0,,
,,,,,,63.0,259.0,79.0,102.0,,
,,,,,,103.0,255.0,166.0,99.0,,
,,,,,,82.0,246.0,71.0,105.0,,
,,,,,,106.0,245.0,75.0,104.0,,
,,,,,,65.0,255.0,72.0,98.0,,
,,,,,,64.0,250.0,72.0,105.0,,
,,,,,,96.0,250.0,69.0,99.0,,
,,,,,,63.0,250.0,71.0,96.0,,
,,,,,,96.0,254.0,71.0,98.0,,
,,,,,,63.0,253.0,70.0,123.0,,
,,,,,,62.0,239.0,134.0,100.0,,
,,,,,,64.0,249.0,80.0,117.0,,
,,,,,,94.0,250.0,73.0,195.0,,
,,,,,,94.0,249.0,71.0,101.0,,
,,,,,,100.0,249.0,71.0,101.0,,
,,,,,,91.0,250.0,74.0,120.0,,
,,,,,,65.0,248.0,74.0,101.0,,
,,,,,,63.0,249.0,73.0,116.0,,
,,,,,,99.0,253.0,74.0,123.0,,
,,,,,,88.0,250.0,73.0,118.0,,
,,,,,,64.0,247.0,75.0,106.0,,
,,,,,,63.0,243.0,74.0,98.0,,
,,,,,,62.0,241.0,79.0,105.0,,
,,,,,,74.0,251.0,96.0,101.0,,
,,,,,,64.0,248.0,78.0,128.0,,
,,,,,,63.0,238.0,77.0,110.0,,
,,,,,,64.0,241.0,129.0,100.0,,
,,,,,,64.0,238.0,78.0,91.0,,
,,,,,,65.0,244.0,78.0,97.0,,
,,,,,,63.0,238.0,77.0,94.0,,
,,,,,,65.0,244.0,79.0,97.0,,
,,,,,,92.0,240.0,81.0,91.0,,
,,,,,,79.0,242.0,91.0,96.0,,
,,,,,,98.0,243.0,83.0,95.0,,
,,,,,,114.0,244.0,82.0,97.0,,
,,,,,,76.0,245.0,86.0,98.0,,
,,,,,,121.0,243.0,88.0,95.0,,
,,,,,,70.0,239.0,94.0,98.0,,
,,,,,,106.0,241.0,122.0,101.0,,
,,,,,,69.0,243.0,81.0,96.0,,
,,,,,,75.0,243.0,85.0,94.0,,
,,,,,,75.0,242.0,82.0,102.0,,
,,,,,,78.0,238.0,89.0,96.0,,
,,,,,,77.0,239.0,89.0,96.0,,
,,,,,,76.0,239.0,88.0,84.0,,
,,,,,,81.0,236.0,167.0,95.0,,
,,,,,,78.0,237.0,146.0,97.0,,
,,,,,,82.0,239.0,96.0,92.0,,
,,,,,,79.0,235.0,78.0,96.0,,
,,,,,,77.0,238.0,111.0,104.0,,
,,,,,,78.0,224.0,295.0,102.0,,
,,,,,,71.0,234.0,143.0,87.0,,
,,,,,,85.0,234.0,153.0,97.0,,
,,,,,,72.0,227.0,168.0,100.0,,
,,,,,,84.0,238.0,178.0,96.0,,
,,,,,,72.0,235.0,160.0,96.0,,
,,,,,,78.0,240.0,,96.0,,
,,,,,,81.0,237.0,,96.0,,
,,,,,,76.0,225.0,,96.0,,
,,,,,,78.0,238.0,,102.0,,
,,,,,,82.0,235.0,,98.0,,
,,,,,,89.0,236.0,,100.0,,
,,,,,,89.0,225.0,,104.0,,
,,,,,,86.0,229.0,,100.0,,
,,,,,,104.0,223.0,,98.0,,
,,,,,,75.0,228.0,,97.0,,
,,,,,,77.0,235.0,,94.0,,
,,,,,,71.0,234.0,,98.0,,
,,,,,,77.0,225.0,,97.0,,
,,,,,,87.0,229.0,,102.0,,
,,,,,,89.0,226.0,,103.0,,
,,,,,,95.0,233.0,,102.0,,
,,,,,,68.0,223.0,,106.0,,
,,,,,,88.0,227.0,,104.0,,
,,,,,,91.0,227.0,,102.0,,
,,,,,,101.0,229.0,,102.0,,
,,,,,,78.0,226.0,,100.0,,
,,,,,,93.0,222.0,,99.0,,
,,,,,,96.0,224.0,,99.0,,
,,,,,,95.0,223.0,,109.0,,
,,,,,,93.0,225.0,,99.0,,
,,,,,,91.0,225.0,,100.0,,
,,,,,,77.0,228.0,,106.0,,
,,,,,,98.0,221.0,,98.0,,
,,,,,,98.0,221.0,,101.0,,
,,,,,,83.0,223.0,,99.0,,
,,,,,,96.0,221.0,,98.0,,
,,,,,,90.0,222.0,,109.0,,
,,,,,,99.0,221.0,,97.0,,
,,,,,,98.0,218.0,,109.0,,
,,,,,,91.0,223.0,,96.0,,
,,,,,,90.0,219.0,,117.0,,
,,,,,,92.0,216.0,,101.0,,
,,,,,,98.0,216.0,,101.0,,
,,,,,,98.0,213.0,,102.0,,
,,,,,,104.0,225.0,,106.0,,
,,,,,,96.0,212.0,,98.0,,
,,,,,,93.0,225.0,,98.0,,
,,,,,,88.0,218.0,,96.0,,
,,,,,,96.0,217.0,,106.0,,
,,,,,,84.0,232.0,,103.0,,
,,,,,,84.0,219.0,,108.0,,
,,,,,,85.0,220.0,,139.0,,
,,,,,,124.0,217.0,,99.0,,
,,,,,,142.0,215.0,,112.0,,
,,,,,,124.0,214.0,,98.0,,
,,,,,,117.0,230.0,,107.0,,
,,,,,,136.0,219.0,,130.0,,
,,,,,,154.0,217.0,,121.0,,
,,,,,,181.0,216.0,,100.0,,
,,,,,,107.0,214.0,,120.0,,
,,,,,,116.0,220.0,,105.0,,
,,,,,,123.0,218.0,,106.0,,
,,,,,,105.0,217.0,,106.0,,
,,,,,,107.0,215.0,,144.0,,
,,,,,,98.0,218.0,,141.0,,
,,,,,,98.0,213.0,,102.0,,
,,,,,,107.0,213.0,,110.0,,
,,,,,,98.0,209.0,,127.0,,
,,,,,,98.0,212.0,,110.0,,
,,,,,,110.0,214.0,,101.0,,
,,,,,,104.0,215.0,,101.0,,
,,,,,,128.0,213.0,,111.0,,
,,,,,,131.0,215.0,,96.0,,
,,,,,,140.0,246.0,,104.0,,
,,,,,,145.0,217.0,,113.0,,
,,,,,,99.0,213.0,,116.0,,
,,,,,,139.0,219.0,,97.0,,
,,,,,,91.0,213.0,,104.0,,
,,,,,,108.0,217.0,,116.0,,
,,,,,,111.0,214.0,,99.0,,
,,,,,,90.0,213.0,,114.0,,
,,,,,,101.0,212.0,,103.0,,
,,,,,,97.0,264.0,,105.0,,
,,,,,,94.0,214.0,,103.0,,
,,,,,,91.0,209.0,,104.0,,
,,,,,,100.0,214.0,,93.0,,
,,,,,,91.0,232.0,,89.0,,
,,,,,,101.0,218.0,,81.0,,
,,,,,,101.0,213.0,,83.0,,
,,,,,,103.0,212.0,,76.0,,
,,,,,,108.0,208.0,,111.0,,
,,,,,,135.0,216.0,,89.0,,
,,,,,,110.0,225.0,,82.0,,
,,,,,,102.0,213.0,,97.0,,
,,,,,,103.0,215.0,,86.0,,
,,,,,,116.0,214.0,,99.0,,
,,,,,,95.0,247.0,,76.0,,
,,,,,,98.0,212.0,,115.0,,
,,,,,,104.0,212.0,,99.0,,
,,,,,,95.0,215.0,,71.0,,
,,,,,,95.0,213.0,,99.0,,
,,,,,,92.0,219.0,,93.0,,
,,,,,,93.0,256.0,,78.0,,
,,,,,,103.0,259.0,,105.0,,
,,,,,,104.0,248.0,,83.0,,
,,,,,,156.0,218.0,,107.0,,
,,,,,,104.0,217.0,,75.0,,
,,,,,,106.0,218.0,,87.0,,
,,,,,,100.0,214.0,,111.0,,
,,,,,,102.0,220.0,,82.0,,
,,,,,,100.0,214.0,,89.0,,
,,,,,,111.0,219.0,,100.0,,
,,,,,,104.0,261.0,,73.0,,
,,,,,,100.0,219.0,,76.0,,
,,,,,,102.0,215.0,,66.0,,
,,,,,,156.0,218.0,,59.0,,
,,,,,,104.0,254.0,,73.0,,
,,,,,,100.0,216.0,,71.0,,
,,,,,,101.0,221.0,,65.0,,
,,,,,,103.0,216.0,,59.0,,
,,,,,,104.0,219.0,,67.0,,
,,,,,,104.0,220.0,,86.0,,
,,,,,,98.0,219.0,,75.0,,
,,,,,,96.0,223.0,,76.0,,
,,,,,,97.0,219.0,,90.0,,
,,,,,,95.0,217.0,,100.0,,
,,,,,,95.0,221.0,,83.0,,
,,,,,,103.0,217.0,,82.0,,
,,,,,,102.0,219.0,,81.0,,
,,,,,,107.0,215.0,,105.0,,
,,,,,,101.0,219.0,,86.0,,
,,,,,,166.0,217.0,,59.0,,
,,,,,,110.0,225.0,,101.0,,
,,,,,,116.0,229.0,,92.0,,
,,,,,,119.0,219.0,,95.0,,
,,,,,,136.0,217.0,,87.0,,
,,,,,,137.0,221.0,,71.0,,
,,,,,,116.0,220.0,,106.0,,
,,,,,,106.0,225.0,,96.0,,
,,,,,,123.0,230.0,,92.0,,
,,,,,,106.0,251.0,,101.0,,
,,,,,,105.0,219.0,,102.0,,
,,,,,,109.0,223.0,,105.0,,
,,,,,,107.0,246.0,,105.0,,
,,,,,,143.0,229.0,,103.0,,
,,,,,,106.0,239.0,,101.0,,
,,,,,,107.0,224.0,,99.0,,
,,,,,,143.0,228.0,,93.0,,
,,,,,,157.0,228.0,,102.0,,
,,,,,,109.0,227.0,,106.0,,
,,,,,,107.0,228.0,,102.0,,
,,,,,,105.0,228.0,,146.0,,
,,,,,,140.0,226.0,,68.0,,
,,,,,,109.0,229.0,,82.0,,
,,,,,,107.0,225.0,,87.0,,
,,,,,,126.0,257.0,,90.0,,
,,,,,,107.0,226.0,,110.0,,
,,,,,,108.0,225.0,,89.0,,
,,,,,,145.0,223.0,,119.0,,
,,,,,,157.0,226.0,,101.0,,
,,,,,,161.0,227.0,,98.0,,
,,,,,,107.0,224.0,,97.0,,
,,,,,,107.0,223.0,,110.0,,
,,,,,,158.0,226.0,,92.0,,
,,,,,,126.0,222.0,,176.0,,
,,,,,,121.0,223.0,,95.0,,
,,,,,,105.0,228.0,,80.0,,
,,,,,,106.0,220.0,,82.0,,
,,,,,,107.0,258.0,,95.0,,
,,,,,,147.0,222.0,,79.0,,
,,,,,,107.0,225.0,,74.0,,
,,,,,,107.0,225.0,,82.0,,
,,,,,,110.0,221.0,,77.0,,
,,,,,,109.0,226.0,,68.0,,
,,,,,,110.0,220.0,,130.0,,
,,,,,,109.0,215.0,,148.0,,
,,,,,,162.0,232.0,,91.0,,
,,,,,,155.0,250.0,,136.0,,
,,,,,,108.0,233.0,,128.0,,
,,,,,,154.0,228.0,,120.0,,
,,,,,,110.0,227.0,,132.0,,
,,,,,,175.0,246.0,,101.0,,
,,,,,,168.0,237.0,,129.0,,
,,,,,,178.0,233.0,,110.0,,
,,,,,,155.0,219.0,,157.0,,
,,,,,,143.0,237.0,,167.0,,
,,,,,,123.0,215.0,,143.0,,
,,,,,,148.0,223.0,,159.0,,
,,,,,,105.0,235.0,,274.0,,
,,,,,,104.0,251.0,,149.0,,
,,,,,,124.0,240.0,,200.0,,
,,,,,,147.0,266.0,,110.0,,
,,,,,,168.0,209.0,,88.0,,
,,,,,,117.0,206.0,,192.0,,
,,,,,,125.0,232.0,,104.0,,
,,,,,,144.0,223.0,,283.0,,
,,,,,,145.0,267.0,,162.0,,
,,,,,,104.0,211.0,,118.0,,
,,,,,,105.0,234.0,,108.0,,
,,,,,,147.0,258.0,,105.0,,
,,,,,,97.0,260.0,,110.0,,
,,,,,,122.0,214.0,,109.0,,
,,,,,,139.0,215.0,,138.0,,
,,,,,,119.0,247.0,,114.0,,
,,,,,,109.0,252.0,,304.0,,
,,,,,,101.0,212.0,,146.0,,
,,,,,,112.0,230.0,,95.0,,
,,,,,,108.0,210.0,,98.0,,
,,,,,,111.0,230.0,,132.0,,
,,,,,,114.0,213.0,,143.0,,
,,,,,,94.0,229.0,,118.0,,
,,,,,,112.0,213.0,,102.0,,
,,,,,,119.0,211.0,,119.0,,
,,,,,,116.0,238.0,,99.0,,
,,,,,,90.0,226.0,,157.0,,
,,,,,,84.0,236.0,,92.0,,
,,,,,,101.0,233.0,,109.0,,
,,,,,,120.0,235.0,,104.0,,
,,,,,,112.0,231.0,,101.0,,
,,,,,,101.0,208.0,,120.0,,
,,,,,,106.0,230.0,,188.0,,
,,,,,,104.0,229.0,,110.0,,
,,,,,,105.0,214.0,,109.0,,
,,,,,,91.0,238.0,,110.0,,
,,,,,,133.0,237.0,,115.0,,
,,,,,,129.0,234.0,,99.0,,
,,,,,,101.0,236.0,,100.0,,
,,,,,,92.0,238.0,,135.0,,
,,,,,,84.0,240.0,,111.0,,
,,,,,,93.0,268.0,,110.0,,
,,,,,,88.0,256.0,,111.0,,
,,,,,,93.0,240.0,,107.0,,
,,,,,,98.0,238.0,,141.0,,
,,,,,,99.0,182.0,,101.0,,
,,,,,,92.0,201.0,,108.0,,
,,,,,,96.0,218.0,,108.0,,
,,,,,,92.0,142.0,,107.0,,
,,,,,,105.0,202.0,,123.0,,
,,,,,,89.0,210.0,,103.0,,
,,,,,,92.0,201.0,,112.0,,
,,,,,,102.0,216.0,,115.0,,
,,,,,,105.0,195.0,,110.0,,
,,,,,,89.0,190.0,,101.0,,
,,,,,,90.0,205.0,,110.0,,
,,,,,,100.0,195.0,,115.0,,
,,,,,,93.0,199.0,,109.0,,
,,,,,,86.0,228.0,,113.0,,
,,,,,,97.0,210.0,,114.0,,
,,,,,,90.0,164.0,,118.0,,
,,,,,,85.0,202.0,,162.0,,
,,,,,,99.0,206.0,,112.0,,
,,,,,,111.0,199.0,,112.0,,
,,,,,,141.0,212.0,,113.0,,
,,,,,,83.0,216.0,,113.0,,
,,,,,,92.0,202.0,,110.0,,
,,,,,,87.0,235.0,,121.0,,
,,,,,,83.0,208.0,,111.0,,
,,,,,,86.0,212.0,,109.0,,
,,,,,,88.0,160.0,,114.0,,
,,,,,,169.0,135.0,,143.0,,
,,,,,,146.0,201.0,,119.0,,
,,,,,,104.0,143.0,,118.0,,
,,,,,,147.0,150.0,,113.0,,
,,,,,,104.0,211.0,,110.0,,
,,,,,,125.0,247.0,,122.0,,
,,,,,,87.0,197.0,,114.0,,
,,,,,,97.0,209.0,,113.0,,
,,,,,,75.0,171.0,,115.0,,
,,,,,,70.0,159.0,,116.0,,
,,,,,,73.0,217.0,,115.0,,
,,,,,,72.0,205.0,,129.0,,
,,,,,,93.0,186.0,,132.0,,
,,,,,,137.0,228.0,,151.0,,
,,,,,,93.0,190.0,,129.0,,
,,,,,,84.0,212.0,,125.0,,
,,,,,,77.0,224.0,,128.0,,
,,,,,,82.0,212.0,,125.0,,
,,,,,,79.0,213.0,,129.0,,
,,,,,,106.0,273.0,,147.0,,
,,,,,,107.0,206.0,,128.0,,
,,,,,,128.0,245.0,,118.0,,
,,,,,,69.0,271.0,,135.0,,
,,,,,,102.0,194.0,,151.0,,
,,,,,,97.0,196.0,,162.0,,
,,,,,,118.0,253.0,,139.0,,
,,,,,,112.0,208.0,,211.0,,
,,,,,,131.0,158.0,,244.0,,
,,,,,,94.0,154.0,,189.0,,
,,,,,,170.0,164.0,,171.0,,
,,,,,,125.0,193.0,,178.0,,
,,,,,,,139.0,,155.0,,
,,,,,,,141.0,,150.0,,
,,,,,,,142.0,,140.0,,
,,,,,,,136.0,,138.0,,
,,,,,,,209.0,,146.0,,
,,,,,,,138.0,,131.0,,
,,,,,,,183.0,,136.0,,
,,,,,,,184.0,,141.0,,
,,,,,,,168.0,,127.0,,
,,,,,,,189.0,,188.0,,
,,,,,,,160.0,,131.0,,
,,,,,,,163.0,,127.0,,
,,,,,,,153.0,,177.0,,
,,,,,,,164.0,,126.0,,
,,,,,,,170.0,,214.0,,
,,,,,,,159.0,,233.0,,
,,,,,,,145.0,,228.0,,
,,,,,,,130.0,,180.0,,
,,,,,,,119.0,,126.0,,
,,,,,,,142.0,,189.0,,
,,,,,,,117.0,,138.0,,
,,,,,,,119.0,,154.0,,
,,,,,,,117.0,,147.0,,
,,,,,,,125.0,,171.0,,
,,,,,,,120.0,,161.0,,
,,,,,,,117.0,,153.0,,
,,,,,,,121.0,,127.0,,
,,,,,,,153.0,,125.0,,
,,,,,,,141.0,,118.0,,
,,,,,,,149.0,,115.0,,
,,,,,,,132.0,,133.0,,
,,,,,,,170.0,,132.0,,
,,,,,,,216.0,,121.0,,
,,,,,,,147.0,,134.0,,
,,,,,,,218.0,,132.0,,
,,,,,,,158.0,,138.0,,
,,,,,,,149.0,,123.0,,
,,,,,,,213.0,,135.0,,
,,,,,,,136.0,,134.0,,
,,,,,,,154.0,,184.0,,
,,,,,,,198.0,,144.0,,
,,,,,,,132.0,,133.0,,
,,,,,,,115.0,,185.0,,
,,,,,,,115.0,,129.0,,
,,,,,,,130.0,,123.0,,
,,,,,,,127.0,,120.0,,
,,,,,,,153.0,,119.0,,
,,,,,,,196.0,,153.0,,
,,,,,,,197.0,,134.0,,
,,,,,,,131.0,,191.0,,
,,,,,,,136.0,,185.0,,
,,,,,,,211.0,,113.0,,
,,,,,,,205.0,,133.0,,
,,,,,,,171.0,,126.0,,
,,,,,,,215.0,,158.0,,
,,,,,,,167.0,,152.0,,
,,,,,,,160.0,,160.0,,
,,,,,,,219.0,,202.0,,
,,,,,,,213.0,,148.0,,
,,,,,,,124.0,,139.0,,
,,,,,,,197.0,,160.0,,
,,,,,,,131.0,,151.0,,
,,,,,,,139.0,,134.0,,
,,,,,,,216.0,,148.0,,
,,,,,,,199.0,,168.0,,
,,,,,,,202.0,,165.0,,
,,,,,,,197.0,,149.0,,
,,,,,,,144.0,,157.0,,
,,,,,,,157.0,,197.0,,
,,,,,,,135.0,,140.0,,
,,,,,,,149.0,,156.0,,
,,,,,,,149.0,,146.0,,
,,,,,,,129.0,,146.0,,
,,,,,,,120.0,,157.0,,
,,,,,,,135.0,,150.0,,
,,,,,,,155.0,,149.0,,
,,,,,,,221.0,,147.0,,
,,,,,,,214.0,,157.0,,
,,,,,,,150.0,,151.0,,
,,,,,,,224.0,,145.0,,
,,,,,,,223.0,,146.0,,
,,,,,,,161.0,,150.0,,
,,,,,,,210.0,,192.0,,
,,,,,,,159.0,,160.0,,
,,,,,,,144.0,,173.0,,
,,,,,,,204.0,,152.0,,
,,,,,,,198.0,,173.0,,
,,,,,,,204.0,,155.0,,
,,,,,,,146.0,,149.0,,
,,,,,,,198.0,,192.0,,
,,,,,,,320.0,,153.0,,
,,,,,,,199.0,,149.0,,
,,,,,,,208.0,,148.0,,
,,,,,,,226.0,,169.0,,
,,,,,,,195.0,,149.0,,
,,,,,,,195.0,,147.0,,
,,,,,,,184.0,,145.0,,
,,,,,,,193.0,,147.0,,
,,,,,,,218.0,,151.0,,
,,,,,,,205.0,,183.0,,
,,,,,,,210.0,,144.0,,
,,,,,,,223.0,,272.0,,
,,,,,,,228.0,,144.0,,
,,,,,,,136.0,,146.0,,
,,,,,,,181.0,,164.0,,
,,,,,,,129.0,,220.0,,
,,,,,,,145.0,,222.0,,
,,,,,,,144.0,,328.0,,
,,,,,,,138.0,,157.0,,
,,,,,,,208.0,,154.0,,
,,,,,,,225.0,,160.0,,
,,,,,,,142.0,,170.0,,
,,,,,,,204.0,,148.0,,
,,,,,,,223.0,,152.0,,
,,,,,,,213.0,,148.0,,
,,,,,,,181.0,,158.0,,
,,,,,,,196.0,,156.0,,
,,,,,,,206.0,,156.0,,
,,,,,,,189.0,,198.0,,
,,,,,,,192.0,,140.0,,
,,,,,,,213.0,,167.0,,
,,,,,,,188.0,,144.0,,
,,,,,,,209.0,,152.0,,
,,,,,,,218.0,,174.0,,
,,,,,,,220.0,,243.0,,
,,,,,,,158.0,,165.0,,
,,,,,,,206.0,,159.0,,
,,,,,,,212.0,,159.0,,
,,,,,,,169.0,,144.0,,
,,,,,,,144.0,,154.0,,
,,,,,,,206.0,,196.0,,
,,,,,,,140.0,,165.0,,
,,,,,,,152.0,,285.0,,
,,,,,,,189.0,,194.0,,
,,,,,,,215.0,,194.0,,
,,,,,,,202.0,,188.0,,
,,,,,,,227.0,,236.0,,
,,,,,,,152.0,,187.0,,
,,,,,,,217.0,,195.0,,
,,,,,,,215.0,,184.0,,
,,,,,,,211.0,,181.0,,
,,,,,,,217.0,,202.0,,
,,,,,,,225.0,,176.0,,
,,,,,,,134.0,,187.0,,
,,,,,,,219.0,,151.0,,
,,,,,,,219.0,,141.0,,
,,,,,,,225.0,,142.0,,
,,,,,,,220.0,,164.0,,
,,,,,,,147.0,,244.0,,
,,,,,,,136.0,,178.0,,
,,,,,,,227.0,,144.0,,
,,,,,,,190.0,,151.0,,
,,,,,,,208.0,,136.0,,
,,,,,,,188.0,,133.0,,
,,,,,,,223.0,,139.0,,
,,,,,,,155.0,,280.0,,
,,,,,,,197.0,,202.0,,
,,,,,,,152.0,,149.0,,
,,,,,,,198.0,,169.0,,
,,,,,,,203.0,,197.0,,
,,,,,,,178.0,,164.0,,
,,,,,,,192.0,,155.0,,
,,,,,,,139.0,,184.0,,
,,,,,,,186.0,,185.0,,
,,,,,,,141.0,,212.0,,
,,,,,,,133.0,,190.0,,
,,,,,,,124.0,,224.0,,
,,,,,,,188.0,,179.0,,
,,,,,,,154.0,,138.0,,
,,,,,,,197.0,,182.0,,
,,,,,,,148.0,,206.0,,
,,,,,,,178.0,,136.0,,
,,,,,,,138.0,,142.0,,
,,,,,,,139.0,,177.0,,
,,,,,,,142.0,,157.0,,
,,,,,,,130.0,,154.0,,
,,,,,,,128.0,,142.0,,
,,,,,,,199.0,,150.0,,
,,,,,,,147.0,,143.0,,
,,,,,,,149.0,,152.0,,
,,,,,,,201.0,,140.0,,
,,,,,,,200.0,,143.0,,
,,,,,,,201.0,,137.0,,
,,,,,,,200.0,,139.0,,
,,,,,,,202.0,,140.0,,
,,,,,,,214.0,,141.0,,
,,,,,,,204.0,,146.0,,
,,,,,,,197.0,,167.0,,
,,,,,,,205.0,,142.0,,
,,,,,,,214.0,,166.0,,
,,,,,,,213.0,,137.0,,
,,,,,,,205.0,,145.0,,
,,,,,,,198.0,,174.0,,
,,,,,,,213.0,,149.0,,
,,,,,,,208.0,,146.0,,
,,,,,,,194.0,,162.0,,
,,,,,,,202.0,,147.0,,
,,,,,,,196.0,,147.0,,
,,,,,,,199.0,,157.0,,
,,,,,,,204.0,,145.0,,
,,,,,,,198.0,,150.0,,
,,,,,,,213.0,,150.0,,
,,,,,,,198.0,,129.0,,
,,,,,,,196.0,,140.0,,
