Duration_Clearance_factor,Duration_Clearance_factor.1,Duration_Clearance_factor.2,Duration_Clearance_factor.3,Duration_Clearance_factor.4,Duration_Clearance_factor.5,Duration_Clearance_factor.6,Duration_Clearance_factor.7,Duration_Clearance_factor.8,Duration_Clearance_factor.9,Duration_Clearance_factor.10,Duration_Clearance_factor
14.703621659124366,5.189124911054505,10.891981951760734,10.368429373610608,11.951868650319105,6.355567359412763,38.63501536265454,12.134908974237383,4.394488513220902,2.5594151911468224,2.0391364059108863,41.73764613033427
4.092244053821874,1.8750364781261344,6.696628362085103,3.30738554651107,1.3591847492419362,2.366537993823169,2.486096351498915,3.1241275042191554,1.815685527222204,1.167107632338391,2.343779086893639,3.6754098486039166
2.8135859736219824,1.4644221831492354,2.501274772409472,6.929020867587699,1.728719985591623,2.958973277353157,1.6670332448296663,2.329792857127848,1.2696473884441026,1.2485109164996695,1.1803703556245595,1.7307027466737344
4.509976409846367,1.459945401228385,2.0586367725149795,1.3345762636698728,1.3219052218222724,3.551408560883145,2.101050045149755,6.133837277849866,1.496627772552971,1.3299142006609477,1.0721242069462007,4.006180863463787
2.6816472271593628,1.4554686193075346,1.615998772620487,2.549474236818562,1.6778382489369603,3.4513199880399537,1.8199580866448908,2.038161864367207,2.2788124100411737,1.411317484822226,1.1156534110406946,1.7888489675744548
1.878274216993255,1.450991837386684,1.0888482924356486,1.2612924092316562,1.9931701388009035,3.3512314151967617,1.5388661281400269,1.2326668769141322,2.3294341918755586,1.2319185756515696,2.603501994793988,2.0096770226759144
2.125068463267909,1.4465150554658337,1.3672952825969285,2.51374012713266,2.3085020286648468,1.1034862227812423,1.2577741696351623,1.3863827006567968,1.8749144171337309,1.2360316856289129,4.091350578547281,1.8353622800728413
3.351597990340349,1.4420382735449833,1.6457422727582085,2.0817428732435643,2.6238339185287898,2.845220833483449,1.1461751546206778,2.498227862634842,2.0797909936373866,1.2401447956062563,1.078144028481891,1.8222790029914715
2.184144307729462,1.437561491624133,1.924189262919488,2.8003020703222865,1.9028939895816224,2.41583061440721,1.4460523916886838,1.601754428387751,2.284667570141042,1.2442579055835996,1.971320166366775,1.98333014715955
2.268061969322785,1.4330847097032826,1.046102248358501,1.7809298694425408,1.1819540606344552,1.986440395330972,1.74592962875669,1.7030041629524082,2.9653805532029955,1.248371015560943,1.8633131548189463,2.1053974828060977
1.80417321699528,1.4286079277824322,1.4692841204465137,3.455475981227344,1.1475215322464294,3.944679762990493,2.045806865824696,1.759966813796765,3.646093536264949,1.2524841255382864,2.046373806350437,2.005349619992044
1.6711325839836126,1.4241311458615815,1.8924659925345264,2.3582217484523778,2.8480086090827657,2.957246219412613,2.3456841028927022,2.0788935934847514,1.3653886300458116,1.2565972355156296,2.1163116064391216,2.6213648979373763
2.5172570734823165,1.4196543639407313,1.2020089492741517,2.04774603657037,1.126350331587774,6.1454965571543925,3.733863226853941,1.58947813009602,1.4362547087819446,1.2607103454929731,2.0863080971955963,2.292001689046557
3.1110161188786005,1.4151775820198809,1.304970630163983,2.60721724132406,1.1255109532650094,3.064887542248051,3.304256207878894,1.6823071389626976,2.80075028559574,1.2648234554703164,1.8951347808173904,2.612218463515757
2.4256755931582346,1.4107008000990304,2.136102574113501,2.6277336570637364,1.1145167881398137,1.7732058627096912,2.874649188903847,1.2380776046221416,1.9162184745106887,1.26893656544766,1.9609971307894865,2.299888268596877
2.8811077922586694,1.395291392806427,2.053084291735612,2.6482500728034126,1.103522623014618,1.9628413187109284,2.4450421699288003,2.146138832065811,1.795648204973065,1.2730496754250031,4.8843124132641496,2.87506868877847
3.1835093779881065,1.3798819855138236,1.970066009357722,3.1366934703559965,1.0925284578894223,2.1524767747121656,2.0154351509537536,1.4223671051177775,1.8696869185245888,1.2771627854023464,3.015018023546753,2.859726768607884
2.4801397230759403,1.36447257822122,1.8870477269798327,3.2190493755618097,1.0714736842539956,2.078349040414514,1.585828131978707,1.6021002285149193,1.9437256320761136,1.28127589537969,2.8170926617242555,2.78981217903532
2.511596405534204,1.3490631709286167,1.804029444601944,2.776335282920252,1.0504189106185688,1.943196805898528,1.7678905814900825,1.6034801432194197,1.4976585364989434,1.2853890053570332,3.2160596995444526,2.847024735724621
3.132531377788128,1.333653763636013,1.721011162224054,2.3336211902786945,1.029364136983142,1.8080445713825413,1.9499530310014568,1.7455870399365034,3.055298425645357,1.2895021153343766,2.466459053399603,2.896439728005981
2.5601176590444528,1.3182443563434096,1.6379928798461645,1.545871004921107,1.172063900019339,1.0903115917715551,6.138976500669039,1.711158316224579,2.310301741152549,1.29361522531172,1.8999113909928176,2.929066637420016
3.300696497873732,1.3028349490508062,1.5549745974682752,2.8950322276826848,1.173805524319562,1.7255801628727323,3.888076129913237,1.6062877678352232,2.295632115189661,1.6725382672481026,2.537545476935289,2.81954804102005
1.844762581341264,1.2874255417582028,1.5031696506159409,8.351235068228004,1.1755471486197853,1.299637308905792,1.6371757591574356,1.497094992492848,2.034690190710367,2.0514613091844853,2.718567812764728,2.4379538815059854
1.7470104167106604,1.2720161344655994,1.4513647037636068,1.6061727221088322,1.1772887729200083,1.9334016468779327,1.796410475057732,1.6443689786921276,1.590065612405261,1.9682146362874908,2.7501221328080567,2.820111728206144
1.5201537726686722,1.256606727172996,1.3995597569112723,3.110568268822156,1.1790303972202314,1.33243094540694,1.9556451909580284,1.6369911936145654,3.7513320883863424,1.8849679633904963,2.70567310455566,2.921956953569469
3.0838754514840216,1.2411973198803925,1.3477548100589385,5.892245478439705,2.3755581545801805,1.1767712367647278,5.03161629580352,1.7234338108279814,1.6949766778681703,1.801721290493502,2.449077519744811,2.948170188424034
2.4942674180013484,1.1207502120987125,1.2959498632066042,3.977157310856082,1.1234002767412818,1.2136657381285516,1.653333222890875,3.070348891574373,2.243639805802085,1.7184746175965075,2.264039475757402,2.759148880247084
3.796999334566541,1.129554924217575,1.24414491635427,4.51555895463919,1.3159029301286342,1.2505602394923752,1.032600737458075,1.622486346425706,1.7816370127388126,1.6352279446995133,1.7160208356605489,2.829717518976113
2.916175832650288,1.138359636336438,1.1923399695019357,3.4489979378804576,1.862417600639861,1.287454740856199,1.713589675889369,1.7467028219509946,2.7593632070346046,1.5519812718025188,2.2140648214152545,3.139452105856781
3.291526093794637,1.1471643484553005,1.1405350226496016,3.907529175129909,4.136854196368804,2.076125216858516,2.4144849663438444,1.87464900448648,1.832598127325505,1.4687345989055245,1.0016594870541908,3.210665492730702
3.137854362252804,1.1559690605741633,1.088730075797267,3.938621203727381,1.887748274270468,5.272755800657366,1.0208246210782326,1.545846161003509,1.0686116039427436,1.3854879260085298,2.9962090760614464,3.318888222237684
3.54963318532929,1.1647737726930258,1.036925128944933,3.733218348142141,1.5346580002195092,1.6185992173859969,1.8118948986382195,2.4637510913689025,1.7039876838437396,1.3022412531115355,1.881138627127238,3.088511050681132
2.556954320768521,1.1735784848118886,2.1341390715281823,7.206046091056601,1.0143917713429838,2.054324195397012,1.6706888402358748,1.54299069510007,2.1342238934774374,1.218994580214541,4.199569415759844,2.9655103620988346
3.205964807550884,1.1823831969307512,2.081258974553981,2.9915434207518885,2.253774924065941,1.5127642290212844,1.5294827818335304,2.646216562249245,1.4830954532352931,1.1357479073175467,5.019553650250991,3.168930286971505
3.391924410029189,1.191187909049614,2.0283788775797804,3.894224697358161,1.901747913199538,1.8348541464153465,1.3882767234311857,1.784859124214051,2.069149663979423,1.0525012344205522,4.952583195469453,3.66517472343428
2.789275659848727,1.1999926211684766,1.97549878060558,4.821999441393396,1.4395501614573707,7.035143598096754,7.5342531831253154,2.378154627539387,2.8706572463404205,1.1750106182199354,2.6966714589411493,2.7238156052888
3.684912189929208,1.2087973332873394,1.9226186836313783,2.565738585393733,1.1526962017516802,2.414168542841653,13.680229642819446,2.642506328426927,2.479776438057502,1.2975200020193185,4.658968052655533,3.2941764626802645
3.677205519450568,1.217602045406202,1.8697385866571767,3.3660946815726267,1.066201800871606,2.400588438686369,11.616809907786704,2.9817798726181337,2.290564610693738,1.3052416270994498,3.1483119060255995,3.39293608537805
3.617907765971367,1.2264067575250648,1.8168584896829765,4.046736006604754,1.603679861276177,2.7181582374623456,9.55339017275396,1.864376100141516,3.3729436402072395,1.312963252179581,7.206947652112981,3.8858694030577072
4.409387367830735,1.2352114696439274,1.7639783927087755,4.66051708871266,1.396361736638428,1.6648612506522893,7.489970437721218,1.843214647357727,2.519811585473828,1.3206848772597126,1.7651048799183389,3.749925374293933
3.774846769765882,1.2440161817627902,1.7110982957345746,3.641028242047819,1.509971250253744,2.3722397912973228,5.426550702688475,10.0061130856299,3.234427590221957,1.328406502339844,2.455721075048676,3.866531102650377
4.95397657125184,1.2528208938816527,1.6582181987603737,4.949946802999622,1.4337729597046027,2.0001098439366376,3.3631309676557333,2.105658670270176,1.6510911523100955,1.3361281274199752,3.2323016774902773,3.703251967696848
3.0748890213699656,1.2616256060005155,1.646046708986949,3.171517751823696,1.4024733210094724,1.7570710070426672,1.2997112326229898,4.909915148716084,1.4024880288356327,1.3438497525001063,2.9630316486271155,4.121787471677552
2.5306653503910823,1.270430318119378,1.6338752192135244,4.402065054694967,1.3142606907075491,2.286211506454176,1.275382538222432,1.9734034088276469,1.3134418049731351,1.3515713775802378,3.6591900648624778,3.539464982461449
2.596507395863327,1.279235030238241,1.6217037294400998,3.636851035097999,1.4064574155811316,1.3641601433813082,1.251053843821874,2.7669215634364264,1.9569264816565937,1.3592930026603691,2.496788867618441,4.9504263965026825
2.9898272008484548,1.2880397423571035,1.6095322396666751,3.438900808422536,1.4717327900623884,1.4161266884160129,1.2267251494213165,18.95433928201855,3.954946770510434,1.3670146277405006,1.589014195865642,4.2101955531305375
2.895508039312055,1.266262702088311,1.5973607498932505,3.57210079855017,1.7600162640915875,1.5170940254580765,1.2023964550207584,2.228455599807076,1.098219398371602,1.374736252820632,4.6149566787607,4.054804664925403
3.169313504101689,1.2444856618195186,1.585189260119826,3.133411146861892,1.4313651286979263,2.1079291386319947,1.23771526092782,2.4603009075147173,1.584744336652802,1.2356722631452626,5.559590012630131,4.199330532660969
2.494460647070829,1.2227086215507263,1.5730177703464012,2.158561124920394,1.593956329199504,1.1451470713757248,1.273034066834882,3.845845770288884,2.1245622037301533,1.1607367118977547,1.9794359292896773,3.677582506077388
1.99676730631145,1.200931581281934,1.5608462805729766,3.1009531126729346,1.4202889649092016,1.8044801648005044,1.3083528727419438,2.5427616742725347,2.209734647561074,1.524070381328262,1.6920079391884086,3.402322982186794
1.7182093089575985,1.1791545410131414,1.548674790799552,2.704332227782177,1.3529944708154873,3.089356043689596,1.3436716786490055,2.063517547060702,4.255388151180166,1.6594592828714183,2.1503887519568314,3.4308804313646792
1.59214509825608,1.157377500744349,1.5365033010261273,2.55761916789804,2.516594928674486,2.781838720866128,1.3789904845560672,1.1830310158034487,3.5626646409043428,1.794848184414575,1.8796939238635435,3.014234469571872
1.5001795761216346,1.1356004604755563,1.524331811252703,5.610538736541921,1.2750839948468813,1.740622452286245,1.414309290463129,1.8814968087838368,1.918188914121545,1.8048148345077013,1.9907884245145435,3.248964322356765
1.5735938511214014,1.113823420206764,1.512160321479278,4.300673210585983,1.5534092213613209,3.6608463936024767,1.4496280963701906,2.428572214601896,2.054570880527974,1.8147814846008283,2.1156293393267367,3.016747237459058
2.1425565467804497,1.0920463799379718,1.4999888317058534,3.277035658424297,1.5886785741170313,1.3782159105466438,1.4849469022772523,2.127650789234827,2.2490465575115017,1.824748134693955,1.709300961336008,4.142090170212771
1.4762883573587036,1.0702693396691794,1.4878173419324288,4.12018910575834,1.4182917226592893,1.6958491157031717,1.5202657081843145,1.826729363867758,1.1958363227487914,1.8347147847870813,2.2568580994880696,3.09375533789665
1.702920803869329,1.048492299400387,1.475645852159004,3.824327450688904,1.697400960133516,2.252025875124443,1.555584514091376,1.6849768997383512,1.5874317865964145,1.844681434880208,4.071289399233675,2.6769373631721605
1.9972702860700065,1.069923537436513,1.4634743623855797,4.209931502131707,3.17242120880769,2.7525760326965347,1.5909033199984377,1.842127124815824,1.990756615863124,1.8546480849733349,2.796766407410848,3.0890813901461933
1.8069103545836416,1.0913547754726394,1.4513028726121548,3.845317851961506,2.390547913640684,2.366884056029512,1.577637236101876,2.102071205673941,3.607219779431965,1.8646147350664608,2.868092660069527,4.002315834622464
1.6383646705538149,1.1127860135087655,1.4391313828387302,3.275352093187696,1.6407922126641266,1.873532734081842,1.5643711522053143,3.279666564574025,2.022267807810591,1.874581385159588,2.1226146654679394,3.026704800346727
