RMS_Standard_deviation,RMS_Standard_deviation.1,RMS_Standard_deviation.2,RMS_Standard_deviation.3,RMS_Standard_deviation.4,RMS_Standard_deviation.5,RMS_Standard_deviation.6,RMS_Standard_deviation.7,RMS_Standard_deviation.8,RMS_Standard_deviation.9,RMS_Standard_deviation.10,RMS_Standard_deviation
34.1087617258677,52.374818552825154,42.079614657555474,27.218915091816392,35.18534241002089,37.594750100936174,26.789247673544345,25.50809159195996,28.63254763217665,39.93616750515753,35.67381990862165,21.79793607697331
11.087017965169895,11.04968576727662,24.6592548004231,11.248437761351838,4.013960014748528,7.515040474497348,5.193352879154643,8.517129047395844,5.070578259813065,3.629814810090944,6.318857371195257,8.973111219956346
10.011780733492362,2.5500000000000007,7.238894943290723,10.505282494796392,0.5,4.614841647222787,3.878860084555197,5.129462417065821,2.344260129668965,4.965720102505983,0.7000000000000011,7.550098923192993
10.259115546534153,2.3750000000000004,4.594447471645362,1.403171011989946,3.3771289581536563,1.714642819948225,1.913693345920976,4.745834077711316,2.309882151876056,6.301625394921021,0.5,4.017561053945933
5.74087941390247,2.2000000000000006,1.9499999999999995,1.1388041973930367,4.699999999999999,1.432321409974112,3.7876010235055744,3.816025072997156,0.7874007874011812,7.637530687336059,0.5999999999999996,5.316324827633798
6.23876761658848,2.0250000000000004,0.6000000000000014,1.9330998422223304,3.880839475180185,1.1499999999999986,5.661508701090173,2.641046743255312,1.0500000000000007,1.407914138796191,1.174841255441364,5.077765346476969
5.599812475559867,1.85,1.638577439675887,3.5467599542173,3.0616789503603696,3.7,7.535416378674771,2.120699828696156,5.255711179279166,1.3677556227590877,1.7496825108827283,5.074722360058531
5.811701035553375,1.675,2.6771548793517725,2.8314559606574945,2.2425184255405552,10.515683525097169,8.149999999999999,5.23408252081592,9.80285558963958,1.327597106721984,1.5499999999999987,6.129447955271374
4.945571997261338,1.5,3.715732319027658,4.7700511978124585,1.3462592127702782,11.219171226652362,7.949999999999999,4.655104724922952,14.349999999999998,1.2874385906848804,4.831764992088662,7.445045200886402
4.868155269229018,1.3249999999999995,7.149999999999999,2.257963684384672,0.450000000000001,11.922658928207555,7.75,2.012328863685382,18.706360625823724,1.247280074647777,4.609849194368167,7.631955866142805
6.862748561671872,1.1499999999999997,7.585610926031095,8.793329553024792,2.9268868558020253,13.442027180249717,7.550000000000001,2.7409822785175373,23.06272125164745,1.2071215586106736,13.046787132672408,6.7581446548218524
4.6118237153134745,0.9749999999999996,8.021221852062192,13.70332895649068,4.993546856101545,4.171130039339488,7.350000000000001,3.1677437410699096,7.337963905996968,1.16696304257357,6.272323957406966,6.41527830371525
9.207447314688633,0.7999999999999994,9.525054680507962,17.749553985006685,1.52130700386214,3.561244708932536,5.043160654565261,1.8724355002526445,3.0655505215213794,1.1268045265364663,13.268850633956747,6.761637441197618
4.002344851747446,0.6249999999999993,2.2484562605386738,4.491369327666118,5.430290559036004,7.655583418883355,4.922005847306171,3.2870399327167257,5.784869120714975,1.086646010499363,13.930435409907288,7.371067028371123
4.468781925500499,0.4499999999999993,6.637911945785362,6.425537871722801,5.4868603726906695,9.424588222192774,4.800851040047081,2.8493696561695887,12.465351980590038,1.0464874944622595,12.37461349295654,6.657510305691639
5.539833378000058,0.9681818181818174,7.184254999204661,8.359706415779483,5.543430186345335,8.99125588808025,4.679696232787991,3.063649314268536,9.717349175572524,1.006328978425156,8.961244883338193,10.48373578478933
11.615301954956252,1.4863636363636354,7.730598052623961,6.099743847080794,5.6,8.557923553967724,4.558541425528901,3.965225949037845,9.50974641434436,0.9661704623880524,7.902390137665522,8.063043154657773
5.524045534753806,2.004545454545453,8.27694110604326,14.72140174784615,4.461005081334797,10.53077347978982,4.437386618269811,3.1311226681442887,9.302143653116197,0.9260119463509487,8.082730882911097,9.198725753280833
5.319511509961348,2.522727272727272,8.82328415946256,19.05522416476311,3.322010162669595,9.078915289676596,3.5459712252725417,2.884946575089908,4.84782310825064,0.8858534303138453,6.951406444532892,8.58290895186404
6.659435361976845,3.0409090909090897,9.36962721288186,23.38904658168007,2.1830152440043924,7.6270570995633715,2.654555832275272,3.538396353446213,8.609131364844124,0.8456949142767418,13.74944885259042,9.347757431227834
8.50064513008273,3.559090909090908,9.915970266301157,7.620075823478108,1.397039808610728,5.85,2.2417132178391306,4.198482095183831,5.7051633533921615,0.8055363982396383,3.288748909198619,10.575924850921163
4.078502075904249,4.077272727272726,10.462313319720456,21.485678951338727,1.3564003331595371,14.43421860256615,2.099233950348843,3.117199083310396,3.62904946232481,3.043895904391859,7.932470083943152,9.219450526392436
8.793682853701736,4.595454545454544,9.471081987748413,32.95503483517586,1.3157608577083466,8.913393418369001,1.956754682858556,6.591232384924783,8.390446462300721,5.282255410544081,11.524282937442235,8.950154737136325
14.411043101222967,5.1136363636363615,8.479850655776366,1.0500000000000007,1.275121382257156,6.234564613376571,4.691349389762253,3.544634130362873,7.733204315133012,4.850400792998741,3.5810218308449766,11.191895323489131
14.04043610981675,5.63181818181818,7.488619323804319,16.57958081496634,1.2344819068059654,20.55,7.425944096665951,3.958254351957805,9.098732811524371,4.4185461754534,11.60553957043788,12.45774578410589
4.613284472773692,6.149999999999999,6.497387991832273,29.09471548470276,7.378497287539125,12.900000000000002,4.022747229705352,3.964258157521026,6.694711843437823,3.9866915579080606,3.854779563949868,11.014112364145335
5.304795183812759,3.3000000000000007,5.506156659860228,22.76215824017716,0.25,9.433333333333335,7.19478978150161,3.130472291976617,9.4810739839371,3.55483694036272,8.339813980073071,9.306974529882014
5.321424638323494,3.4184210526315795,4.514925327888182,27.7744635672101,1.150000000000002,5.966666666666668,0.5,2.636482080650452,13.12667513119754,3.1229823228173803,15.407366489726927,7.435434872242931
6.243369313764349,3.5368421052631587,3.523693995916136,25.3254216598366,1.9460058518694656,2.5,2.799999999999999,3.2148514148584586,3.4863797483923067,2.69112770527204,7.494079295670411,7.531164122409278
