RMS_Max_Min_difference,RMS_Max_Min_difference.1,RMS_Max_Min_difference.2,RMS_Max_Min_difference.3,RMS_Max_Min_difference.4,RMS_Max_Min_difference.5,RMS_Max_Min_difference.6,RMS_Max_Min_difference.7,RMS_Max_Min_difference.8,RMS_Max_Min_difference.9,RMS_Max_Min_difference.10,RMS_Max_Min_difference
91.8,7.3552631578947345,5.333333333333332,143.3,53.2,59.400000000000006,0.8999999999999986,59.3,9.8,0.5,50.2,72.4
80.8,7.494736842105262,5.855555555555554,139.5,62.0,58.400000000000006,41.1,45.400000000000006,44.9,1.625,45.10000000000001,74.1
80.7,7.634210526315788,6.377777777777776,138.6,73.9,57.7,5.900000000000002,59.0,26.25,2.75,47.900000000000006,71.89999999999999
78.2,7.773684210526314,6.899999999999999,116.1,57.9,55.900000000000006,4.950000000000001,16.799999999999997,7.600000000000001,3.875,35.800000000000004,72.1
80.5,7.91315789473684,7.5,129.3,57.3,84.1,4.0,14.499999999999991,14.199999999999996,5.0,34.599999999999994,64.4
71.3,8.052631578947366,15.199999999999996,135.0,59.6,38.50000000000001,12.9,63.2,42.6,4.050000000000001,32.800000000000004,70.0
100.2,8.192105263157893,22.89999999999999,104.5,60.8,51.4,10.075,62.4,41.0,3.1000000000000014,30.4,63.39999999999999
81.3,8.331578947368419,24.500000000000007,107.0,54.1,62.1,7.250000000000001,32.2,9.2,1.3000000000000007,38.0,71.5
90.3,8.471052631578946,34.4,108.0,65.3,80.0,4.425000000000001,56.00000000000001,48.6,14.3,46.1,67.0
76.69999999999999,8.610526315789471,18.6,122.70000000000002,66.89999999999999,37.1,1.6000000000000014,13.000000000000009,31.500000000000004,27.3,59.4,57.2
76.2,8.749999999999998,8.700000000000003,96.6,72.0,41.89999999999999,5.649999999999999,60.1,19.4,40.3,46.2,58.9
81.0,8.889473684210525,6.566666666666668,78.3,62.8,45.89999999999999,9.699999999999996,35.599999999999994,62.400000000000006,53.3,17.500000000000007,51.49999999999999
78.6,9.02894736842105,4.433333333333333,77.69999999999999,70.9,38.49999999999999,31.5,59.2,18.8,12.8,32.3,67.4
89.4,9.168421052631578,2.299999999999997,82.1,78.9,46.400000000000006,21.2,67.9,26.0,10.3,37.99999999999999,65.89999999999999
78.9,9.307894736842105,4.100000000000001,110.2,63.7,16.0,17.499999999999996,62.5,37.9,7.35,61.400000000000006,64.8
71.4,9.44736842105263,3.866666666666669,112.9,72.3,18.1,14.749999999999998,57.8,36.6,4.399999999999999,50.6,65.60000000000001
62.39999999999999,9.586842105263155,3.633333333333335,108.7,70.60000000000001,34.599999999999994,12.0,55.49999999999999,14.9,3.849999999999998,52.4,62.60000000000001
49.8,9.726315789473682,3.400000000000002,72.60000000000001,63.8,49.0,13.566666666666668,56.6,34.7,3.299999999999997,59.6,58.7
47.3,9.86578947368421,3.166666666666669,102.6,57.400000000000006,28.4,15.133333333333336,28.7,38.9,2.1000000000000014,26.3,62.5
55.8,10.005263157894737,2.933333333333336,89.7,65.8,7.100000000000001,16.700000000000003,60.7,29.4,12.6,34.2,57.0
46.7,10.144736842105262,2.700000000000003,89.10000000000001,63.39999999999999,9.9,12.775000000000002,57.00000000000001,41.6,11.6,20.0,59.8
54.5,10.284210526315787,3.110000000000003,90.4,61.3,33.6,8.850000000000001,52.6,28.9,10.6,22.40000000000001,58.00000000000001
50.8,10.423684210526314,3.520000000000003,91.7,78.8,44.3,4.925000000000001,56.5,27.9,8.2,32.49999999999999,60.7
49.3,10.56315789473684,3.9300000000000033,71.0,53.8,34.6,1.0,61.0,33.8,5.800000000000001,36.2,61.8
49.2,10.702631578947368,4.340000000000003,99.1,60.2,33.1,1.0,56.3,39.2,1.299999999999999,47.7,61.1
44.9,10.842105263157894,4.750000000000004,108.3,72.2,39.0,1.0,58.0,34.4,2.919999999999999,29.5,61.7
35.7,10.98157894736842,5.160000000000004,99.1,58.2,27.4,1.0,50.3,33.1,4.539999999999999,11.299999999999995,60.0
34.0,11.121052631578946,5.570000000000004,101.9,62.8,26.3,1.0,55.6,37.400000000000006,6.16,16.099999999999994,57.6
41.6,11.260526315789471,5.980000000000004,105.8,58.8,30.8,1.0,41.900000000000006,49.7,7.78,24.43333333333333,55.10000000000001
41.900000000000006,11.4,6.390000000000004,101.7,57.0,38.5,1.033333333333334,60.0,51.7,9.4,32.766666666666666,61.3
41.7,11.539473684210524,6.800000000000004,81.3,58.7,25.7,1.0666666666666675,57.6,68.0,9.55625,41.10000000000001,62.3
42.1,11.678947368421053,5.933333333333337,86.19999999999999,52.4,31.5,1.1000000000000014,41.3,66.5,9.7125,38.35000000000001,61.400000000000006
35.800000000000004,11.818421052631578,5.06666666666667,132.0,49.3,26.200000000000003,1.1333333333333353,51.6,55.900000000000006,9.86875,35.6,59.4
36.0,11.957894736842103,4.200000000000003,,56.5,33.0,1.166666666666669,53.2,40.6,10.025,32.849999999999994,58.3
24.2,12.09736842105263,3.333333333333336,,54.0,29.5,1.2000000000000028,55.4,52.60000000000001,10.18125,30.099999999999994,60.3
30.40000000000001,12.236842105263158,2.466666666666669,,52.99999999999999,35.1,3.3500000000000014,57.1,49.7,10.3375,37.45,62.9
20.9,12.376315789473685,1.6000000000000014,,68.3,29.7,5.5,58.8,56.5,10.49375,44.8,63.2
25.10000000000001,12.515789473684208,2.566666666666668,,54.1,28.500000000000004,4.633333333333336,49.50000000000001,43.2,10.65,21.5,62.3
35.2,12.655263157894735,3.533333333333334,,54.400000000000006,30.5,3.76666666666667,59.1,47.9,10.80625,21.55,62.9
38.400000000000006,12.794736842105262,4.5,,62.6,31.4,2.9000000000000057,50.8,47.89999999999999,10.9625,21.6,59.8
23.2,12.934210526315788,8.200000000000003,,56.50000000000001,29.7,15.0,40.8,54.900000000000006,11.11875,41.5,59.0
13.4,13.073684210526316,7.583333333333337,,59.7,47.2,9.300000000000004,44.5,48.3,11.275,58.89999999999999,60.6
42.5,13.213157894736842,6.96666666666667,,58.1,40.9,7.699999999999996,54.0,52.6,11.43125,28.4,59.00000000000001
39.2,13.352631578947369,6.350000000000003,,60.4,35.0,7.735999999999996,44.2,56.1,11.5875,53.2,60.49999999999999
41.4,13.492105263157892,5.733333333333338,,60.8,46.2,7.771999999999996,42.2,37.3,11.74375,61.9,59.8
35.5,13.63157894736842,5.116666666666671,,66.80000000000001,53.2,7.807999999999996,42.6,48.900000000000006,11.9,28.200000000000003,64.4
37.5,13.771052631578948,4.500000000000004,,66.4,56.1,7.843999999999997,51.4,45.2,18.9,52.0,47.1
41.3,13.910526315789472,10.500000000000004,,62.7,66.7,7.879999999999997,52.2,25.200000000000003,17.288888888888888,30.7,59.9
28.5,14.05,11.799999999999995,,61.60000000000001,65.4,7.915999999999997,54.5,30.5,15.677777777777775,37.89999999999999,59.1
10.1,14.189473684210526,10.400000000000002,,72.8,73.5,7.951999999999997,59.2,26.5,14.066666666666666,43.7,60.8
18.3,14.328947368421051,18.6,,77.10000000000001,66.0,7.987999999999998,41.0,40.6,12.455555555555556,71.1,62.49999999999999
45.1,14.468421052631578,12.7,,103.3,65.39999999999999,8.023999999999997,52.4,30.000000000000004,10.844444444444443,56.1,62.7
48.8,14.607894736842104,22.4,,83.2,77.10000000000001,8.059999999999999,44.6,39.8,9.233333333333334,50.0,61.5
64.7,14.74736842105263,9.800000000000004,,104.6,32.0,8.095999999999998,48.8,43.0,7.622222222222224,65.5,61.50000000000001
58.60000000000001,14.886842105263156,7.16666666666667,,105.7,35.4,8.131999999999998,59.49999999999999,20.0,6.011111111111113,20.6,61.39999999999999
40.7,15.026315789473683,4.533333333333334,,76.19999999999999,76.2,8.168,60.89999999999999,39.2,4.400000000000002,65.0,64.60000000000001
36.5,15.16578947368421,1.8999999999999984,,102.2,53.400000000000006,8.203999999999999,61.2,43.10000000000001,5.300000000000001,50.0,55.99999999999999
49.2,15.305263157894736,1.900000000000002,,93.4,71.9,8.239999999999998,57.6,34.8,6.199999999999999,58.5,60.3
40.6,15.444736842105264,6.049999999999999,,98.4,76.9,8.276,56.2,28.90000000000001,23.2,61.0,53.00000000000001
38.5,15.584210526315788,10.199999999999996,,116.1,77.0,8.312,44.0,33.9,40.2,67.3,61.3
43.0,15.723684210526317,21.8,,115.6,76.89999999999999,8.347999999999999,58.6,34.8,57.2,63.05,66.6
44.2,15.86315789473684,19.5,,136.4,85.2,8.384,59.8,46.0,19.9,58.8,63.9
36.1,16.002631578947366,17.933333333333334,,137.1,94.7,8.42,43.4,30.5,15.2,44.0,61.900000000000006
34.8,16.142105263157895,16.366666666666667,,119.7,80.89999999999999,8.456000000000001,40.5,34.6,5.300000000000001,52.400000000000006,55.0
38.1,16.28157894736842,14.8,,130.2,70.69999999999999,8.492,56.1,36.0,4.199999999999999,46.1,60.8
42.6,16.421052631578945,15.183333333333334,,170.9,82.7,8.528,44.5,46.3,12.2,21.5,65.19999999999999
39.7,16.560526315789474,15.566666666666668,,160.7,89.10000000000001,8.564000000000002,63.50000000000001,21.9,39.900000000000006,67.9,56.9
44.2,16.7,15.95,,,92.1,8.600000000000001,58.99999999999999,13.700000000000005,34.6,55.7,63.9
21.9,17.15,16.333333333333336,,,88.8,13.320000000000002,55.5,20.4,35.0,50.5,64.60000000000001
41.7,17.6,16.71666666666667,,,86.2,18.040000000000003,58.8,5.600000000000001,27.1,56.4,64.6
8.399999999999999,23.5,17.1,,,90.6,22.760000000000005,51.4,4.449999999999999,30.6,54.0,54.0
22.7,13.650000000000002,13.5,,,85.9,27.480000000000004,57.900000000000006,3.299999999999997,24.7,64.5,62.9
12.699999999999996,3.800000000000004,11.225,,,72.80000000000001,32.2,54.6,16.099999999999998,4.899999999999999,63.9,64.3
21.40000000000001,4.121428571428575,8.95,,,83.5,31.9,60.0,24.9,4.35,58.7,64.30000000000001
37.50000000000001,4.442857142857147,6.674999999999999,,,67.3,31.6,61.3,29.3,3.8000000000000007,69.2,68.4
40.0,4.764285714285718,4.399999999999999,,,88.7,31.300000000000004,63.3,32.5,4.399999999999999,69.1,54.0
39.2,5.085714285714289,5.699999999999999,,,49.3,31.000000000000004,66.6,43.3,7.600000000000001,58.5,67.19999999999999
36.9,5.40714285714286,20.4,,,37.4,30.700000000000003,62.900000000000006,31.0,32.900000000000006,67.5,69.0
28.8,5.728571428571431,29.7,,,61.7,30.4,66.9,29.8,36.6,61.6,68.60000000000001
17.7,6.0500000000000025,21.55,,,55.400000000000006,30.1,67.5,35.099999999999994,34.0,54.900000000000006,72.4
13.8,6.371428571428574,13.4,,,40.0,29.800000000000004,70.19999999999999,33.7,34.599999999999994,50.1,63.89999999999999
45.1,6.692857142857145,11.533333333333331,,,50.7,29.500000000000004,70.1,38.6,33.099999999999994,55.7,66.3
16.500000000000004,7.014285714285716,9.666666666666668,,,83.0,29.200000000000003,72.9,33.9,17.200000000000003,30.3,71.4
26.15,7.335714285714287,7.800000000000001,,,65.0,28.9,66.3,40.7,17.6,56.900000000000006,73.89999999999999
35.8,7.657142857142858,10.4,,,89.5,28.6,74.10000000000001,28.500000000000004,18.0,47.1,72.0
36.900000000000006,7.978571428571429,8.799999999999997,,,72.69999999999999,28.300000000000004,69.10000000000001,32.5,10.1,50.8,72.3
50.1,8.3,7.999999999999997,,,88.7,28.0,69.7,13.8,13.2,56.7,71.89999999999999
43.6,8.207142857142857,7.199999999999998,,,91.0,27.700000000000003,73.30000000000001,7.600000000000001,9.2,63.0,76.1
44.5,8.114285714285716,6.399999999999999,,,96.3,27.4,77.8,18.2,16.9,69.3,74.3
37.900000000000006,8.021428571428572,6.800000000000001,,,97.2,27.1,75.1,16.575,14.8,64.1,75.4
39.5,7.928571428571429,9.45,,,100.2,26.800000000000004,69.5,14.95,12.7,58.9,77.1
46.5,7.835714285714286,12.1,,,108.2,26.5,68.2,13.325,24.500000000000004,62.400000000000006,78.1
39.4,7.742857142857144,11.16,,,106.4,26.200000000000003,70.0,11.7,11.3,51.5,77.89999999999999
30.4,7.65,10.22,,,101.6,25.9,80.7,8.6,17.6,55.3,79.3
50.400000000000006,7.557142857142858,9.28,,,110.9,25.6,76.9,5.5,8.3,57.4,60.4
36.10000000000001,7.464285714285714,8.34,,,106.3,23.371428571428574,76.9,12.4,4.099999999999998,60.400000000000006,66.9
37.7,7.371428571428572,7.399999999999999,,,103.3,21.142857142857142,81.5,10.625,11.099999999999998,57.8,84.8
20.300000000000004,7.278571428571428,2.6000000000000014,,,95.1,18.914285714285715,76.2,8.850000000000001,0.5,66.8,72.4
15.900000000000006,7.185714285714286,9.699999999999996,,,102.8,16.685714285714283,75.9,7.075000000000001,3.3000000000000007,84.2,87.8
38.7,7.092857142857143,8.0,,,106.2,14.457142857142856,77.30000000000001,5.300000000000001,8.0,63.9,82.10000000000001
20.0,7.0,2.200000000000003,,,82.6,12.228571428571428,76.3,8.875,8.933333333333334,65.2,75.4
37.8,6.9071428571428575,11.0,,,82.6,9.999999999999996,75.5,12.45,9.866666666666667,87.0,84.30000000000001
39.2,6.814285714285714,29.6,,,95.4,10.899999999999997,71.39999999999999,16.025000000000002,10.8,79.8,84.10000000000001
30.7,6.721428571428572,21.1,,,105.8,11.799999999999995,73.2,19.6,4.0,65.1,86.9
43.2,6.628571428571428,10.0,,,112.4,12.7,78.0,13.8,5.85,76.4,75.69999999999999
36.2,6.535714285714286,6.800000000000001,,,108.7,13.6,74.5,10.1,7.7,79.39999999999999,89.7
38.5,6.442857142857143,3.6000000000000014,,,125.8,14.5,71.6,18.200000000000003,9.55,67.69999999999999,93.2
43.3,6.35,26.5,,,111.0,14.181481481481482,75.8,4.099999999999998,11.4,68.5,73.1
43.6,6.257142857142856,28.7,,,105.8,13.862962962962962,79.9,12.1,3.5,92.0,94.4
40.2,6.164285714285715,11.6,,,113.4,13.544444444444444,75.7,3.8000000000000007,25.3,90.0,96.1
58.0,6.071428571428571,6.800000000000004,,,114.2,13.225925925925926,71.3,11.4,12.8,88.60000000000001,95.6
52.8,5.978571428571428,0.2999999999999971,,,112.4,12.907407407407408,74.8,15.1,13.2,67.2,85.30000000000001
55.900000000000006,5.885714285714285,6.599999999999999,,,102.1,12.588888888888889,66.89999999999999,22.8,10.5,78.9,96.8
54.6,5.792857142857143,12.9,,,114.4,12.270370370370369,58.8,15.8,12.0,66.1,90.1
56.8,5.699999999999999,19.200000000000003,,,113.3,11.95185185185185,62.39999999999999,14.8,7.300000000000001,81.7,102.7
40.7,4.049999999999999,24.0,,,107.0,11.633333333333333,63.6,16.2,15.800000000000004,86.4,104.2
60.3,2.3999999999999986,15.6,,,83.9,11.314814814814811,58.7,15.500000000000002,10.500000000000004,77.3,106.7
62.8,4.800000000000001,16.400000000000002,,,83.9,10.996296296296295,65.0,16.3,20.000000000000004,76.0,106.1
43.7,7.200000000000003,17.200000000000003,,,88.1,10.677777777777775,62.1,18.0,15.2,79.3,101.4
57.0,6.962500000000002,21.425,,,86.49999999999999,10.359259259259256,70.8,17.5,14.300000000000004,76.5,109.7
51.1,6.725000000000002,25.65,,,70.6,10.04074074074074,75.2,16.9,19.200000000000003,83.30000000000001,107.6
36.9,6.4875000000000025,29.875,,,106.4,9.72222222222222,67.89999999999999,16.3,29.8,81.1,107.3
75.9,6.250000000000002,34.099999999999994,,,114.6,9.403703703703702,65.1,18.3,32.1,84.30000000000001,106.0
36.1,6.012500000000001,6.700000000000003,,,137.5,9.085185185185184,67.60000000000001,23.7,34.400000000000006,83.8,106.9
38.9,5.775000000000001,23.700000000000003,,,,8.766666666666666,58.3,24.5,43.6,71.30000000000001,104.8
61.89999999999999,5.537500000000001,26.800000000000004,,,,8.448148148148146,63.3,22.0,14.500000000000004,85.5,102.9
33.0,5.300000000000001,24.450000000000003,,,,8.129629629629628,62.2,22.4,1.8999999999999984,99.3,100.0
57.7,5.0625,22.1,,,,7.81111111111111,61.7,16.4,1.599999999999998,92.5,88.3
56.4,4.825,14.200000000000005,,,,7.492592592592591,59.8,41.6,7.199999999999999,116.2,97.5
54.5,4.5875,26.200000000000003,,,,7.174074074074072,63.2,47.2,8.099999999999998,132.3,96.2
51.8,4.35,23.000000000000004,,,,6.855555555555554,63.39999999999999,16.2,5.0,135.10000000000002,99.6
52.6,4.112499999999999,19.8,,,,6.537037037037035,55.50000000000001,16.2,10.8,127.4,90.4
58.900000000000006,3.874999999999999,16.6,,,,6.218518518518517,53.50000000000001,17.0,38.7,123.3,98.1
53.7,3.637499999999999,13.4,,,,5.899999999999999,62.1,15.4,6.599999999999998,127.1,97.4
60.5,3.3999999999999986,12.183333333333334,,,,5.666666666666664,53.9,19.5,21.5,132.9,98.7
58.10000000000001,9.700000000000005,10.966666666666669,,,,5.43333333333333,62.0,17.599999999999998,3.599999999999998,131.3,97.7
44.2,10.290909090909096,9.75,,,,5.199999999999996,60.7,18.5,15.400000000000002,109.7,94.6
57.9,10.881818181818184,8.533333333333335,,,,25.200000000000003,63.3,19.6,17.3,127.9,94.6
35.2,11.472727272727274,7.316666666666667,,,,13.100000000000009,61.3,27.7,23.4,121.9,94.6
36.3,12.063636363636364,6.100000000000001,,,,17.199999999999996,54.4,17.299999999999997,22.3,106.0,91.9
72.0,12.654545454545454,14.199999999999996,,,,17.500000000000007,71.2,28.9,32.3,123.1,87.9
67.1,13.245454545454546,13.499999999999996,,,,22.2,62.3,25.9,53.4,125.8,97.1
66.8,13.836363636363636,12.799999999999995,,,,13.700000000000005,65.8,14.2,24.3,128.29999999999998,90.9
71.4,14.427272727272726,12.099999999999998,,,,34.7,67.30000000000001,9.1,23.6,131.3,94.3
63.3,15.018181818181816,11.399999999999997,,,,15.6,67.0,18.9,18.7,139.9,96.0
43.7,15.609090909090906,10.699999999999998,,,,23.40000000000001,64.5,27.1,31.300000000000004,136.29999999999998,93.3
38.1,16.199999999999996,9.999999999999998,,,,29.1,65.3,28.8,21.2,147.6,86.0
73.0,9.449999999999998,9.299999999999995,,,,31.6,64.89999999999999,24.8,25.9,144.8,95.1
51.7,2.7,8.599999999999998,,,,31.1,65.3,46.6,24.8,144.1,95.4
49.5,3.0,7.899999999999999,,,,28.9,68.7,27.2,25.3,148.70000000000002,94.0
68.8,8.600000000000001,7.199999999999999,,,,28.700000000000003,70.5,19.500000000000004,20.6,153.4,91.3
73.60000000000001,15.900000000000002,10.95,,,,18.6,67.89999999999999,16.0,47.5,151.7,98.5
