Rise-Time_Max_Min_difference,Rise-Time_Max_Min_difference.1,Rise-Time_Max_Min_difference.2,Rise-Time_Max_Min_difference.3,Rise-Time_Max_Min_difference.4,Rise-Time_Max_Min_difference.5,Rise-Time_Max_Min_difference.6,Rise-Time_Max_Min_difference.7,Rise-Time_Max_Min_difference.8,Rise-Time_Max_Min_difference.9,Rise-Time_Max_Min_difference.10,Rise-Time_Max_Min_difference
507.1,7.136363636363635,31.627777777777776,793.6999999999999,293.0,269.8,6.100000000000001,103.2,47.7,20.5,563.5,738.6999999999999
452.0,8.872727272727271,31.433333333333334,441.0,295.5,400.8,7.427272727272729,104.0,311.8,20.3,109.8,1085.9
430.3,10.60909090909091,31.238888888888887,817.9000000000001,294.4,115.0,8.754545454545456,70.2,460.1,9.599999999999994,115.2,985.5
115.5,12.345454545454544,31.044444444444444,436.4,280.2,205.5,10.081818181818184,149.70000000000002,499.8,68.5,113.8,1001.2
66.19999999999999,14.081818181818182,30.85,303.6,135.79999999999998,390.0,11.40909090909091,43.5,469.5,53.3,115.7,932.1
106.6,15.818181818181818,30.65555555555555,561.8,345.1,307.1,12.736363636363638,133.39999999999998,99.9,38.1,114.1,980.0
83.69999999999999,17.554545454545455,30.46111111111111,445.9,348.40000000000003,336.0,14.063636363636366,26.800000000000004,85.3,38.53636363636364,237.4,794.0
88.5,19.29090909090909,30.266666666666666,720.9,320.90000000000003,385.2,15.390909090909092,303.29999999999995,145.2,38.97272727272728,79.1,504.4
218.7,21.027272727272727,30.07222222222222,716.6999999999999,402.2,327.8,16.71818181818182,348.79999999999995,107.9,39.409090909090914,161.3,607.9
202.7,22.763636363636365,29.877777777777773,1400.7,342.0,237.8,18.045454545454547,394.3,67.8,39.84545454545455,135.3,641.6999999999999
115.8,24.5,29.68333333333333,1139.6,174.6,246.2,19.372727272727275,398.2,75.7,40.28181818181818,54.1,325.4
108.1,24.469736842105263,29.488888888888884,730.6,270.9,424.7,20.700000000000003,433.2000000000001,124.5,40.71818181818182,91.4,379.0
74.5,24.43947368421053,29.29444444444444,1120.9,440.4,340.79999999999995,22.450000000000003,532.0,97.0,41.154545454545456,332.2,884.6999999999999
130.2,24.40921052631579,29.099999999999994,663.9,282.9,285.7,24.200000000000003,274.0,33.7,41.59090909090909,77.2,321.29999999999995
122.9,24.37894736842105,29.266666666666666,857.6999999999999,336.1,328.1,25.950000000000003,255.2,71.0,42.02727272727273,120.0,619.1999999999999
96.6,24.348684210526315,29.43333333333333,1122.3000000000002,269.9,344.29999999999995,27.7,84.0,27.5,42.46363636363637,71.4,363.7
106.2,24.31842105263157,29.6,1040.8000000000002,299.79999999999995,302.79999999999995,29.45,73.7,72.9,42.900000000000006,97.3,613.5
111.7,24.28815789473684,29.766666666666666,1347.6,280.6,271.6,31.2,29.200000000000003,50.7,5.099999999999994,216.6,376.6
108.2,24.257894736842104,29.93333333333333,925.5,294.2,247.3,26.1,0.7000000000000028,64.1,6.349999999999994,311.4,664.1
333.90000000000003,24.227631578947367,30.1,1273.0,298.2,446.2,3.0,22.1,22.7,7.599999999999994,105.5,703.1
119.6,24.19736842105263,30.266666666666666,626.1999999999999,302.6,389.4,43.60000000000001,219.6,113.4,8.799999999999995,302.1,895.1
517.3000000000001,24.167105263157893,30.433333333333334,372.9,403.0,315.79999999999995,3.5,30.3,97.2,9.999999999999996,171.2,866.4
281.1,24.13684210526316,30.6,663.8,616.8,305.9,3.2,14.099999999999994,81.0,11.2,414.7,909.2
113.5,24.10657894736842,18.2,445.4,609.6,488.0,2.8999999999999986,14.699999999999996,26.9,12.4,365.2,624.5
121.0,24.07631578947369,30.700000000000003,342.5,384.2,410.4,46.9,27.800000000000004,79.4,8.649999999999997,232.8,775.0
582.3,24.04605263157895,43.2,485.8,665.1999999999999,356.8,35.25,64.3,67.8,4.899999999999992,72.80000000000001,846.8
157.6,24.01578947368421,24.6,332.79999999999995,631.8,251.8,23.6,27.9,83.0,23.9,294.6,952.9
152.0,23.985526315789475,11.200000000000005,312.2,397.2,417.5,11.949999999999996,9.0,151.0,41.9,467.2,920.6
69.5,23.955263157894738,75.0,458.1,499.5,133.2,0.2999999999999971,9.200000000000005,91.2,59.9,466.5,925.5
82.3,23.925,7.300000000000001,463.8,3868.7,93.3,5.349999999999999,7.600000000000001,132.0,77.9,456.2,1007.5
110.5,23.894736842105264,15.733333333333333,432.8,304.79999999999995,158.6,10.4,8.299999999999997,34.8,95.9,226.9,853.8000000000001
261.40000000000003,23.864473684210527,24.166666666666664,208.9,424.7,202.8,356.3,67.2,6.100000000000001,77.7,43.4,870.1999999999999
104.8,23.83421052631579,32.599999999999994,141.7,290.4,187.9,93.8,104.6,169.6,18.800000000000004,34.5,622.6999999999999
100.6,23.803947368421053,38.5,83.69999999999999,287.1,100.5,33.99999999999999,113.0,262.2,10.450000000000005,72.5,984.3
73.9,23.77368421052632,40.06666666666667,189.9,294.7,21.1,111.54999999999998,69.8,354.9,2.1000000000000014,41.3,1000.5
99.2,23.74342105263158,41.63333333333333,141.5,427.5,9.700000000000005,189.1,238.8,197.5,1.2500000000000036,231.6,1148.7
80.10000000000001,23.71315789473684,43.2,96.7,408.5,214.4,130.43333333333334,102.7,250.0,0.4000000000000057,54.4,768.8000000000001
108.9,23.682894736842105,44.76666666666667,173.3,523.4,307.9,71.76666666666667,72.5,336.6,10.0,93.2,1103.6
70.3,23.652631578947368,46.333333333333336,173.0,487.3,36.8,13.1,90.3,136.5,5.5,66.8,1027.1
98.4,23.62236842105263,47.900000000000006,363.1,425.8,201.1,21.925,193.1,79.9,16.85,63.8,998.2
86.80000000000001,23.59210526315789,45.470000000000006,539.3000000000001,291.2,607.5,30.75,303.3,93.0,28.2,97.9,1007.5
342.6,23.56184210526316,43.040000000000006,321.0,291.9,453.2,39.575,183.2,221.8,17.75,40.8,1127.6
107.2,23.53157894736842,40.61000000000001,391.1,390.7,410.8,48.400000000000006,288.3,90.5,7.299999999999997,107.5,700.1999999999999
51.2,23.501315789473683,38.18000000000001,330.5,474.6,812.9,39.66,186.5,107.4,20.3,14.4,977.0
60.3,23.471052631578942,35.75,228.3,393.2,85.0,30.920000000000005,308.9,70.5,28.42,32.45,1151.9
35.1,23.44078947368421,33.32,354.6,386.6,233.5,22.180000000000007,448.1,47.8,36.54,50.50000000000001,998.1
89.39999999999999,23.410526315789472,30.89,365.7000000000001,295.29999999999995,336.90000000000003,13.440000000000005,444.9,156.1,44.66,27.8,973.6
262.8,23.38026315789473,28.46,610.6,324.5,363.0,4.700000000000003,404.8,98.1,52.78,27.9,825.0999999999999
102.5,23.35,26.03,146.4,639.1999999999999,355.1,3.933333333333337,405.8,83.60000000000001,60.9,28.0,671.3
64.5,23.319736842105264,23.6,268.8,387.5,369.1,3.1666666666666714,382.2,214.0,59.78125,28.1,512.9000000000001
212.4,23.289473684210527,19.683333333333334,164.4,419.1,232.9,2.4000000000000057,377.1,185.1,58.6625,32.7,937.1
62.2,23.25921052631579,15.76666666666667,716.5,436.1,233.3,1.63333333333334,339.0,74.5,57.54375,37.3,558.4
57.5,23.228947368421053,11.85,,428.0,210.0,0.8666666666666742,411.7,298.5,56.425,41.9,696.1
92.6,23.19868421052632,7.933333333333335,,334.29999999999995,183.3,0.1000000000000085,410.4,203.0,55.30625,46.5,903.7
106.2,23.16842105263158,4.016666666666669,,384.7,145.70000000000002,3.75,427.6,332.8,54.1875,30.95,739.5
55.8,23.13815789473684,0.0999999999999999,,447.8,225.8,7.399999999999991,402.6,362.3,53.06875,15.4,898.6999999999999
56.3,23.107894736842105,5.5666666666666655,,490.2,334.0,66.66666666666666,366.8,347.6,51.95,47.8,426.2
96.3,23.07763157894737,11.033333333333331,,344.9,322.79999999999995,125.93333333333334,384.2,307.0,50.83125,31.15,714.1
106.6,23.04736842105263,16.5,,634.6,80.80000000000001,185.2,335.79999999999995,387.5,49.7125,14.5,932.9
56.5,23.01710526315789,18.5,,441.4,171.3,511.80000000000007,328.1,283.3,48.59375,75.7,464.7000000000001
60.9,22.98684210526316,79.4,,412.9,394.5,7.799999999999997,424.2,177.8,47.475,19.7,921.8
68.19999999999999,22.95657894736842,140.3,,651.3,353.9,9.200000000000005,314.90000000000003,217.2,46.35625,36.3,364.8
67.0,22.926315789473684,201.2,,684.6999999999999,177.4,9.600000000000003,511.0,234.0,45.2375,19.6,322.70000000000005
106.7,22.896052631578947,262.1,,503.9,344.79999999999995,10.000000000000004,487.5,115.5,44.11875,37.4,649.4
65.3,22.86578947368421,323.0,,763.4,144.5,10.400000000000004,432.7,410.8,43.0,12.1,458.9
142.0,22.83552631578948,383.9,,427.7,317.5,10.800000000000004,308.0,442.6,15.699999999999996,43.8,735.6
67.10000000000001,22.805263157894736,101.8,,562.1999999999999,146.5,11.200000000000005,297.6,95.1,20.266666666666666,104.4,519.4
65.1,22.775,80.0,,610.6,291.6,11.600000000000003,388.4,200.9,24.83333333333333,25.000000000000004,453.3
59.8,22.74473684210526,44.0,,518.5,310.7,12.000000000000004,337.7,211.7,29.399999999999995,19.7,514.5
27.5,22.714473684210525,50.5,,834.9,271.4,12.400000000000002,320.5,228.6,33.96666666666666,162.6,697.8
141.0,22.684210526315788,41.900000000000006,,677.3,372.3,12.800000000000002,319.1,86.2,38.53333333333333,310.90000000000003,966.0
49.8,22.65394736842105,76.30000000000001,,823.1,438.0,13.200000000000005,320.0,386.7,43.1,45.5,373.2
50.6,22.62368421052632,16.599999999999998,,924.6,184.7,13.6,300.9,355.70000000000005,47.66666666666666,189.2,769.1999999999999
103.6,22.593421052631577,19.433333333333334,,872.5,196.3,14.000000000000002,339.9,135.5,52.23333333333333,11.199999999999996,442.2000000000001
34.4,22.56315789473684,22.266666666666666,,756.4,243.8,14.400000000000002,508.2,248.7,56.8,37.6,521.5
57.4,22.532894736842103,25.1,,767.6999999999999,149.0,14.8,355.1,102.8,52.0,52.0,390.0
43.1,22.50263157894737,17.599999999999998,,795.3,193.3,15.200000000000005,363.0,56.0,47.2,33.5,528.2
22.200000000000003,22.472368421052632,16.349999999999998,,1033.7,318.1,15.6,367.0,139.3,55.73333333333333,32.300000000000004,425.4
37.6,22.44210526315789,15.1,,906.2,471.9,16.0,327.0,60.4,64.26666666666667,54.0,588.5
130.2,22.41184210526316,37.9,,792.6,383.8,16.400000000000002,323.4,126.8,72.8,34.95,370.9
59.50000000000001,22.38157894736842,40.4,,1295.2,382.3,16.8,332.1,415.4,82.8,15.9,430.9
40.2,22.351315789473684,42.9,,984.5,294.4,17.200000000000003,396.2,404.0,65.6,388.6,748.8
26.1,22.321052631578947,45.400000000000006,,1267.4,131.8,17.6,364.1,416.7,8.900000000000002,21.6,335.3
65.1,22.29078947368421,47.900000000000006,,1078.1,167.2,18.0,316.1,365.1,68.2,40.1,532.3
86.5,22.26052631578948,50.21666666666667,,963.3,206.4,18.4,539.9,281.8,6.299999999999999,35.5,331.7
59.2,22.230263157894736,52.53333333333334,,561.9,297.8,18.8,355.7,20.7,73.0,23.200000000000003,610.5999999999999
31.8,22.2,54.85,,,322.79999999999995,19.2,433.1,220.9,227.0,10.099999999999998,650.9
49.9,12.9,57.16666666666666,,,417.4,16.02,600.4,35.5,66.2,18.6,672.1999999999999
67.8,3.6,59.48333333333333,,,435.5,12.84,423.2,5.300000000000001,56.0,72.19999999999999,563.9
25.7,83.5,61.8,,,508.1,9.66,343.79999999999995,33.5,62.0,42.7,429.2
7.299999999999997,58.3,55.0,,,166.3,6.48,349.4,61.7,54.7,48.5,328.5
67.4,33.1,54.775,,,234.5,3.3000000000000007,418.7,349.4,54.7,91.2,775.1
30.000000000000004,31.31428571428572,54.55,,,271.6,20.904545454545456,404.6,351.8,57.35,50.5,461.5
46.3,29.52857142857143,54.325,,,389.8,38.50909090909092,519.1999999999999,413.3,60.0,96.6,499.5
29.9,27.742857142857144,54.1,,,228.8,56.11363636363636,495.0,338.90000000000003,71.8,28.3,313.79999999999995
63.4,25.95714285714286,6.200000000000003,,,321.29999999999995,73.71818181818182,368.0,332.0,62.60000000000001,53.3,222.9
65.3,24.17142857142857,84.0,,,285.0,91.32272727272728,720.9,398.0,68.5,203.3,312.7
86.7,22.38571428571429,45.4,,,379.8,108.92727272727272,585.1,386.5,66.60000000000001,22.200000000000003,524.9
58.3,20.6,40.85,,,293.9,126.53181818181818,544.6,671.8,68.8,53.0,346.6
64.3,18.81428571428572,36.3,,,300.5,144.13636363636363,569.6,522.1999999999999,75.8,52.1,727.6
37.1,17.02857142857143,55.66666666666667,,,313.1,161.7409090909091,639.6999999999999,418.1,75.0,18.1,687.4
73.0,15.242857142857144,75.03333333333333,,,343.5,179.34545454545457,561.8,307.1,68.7,28.1,578.8
51.45,13.45714285714286,94.4,,,205.3,196.95,409.6,430.3,67.1,19.1,937.5
29.9,11.67142857142857,35.6,,,784.3,214.55454545454543,507.1,461.7,65.5,25.9,788.4
8.0,9.885714285714286,45.900000000000006,,,486.2,232.1590909090909,366.5,182.9,67.4,51.9,766.1999999999999
145.8,8.1,54.366666666666674,,,697.3,249.7636363636364,384.3,50.00000000000001,66.2,39.1,657.1999999999999
59.8,8.228571428571428,62.83333333333334,,,801.6,267.3681818181818,479.4,44.39999999999999,13.6,50.25,714.1
116.6,8.357142857142858,71.30000000000001,,,372.5,284.9727272727273,409.5,32.10000000000001,74.6,61.4,649.4
125.6,8.485714285714286,7.0,,,351.6,302.5772727272728,402.6,38.650000000000006,70.55,67.89999999999999,698.6999999999999
64.9,8.614285714285714,36.3,,,675.4,320.1818181818182,989.2,45.2,66.5,74.39999999999999,746.9
127.0,8.742857142857142,65.6,,,812.6,337.78636363636366,845.1,51.75,78.5,20.9,1002.3
69.1,8.87142857142857,53.78,,,1183.7,355.39090909090913,453.4,58.3,72.1,315.20000000000005,1054.3000000000002
134.39999999999998,9.0,41.96,,,514.1,372.99545454545455,589.6,39.9,82.5,134.4,1001.5
198.6,9.128571428571428,30.14,,,793.9,390.6,417.5,21.5,73.4,233.5,1159.7
52.5,9.257142857142856,18.32,,,493.0,340.2714285714286,640.5,36.39999999999999,85.3,53.3,960.5
167.6,9.385714285714286,6.5,,,496.5,289.9428571428572,491.4,31.05,52.1,123.8,1223.4
105.5,9.514285714285714,198.0,,,511.0,239.61428571428573,443.1,25.7,43.3,381.9,884.6
68.39999999999999,9.642857142857142,291.5,,,467.5,189.2857142857143,469.8,20.35,66.10000000000001,489.1,1180.0
141.0,9.77142857142857,27.8,,,677.3,138.95714285714288,481.7,15.0,37.5,594.8,967.5
69.89999999999999,9.9,30.5,,,766.9,88.62857142857143,553.3,16.175,41.73333333333333,365.6,873.0
125.2,10.028571428571428,33.4,,,508.2000000000001,38.3,696.6999999999999,17.35,45.96666666666667,376.4,1124.0
173.7,10.157142857142857,88.60000000000001,,,435.1,51.42,434.3,18.525,50.2,359.0,1033.9
54.8,10.285714285714285,34.400000000000006,,,482.5,64.53999999999999,637.8,19.700000000000003,51.0,477.7,894.1999999999999
144.0,10.414285714285716,43.9,,,639.8,77.66,676.8,32.800000000000004,56.775000000000006,399.7,875.3
127.7,10.542857142857144,30.65,,,423.8,90.78,533.6,21.69999999999999,62.55,429.1,935.0
150.4,10.67142857142857,17.4,,,775.6999999999999,103.9,545.3,61.9,68.325,584.8000000000001,1051.0
151.20000000000002,10.8,55.7,,,743.9,100.05925925925926,719.9,53.1,74.10000000000001,479.9,1396.8000000000002
171.10000000000002,10.928571428571429,10.7,,,616.8,96.21851851851852,436.6,54.7,62.8,380.3,834.6999999999999
180.2,11.057142857142855,62.39999999999999,,,485.1,92.37777777777778,594.3,52.1,68.3,444.4,942.3
193.8,11.185714285714283,0.0999999999999999,,,662.1,88.53703703703704,625.4,53.3,78.8,708.3,1754.2
221.6,11.314285714285711,2.1000000000000005,,,441.9,84.6962962962963,799.5,76.10000000000001,96.2,497.1,943.1
157.2,11.442857142857145,15.1,,,731.9,80.85555555555555,856.5,53.5,49.4,496.2,1355.3000000000002
154.5,11.571428571428571,28.1,,,557.0,77.01481481481483,467.0,55.900000000000006,45.1,439.0,999.0
428.8,11.7,41.1,,,586.5,73.17407407407407,887.6999999999999,53.4,50.4,483.5,1150.4
130.9,19.55,81.60000000000001,,,412.4,69.33333333333334,485.7,53.4,92.5,505.8,864.9
92.8,27.4,3.9,,,432.3,65.49259259259259,469.9,75.1,87.89999999999999,547.0,1361.3000000000002
163.4,77.4,16.65,,,603.5,61.65185185185185,373.0,53.6,70.3,373.8,1064.0
89.2,127.4,29.4,,,374.7,57.81111111111112,539.1,83.0,59.4,545.9,1554.6
104.9,125.38125,35.325,,,1218.8000000000002,53.970370370370375,372.6,87.0,82.7,536.4,1297.7
87.4,123.3625,41.25,,,434.3,50.12962962962963,378.2,211.2,60.400000000000006,455.5,1302.5
102.3,121.34375,47.175,,,649.6,46.28888888888889,497.1,203.9,174.2,405.0,1465.2
164.60000000000002,119.325,53.1,,,1001.4,42.44814814814815,564.5999999999999,53.6,122.7,462.2,1238.7
79.30000000000001,117.30625,7.800000000000001,,,460.4,38.60740740740741,370.8,53.5,71.19999999999999,478.7,1147.7
138.39999999999998,115.2875,40.7,,,,34.766666666666666,972.2,55.9,91.4,526.3,1320.7
89.60000000000001,113.26875,34.099999999999994,,,,30.925925925925924,772.8,122.2,79.9,550.3,964.6
161.79999999999998,111.25,53.85,,,,27.085185185185185,815.3,92.1,72.0,396.8,1584.0
309.4,109.23125,73.6,,,,23.24444444444444,658.1,92.1,72.10000000000001,584.1,904.1
86.3,107.2125,2.700000000000003,,,,19.40370370370369,653.1999999999999,137.4,136.10000000000002,423.1,1463.2
97.8,105.19375,50.10000000000001,,,,15.562962962962956,869.6999999999999,93.3,82.9,881.5,1409.2
76.5,103.175,52.05000000000001,,,,11.722222222222229,599.1,53.400000000000006,80.10000000000001,652.0,1272.9
83.4,101.15625,54.00000000000001,,,,7.881481481481487,640.6,93.4,82.4,525.1,1027.9
68.9,99.1375,55.95,,,,4.040740740740745,736.1,53.2,140.8,525.6999999999999,1143.3000000000002
126.8,97.11875,57.900000000000006,,,,0.2000000000000001,647.6,53.3,137.0,548.1999999999999,825.4
173.3,95.1,48.28333333333334,,,,64.43333333333334,756.5,67.1,142.8,624.4,1043.4
82.39999999999999,95.0,38.66666666666667,,,,128.66666666666666,662.9,55.3,139.20000000000002,854.0,886.1
109.6,87.5,29.050000000000004,,,,192.9,791.1999999999999,393.2,140.9,776.4,1015.4
123.3,80.0,19.433333333333337,,,,235.8,853.6,633.1,144.7,588.6999999999999,734.4
94.9,72.5,9.81666666666667,,,,218.4,895.1999999999999,54.8,141.0,423.1,914.7
118.6,65.0,0.2000000000000028,,,,109.6,872.1999999999999,54.8,146.9,652.6999999999999,1333.7
97.6,57.5,74.0,,,,47.2,923.8,59.7,144.5,907.2,1075.7
143.3,50.0,70.54,,,,255.3,887.9,54.89999999999999,292.1,752.3,1060.6
308.8,42.5,67.08,,,,36.5,765.5,54.99999999999999,84.60000000000001,741.3,1221.5
136.2,35.0,63.620000000000005,,,,319.9,797.1999999999999,89.0,147.9,432.1,1026.9
95.0,27.5,60.16,,,,224.2,893.6,107.0,142.2,527.4,889.1
79.8,20.0,56.7,,,,287.4,888.6999999999999,84.89999999999999,82.0,494.6,811.4
171.1,12.5,53.24,,,,369.4,988.0,54.99999999999999,90.2,507.9,866.5
249.9,29.85,49.78,,,,357.4,893.4,54.8,139.70000000000002,478.8,884.9
185.0,47.2,46.32,,,,384.7,895.9,92.3,144.5,603.9,900.5
103.9,21.2,42.86,,,,324.79999999999995,816.3,243.00000000000003,147.5,513.0,701.9
146.4,94.5,39.4,,,,302.9,709.8,54.8,144.5,622.6,1003.3
108.5,56.89999999999999,30.05,,,,0.3000000000000007,767.8,32.2,147.3,616.6999999999999,840.6
110.3,61.7,20.700000000000003,,,,76.0,863.4,24.4,139.8,611.3,776.0
87.5,66.5,19.700000000000003,,,,94.1,940.6,35.3,141.2,447.7,738.6
349.5,71.3,18.700000000000003,,,,427.1,865.0,37.1,147.4,863.9,858.1
412.8,49.3,48.5,,,,702.1,883.8,38.60000000000001,145.7,736.8,1009.1
207.2,22.3,25.1,,,,78.5,886.6999999999999,37.2,147.6,,719.6999999999999
360.5,27.5,44.6,,,,163.8,893.6999999999999,46.1,149.29999999999998,,781.0
119.6,32.7,20.6,,,,86.0,615.9,60.400000000000006,145.5,,972.6
114.8,54.0,37.9,,,,370.1,732.5,35.50000000000001,204.4,,919.3
373.8,73.6,2.099999999999998,,,,260.29999999999995,915.6,58.9,87.4,,1210.5
438.6,71.0,24.5,,,,367.1,929.8,62.1,79.8,,1006.3
89.80000000000001,19.5,34.300000000000004,,,,509.1,1028.7,56.6,421.8,,789.9
80.10000000000001,48.3,23.0,,,,324.5,633.1,64.80000000000001,74.5,,1406.3000000000002
175.5,19.7,62.8,,,,180.1,839.5,56.5,66.3,,1144.4
207.9,32.7,44.16666666666667,,,,70.10000000000001,874.8,70.8,424.0,,1530.1
