RMS_Root_standard_squared,RMS_Root_standard_squared.1,RMS_Root_standard_squared.2,RMS_Root_standard_squared.3,RMS_Root_standard_squared.4,RMS_Root_standard_squared.5,RMS_Root_standard_squared.6,RMS_Root_standard_squared.7,RMS_Root_standard_squared.8,RMS_Root_standard_squared.9,RMS_Root_standard_squared.10,RMS_Root_standard_squared
1505.8613448787376,937.2043587179908,1000.2042341442072,535.3816209023242,517.7420496733871,474.9435755960912,607.4899505341632,894.314077939065,486.3478796088249,284.6259123832544,323.86520344118475,783.130461672894
1164.0160995450192,112.39163669953383,533.2163134235177,122.94506903491494,25.44936148511393,53.59729470784883,112.80429956344749,211.6863954060345,73.51850107285921,35.26372073392143,100.05353566966038,268.8244222536338
1739.3846296894774,39.69143484430866,66.228392702828,202.0983918788074,23.062523712724936,41.59577545366053,74.01540380218161,341.4194780618118,26.3531781764553,36.96008681746487,34.521008096520006,245.94599000593607
2599.495979993045,40.49126954095679,50.81031174434699,42.18980919606061,28.803124830476296,29.594256199472223,42.10403781111735,660.3923833600747,30.001499962501875,38.65645290100832,25.18293072698252,886.6464064101315
3396.591456151299,41.29110423760493,35.39223078586598,35.52309108171754,21.15325034125961,36.90917232906959,48.25821685418105,689.1178563932298,32.244999612342994,40.35281898455175,30.13469760923444,997.573967182384
4130.235683347864,42.09093893425306,50.21175161254585,36.05787015340756,25.224416866388427,44.22408845866696,54.41239589724476,256.28140783131346,25.852079220055007,20.640494180130474,35.85586727034729,1969.9003096603644
3350.427615991726,42.8907736309012,50.18274920448913,60.27984737870526,29.295583391517248,26.12661478263114,60.566574940308456,189.1263598761421,39.71624352830968,20.453597242335285,41.577036931460135,2409.172405619822
3066.4094622212474,43.69060832754933,50.15374679643241,53.18072959258833,33.366749916646064,94.81909090473287,25.079274311670183,151.96157409029428,47.55762536981536,20.26670030454009,25.76140524117425,2557.985189558376
3052.3262571356945,44.49044302419746,50.12474438837569,69.98335516392451,29.87475471936396,91.82376051916684,30.33163543205625,91.46234197744994,55.39900721132104,20.07980336674491,785.2997198522357,2778.307142847961
3298.554266644707,45.2902777208456,43.27089090832311,56.66374502272154,26.38275952208184,88.8284301336008,35.58399655244232,109.4058499350012,120.55086331568307,19.89290642894972,1018.636520060026,3258.726091588552
907.9491891069677,46.09011241749372,48.19434226860022,125.19456857228272,43.94473802402285,921.2860033670324,40.83635767282839,492.5301310579892,185.7027194200451,19.70600949115453,1024.124792200638,3032.375943051916
2093.310316221654,46.889947114141854,53.11779362887732,109.58248035155984,52.524946454042194,715.283859736818,46.08871879321446,626.0615464952307,51.42878571383929,19.519112553359346,711.9173547540472,3567.405118570079
953.5526886334072,47.68978181078999,55.50909835333304,67.66284061432833,63.43216849517285,475.622497365295,91.2762291070353,553.485880578719,60.2729624292684,19.332215615564152,620.1911157054735,3610.3230672614327
669.5024421165318,48.48961650743812,34.801867765969114,464.7731382083091,77.20893730650617,334.8678246711678,85.23125764782012,635.6757506779695,132.20544618131282,19.14531867776896,837.8064096197879,3563.6258810374584
634.8696874162445,49.289451204086255,48.50226798820855,333.4343053479716,61.53597973462247,713.2625603520768,79.18628618860491,528.6256804204654,61.298776496762144,18.95842173997377,862.9779661150104,2777.791021657317
1245.5167521956498,48.76464187429432,51.15891652404092,202.0954724876339,45.86302216273876,415.6428680211388,73.14131472938972,644.2663967645682,48.51298795168156,18.771524802178583,874.1240644210637,3485.0499623391343
1431.891486810366,48.23983254450238,53.815565059873286,131.03625452522672,30.19006459085505,118.0231756902008,67.09634327017453,522.4777985713843,74.11539488631011,18.5846278643834,812.9861437933613,3282.067514540187
797.1130848254845,47.71502321471044,56.47221359570565,145.3615836457487,39.0989116143252,113.96753923815324,61.05137181095933,606.8902124766884,99.71780182093867,18.397730926588206,875.5628304125296,3389.835139059125
1247.125895810042,47.190213884918506,59.12886213153802,139.6480226152552,48.00775863779535,107.13120225525452,55.40047233672365,661.3757026078295,76.57473473672631,18.21083398879302,667.0872581604299,3443.297802978999
1009.2863419268092,46.66540455512656,61.78551066737039,133.9344615847617,56.9166056612655,100.2948652723558,49.74957286248797,594.0748858519437,99.2198064904382,18.02393705099783,248.67285738495863,3654.982347426592
