Duration_Central_moment_6th_order,Duration_Central_moment_6th_order.1,Duration_Central_moment_6th_order.2,Duration_Central_moment_6th_order.3,Duration_Central_moment_6th_order.4,Duration_Central_moment_6th_order.5,Duration_Central_moment_6th_order.6,Duration_Central_moment_6th_order.7,Duration_Central_moment_6th_order.8,Duration_Central_moment_6th_order.9,Duration_Central_moment_6th_order.10,Duration_Central_moment_6th_order
6.136780706601264e+18,5.358747058883812e+16,5.826648838999852e+18,2.0361076292829312e+18,1.880275824822e+18,5.451078759009016e+17,2.602411274007908e+22,2.472821427064843e+18,6010144085724365.0,3230457948577728.5,1737280349688572.2,2.647843450186752e+21
601120247917149.1,402508794936238.0,2.9133528909672453e+18,3060534971464072.5,11230338902129.14,7209016826765269.0,523191964278957.9,2135992890483892.8,2888390798659.304,1495627019592.4016,2675193093305778.5,1400782833200514.2
486890502108011.4,276211151450.3911,56942934638534.42,2.1768468380972093e+17,48095468356445.89,1.2187156665650675e+17,48502412323828.96,144766142133830.94,245531073663.9537,1414035009658.935,4117202559506.091,46663492399830.05
5435919011760487.0,263381926205.71,31392154868814.33,5091270433342.343,86188351243261.58,2.365341164862483e+17,3322770507005987.5,2.2353901707008845e+17,784601720671.0104,1332442999725.4685,3712516736.3784246,1.0850321720346988e+16
327648050684765.06,250552700961.0289,5841375099094.242,1503098032223224.8,93122358897753.4,1.1837064091230248e+17,2219006454337811.5,14105305504765.783,72520308034264.6,1250850989792.002,39671359416.30376,1104991773884914.8
227192649952306.62,237723475716.3477,208446109.29215297,161776266970.04385,3523678223634015.0,207165338356684.2,1115242401669635.2,2378493635282.3,210250268732211.0,109269530626446.0,5.563409864028854e+17,1178887743662327.0
184497301490956.4,224894250471.6667,30914444406766.875,2653111343145364.5,6954234088370276.0,30749609.02428903,11478349001459.0,107207392012.41402,12411097061763.88,102013472826878.1,1.1126819331344113e+18,288207673917655.8
507355145617061.44,212065025226.9856,61828680367424.45,187934459548198.75,1.0384789953106538e+16,6403898549072897.0,15718984687.73449,532108462765319.4,23991428776502.367,94757415027310.2,18755369.57800898,197947435927451.38
184430933937370.47,199235799982.30447,92742916328082.05,5779562897300158.0,5192412581023093.0,3217768840348149.0,54278237028332.73,5411026491976.076,35571760491240.86,87501357227742.28,15884104002565.662,109051240025033.31
177428642909999.12,186406574737.6233,14710.627334390549,2969246350548631.5,35208939648.95532,31639131623401.76,108540755071977.72,4505377256589.743,2.376341484821782e+16,80245299428174.38,10948850534253.549,220236402360904.62
109589280122248.12,173577349492.94226,1269530747394.3674,4.495290975566643e+16,1768909238.4380376,3568452861843869.0,162803273115622.72,2474558762672.214,4.74912579359444e+16,72989241628606.47,30283010172999.5,274852218566475.7
229168411096810.16,160748124248.26117,2539061480078.1074,350707731495862.0,487925060233980.8,17189924005230.234,217065791159267.7,8358176770195.694,1067786763030.8696,65733183829038.56,17947737140156.375,631184648628745.0
59187980288627.38,147918899003.58005,23675111.701087754,598841333526.4247,4486897.93996856,5171626460437658.0,2.5769738610366832e+17,1251297003856.3652,84942784437714.73,58477126029470.65,16874695993778.217,555284815517162.4
10074209515919.06,135089673758.89893,1092438284.83373,4518088646269392.0,2823171983.3477845,445954044610162.5,2.061794024083856e+17,7240229422032.785,508213104732207.2,51221068229902.74,14798655810184.01,619623176396612.9
5915523921101.537,122260448514.21782,2075651163230.9648,3364613188876780.0,1885547316.1805053,3214080765085.886,1.5466141871310275e+17,1640897334261.205,93439475564198.38,43965010430334.84,7187466459943.874,294127490801965.7
7099108770712.157,120999337133.33044,1806874647224.8347,2211137731484167.5,947922649.0132264,114310195838886.31,1.0314343501781997e+17,18171151182365.145,17307912189900.596,36708952630766.92,173161970789044.44,1594490556917628.8
