Amplitude_Median,Amplitude_Median.1,Amplitude_Median.2,Amplitude_Median.3,Amplitude_Median.4,Amplitude_Median.5,Amplitude_Median.6,Amplitude_Median.7,Amplitude_Median.8,Amplitude_Median.9,Amplitude_Median.10,Amplitude_Median
73.3,69.2,72.0,,,,79.4875,89.2,76.8,80.0,,76.6
72.9,68.3,72.9,,,,80.5,89.0,77.4,80.3,,76.1
73.7,64.45,83.2,,,,81.5125,89.6,77.9,80.5,,78.2
72.9,74.65,75.85,,,,82.525,89.9,77.6,80.7,,79.0
72.6,71.67500000000001,75.7,,,,83.5375,90.1,77.6,80.3,,80.8
72.3,68.7,,,,,84.55,90.2,78.1,80.7,,81.0
72.9,66.0,,,,,85.5625,90.0,76.9,80.9,,81.2
72.9,72.05,,,,,86.57499999999999,90.0,76.4,81.0,,81.3
71.7,63.7,,,,,87.58749999999999,90.3,76.9,80.0,,82.2
69.7,61.4,,,,,88.6,90.4,76.8,80.2,,81.5
70.2,61.5,,,,,87.3625,90.5,76.4,80.3,,81.6
70.0,67.7,,,,,86.125,90.7,85.8,80.5,,81.6
69.6,72.1,,,,,84.8875,90.8,76.6,80.7,,81.8
69.8,66.7,,,,,83.65,91.0,76.3,80.9,,81.8
70.0,64.1,,,,,82.4125,90.7,76.1,81.1,,81.5
70.1,64.5,,,,,81.175,91.0,76.2,81.4,,80.85
70.2,70.45,,,,,79.9375,91.1,76.5,81.3,,80.5
70.6,70.3,,,,,78.7,91.0,77.1,81.3,,80.1
70.5,68.25,,,,,78.5,91.2,86.1,81.5,,81.2
70.8,63.8,,,,,78.5,91.2,76.8,81.6,,81.1
70.9,68.6,,,,,70.4,91.4,76.6,81.8,,81.3
71.3,66.6,,,,,77.25,91.4,76.7,82.1,,81.7
71.7,65.3,,,,,84.1,91.5,76.8,82.0,,81.0
74.6,63.2,,,,,77.44999999999999,91.3,76.7,81.7,,81.8
71.7,63.8,,,,,70.8,91.4,76.3,81.5,,81.0
71.8,70.3,,,,,77.35,91.4,76.9,81.8,,81.3
72.3,71.0,,,,,79.5,91.5,87.6,81.8,,82.4
72.8,71.4,,,,,78.23333333333333,91.2,76.8,81.8,,82.1
73.0,,,,,,76.96666666666667,91.4,77.4,81.9,,80.8
73.4,,,,,,75.7,91.5,76.8,82.0,,81.1
72.6,,,,,,75.85,91.4,76.45,82.1,,82.0
74.4,,,,,,76.8,90.2,88.5,82.5,,83.1
73.2,,,,,,77.1,90.35,88.05,82.7,,84.1
71.8,,,,,,76.0,89.4,88.0,82.8,,83.8
71.4,,,,,,79.9,89.3,88.0,82.8,,83.8
72.7,,,,,,76.55,90.3,76.0,82.8,,84.5
73.8,,,,,,75.5,90.0,76.0,82.1,,84.45
73.5,,,,,,76.25,90.3,76.2,81.7,,84.4
73.8,,,,,,84.1,90.5,75.9,81.8,,84.2
73.5,,,,,,83.7,90.2,76.3,82.3,,85.0
73.1,,,,,,82.7,90.8,75.5,82.2,,85.4
74.9,,,,,,82.8,90.7,75.5,82.4,,86.2
74.7,,,,,,73.95,90.2,75.7,82.7,,86.3
,,,,,,74.94999999999999,90.4,75.6,88.6,,85.8
,,,,,,76.0,90.0,75.5,75.9,,86.0
,,,,,,84.15,90.4,75.5,87.9,,85.3
,,,,,,79.325,90.1,75.8,74.8,,85.9
,,,,,,74.5,90.7,76.0,75.1,,85.4
,,,,,,83.5,91.0,76.2,75.25,,85.1
,,,,,,83.5,90.7,76.7,81.8,,84.1
,,,,,,83.3,90.9,77.7,82.0,,83.5
,,,,,,83.6,90.9,77.1,81.9,,83.6
,,,,,,82.8,90.7,76.1,82.1,,83.9
,,,,,,80.8,90.2,75.9,82.2,,83.9
,,,,,,79.43333333333334,90.6,76.3,82.7,,83.1
,,,,,,78.06666666666666,90.7,76.1,82.5,,82.5
,,,,,,76.7,90.3,76.2,82.7,,82.5
,,,,,,79.19999999999999,90.3,71.3,82.7,,82.5
,,,,,,77.3,90.5,77.6,82.9,,82.1
,,,,,,75.4,90.3,77.8,83.3,,82.4
,,,,,,77.1,90.6,77.5,83.3,,82.7
,,,,,,78.8,90.85,77.1,83.8,,82.8
,,,,,,97.0,91.4,76.15,83.6,,82.7
,,,,,,95.5,91.8,76.3,83.7,,82.8
,,,,,,90.6,91.2,77.3,83.55,,82.0
,,,,,,85.7,90.8,77.0,83.8,,83.7
,,,,,,80.80000000000001,91.0,87.4,83.7,,84.5
,,,,,,75.9,90.4,76.7,83.9,,83.0
,,,,,,77.3,90.2,76.5,83.8,,87.9
,,,,,,75.80000000000001,90.8,76.7,83.6,,87.9
,,,,,,75.8,90.5,76.5,83.7,,87.7
,,,,,,76.3,91.2,76.6,83.7,,88.3
,,,,,,77.7,91.4,76.3,83.3,,88.1
,,,,,,77.0,91.5,77.0,83.6,,87.6
,,,,,,77.8,91.3,77.3,83.5,,87.7
,,,,,,77.2,91.3,87.7,83.7,,87.0
,,,,,,77.4,91.7,88.2,83.5,,87.3
,,,,,,76.6,91.4,77.5,83.5,,86.2
,,,,,,76.2,92.2,87.8,83.8,,88.0
,,,,,,76.7,92.7,87.8,83.8,,88.0
,,,,,,76.4,93.4,77.5,83.3,,
,,,,,,75.6,93.3,76.9,83.2,,
,,,,,,74.9,92.9,77.5,83.1,,
,,,,,,75.3,93.05,81.0,83.0,,
,,,,,,75.1,93.0,77.55,83.0,,
,,,,,,74.8,93.4,76.7,83.0,,
,,,,,,74.9,93.1,76.8,83.2,,
,,,,,,75.8,92.6,76.5,82.7,,
,,,,,,75.5,92.7,76.8,83.1,,
,,,,,,75.9,92.8,76.7,82.7,,
,,,,,,75.1,92.55,77.2,81.9,,
,,,,,,75.4,92.0,77.3,81.75,,
,,,,,,75.2,92.2,77.4,82.5,,
,,,,,,75.4,90.8,77.3,82.3,,
,,,,,,75.4,89.8,77.2,83.1,,
,,,,,,75.6,92.1,77.45,83.0,,
,,,,,,75.8,90.1,77.9,81.9,,
,,,,,,76.1,90.8,78.0,82.5,,
,,,,,,76.1,91.2,77.9,83.4,,
,,,,,,76.2,90.35,77.1,83.6,,
,,,,,,76.1,90.8,77.0,83.8,,
,,,,,,76.3,90.6,77.0,84.0,,
,,,,,,76.2,90.3,77.0,83.5,,
,,,,,,76.7,90.1,77.0,84.2,,
,,,,,,76.9,90.1,77.0,84.1,,
,,,,,,76.8,90.3,77.3,84.4,,
,,,,,,76.8,89.8,77.2,84.4,,
,,,,,,76.7,90.6,77.3,84.6,,
,,,,,,76.4,90.6,77.5,84.7,,
,,,,,,76.7,91.0,77.5,84.7,,
,,,,,,76.7,91.2,77.9,84.2,,
,,,,,,77.0,92.0,77.6,84.7,,
,,,,,,77.5,92.5,77.5,84.5,,
,,,,,,77.5,92.7,77.6,84.6,,
,,,,,,77.6,92.6,78.0,84.2,,
,,,,,,76.9,92.5,78.0,84.1,,
,,,,,,76.8,92.8,78.1,84.4,,
,,,,,,76.8,92.8,78.2,84.5,,
,,,,,,77.2,92.9,78.0,84.7,,
,,,,,,77.7,92.8,78.0,84.5,,
,,,,,,77.8,92.3,77.9,84.8,,
,,,,,,76.5,92.0,77.5,84.7,,
,,,,,,73.0,92.6,77.4,84.9,,
,,,,,,74.55,90.4,77.3,84.6,,
,,,,,,78.75,88.8,77.3,84.8,,
,,,,,,78.7,88.9,77.8,84.8,,
,,,,,,76.9,88.1,77.6,84.5,,
,,,,,,75.1,89.0,77.4,84.7,,
,,,,,,73.9,89.45,77.5,84.6,,
,,,,,,80.2,88.3,77.4,84.7,,
,,,,,,92.85,88.7,77.3,84.8,,
,,,,,,80.0,88.5,77.0,84.6,,
,,,,,,76.6,88.2,76.9,84.6,,
,,,,,,71.4,88.9,76.9,84.8,,
,,,,,,73.3,88.3,76.8,84.6,,
,,,,,,72.0,88.2,76.8,83.4,,
,,,,,,80.2,88.2,76.8,84.3,,
,,,,,,74.2,88.0,76.4,76.1,,
,,,,,,75.7,87.7,76.45,77.3,,
,,,,,,72.0,88.55,76.2,77.5,,
,,,,,,71.1,87.9,76.3,77.6,,
,,,,,,70.85,88.4,76.4,78.4,,
,,,,,,65.1,88.4,75.9,77.9,,
,,,,,,60.7,88.4,76.2,78.3,,
,,,,,,61.4,89.1,76.0,78.2,,
,,,,,,61.5,88.2,76.1,78.5,,
,,,,,,61.6,88.5,76.1,76.6,,
,,,,,,61.7,88.8,76.3,78.1,,
,,,,,,62.2,89.4,75.9,79.3,,
,,,,,,62.3,88.4,75.6,79.5,,
,,,,,,77.0,89.1,75.6,79.9,,
,,,,,,80.8,88.4,73.1,79.6,,
,,,,,,81.0,90.3,72.8,79.4,,
,,,,,,81.6,89.4,72.6,80.3,,
,,,,,,81.2,89.8,76.1,80.2,,
,,,,,,80.9,89.8,76.0,84.5,,
,,,,,,81.1,90.2,75.5,83.0,,
,,,,,,80.9,90.0,75.3,82.5,,
,,,,,,81.4,90.1,75.8,81.2,,
,,,,,,81.3,90.5,75.9,79.9,,
,,,,,,81.6,89.3,75.9,80.4,,
,,,,,,82.1,89.9,75.9,81.1,,
,,,,,,81.9,89.7,76.1,80.2,,
,,,,,,82.0,89.4,76.1,80.5,,
,,,,,,82.2,89.3,76.2,80.7,,
,,,,,,82.4,88.9,76.4,80.9,,
,,,,,,82.5,87.7,76.5,80.7,,
,,,,,,78.45,87.4,76.4,80.8,,
,,,,,,87.7,87.5,82.2,80.8,,
,,,,,,88.1,87.7,76.3,80.8,,
,,,,,,88.3,88.1,75.8,81.0,,
,,,,,,86.9,88.0,75.4,81.0,,
,,,,,,86.7,88.7,74.9,81.2,,
,,,,,,84.5,89.4,74.7,81.5,,
,,,,,,83.9,90.2,81.5,81.4,,
,,,,,,84.4,90.0,83.0,81.9,,
,,,,,,84.4,90.4,83.2,81.7,,
,,,,,,83.5,90.75,83.5,81.7,,
,,,,,,84.0,90.0,83.8,81.6,,
,,,,,,85.3,89.6,84.0,81.8,,
,,,,,,84.7,90.4,83.3,82.2,,
,,,,,,85.0,89.75,82.2,82.3,,
,,,,,,85.8,89.9,81.7,82.1,,
,,,,,,85.4,90.0,74.55,82.1,,
,,,,,,85.5,89.7,67.35,85.2,,
,,,,,,85.5,90.9,73.3,83.8,,
,,,,,,85.1,90.0,75.85,82.4,,
,,,,,,85.3,89.1,76.1,82.5,,
,,,,,,75.5,89.3,74.0,82.9,,
,,,,,,86.3,89.0,83.0,82.7,,
,,,,,,86.6,89.1,85.7,82.7,,
,,,,,,85.9,89.2,,82.6,,
,,,,,,86.1,89.5,,81.5,,
,,,,,,85.9,89.5,,81.8,,
,,,,,,86.8,89.1,,82.9,,
,,,,,,85.8,89.3,,82.7,,
,,,,,,86.1,89.9,,85.3,,
,,,,,,89.2,89.5,,83.2,,
,,,,,,65.4,90.0,,84.1,,
,,,,,,86.1,90.3,,84.5,,
,,,,,,85.4,90.1,,84.3,,
,,,,,,84.6,89.3,,82.5,,
,,,,,,84.8,89.3,,82.4,,
,,,,,,84.3,89.65,,82.3,,
,,,,,,85.1,88.8,,82.8,,
,,,,,,85.4,88.7,,82.5,,
,,,,,,77.4,89.4,,82.1,,
,,,,,,84.6,89.8,,81.4,,
,,,,,,83.6,89.8,,82.0,,
,,,,,,82.7,88.2,,82.4,,
,,,,,,82.9,89.3,,82.8,,
,,,,,,82.3,88.9,,82.8,,
,,,,,,83.8,88.6,,82.6,,
,,,,,,84.0,88.7,,82.4,,
,,,,,,85.0,89.1,,82.6,,
,,,,,,84.4,89.3,,82.2,,
,,,,,,86.6,89.25,,82.4,,
,,,,,,84.8,89.6,,82.0,,
,,,,,,83.9,90.2,,82.3,,
,,,,,,83.4,90.2,,82.1,,
,,,,,,84.8,90.65,,82.6,,
,,,,,,83.3,90.2,,82.6,,
,,,,,,83.7,89.5,,82.9,,
,,,,,,82.9,89.7,,84.1,,
,,,,,,83.6,90.1,,83.0,,
,,,,,,84.4,89.7,,82.8,,
,,,,,,84.2,89.1,,82.5,,
,,,,,,88.4,89.8,,83.1,,
,,,,,,89.3,89.8,,82.9,,
,,,,,,89.0,89.6,,85.2,,
,,,,,,86.3,88.7,,83.2,,
,,,,,,87.2,90.2,,82.4,,
,,,,,,86.5,89.8,,81.9,,
,,,,,,86.0,89.7,,82.1,,
,,,,,,84.4,89.9,,82.0,,
,,,,,,83.7,90.1,,81.9,,
,,,,,,81.8,89.9,,82.2,,
,,,,,,82.4,90.0,,82.3,,
,,,,,,83.4,89.2,,82.3,,
,,,,,,85.1,90.6,,82.8,,
,,,,,,85.6,90.0,,82.8,,
,,,,,,85.6,90.05,,83.1,,
,,,,,,84.9,89.7,,83.1,,
,,,,,,84.1,90.45,,82.6,,
,,,,,,84.8,90.2,,82.5,,
,,,,,,84.0,90.3,,82.9,,
,,,,,,81.3,90.5,,82.8,,
,,,,,,81.9,90.8,,83.0,,
,,,,,,83.5,90.6,,83.8,,
,,,,,,85.4,90.6,,84.2,,
,,,,,,82.5,90.6,,83.5,,
,,,,,,83.2,90.5,,83.4,,
,,,,,,84.5,90.7,,83.2,,
,,,,,,85.3,90.9,,83.4,,
,,,,,,82.9,90.9,,82.9,,
,,,,,,81.6,90.9,,82.9,,
,,,,,,80.2,90.2,,82.9,,
,,,,,,79.9,90.4,,82.0,,
,,,,,,82.6,90.5,,81.8,,
,,,,,,83.9,90.3,,81.9,,
,,,,,,85.1,90.5,,82.2,,
,,,,,,85.1,90.4,,82.8,,
,,,,,,82.0,90.6,,82.7,,
,,,,,,85.7,90.2,,82.9,,
,,,,,,84.65,90.2,,80.7,,
,,,,,,80.9,90.3,,79.5,,
,,,,,,81.9,90.4,,76.65,,
,,,,,,81.0,90.3,,75.95,,
,,,,,,80.6,90.6,,76.1,,
,,,,,,81.1,90.5,,73.1,,
,,,,,,80.6,90.7,,68.8,,
,,,,,,81.5,90.7,,68.6,,
,,,,,,80.6,90.7,,70.7,,
,,,,,,80.6,90.9,,71.0,,
,,,,,,80.9,91.0,,71.5,,
,,,,,,81.4,90.8,,68.8,,
,,,,,,82.7,90.9,,68.9,,
,,,,,,82.1,90.8,,69.4,,
,,,,,,83.0,90.9,,70.2,,
,,,,,,83.0,91.2,,79.0,,
,,,,,,84.0,91.1,,79.2,,
,,,,,,83.9,91.1,,79.3,,
,,,,,,84.0,91.1,,74.9,,
,,,,,,83.7,90.7,,79.6,,
,,,,,,83.3,90.5,,75.2,,
,,,,,,83.9,90.6,,75.6,,
,,,,,,84.4,91.0,,76.0,,
,,,,,,84.2,91.1,,76.5,,
,,,,,,84.5,91.2,,76.6,,
,,,,,,83.8,91.0,,77.0,,
,,,,,,85.2,91.3,,77.1,,
,,,,,,84.5,90.6,,77.7,,
,,,,,,84.5,91.2,,77.4,,
,,,,,,84.3,91.0,,77.5,,
,,,,,,84.6,91.6,,78.2,,
,,,,,,86.1,91.9,,78.4,,
,,,,,,85.0,91.4,,78.7,,
,,,,,,85.2,91.4,,78.6,,
,,,,,,85.3,91.7,,79.0,,
,,,,,,85.7,91.1,,79.0,,
,,,,,,84.6,91.6,,78.45,,
,,,,,,82.7,91.2,,76.8,,
,,,,,,86.4,91.8,,77.2,,
,,,,,,89.1,91.5,,77.8,,
,,,,,,88.4,91.6,,78.1,,
,,,,,,86.25,91.7,,78.4,,
,,,,,,84.7,91.7,,78.5,,
,,,,,,85.3,92.3,,78.8,,
,,,,,,79.9,92.1,,79.0,,
,,,,,,79.5,92.1,,79.0,,
,,,,,,80.1,91.7,,78.5,,
,,,,,,81.2,91.9,,78.5,,
,,,,,,81.3,91.7,,78.6,,
,,,,,,85.8,92.0,,78.9,,
,,,,,,86.4,92.2,,79.1,,
,,,,,,86.7,91.7,,79.8,,
,,,,,,85.6,92.0,,79.8,,
,,,,,,83.15,91.9,,80.0,,
,,,,,,84.3,93.5,,80.3,,
,,,,,,83.5,93.6,,80.4,,
,,,,,,80.1,92.6,,80.4,,
,,,,,,80.2,93.4,,81.4,,
,,,,,,80.4,93.4,,81.3,,
,,,,,,80.6,93.2,,81.5,,
,,,,,,79.7,93.8,,81.6,,
,,,,,,79.8,93.6,,81.7,,
,,,,,,80.6,93.6,,81.8,,
,,,,,,78.4,93.0,,81.7,,
,,,,,,76.3,92.85,,82.0,,
,,,,,,75.2,92.1,,82.1,,
,,,,,,77.8,92.5,,82.3,,
,,,,,,76.65,93.5,,82.4,,
,,,,,,76.7,93.5,,82.4,,
,,,,,,76.2,92.9,,82.5,,
,,,,,,76.6,93.25,,82.5,,
,,,,,,76.4,92.7,,82.3,,
,,,,,,76.3,92.4,,82.3,,
,,,,,,75.8,92.3,,79.8,,
,,,,,,77.4,92.4,,79.7,,
,,,,,,76.1,92.5,,79.4,,
,,,,,,76.2,93.1,,79.4,,
,,,,,,76.5,93.25,,79.6,,
,,,,,,76.1,92.4,,80.0,,
,,,,,,77.5,93.1,,80.2,,
,,,,,,76.9,93.3,,80.2,,
,,,,,,83.8,93.1,,80.7,,
,,,,,,79.7,92.9,,81.0,,
,,,,,,78.5,93.25,,81.2,,
,,,,,,77.5,93.2,,81.4,,
,,,,,,76.6,91.7,,81.5,,
,,,,,,76.4,91.7,,81.6,,
,,,,,,76.9,91.8,,81.6,,
,,,,,,76.7,92.4,,81.8,,
,,,,,,84.2,91.7,,82.0,,
,,,,,,82.4,92.1,,82.1,,
,,,,,,77.0,91.5,,82.2,,
,,,,,,76.8,92.5,,82.4,,
,,,,,,77.5,93.25,,82.5,,
,,,,,,77.6,93.5,,82.6,,
,,,,,,81.0,93.5,,82.5,,
,,,,,,70.8,93.5,,82.5,,
,,,,,,78.25,92.0,,82.6,,
,,,,,,80.6,89.1,,82.7,,
,,,,,,77.2,93.7,,82.7,,
,,,,,,84.0,93.5,,82.8,,
,,,,,,76.8,93.5,,82.9,,
,,,,,,79.2,93.4,,82.9,,
,,,,,,84.8,93.8,,83.0,,
,,,,,,92.8,93.2,,82.7,,
,,,,,,89.3,92.7,,82.7,,
,,,,,,84.5,92.8,,82.8,,
,,,,,,84.4,93.0,,82.5,,
,,,,,,85.2,93.6,,82.6,,
,,,,,,87.7,93.7,,82.6,,
,,,,,,87.0,93.8,,82.8,,
,,,,,,84.6,93.3,,82.7,,
,,,,,,83.75,93.7,,82.8,,
,,,,,,85.4,93.7,,82.8,,
,,,,,,86.8,93.0,,82.9,,
,,,,,,84.6,93.6,,83.0,,
,,,,,,85.6,93.9,,83.1,,
,,,,,,86.0,93.7,,83.5,,
,,,,,,85.0,93.8,,83.5,,
,,,,,,83.9,93.6,,83.5,,
,,,,,,84.5,93.4,,83.5,,
,,,,,,82.8,93.7,,83.4,,
,,,,,,83.0,93.7,,83.3,,
,,,,,,83.6,93.8,,83.2,,
,,,,,,84.1,93.9,,83.3,,
,,,,,,80.8,93.9,,83.3,,
,,,,,,81.9,93.9,,83.2,,
,,,,,,85.2,93.9,,83.0,,
,,,,,,81.45,93.9,,83.1,,
,,,,,,83.7,93.6,,83.2,,
,,,,,,86.3,93.4,,83.1,,
,,,,,,86.3,93.7,,83.3,,
,,,,,,86.7,94.0,,83.2,,
,,,,,,86.5,94.0,,83.3,,
,,,,,,86.25,93.9,,83.4,,
,,,,,,86.1,93.8,,83.4,,
,,,,,,76.4,93.7,,83.4,,
,,,,,,76.2,94.0,,83.4,,
,,,,,,75.9,94.0,,83.3,,
,,,,,,75.85,94.2,,83.2,,
,,,,,,77.9,93.8,,83.0,,
,,,,,,79.55000000000001,93.4,,82.8,,
,,,,,,81.9,93.45,,82.5,,
,,,,,,81.1,93.7,,80.7,,
,,,,,,80.1,94.1,,80.8,,
,,,,,,82.5,93.5,,81.5,,
,,,,,,81.8,93.4,,80.6,,
,,,,,,75.95,93.8,,81.1,,
,,,,,,78.0,93.8,,80.5,,
,,,,,,74.7,94.1,,81.8,,
,,,,,,74.3,93.9,,81.8,,
,,,,,,74.7,93.8,,81.7,,
,,,,,,76.25,93.9,,81.8,,
,,,,,,79.8,94.0,,81.7,,
,,,,,,79.6,94.7,,81.7,,
,,,,,,79.8,96.6,,81.5,,
,,,,,,79.6,95.3,,81.5,,
,,,,,,77.6,95.6,,81.7,,
,,,,,,70.5,96.4,,81.8,,
,,,,,,70.4,96.7,,81.8,,
,,,,,,69.7,93.6,,82.4,,
,,,,,,80.1,87.4,,82.0,,
,,,,,,77.75,94.2,,82.1,,
,,,,,,76.5,96.1,,82.9,,
,,,,,,75.9,96.8,,83.4,,
,,,,,,75.4,97.9,,83.4,,
,,,,,,74.9,97.5,,83.0,,
,,,,,,68.55000000000001,96.6,,83.4,,
,,,,,,73.6,96.1,,81.6,,
,,,,,,74.0,95.9,,81.5,,
,,,,,,75.5,97.0,,81.65,,
,,,,,,73.2,96.3,,81.6,,
,,,,,,75.1,93.7,,84.3,,
,,,,,,75.8,94.7,,81.3,,
,,,,,,76.3,94.5,,81.1,,
,,,,,,75.8,95.8,,80.9,,
,,,,,,74.0,94.7,,80.8,,
,,,,,,73.6,96.2,,80.8,,
,,,,,,74.0,97.8,,81.0,,
,,,,,,79.8,96.0,,82.1,,
,,,,,,79.5,95.9,,80.6,,
,,,,,,77.0,97.0,,80.9,,
,,,,,,75.4,96.6,,80.9,,
,,,,,,73.9,94.5,,80.9,,
,,,,,,77.80000000000001,94.0,,81.0,,
,,,,,,79.5,94.5,,81.2,,
,,,,,,76.4,95.3,,81.1,,
,,,,,,78.0,94.7,,83.3,,
,,,,,,77.8,95.3,,84.8,,
,,,,,,74.2,95.8,,84.8,,
,,,,,,75.25,95.9,,84.6,,
,,,,,,75.75,94.8,,84.8,,
,,,,,,77.95,94.4,,84.9,,
,,,,,,76.6,95.1,,84.8,,
,,,,,,78.5,95.3,,84.8,,
,,,,,,89.3,95.4,,84.9,,
,,,,,,90.3,95.4,,84.7,,
,,,,,,90.7,94.3,,82.6,,
,,,,,,63.75,94.8,,81.2,,
,,,,,,73.9,95.7,,84.9,,
,,,,,,74.8,96.0,,85.1,,
,,,,,,73.85,96.8,,83.5,,
,,,,,,75.8,97.8,,81.1,,
,,,,,,74.0,99.1,,81.80000000000001,,
,,,,,,75.55,97.3,,85.2,,
,,,,,,76.0,96.5,,80.8,,
,,,,,,75.15,97.0,,80.9,,
,,,,,,73.3,97.3,,80.5,,
,,,,,,73.6,97.4,,80.4,,
,,,,,,72.55,97.8,,80.3,,
,,,,,,72.8,98.0,,80.5,,
,,,,,,74.65,98.0,,80.4,,
,,,,,,,98.4,,80.2,,
,,,,,,,97.8,,80.0,,
,,,,,,,97.9,,80.8,,
,,,,,,,97.5,,84.3,,
,,,,,,,98.0,,81.1,,
,,,,,,,98.5,,81.0,,
,,,,,,,98.8,,81.4,,
,,,,,,,99.8,,81.0,,
,,,,,,,99.4,,80.4,,
,,,,,,,99.7,,81.3,,
,,,,,,,99.6,,80.0,,
,,,,,,,99.3,,81.9,,
,,,,,,,98.9,,80.9,,
,,,,,,,99.1,,81.9,,
,,,,,,,99.4,,81.3,,
,,,,,,,98.4,,81.4,,
,,,,,,,98.5,,83.2,,
,,,,,,,98.3,,83.5,,
,,,,,,,98.5,,82.15,,
,,,,,,,98.5,,81.8,,
,,,,,,,98.1,,83.5,,
,,,,,,,98.2,,84.6,,
,,,,,,,98.0,,84.35,,
,,,,,,,98.7,,83.6,,
,,,,,,,98.5,,81.3,,
,,,,,,,98.4,,81.1,,
,,,,,,,98.1,,81.6,,
,,,,,,,98.8,,82.05,,
,,,,,,,98.4,,81.2,,
,,,,,,,98.5,,81.5,,
,,,,,,,98.1,,84.6,,
,,,,,,,97.7,,84.1,,
,,,,,,,98.1,,82.4,,
,,,,,,,98.2,,82.7,,
,,,,,,,98.1,,83.5,,
,,,,,,,97.8,,82.0,,
,,,,,,,97.2,,82.6,,
,,,,,,,97.5,,83.6,,
,,,,,,,97.7,,84.6,,
,,,,,,,97.8,,83.7,,
,,,,,,,97.3,,82.0,,
,,,,,,,97.1,,81.1,,
,,,,,,,96.8,,80.4,,
,,,,,,,97.1,,79.9,,
,,,,,,,97.4,,80.6,,
,,,,,,,97.5,,79.7,,
,,,,,,,97.4,,79.8,,
,,,,,,,97.3,,80.3,,
,,,,,,,97.3,,83.9,,
,,,,,,,97.0,,82.2,,
,,,,,,,97.2,,81.9,,
,,,,,,,97.6,,82.5,,
,,,,,,,97.5,,82.1,,
,,,,,,,97.5,,81.2,,
,,,,,,,97.5,,81.0,,
,,,,,,,97.2,,81.1,,
,,,,,,,97.7,,81.6,,
,,,,,,,97.4,,81.5,,
,,,,,,,97.7,,81.1,,
,,,,,,,97.6,,81.2,,
,,,,,,,97.3,,81.6,,
,,,,,,,97.8,,85.5,,
,,,,,,,97.8,,84.1,,
,,,,,,,97.5,,84.3,,
,,,,,,,96.9,,85.4,,
,,,,,,,96.7,,84.6,,
,,,,,,,96.6,,83.8,,
,,,,,,,96.6,,82.6,,
,,,,,,,96.5,,81.7,,
,,,,,,,96.0,,82.25,,
,,,,,,,95.7,,82.6,,
,,,,,,,96.1,,84.1,,
,,,,,,,96.4,,84.9,,
,,,,,,,96.6,,83.0,,
,,,,,,,96.8,,81.9,,
,,,,,,,97.3,,81.25,,
,,,,,,,96.9,,82.4,,
,,,,,,,97.0,,83.9,,
,,,,,,,96.7,,83.75,,
,,,,,,,96.7,,83.85,,
,,,,,,,96.9,,84.4,,
,,,,,,,96.5,,84.1,,
,,,,,,,96.9,,82.1,,
,,,,,,,97.1,,81.9,,
,,,,,,,96.8,,84.3,,
,,,,,,,96.3,,84.8,,
,,,,,,,94.95,,84.9,,
,,,,,,,94.6,,82.95,,
,,,,,,,94.0,,84.0,,
,,,,,,,94.3,,84.7,,
,,,,,,,94.8,,84.9,,
,,,,,,,95.2,,85.1,,
,,,,,,,94.9,,83.1,,
,,,,,,,94.9,,83.6,,
,,,,,,,94.35,,84.2,,
,,,,,,,95.1,,83.8,,
,,,,,,,94.1,,84.0,,
,,,,,,,94.9,,81.8,,
,,,,,,,93.6,,84.4,,
,,,,,,,93.8,,84.7,,
,,,,,,,94.0,,84.8,,
,,,,,,,94.2,,84.3,,
,,,,,,,95.2,,82.0,,
,,,,,,,95.1,,81.6,,
,,,,,,,94.6,,85.1,,
,,,,,,,93.5,,85.3,,
,,,,,,,94.1,,85.8,,
,,,,,,,93.9,,84.9,,
,,,,,,,94.0,,85.9,,
,,,,,,,93.8,,85.2,,
,,,,,,,93.7,,85.4,,
,,,,,,,93.6,,85.2,,
,,,,,,,93.6,,85.6,,
,,,,,,,93.4,,85.6,,
,,,,,,,93.9,,85.8,,
,,,,,,,93.7,,85.9,,
,,,,,,,93.8,,85.0,,
,,,,,,,94.2,,83.4,,
,,,,,,,95.2,,83.7,,
,,,,,,,94.9,,83.5,,
,,,,,,,94.3,,83.8,,
,,,,,,,95.0,,83.9,,
,,,,,,,93.8,,84.0,,
,,,,,,,95.1,,85.4,,
,,,,,,,93.55,,85.7,,
,,,,,,,95.3,,85.5,,
,,,,,,,95.4,,84.4,,
,,,,,,,94.7,,81.2,,
,,,,,,,95.3,,81.5,,
,,,,,,,95.4,,81.2,,
,,,,,,,94.6,,81.1,,
,,,,,,,95.1,,81.1,,
,,,,,,,95.2,,84.1,,
,,,,,,,95.3,,84.0,,
,,,,,,,94.7,,83.1,,
,,,,,,,94.2,,83.5,,
,,,,,,,93.7,,83.4,,
,,,,,,,93.5,,84.6,,
,,,,,,,94.0,,83.9,,
,,,,,,,94.0,,81.5,,
,,,,,,,94.5,,84.3,,
,,,,,,,93.2,,83.4,,
,,,,,,,93.4,,82.1,,
,,,,,,,93.4,,83.1,,
,,,,,,,93.4,,83.8,,
,,,,,,,94.2,,83.9,,
,,,,,,,92.5,,84.0,,
,,,,,,,93.2,,84.2,,
,,,,,,,92.9,,84.8,,
,,,,,,,92.4,,84.2,,
,,,,,,,91.0,,85.4,,
,,,,,,,90.4,,86.2,,
,,,,,,,93.3,,86.2,,
