Rise-Time_Root_standard_squared,Rise-Time_Root_standard_squared.1,Rise-Time_Root_standard_squared.2,Rise-Time_Root_standard_squared.3,Rise-Time_Root_standard_squared.4,Rise-Time_Root_standard_squared.5,Rise-Time_Root_standard_squared.6,Rise-Time_Root_standard_squared.7,Rise-Time_Root_standard_squared.8,Rise-Time_Root_standard_squared.9,Rise-Time_Root_standard_squared.10,Rise-Time_Root_standard_squared
2372.3547647854016,1128.354948586658,3028.399242173991,1361.0483422715008,898.7754780811501,1362.4596911468611,3510.472963861137,1323.755071756101,777.2591395409898,1037.608654551416,396.2532018798082,8860.770755414002
721.3763858070209,148.57577191453524,1567.7808444772838,326.5364145083975,122.73398062476424,131.49273744203518,241.4085126916613,797.4212374899479,188.4460665548634,70.55310056971274,221.47823820863303,582.5469594805211
1305.2648773333326,81.35434837794475,107.162446780577,472.7006981166836,80.05610532620231,93.84147505646328,103.8755024055239,485.9112573299779,106.2375169137532,78.10687711759273,60.2050662320041,321.58109397164503
2314.1035910261235,80.32533864667104,91.58980794693832,152.18321195191012,126.27972917297534,56.19021267089136,85.92677114846106,953.8935317948224,73.00479436311015,85.66065366547271,174.9677970370548,1598.7472501931006
2895.7484939131023,79.29632891539734,76.01716911329966,118.11866914251954,85.29929659733426,65.49630952464803,87.93050350487619,692.6503230346464,149.3246463247109,93.2144302133527,81.17203952100748,1476.0043258744197
4164.133677008941,78.26731918412365,68.26485186389846,109.83469397235102,215.4083372402685,74.8024063784047,89.93423586129131,184.7905571180519,94.0670505543785,208.7589279527944,570.8949910215979,3938.5743321664
3236.0863091085816,77.23830945284995,126.0062089564038,179.7142732228022,345.5173778832028,47.82677074609993,91.93796821770644,138.0500996015577,157.9980379625013,201.3302851856448,1060.6179425221883,4077.5096431523007
2865.576146257503,76.20929972157624,183.7475660489092,114.56565803066816,475.626418526137,202.1612227901286,65.98257345693634,169.50702050357677,102.54986822283853,193.9016424184952,119.30603505271642,4500.310040430548
2818.8624904382973,75.18028999030255,241.4889231414145,194.1856843333205,287.2348644356748,188.4012847777175,69.99919776353768,113.8464316524677,47.10169848317575,186.4729996513456,747.8160268408267,5144.125718720335
3445.4380461706173,74.15128025902885,47.46503976612682,149.40950438308803,98.84331034521254,174.64134676530642,74.01582207013902,54.12042128439135,154.97134802317066,179.04435688419602,1252.7240837470954,5475.0534801040985
945.9539893673476,73.12227052775515,57.02287133810215,268.2845690679954,142.99625869231684,1878.5047777421275,78.03244637674035,316.46420018700377,262.8409975631656,171.61571411704642,1402.3726965396895,2987.233973092834
