Energy_Central_moment_5th_order,Energy_Central_moment_5th_order.1,Energy_Central_moment_5th_order.2,Energy_Central_moment_5th_order.3,Energy_Central_moment_5th_order.4,Energy_Central_moment_5th_order.5,Energy_Central_moment_5th_order.6,Energy_Central_moment_5th_order.7,Energy_Central_moment_5th_order.8,Energy_Central_moment_5th_order.9,Energy_Central_moment_5th_order.10,Energy_Central_moment_5th_order
3.2730722544939475e+38,3.0096973740784925e+36,2.945178804039676e+37,9.095995883687809e+37,3.5815747857666354e+33,8.026199932527119e+36,1.1190395425167341e+40,1.4550966874097222e+37,2.7249507869081368e+37,1.3783034948890003e+37,4.938975760879625e+37,4.215164055420819e+37
5.741044810035514e+35,2.196674906818884e+35,1.472589402563336e+37,4.0360873598575896e+36,1.0807102885940654e+24,1.0956807810961545e+37,5.311394455822661e+32,1.602778771091028e+36,6.722134277564661e+25,1.7091138982921305e+27,9.321743952039433e+35,2.680533093217022e+35
6.0145851947214334e+35,0.0,1.0869957447711198e+28,7.477531855755962e+35,0.0,7.57502689642672e+37,1.712302440673384e+30,5.1424055127864056e+29,1.0199577827723823e+27,1.11273820112542e+27,0.0,1.1529819480254249e+31
9.875205235134385e+35,0.0,5.434978723855599e+27,5.028153152405228e+30,5.097592433603621e+30,1.4054373011757285e+38,5.06911276191585e+37,6.036585476649655e+38,6.481973902402631e+25,5.163625039587097e+26,0.0,3.6545091259734996e+36
5.9797471047505526e+35,0.0,0.0,6.2741295526816736e+29,0.0,7.027186505878642e+37,3.3794085085925453e+37,3.390190336513198e+34,1.042890926584372e+26,-8.001319320800054e+25,0.0,2.037489329017625e+33
3.0528168843245177e+34,0.0,0.0,-5.360722433952154e+26,6.229386955179857e+32,0.0,1.6897042552692407e+37,-2.110100023810957e+23,0.0,-5.896447179446411e+28,8.624007359720414e+34,6.008421798456519e+32
4.849091099246925e+34,0.0,3.195973495925737e+29,1.3931346671042067e+33,1.2458773910359714e+33,0.0,1.9459359389651656e+28,6.468576716005553e+28,8.374064779837524e+28,-5.503360241840706e+28,1.7248014719440828e+35,2.32480573532672e+33
2.814089202561446e+33,0.0,6.391946991851474e+29,9.141618451209292e+29,1.868816086553957e+33,6.308159462005332e+36,0.0,5.096800484260078e+33,4.187032389918762e+28,-5.110273304235e+28,0.0,-4.961653790052401e+31
5.597607272564383e+33,0.0,9.58792048777721e+29,7.634881236448884e+35,9.344080432769784e+32,3.1540797311546713e+36,0.0,1.2847878414564011e+26,0.0,-4.717186366629295e+28,9.617948560796124e+28,6.805270444308545e+32
1.2048248990634285e+34,0.0,0.0,3.19084939823884e+36,0.0,3.040111331567931e+26,0.0,2.4330801525337616e+24,4.036600770306015e+37,-4.32409942902359e+28,1.0583874931094578e+26,4.493100532738964e+32
4.850601984573426e+33,0.0,9.255566538945948e+26,2.822676691619856e+38,-1.17628760065e+22,7.858339370203896e+37,0.0,6.559723630576455e+28,8.07320154061203e+37,-3.931012491417885e+28,4.342653718805509e+31,1.0236337401183811e+33
