RMS_Median,RMS_Median.1,RMS_Median.2,RMS_Median.3,RMS_Median.4,RMS_Median.5,RMS_Median.6,RMS_Median.7,RMS_Median.8,RMS_Median.9,RMS_Median.10,RMS_Median
54.3,25.9,,,,,52.4,31.3,30.7,11.4,,65.1
54.45,43.7,,,,,60.3,31.0,30.7,11.4,,62.5
55.5,50.4,,,,,37.8,31.7,27.6,11.5,,63.6
59.6,64.15,,,,,42.9,31.5,26.0,11.5,,64.3
60.9,66.2,,,,,52.8,32.0,24.3,11.5,,64.6
59.2,64.4,,,,,62.7,31.0,31.1,11.7,,66.2
63.9,65.3,,,,,52.0,31.4,31.4,11.6,,70.3
63.4,64.75,,,,,41.3,31.9,24.6,11.6,,64.3
61.2,36.95,,,,,54.4,32.3,28.2,11.7,,61.8
65.4,44.1,,,,,38.55,32.1,31.8,11.8,,65.7
58.7,70.0,,,,,39.4,33.8,32.5,11.6,,66.6
63.3,,,,,,40.25,32.8,31.1,11.7,,67.8
71.5,,,,,,41.1,33.6,24.7,11.9,,71.0
71.9,,,,,,42.400000000000006,32.7,24.1,12.1,,70.65
74.1,,,,,,43.4,33.1,29.9,11.6,,69.8
68.95,,,,,,38.1,33.5,31.3,12.1,,67.9
65.8,,,,,,43.2,33.9,30.9,13.0,,68.3
62.8,,,,,,51.5,34.4,31.3,14.5,,68.1
63.5,,,,,,45.5,34.0,25.2,13.9,,68.2
72.4,,,,,,49.15,34.3,24.5,16.0,,68.6
67.9,,,,,,44.45,34.1,23.9,15.1,,69.4
69.1,,,,,,47.55,33.7,24.4,14.0,,68.0
69.0,,,,,,47.45,32.6,24.55,13.7,,67.9
66.3,,,,,,47.650000000000006,32.6,23.7,14.1,,66.5
81.6,,,,,,48.0,33.2,24.2,14.9,,67.1
88.9,,,,,,44.7,33.6,25.1,13.8,,63.1
,,,,,,42.6,33.1,24.3,45.8,,63.0
,,,,,,41.2,34.0,24.7,40.6,,63.8
,,,,,,45.85,35.5,24.5,48.1,,63.9
,,,,,,48.925,35.8,24.8,24.4,,62.4
,,,,,,52.0,37.35,24.5,24.2,,64.7
,,,,,,49.6,36.5,30.8,24.85,,64.5
,,,,,,51.1,38.35,33.5,12.5,,62.9
,,,,,,50.4,37.35,32.7,14.1,,61.4
,,,,,,50.45,35.75,29.4,13.8,,61.1
,,,,,,51.4,36.6,24.35,13.8,,60.3
,,,,,,49.8,36.150000000000006,23.85,14.0,,62.5
,,,,,,47.43333333333333,37.8,25.1,13.8,,61.8
,,,,,,45.06666666666667,36.4,23.9,13.9,,63.1
,,,,,,42.7,38.7,26.15,14.3,,64.1
,,,,,,45.45,33.7,29.9,14.1,,65.3
,,,,,,45.425,33.9,33.8,14.3,,64.6
,,,,,,45.4,32.45,32.5,13.8,,63.5
,,,,,,45.5,35.1,31.2,13.9,,62.1
,,,,,,45.6,33.8,33.25,14.1,,62.3
,,,,,,47.8,34.9,23.75,14.2,,65.8
,,,,,,43.4,37.2,23.25,14.2,,65.0
,,,,,,40.05,34.1,28.8,14.4,,63.0
,,,,,,36.7,35.3,26.2,14.6,,59.0
,,,,,,33.35,33.0,30.25,14.3,,57.8
,,,,,,30.0,32.0,23.8,14.3,,60.7
,,,,,,21.6,32.3,23.7,14.8,,52.6
,,,,,,41.25,31.9,23.65,14.8,,57.7
,,,,,,23.0,32.4,22.9,14.6,,61.1
,,,,,,22.8,32.650000000000006,23.1,14.8,,59.4
,,,,,,23.0,34.1,33.2,12.2,,55.2
,,,,,,23.4,33.05,23.6,12.2,,54.2
,,,,,,22.75,33.8,24.9,12.4,,51.5
,,,,,,23.9,33.25,31.1,12.5,,47.4
,,,,,,23.6,33.4,31.5,12.5,,45.4
,,,,,,23.1,33.6,23.7,12.6,,46.7
,,,,,,23.25,35.0,32.1,13.3,,48.7
,,,,,,22.3,35.2,31.6,13.2,,52.1
,,,,,,22.4,34.1,24.3,14.6,,
,,,,,,22.1,33.7,23.1,14.7,,
,,,,,,22.45,33.2,23.3,14.1,,
,,,,,,22.6,34.150000000000006,30.0,14.3,,
,,,,,,22.6,34.5,24.3,13.6,,
,,,,,,23.0,36.8,23.3,13.9,,
,,,,,,22.4,37.7,23.7,13.9,,
,,,,,,22.9,36.2,23.6,14.1,,
,,,,,,23.2,37.4,23.1,13.8,,
,,,,,,24.1,35.8,22.6,13.6,,
,,,,,,23.8,34.05,23.1,13.6,,
,,,,,,24.0,37.8,22.8,13.7,,
,,,,,,23.8,37.45,22.6,13.5,,
,,,,,,23.6,37.8,22.5,13.7,,
,,,,,,23.4,38.85,22.3,13.8,,
,,,,,,22.9,35.5,22.7,13.8,,
,,,,,,23.5,35.6,22.35,13.6,,
,,,,,,23.7,39.7,22.3,13.7,,
,,,,,,23.3,37.5,21.0,14.2,,
,,,,,,23.0,39.15,21.3,14.0,,
,,,,,,22.7,41.2,21.0,13.9,,
,,,,,,24.2,39.5,21.1,13.8,,
,,,,,,24.1,38.0,21.2,13.8,,
,,,,,,23.8,40.0,20.8,13.8,,
,,,,,,23.7,40.1,20.9,14.0,,
,,,,,,23.8,38.8,20.75,14.5,,
,,,,,,23.1,37.9,20.4,14.9,,
,,,,,,25.6,36.55,20.6,14.7,,
,,,,,,23.4,35.2,21.4,15.0,,
,,,,,,23.1,36.1,21.4,14.5,,
,,,,,,24.0,36.5,21.1,14.5,,
,,,,,,24.1,37.0,20.0,14.7,,
,,,,,,24.0,38.5,20.1,14.5,,
,,,,,,24.7,39.05,20.4,14.1,,
,,,,,,24.9,38.3,20.45,14.0,,
,,,,,,24.1,38.5,20.5,13.9,,
,,,,,,24.0,35.9,20.7,13.8,,
,,,,,,25.2,34.9,20.6,13.9,,
,,,,,,24.2,33.5,20.1,13.9,,
,,,,,,23.7,34.5,20.4,14.2,,
,,,,,,19.8,35.6,20.3,14.2,,
,,,,,,51.4,33.9,20.6,14.4,,
,,,,,,45.7,34.5,20.3,14.7,,
,,,,,,44.75,34.4,20.4,14.3,,
,,,,,,34.0,33.8,20.5,14.6,,
,,,,,,42.95,35.7,20.7,14.6,,
,,,,,,48.075,32.9,20.8,14.4,,
,,,,,,53.2,35.2,20.9,14.4,,
,,,,,,49.4,33.1,21.4,14.4,,
,,,,,,40.7,32.3,21.0,14.7,,
,,,,,,36.55,34.0,21.5,14.6,,
,,,,,,39.55,32.8,21.7,15.0,,
,,,,,,45.6,34.0,20.9,15.0,,
,,,,,,41.0,33.5,20.95,15.45,,
,,,,,,59.6,34.6,20.9,15.6,,
,,,,,,43.05,33.9,21.1,15.7,,
,,,,,,19.3,33.4,21.4,15.8,,
,,,,,,64.4,35.650000000000006,21.1,21.4,,
,,,,,,50.1,33.2,21.1,19.5,,
,,,,,,45.5,33.1,21.2,19.8,,
,,,,,,47.6,33.0,23.4,20.7,,
,,,,,,44.9,33.7,23.8,17.0,,
,,,,,,51.7,33.6,23.2,19.1,,
,,,,,,34.5,33.3,23.1,20.55,,
,,,,,,34.6,34.5,23.6,17.5,,
,,,,,,34.7,33.7,24.9,18.0,,
,,,,,,37.3,34.5,28.2,27.2,,
,,,,,,38.9,34.45,25.4,25.4,,
,,,,,,40.2,35.9,28.4,20.85,,
,,,,,,37.8,36.5,27.9,17.7,,
,,,,,,35.4,36.9,28.0,16.3,,
,,,,,,19.1,36.3,28.1,17.0,,
,,,,,,18.7,37.9,28.8,22.9,,
,,,,,,19.1,38.6,27.5,21.5,,
,,,,,,18.7,35.9,25.9,21.1,,
,,,,,,18.1,35.9,28.1,27.4,,
,,,,,,18.5,37.9,26.9,27.25,,
,,,,,,18.5,35.5,22.8,27.8,,
,,,,,,19.2,37.4,27.6,26.3,,
,,,,,,19.2,34.4,24.6,16.3,,
,,,,,,19.1,39.2,22.8,16.7,,
,,,,,,18.9,37.8,23.9,21.8,,
,,,,,,19.0,39.6,24.2,16.1,,
,,,,,,19.2,37.3,24.3,16.2,,
,,,,,,19.200000000000003,39.2,23.9,16.4,,
,,,,,,19.3,38.6,23.3,16.6,,
,,,,,,32.75,34.650000000000006,23.8,20.05,,
,,,,,,61.6,33.2,24.0,21.0,,
,,,,,,27.0,33.0,47.35,16.9,,
,,,,,,26.8,33.1,25.15,16.25,,
,,,,,,27.7,33.6,23.2,16.4,,
,,,,,,27.5,33.7,26.15,16.9,,
,,,,,,27.7,34.2,28.4,16.9,,
,,,,,,24.5,32.7,24.9,21.5,,
,,,,,,24.6,33.5,52.9,16.8,,
,,,,,,25.3,34.2,56.8,22.2,,
,,,,,,26.1,35.0,55.45,22.6,,
,,,,,,24.5,34.5,56.9,24.65,,
,,,,,,26.1,37.5,56.4,22.9,,
,,,,,,24.8,36.8,57.8,17.1,,
,,,,,,24.6,36.5,59.4,22.6,,
,,,,,,24.3,33.9,66.9,22.1,,
,,,,,,22.75,35.1,63.6,21.5,,
,,,,,,22.55,36.75,62.650000000000006,21.3,,
,,,,,,24.75,38.2,63.35,28.0,,
,,,,,,22.8,35.5,62.5,28.4,,
,,,,,,23.5,35.9,64.80000000000001,21.7,,
,,,,,,23.8,35.8,55.75,21.9,,
,,,,,,40.85,35.7,67.3,27.3,,
,,,,,,25.8,33.9,71.7,24.4,,
,,,,,,24.9,34.6,76.4,26.2,,
,,,,,,24.5,36.3,,16.6,,
,,,,,,24.3,35.8,,21.7,,
,,,,,,23.9,36.0,,16.1,,
,,,,,,23.4,34.7,,15.1,,
,,,,,,24.0,35.8,,14.9,,
,,,,,,23.9,35.6,,15.4,,
,,,,,,28.6,34.2,,15.15,,
,,,,,,56.3,35.5,,15.2,,
,,,,,,24.7,34.6,,14.8,,
,,,,,,23.45,35.3,,15.0,,
,,,,,,24.2,33.8,,15.3,,
,,,,,,23.9,33.1,,15.7,,
,,,,,,25.7,33.5,,15.3,,
,,,,,,27.3,33.1,,15.4,,
,,,,,,27.9,33.3,,15.6,,
,,,,,,44.4,35.4,,15.6,,
,,,,,,26.3,36.7,,16.9,,
,,,,,,28.4,35.8,,16.2,,
,,,,,,26.9,36.5,,16.4,,
,,,,,,26.4,35.7,,16.0,,
,,,,,,26.0,35.0,,16.2,,
,,,,,,27.5,34.6,,15.9,,
,,,,,,28.0,34.1,,15.7,,
,,,,,,30.2,34.2,,15.9,,
,,,,,,30.2,33.4,,16.6,,
,,,,,,29.5,33.7,,17.1,,
,,,,,,28.2,33.9,,17.0,,
,,,,,,28.1,34.55,,19.75,,
,,,,,,27.7,34.3,,18.3,,
,,,,,,30.7,34.9,,15.9,,
,,,,,,27.8,34.9,,16.1,,
,,,,,,28.3,33.2,,16.6,,
,,,,,,28.2,34.5,,15.9,,
,,,,,,27.7,34.8,,15.2,,
,,,,,,27.2,35.2,,15.9,,
,,,,,,28.2,35.0,,15.7,,
,,,,,,29.2,36.5,,15.4,,
,,,,,,30.2,34.2,,15.3,,
,,,,,,30.2,35.4,,16.3,,
,,,,,,28.7,35.5,,14.9,,
,,,,,,27.9,36.4,,15.4,,
,,,,,,28.4,35.25,,15.5,,
,,,,,,29.3,35.2,,15.5,,
,,,,,,29.7,34.6,,15.5,,
,,,,,,29.9,35.3,,15.4,,
,,,,,,30.9,35.7,,14.9,,
,,,,,,32.6,34.7,,15.6,,
,,,,,,42.6,34.2,,15.3,,
,,,,,,60.0,35.7,,15.4,,
,,,,,,61.9,34.7,,15.6,,
,,,,,,61.35,34.6,,15.8,,
,,,,,,60.4,34.4,,16.0,,
,,,,,,43.1,35.25,,15.9,,
,,,,,,57.3,35.0,,16.1,,
,,,,,,40.4,35.8,,16.2,,
,,,,,,42.2,36.1,,16.4,,
,,,,,,41.8,36.3,,16.3,,
,,,,,,62.0,36.3,,17.1,,
,,,,,,62.6,36.5,,19.0,,
,,,,,,56.3,37.9,,16.8,,
,,,,,,56.0,38.5,,16.1,,
,,,,,,55.9,36.1,,16.7,,
,,,,,,58.8,36.0,,16.6,,
,,,,,,58.95,36.0,,16.0,,
,,,,,,67.8,38.2,,16.0,,
,,,,,,53.9,37.1,,15.7,,
,,,,,,49.8,41.2,,16.0,,
,,,,,,68.3,41.3,,15.9,,
,,,,,,48.0,38.7,,15.9,,
,,,,,,53.1,40.5,,15.7,,
,,,,,,60.0,40.8,,15.8,,
,,,,,,52.6,38.5,,16.3,,
,,,,,,30.5,38.4,,16.5,,
,,,,,,29.0,38.8,,16.6,,
,,,,,,48.3,38.0,,17.2,,
,,,,,,50.9,38.2,,17.0,,
,,,,,,47.2,39.3,,16.3,,
,,,,,,47.4,39.4,,16.5,,
,,,,,,46.9,39.0,,16.9,,
,,,,,,49.55,40.4,,16.8,,
,,,,,,45.3,39.0,,16.7,,
,,,,,,46.95,39.3,,17.5,,
,,,,,,52.4,40.85,,25.3,,
,,,,,,52.45,40.4,,24.25,,
,,,,,,51.6,37.6,,16.8,,
,,,,,,56.7,39.9,,16.7,,
,,,,,,56.1,39.650000000000006,,17.1,,
,,,,,,54.7,37.95,,18.3,,
,,,,,,56.7,36.9,,22.2,,
,,,,,,63.6,36.3,,22.9,,
,,,,,,63.5,36.3,,23.5,,
,,,,,,59.9,39.3,,24.5,,
,,,,,,55.0,38.4,,23.1,,
,,,,,,53.4,39.1,,27.05,,
,,,,,,52.150000000000006,37.7,,26.0,,
,,,,,,51.6,37.8,,27.1,,
,,,,,,54.0,36.6,,27.8,,
,,,,,,52.3,38.3,,26.8,,
,,,,,,50.650000000000006,41.5,,26.6,,
,,,,,,54.0,41.2,,26.4,,
,,,,,,56.7,39.6,,27.8,,
,,,,,,51.95,41.2,,28.4,,
,,,,,,53.8,38.7,,27.0,,
,,,,,,36.1,41.7,,28.0,,
,,,,,,30.2,41.2,,28.3,,
,,,,,,30.6,51.45,,28.9,,
,,,,,,30.55,45.0,,29.0,,
,,,,,,30.7,53.9,,29.4,,
,,,,,,31.6,40.4,,28.4,,
,,,,,,31.8,50.5,,26.65,,
,,,,,,63.650000000000006,41.6,,26.15,,
,,,,,,68.7,39.9,,24.6,,
,,,,,,78.0,39.8,,24.9,,
,,,,,,77.9,37.3,,25.6,,
,,,,,,72.6,38.0,,26.4,,
,,,,,,71.6,39.0,,26.5,,
,,,,,,69.5,36.55,,26.8,,
,,,,,,62.6,35.7,,25.4,,
,,,,,,64.9,36.4,,24.9,,
,,,,,,62.8,35.9,,25.8,,
,,,,,,60.7,34.8,,26.0,,
,,,,,,59.2,35.8,,24.95,,
,,,,,,32.7,34.1,,24.9,,
,,,,,,31.4,34.6,,25.55,,
,,,,,,30.8,36.0,,25.7,,
,,,,,,31.6,37.7,,26.3,,
,,,,,,46.35,36.6,,26.6,,
,,,,,,53.55,34.8,,26.4,,
,,,,,,55.9,34.1,,27.5,,
,,,,,,54.9,35.2,,29.0,,
,,,,,,53.4,34.9,,28.6,,
,,,,,,54.6,35.7,,28.6,,
,,,,,,54.2,37.1,,28.7,,
,,,,,,53.7,37.2,,28.5,,
,,,,,,52.8,37.3,,28.7,,
,,,,,,53.6,35.8,,28.7,,
,,,,,,48.4,37.0,,29.4,,
,,,,,,75.7,36.5,,29.1,,
,,,,,,59.7,39.2,,29.2,,
,,,,,,58.0,35.2,,29.4,,
,,,,,,54.9,35.9,,29.6,,
,,,,,,59.6,35.6,,30.1,,
,,,,,,69.1,34.3,,30.5,,
,,,,,,76.5,34.7,,31.8,,
,,,,,,60.8,34.2,,33.6,,
,,,,,,59.4,34.9,,33.5,,
,,,,,,74.1,33.5,,32.6,,
,,,,,,63.7,33.5,,31.6,,
,,,,,,56.85,33.9,,31.6,,
,,,,,,51.45,34.9,,31.9,,
,,,,,,65.5,34.1,,32.1,,
,,,,,,53.4,33.8,,32.3,,
,,,,,,50.5,32.5,,32.6,,
,,,,,,63.1,33.5,,33.8,,
,,,,,,40.1,31.9,,37.3,,
,,,,,,54.7,32.5,,36.2,,
,,,,,,60.0,34.05,,36.4,,
,,,,,,56.85,33.2,,34.4,,
,,,,,,76.25,33.9,,35.7,,
,,,,,,79.5,34.4,,36.4,,
,,,,,,73.8,33.9,,35.9,,
,,,,,,77.15,32.6,,36.0,,
,,,,,,64.8,33.5,,35.5,,
,,,,,,56.0,33.6,,32.3,,
,,,,,,46.0,33.0,,31.3,,
,,,,,,45.1,33.3,,32.5,,
,,,,,,40.4,34.2,,33.3,,
,,,,,,43.2,36.5,,35.7,,
,,,,,,36.6,35.3,,36.3,,
,,,,,,54.6,37.45,,36.2,,
,,,,,,38.55,33.5,,36.3,,
,,,,,,36.0,33.2,,35.4,,
,,,,,,37.05,35.8,,36.3,,
,,,,,,36.2,35.2,,34.8,,
,,,,,,36.150000000000006,35.2,,34.2,,
,,,,,,42.1,37.9,,33.4,,
,,,,,,65.0,34.7,,33.6,,
,,,,,,76.0,35.9,,35.2,,
,,,,,,68.3,33.6,,34.3,,
,,,,,,64.3,33.2,,34.349999999999994,,
,,,,,,64.8,32.7,,33.4,,
,,,,,,64.7,33.0,,32.1,,
,,,,,,66.3,33.9,,34.7,,
,,,,,,72.3,34.5,,34.7,,
,,,,,,73.2,37.0,,34.3,,
,,,,,,62.6,34.5,,33.6,,
,,,,,,57.4,34.8,,34.5,,
,,,,,,61.85,34.1,,33.9,,
,,,,,,61.7,35.2,,32.8,,
,,,,,,65.4,35.3,,33.3,,
,,,,,,42.45,35.2,,33.8,,
,,,,,,39.6,35.2,,34.6,,
,,,,,,41.9,34.5,,35.2,,
,,,,,,43.4,35.0,,36.2,,
,,,,,,63.5,35.7,,36.150000000000006,,
,,,,,,41.7,34.4,,36.0,,
,,,,,,66.0,34.7,,37.9,,
,,,,,,68.2,34.8,,36.8,,
,,,,,,79.6,34.3,,36.6,,
,,,,,,70.4,35.0,,36.9,,
,,,,,,72.3,35.4,,35.9,,
,,,,,,72.1,35.5,,34.6,,
,,,,,,73.5,34.0,,36.7,,
,,,,,,73.1,34.6,,37.2,,
,,,,,,71.6,35.1,,36.1,,
,,,,,,72.2,34.5,,34.9,,
,,,,,,74.1,34.6,,36.4,,
,,,,,,71.95,34.8,,35.9,,
,,,,,,75.1,34.5,,36.1,,
,,,,,,82.1,33.3,,37.9,,
,,,,,,82.6,34.2,,37.7,,
,,,,,,85.0,34.1,,37.2,,
,,,,,,91.05,33.7,,38.3,,
,,,,,,53.3,35.1,,36.0,,
,,,,,,59.8,32.9,,34.3,,
,,,,,,41.0,32.6,,34.3,,
,,,,,,40.5,33.2,,27.85,,
,,,,,,38.8,34.0,,26.2,,
,,,,,,41.2,33.6,,27.8,,
,,,,,,45.1,35.2,,27.2,,
,,,,,,89.95,34.6,,28.2,,
,,,,,,68.9,34.0,,26.5,,
,,,,,,62.2,35.9,,25.6,,
,,,,,,66.1,38.5,,27.6,,
,,,,,,74.0,36.2,,27.2,,
,,,,,,69.9,37.9,,28.9,,
,,,,,,65.2,38.2,,28.9,,
,,,,,,65.1,48.150000000000006,,28.6,,
,,,,,,67.1,51.4,,26.9,,
,,,,,,68.9,48.0,,27.5,,
,,,,,,74.8,49.6,,26.9,,
,,,,,,51.2,53.3,,28.6,,
,,,,,,48.8,52.4,,30.3,,
,,,,,,46.0,51.9,,32.4,,
,,,,,,66.4,49.9,,31.9,,
,,,,,,63.0,48.4,,33.0,,
,,,,,,63.6,48.9,,32.3,,
,,,,,,36.85,48.1,,32.0,,
,,,,,,37.75,53.4,,31.7,,
,,,,,,47.2,50.2,,32.1,,
,,,,,,57.25,50.3,,32.2,,
,,,,,,34.9,48.9,,33.0,,
,,,,,,34.9,46.1,,34.6,,
,,,,,,35.4,49.3,,35.8,,
,,,,,,32.6,48.2,,33.6,,
,,,,,,35.349999999999994,43.8,,33.8,,
,,,,,,36.1,43.9,,35.7,,
,,,,,,33.3,42.1,,34.6,,
,,,,,,33.2,48.1,,36.7,,
,,,,,,32.4,43.1,,37.5,,
,,,,,,34.349999999999994,45.4,,37.6,,
,,,,,,41.9,49.9,,35.5,,
,,,,,,94.3,48.150000000000006,,32.5,,
,,,,,,94.8,46.6,,34.9,,
,,,,,,61.55,44.7,,35.4,,
,,,,,,101.7,46.5,,36.7,,
,,,,,,101.7,45.2,,36.2,,
,,,,,,87.30000000000001,42.8,,33.9,,
,,,,,,67.75,47.1,,36.2,,
,,,,,,68.9,48.1,,34.55,,
,,,,,,69.4,49.1,,32.1,,
,,,,,,62.2,50.4,,31.2,,
,,,,,,37.95,48.9,,31.9,,
,,,,,,44.7,48.4,,32.9,,
,,,,,,47.5,49.5,,32.4,,
,,,,,,108.1,49.6,,30.3,,
,,,,,,65.55,50.4,,31.2,,
,,,,,,80.6,47.6,,29.1,,
,,,,,,76.9,46.5,,30.1,,
,,,,,,80.1,44.9,,33.6,,
,,,,,,80.9,44.9,,34.3,,
,,,,,,62.2,46.6,,35.6,,
,,,,,,77.1,49.1,,32.2,,
,,,,,,62.400000000000006,48.5,,31.3,,
,,,,,,74.65,49.1,,33.0,,
,,,,,,46.3,53.0,,34.9,,
,,,,,,42.1,54.2,,31.9,,
,,,,,,43.35,50.1,,30.2,,
,,,,,,49.1,50.7,,33.1,,
,,,,,,92.15,50.4,,31.6,,
,,,,,,46.6,49.4,,31.8,,
,,,,,,46.4,54.1,,31.2,,
,,,,,,46.95,59.1,,30.0,,
,,,,,,81.7,61.2,,29.8,,
,,,,,,99.65,59.1,,30.05,,
,,,,,,,59.0,,29.1,,
,,,,,,,55.7,,30.1,,
,,,,,,,57.9,,28.7,,
,,,,,,,57.9,,30.0,,
,,,,,,,57.8,,32.3,,
,,,,,,,55.3,,30.2,,
,,,,,,,54.5,,31.45,,
,,,,,,,55.3,,30.6,,
,,,,,,,56.0,,31.2,,
,,,,,,,56.0,,30.8,,
,,,,,,,55.1,,31.0,,
,,,,,,,54.6,,31.4,,
,,,,,,,54.5,,30.2,,
,,,,,,,54.1,,30.8,,
,,,,,,,52.95,,31.1,,
,,,,,,,50.8,,31.5,,
,,,,,,,51.6,,31.5,,
,,,,,,,50.4,,32.2,,
,,,,,,,49.8,,37.4,,
,,,,,,,50.0,,36.7,,
,,,,,,,49.7,,36.1,,
,,,,,,,49.4,,36.35,,
,,,,,,,51.1,,36.6,,
,,,,,,,51.3,,36.0,,
,,,,,,,49.3,,36.3,,
,,,,,,,49.5,,37.9,,
,,,,,,,49.8,,36.8,,
,,,,,,,49.2,,35.9,,
,,,,,,,50.05,,37.0,,
,,,,,,,49.0,,36.6,,
,,,,,,,49.2,,36.3,,
,,,,,,,48.9,,36.5,,
,,,,,,,46.7,,35.9,,
,,,,,,,46.4,,35.4,,
,,,,,,,47.5,,34.3,,
,,,,,,,47.9,,33.5,,
,,,,,,,47.4,,33.7,,
,,,,,,,47.7,,33.8,,
,,,,,,,47.150000000000006,,33.7,,
,,,,,,,48.85,,33.2,,
,,,,,,,48.3,,34.0,,
,,,,,,,47.7,,33.9,,
,,,,,,,46.7,,33.7,,
,,,,,,,46.7,,34.0,,
,,,,,,,45.8,,34.5,,
,,,,,,,46.3,,33.1,,
,,,,,,,46.2,,33.05,,
,,,,,,,45.2,,32.3,,
,,,,,,,47.3,,31.5,,
,,,,,,,46.5,,33.1,,
,,,,,,,45.9,,33.2,,
,,,,,,,45.8,,34.05,,
,,,,,,,46.7,,34.4,,
,,,,,,,46.6,,34.3,,
,,,,,,,46.8,,31.8,,
,,,,,,,47.9,,30.8,,
,,,,,,,47.5,,32.7,,
,,,,,,,46.8,,30.9,,
,,,,,,,47.2,,30.6,,
,,,,,,,47.650000000000006,,30.4,,
,,,,,,,46.6,,30.5,,
,,,,,,,46.9,,30.2,,
,,,,,,,46.3,,28.5,,
,,,,,,,46.8,,28.0,,
,,,,,,,48.6,,28.5,,
,,,,,,,48.7,,29.4,,
,,,,,,,47.7,,29.3,,
,,,,,,,48.5,,30.2,,
,,,,,,,46.6,,31.3,,
,,,,,,,46.3,,32.5,,
,,,,,,,47.1,,31.1,,
,,,,,,,48.2,,31.4,,
,,,,,,,46.4,,31.4,,
,,,,,,,45.3,,32.3,,
,,,,,,,45.6,,33.6,,
,,,,,,,46.7,,33.1,,
,,,,,,,48.5,,32.6,,
,,,,,,,50.0,,30.6,,
,,,,,,,50.7,,32.3,,
,,,,,,,48.9,,32.4,,
,,,,,,,46.8,,33.0,,
,,,,,,,49.9,,34.6,,
,,,,,,,48.3,,35.4,,
,,,,,,,47.2,,36.2,,
,,,,,,,47.75,,36.2,,
,,,,,,,48.25,,36.8,,
,,,,,,,47.1,,35.2,,
,,,,,,,47.2,,33.9,,
,,,,,,,57.4,,34.1,,
,,,,,,,59.0,,35.9,,
,,,,,,,60.35,,37.6,,
,,,,,,,48.85,,37.0,,
,,,,,,,59.1,,38.5,,
,,,,,,,58.4,,37.3,,
,,,,,,,47.0,,35.0,,
,,,,,,,43.5,,35.55,,
,,,,,,,56.1,,35.2,,
,,,,,,,46.4,,33.3,,
,,,,,,,57.5,,33.9,,
,,,,,,,49.5,,35.8,,
,,,,,,,55.9,,34.8,,
,,,,,,,44.9,,34.1,,
,,,,,,,43.85,,33.1,,
,,,,,,,42.9,,33.1,,
,,,,,,,42.5,,35.6,,
,,,,,,,48.2,,36.6,,
,,,,,,,50.9,,35.4,,
,,,,,,,48.0,,35.2,,
,,,,,,,50.3,,35.3,,
,,,,,,,53.6,,34.6,,
,,,,,,,56.2,,36.1,,
,,,,,,,59.2,,35.0,,
,,,,,,,56.6,,35.6,,
,,,,,,,56.4,,37.0,,
,,,,,,,50.3,,36.9,,
,,,,,,,54.4,,36.6,,
,,,,,,,52.8,,35.4,,
,,,,,,,52.9,,35.4,,
,,,,,,,42.150000000000006,,35.8,,
,,,,,,,43.1,,35.9,,
,,,,,,,42.95,,36.6,,
,,,,,,,42.2,,36.7,,
,,,,,,,45.9,,36.3,,
,,,,,,,43.9,,36.05,,
,,,,,,,44.7,,35.5,,
,,,,,,,44.6,,35.6,,
,,,,,,,46.5,,36.8,,
,,,,,,,47.6,,37.4,,
,,,,,,,44.5,,35.3,,
,,,,,,,43.9,,35.6,,
,,,,,,,42.45,,34.7,,
,,,,,,,40.2,,35.3,,
,,,,,,,38.0,,35.3,,
,,,,,,,39.4,,34.55,,
,,,,,,,38.5,,34.1,,
,,,,,,,42.6,,33.9,,
,,,,,,,39.5,,34.4,,
,,,,,,,37.7,,34.55,,
,,,,,,,37.5,,34.05,,
,,,,,,,39.7,,35.0,,
,,,,,,,36.4,,35.3,,
,,,,,,,39.3,,37.7,,
,,,,,,,38.3,,40.0,,
,,,,,,,35.8,,38.4,,
,,,,,,,38.1,,36.4,,
,,,,,,,38.0,,36.3,,
,,,,,,,39.650000000000006,,35.8,,
,,,,,,,35.05,,35.6,,
,,,,,,,34.8,,36.6,,
,,,,,,,36.8,,34.9,,
,,,,,,,40.3,,35.5,,
,,,,,,,41.5,,35.3,,
,,,,,,,35.2,,35.1,,
,,,,,,,34.0,,35.9,,
,,,,,,,32.5,,35.4,,
,,,,,,,34.6,,34.4,,
,,,,,,,34.3,,34.7,,
,,,,,,,34.8,,33.8,,
,,,,,,,34.5,,33.0,,
,,,,,,,34.3,,32.6,,
,,,,,,,34.6,,33.5,,
,,,,,,,34.6,,33.4,,
,,,,,,,34.5,,33.6,,
,,,,,,,33.7,,33.8,,
,,,,,,,35.4,,32.9,,
,,,,,,,39.6,,33.1,,
,,,,,,,39.0,,32.7,,
,,,,,,,38.8,,33.349999999999994,,
,,,,,,,40.1,,33.1,,
,,,,,,,39.1,,33.7,,
,,,,,,,38.3,,33.1,,
,,,,,,,39.0,,33.8,,
,,,,,,,39.0,,33.0,,
,,,,,,,36.4,,33.4,,
,,,,,,,33.6,,32.4,,
,,,,,,,33.2,,32.3,,
,,,,,,,32.9,,32.6,,
,,,,,,,32.6,,32.3,,
,,,,,,,34.9,,31.8,,
,,,,,,,36.5,,31.7,,
,,,,,,,36.0,,31.95,,
,,,,,,,33.8,,30.9,,
,,,,,,,34.9,,31.3,,
,,,,,,,35.2,,32.4,,
