RMS_Root_mean_squared,RMS_Root_mean_squared.1,RMS_Root_mean_squared.2,RMS_Root_mean_squared.3,RMS_Root_mean_squared.4,RMS_Root_mean_squared.5,RMS_Root_mean_squared.6,RMS_Root_mean_squared.7,RMS_Root_mean_squared.8,RMS_Root_mean_squared.9,RMS_Root_mean_squared.10,RMS_Root_mean_squared
85.38956294423268,110.45059290118012,76.04411976141888,45.2480054809049,60.59712344544924,60.81029356349703,50.97942418408476,55.89462987119156,47.23828196514844,63.6442888246856,60.1402584767905,43.98498883599049
73.61884215335093,45.88369354502026,52.83117869311688,24.111511773424745,12.724680742556965,21.881003937967137,25.879081168103,33.05986071119935,21.222963192416525,20.359518658357324,24.26654681073612,36.58237027332722
85.28034777336543,28.06608273343468,29.618237624814885,26.768585935429165,16.307666908543354,19.483627860599587,30.21666207023315,35.59544120786549,15.21501451417864,20.29848226966351,24.41003891844501,38.88747549018836
78.6283331620752,28.631651271262854,27.322162007410007,17.22391747928831,14.401562415238148,17.086251783232036,24.308777564218783,32.89648777891928,17.321374079443007,20.23744588096969,17.807021087200408,43.735041933717625
79.01186797807834,29.197219809091035,25.02608639000513,17.76154554085877,14.957606760441324,24.178702312074588,24.447918602356644,29.6001464791429,18.616659206205608,20.17640949227588,21.30844902849572,47.39616951691188
68.5994808465326,29.762788346919216,35.50507006048573,18.02893507670378,16.39317185574706,31.27115284091714,24.58705964049451,28.30154697142207,18.28018052427273,11.916794871105234,19.14110163915861,47.58157786292213
66.40045266339803,30.3283568847474,33.31655826222045,20.09328245956842,17.828736951052793,18.474306482247176,24.72620067863237,27.01805141087744,19.85812176415484,11.808889873758464,16.973754249821496,47.77434044746949
62.65812394948061,30.89392542257557,31.128046463955165,20.10042643470886,19.264302046358527,29.98442929255116,17.73372493301957,32.398316454576914,29.515567717141195,11.700984876411695,18.21606433892898,47.915452695529694
70.81220171505082,31.45949396040375,28.939534665689884,21.100775513538057,18.95986510541828,31.77921003811727,21.44770509848513,32.33682111772894,39.17301367012755,11.593079879064923,38.878129405598095,49.69191899916502
67.13592862379247,32.02506249823193,30.5971403892586,25.340797146104148,18.655428164478025,33.573990783683385,25.16168526395069,30.34372321356657,38.947353699401816,11.485174881718155,41.51652514921156,53.05232913164205
61.35352047670813,32.59063103606011,30.63235641982495,37.74758270406199,17.940364173189646,50.79214153131748,28.87566542941626,30.370708947556466,38.72169372867607,11.377269884371389,61.5336950927616,52.62765278206313
60.55495156463934,33.15619957388829,30.667572450391308,41.41828443712132,19.852563706339936,36.313036198287584,32.58964559488182,28.939705224164573,19.43825388983574,11.26936488702462,53.97031538289113,56.16742113384744
53.47257952452162,33.72176811171647,32.048192876770244,39.06515924281721,22.426658244152204,39.36279795712824,34.49917183271009,27.605366664051328,26.954888239427,11.161459889677849,51.504068804787416,55.72840092809395
48.69913680883806,34.28733664954465,20.09286772298403,51.9632165574842,22.28830036887814,43.5960774164568,33.05993816572485,28.315248429967795,19.9307209193154,11.05355489233108,40.83218596801261,54.9683131095536
49.57499369641917,34.852905187372826,24.25113399410428,59.66418702668109,21.974733378136587,51.745504762809055,31.620704498739613,26.431284021023263,30.649388248381072,10.94564989498431,38.06432631405934,43.789560245349726
53.64820437837709,34.48180895144698,26.320902667865795,67.36515749587797,21.66116638739503,49.96413223672484,30.18147083175437,27.673611326273235,24.25649397584078,10.837744897637542,46.3936882545369,54.98675523416957
60.08083214174943,34.11071271552113,28.39067134162731,46.32831207803712,21.34759939665348,48.182759710640624,28.74223716476914,29.579480608640225,28.7478806247435,10.729839900290772,41.27311817036792,51.05224067092825
58.29068178437871,33.73961647959529,30.460440015388823,43.82816653498275,21.97710191784148,34.36250599391462,27.3030034977839,27.585918748940383,33.23926727364623,10.621934902944004,51.41481974737607,54.990387365716735
57.16192171470136,33.368520243669444,32.53020868915034,55.397698663681794,22.606604439029468,39.60786665127436,28.012966391005115,30.21902717395601,31.261504548992303,10.514029905597232,51.1632571515237,55.909185336662055
65.28530625944188,32.9974240077436,34.59997736291186,66.96723079238085,23.236106960217462,44.8532273086341,28.72292928422633,26.409850015962085,37.501561872235975,10.406124908250463,50.760134456086696,58.64698269122427
60.44744123760668,32.62632777181775,36.66974603667337,61.70564533871004,25.63374983171176,29.63317397782425,30.37136809562585,24.472278367120666,29.882994049012783,10.298219910903695,60.358235324010025,59.83377866994678
58.817868793193256,32.2552315358919,38.73951471043488,43.08027390813572,26.999297914706585,41.773037556139805,30.00135705536364,25.30991933623501,25.855947091530027,12.740058512779845,58.52578186455216,53.31672830530428
68.54290197945157,31.88413529996605,37.431152840243406,77.90266719153816,28.36484599770141,47.39355120321935,29.631346015101418,27.082418617805267,26.804210756627665,15.181897114655994,54.10002310535551,53.27092103984266
58.35043150776914,31.51303906404021,36.12279097005194,54.1601790986699,29.730394080696232,32.321288871047734,29.70890337610443,22.841401725121024,22.71409254185604,14.950105956705542,59.36506772355933,56.69200863815796
69.92412921269629,31.141942828114367,34.81442909986046,72.66667048929654,31.095942163691056,47.34263406275574,29.786460737107443,24.436557733161884,27.748436249376542,14.718314798755092,58.90483188595139,54.4740311182671
64.6991410402901,30.77084659218852,33.506067229668986,82.26147336390225,26.19401967370924,47.10095540432275,29.820404452977,23.90684109074927,24.194661945699234,14.48652364080464,63.537254526505606,55.93966812887784
57.89150575305642,39.83691755143713,32.19770535947752,72.46203468429682,35.250886513675084,41.80074377327325,26.88075519772464,25.26345351161106,21.600327929609467,14.254732482854187,58.49589301822821,55.44557031872824
61.32669133951524,39.32269430690855,30.88934348928604,71.13705082444731,33.07000151194433,36.50053214222374,29.904180309782777,24.805882930405627,36.05448654467291,14.022941324903735,52.68505049304352,57.16353411280409
62.984820103353286,38.80847106237996,29.58098161909457,85.47640250159915,16.20299795893164,31.20032051117424,21.08672568228648,24.666240787348187,23.126797227458887,13.791150166953283,48.99085920571598,55.93569901102894
