Rise-Time_Root_mean_squared,Rise-Time_Root_mean_squared.1,Rise-Time_Root_mean_squared.2,Rise-Time_Root_mean_squared.3,Rise-Time_Root_mean_squared.4,Rise-Time_Root_mean_squared.5,Rise-Time_Root_mean_squared.6,Rise-Time_Root_mean_squared.7,Rise-Time_Root_mean_squared.8,Rise-Time_Root_mean_squared.9,Rise-Time_Root_mean_squared.10,Rise-Time_Root_mean_squared
134.52389703914343,132.97790595517068,230.24493078087303,115.02957973619532,105.19371302636851,174.4450878887812,294.5923470076793,82.73469198475631,75.49408136241355,232.01634856190628,73.58237232681059,497.6704672202458
45.62384858821097,60.65580488845785,139.0847169540939,64.03905959526696,61.366990312382114,53.68168526912445,55.3829111017583,124.53627446867272,54.39969362658825,40.73385160608639,53.71636293587665,79.27460010761467
63.99587576855727,57.52621141705752,47.924503127314736,62.61073698627826,56.60821495154215,43.06155984024295,42.40699627813002,50.65975055294841,61.33625898819284,42.69163943961637,42.57141059443532,50.84643546995207
69.99591825767835,56.79859165816694,50.83837944696675,62.12853611666704,63.13986458648767,32.44143441136145,49.60984445315936,47.51682136522904,42.14933767767492,44.649427273146365,123.72091577417297,78.86038619578848
67.36120627178235,56.07097189927636,53.75225576661876,59.05933457125977,60.315711054417655,42.66736160530164,45.58440241997278,29.75187891365836,86.21262475221751,46.60721510667635,57.39729958804682,70.12708183878377
69.16249587646523,55.34335214038578,48.27053966965772,54.91734698617551,131.74482095953272,52.893288799241816,41.55896038678621,20.40670322676757,66.51544933321881,120.52702324928352,245.19638072901503,95.13353560881096
64.13437937205849,54.6157323814952,78.65492470710798,59.90475774093407,203.17393086464776,33.81863391682165,37.533518353599625,19.72144280022253,78.99901898125064,116.23809434795614,432.9954618699832,80.85778062848118
58.55435406490491,53.88811262260462,109.03930974455824,43.30174856251684,274.6030407697628,63.92899185815463,46.65672513153918,36.13901819866771,56.15247469205417,111.94916544662874,84.36210642225572,84.29853063171781
65.39597751494011,53.16049286371404,139.4236947820085,58.54918678109263,172.2479078948945,64.96860822696269,49.496907416215706,40.25079191767536,33.30593040285769,107.66023654530136,37.022410078751165,92.00619852063669
70.12547438872396,52.43287310482346,33.56285148791741,66.81796165702752,69.8927750200262,66.00822459577076,52.33708970089222,15.010304153121972,44.056033499959085,103.37130764397398,51.05722198615512,89.13432153428714
63.92164688616267,51.70525334593289,36.00161911794257,80.8908411491572,58.37797815386666,103.56532085544166,55.17727198556874,19.51401855467221,54.80613659706048,99.08237874264658,84.26040905606872,51.8442024561402
72.96330624757492,50.97763358704231,38.44038674796773,42.52253184237404,46.149013300085066,64.91688798271852,58.01745427024527,15.452122776194804,64.8232211479806,94.7934498413192,71.74893006531346,57.783013580148015
55.28564731231912,50.25001382815173,43.562445600157325,45.645664270187446,38.617806773559785,53.76137407531316,112.6983077576082,18.874332382512826,74.75403668030242,90.5045209399918,81.82953180766751,62.26917779078227
49.86607460814814,49.522394069261146,37.10965732348746,64.1104554655479,34.17278400520898,84.8190176948063,104.73899736783846,27.017481480618347,48.31752928662264,86.21559203866443,68.02010898001566,58.74353535083762
48.77230134050249,48.79477431037057,58.27977779641923,55.60186585091444,34.63805456981104,76.79498133273253,96.77968697806872,16.738960541204463,84.45325630193308,81.92666313733704,70.89664766267477,66.02334893334142
35.48659785168477,50.42477737126786,56.57458499077298,47.09327623628098,35.103325134413105,77.56665370737767,88.82037658829898,28.898211106676683,42.74733909847489,77.63773423600965,57.41628124593821,72.66278636811413
71.06142638888228,52.05478043216515,54.869392185126735,35.59021986445153,35.56859569901516,78.33832608202279,80.86106619852924,41.54758007702025,52.50047114814538,73.34880533468227,70.03496273401335,75.29036607245618
32.61116816015724,53.68478349306244,53.164199379480486,49.22480897049594,38.1684224047447,73.40250800768446,72.9017558087595,33.21146620676819,62.25360319781588,69.05987643335487,61.29930471563841,78.38418340389046
40.587454078464056,55.31478655395973,51.45900657383424,36.91154063377483,40.76824911047425,65.8723012939208,69.5004996873896,25.432194430877125,77.83418272198918,64.77094753202749,77.17047782059421,77.15505635278531
39.72280838858389,56.944789614857015,49.75381376818799,24.59827229705371,43.36807581620379,58.34209458015713,66.09924356601972,49.38627811855396,43.11597317534585,60.48201863070011,79.26048300803286,75.51560077460917
44.0474299699372,58.57479267575431,48.04862096254174,42.59233107810216,38.704886782802575,72.76980829987117,35.51311464058609,62.80285436489053,25.22280713957112,56.19308972937272,48.21410581977022,78.66517764620122
64.10836852963376,60.2047957366516,46.34342815689549,61.30676960988892,41.201340136455,66.42273707097593,50.46150088137159,69.16589407620887,79.79889096973716,53.04751344976003,49.74988872923666,83.50534163758519
64.58658574985621,61.834798797548885,44.34645145155165,24.73782528841208,43.69779349010744,75.14433358254777,65.4098871221571,71.72661789692948,65.29333809815516,49.90193717014735,78.71695073701301,73.17222596140977
50.64958045235913,63.46480185844618,42.34947474620779,58.87924082391009,46.19424684375987,63.142310922007184,75.52334387455832,72.47809760726588,60.75213106197533,51.33312163548497,53.21309085154408,87.01618944975091
61.57581318367439,65.09480491934346,40.35249804086394,50.073745615841446,48.6907001974123,61.2973490454522,85.63680062695956,53.00439256108149,55.199029494574056,52.76430610082259,59.7245412646116,87.62549811404729
66.42126714938318,66.72480798024075,38.35552133552009,42.009575627997535,20.215258263664765,38.081622864578655,31.308784709726435,57.37087611561687,41.84190483235676,54.1954905661602,56.70597317405832,86.88060312093958
42.92343693550372,68.63865528985835,36.35854463017624,81.32538132132443,41.407728747179554,42.76260269247997,64.92371485058446,60.95245910407006,59.82942419913466,55.62667503149783,53.588916764569895,82.12910505291785
50.11777270893378,67.41453618205442,34.361567924832386,31.24734170511731,44.65086785270808,47.44358252038128,105.19707695558846,64.91859931972044,52.26970441852527,57.05785949683545,108.15045916768833,87.04490451108786
38.41058991913171,66.1904170742505,32.36459121948854,91.56899248443976,61.66956878627995,52.1245623482826,60.50826389841309,69.27962118267502,59.93114799501174,58.48904396217306,64.00883867538472,85.09149220886918
46.67945610461011,64.96629796644658,30.36761451414469,66.03128046615483,119.51372135381251,58.287648777421104,55.61336170382079,66.17717891888287,31.766932492766752,59.92022842751068,84.39964454901455,90.44820086383696
71.9433668374986,63.74217885864266,28.37063780880084,32.436399306951444,55.11884130373812,97.18115306800956,41.86932051036892,67.59658828309983,46.43123948377859,61.3514128928483,49.24247489041685,85.93216434054563
58.37215811036872,62.51805975083873,26.37366110345699,73.13900122369733,46.56656525877767,88.98884846718241,62.26539970159992,67.28355229752987,71.11981439795804,62.78259735818592,75.68946150775109,86.93554434273983
60.13817963693716,61.293940643034816,23.24284836245334,78.22720561495228,36.45888094826828,89.45314325785137,57.502017813696334,66.39341747141908,48.407876425226505,64.21378182352353,75.33816429937751,84.76238339526996
56.55081365440744,60.069821535230886,23.50132321139363,83.1376237222256,41.31055555181993,74.12205678693476,52.73863592579274,70.66035847519116,61.26591221878607,65.64496628886116,60.586579672099305,92.16745242065817
55.35278754650179,58.84570242742696,23.75979806033392,85.05278618085211,68.82336085952211,98.36826692333254,47.97525403788916,72.26093078144247,101.7766672671099,67.07615075419878,60.25658562440384,89.66378629399954
47.83254373514619,57.62158331962304,24.01827290927421,109.38127581995008,44.21391183779151,68.54561336155007,37.19315317478674,88.18421563291501,54.50880662792023,62.51953496767212,24.733820469147098,80.70353366953164
44.48529286532987,56.39746421181912,24.27674775821449,105.08737167840157,72.87959385177719,115.19704997342878,26.41105231168433,62.94267885350956,69.08633597305489,57.96291918114546,35.87312734935142,92.36901871834723
70.0389380841536,55.1733451040152,24.535222607154783,101.37382272230506,83.4460788278807,71.20894840772003,28.393935956446413,65.12539302504567,55.551687643131054,58.821043090134,31.834959611492312,90.3211102425272
41.29508102552018,53.94922599621128,24.793697456095074,80.27371650424259,80.95593093181276,76.41303855716288,30.37681960120849,74.71649128383534,65.5580150197772,59.67916699912253,36.32184981789265,88.18538140284414
57.95278336848096,52.72510688840735,25.052172305035363,99.159911014386,80.31183585163384,76.82825811014871,32.35970324597058,58.88290081587836,48.008818634357866,60.53729090811107,39.44000869313147,84.44727699127353
56.16005501348783,51.500987780603424,25.31064715397565,135.92687675428957,84.02455383749658,84.65285528346526,34.342586890732655,84.14441265452197,59.82956348383854,61.395414817099606,46.11778932042687,84.23586508853052
55.20615177045845,50.27686867279951,25.56912200291594,141.41944015838575,85.94236688857193,110.53598977058202,36.32547053549474,60.89526148308873,73.83953117156395,62.25353872608814,69.57885919630203,74.88132087002467
43.24205566151721,49.05274956499558,27.022554105912576,140.1588610537262,88.00463833156532,184.3772170809841,38.30835418025682,72.12225323549387,124.40033447861305,63.11166263507668,55.451634434594354,79.79764479005922
44.50688538879288,47.82863045719167,28.47598620890921,126.60362159116936,89.39606680840049,82.86932578305259,38.24935696171392,71.0792496294886,130.48552332299164,63.969786544065215,86.90876761805386,70.72970156502221
54.60013256621707,46.604511349387735,29.929418311905845,117.91057916307352,86.3524170703073,57.11768589031861,38.190359743171015,72.56368253284333,41.57690164021364,64.82791045305375,53.60842484428837,74.98762821002012
50.37896874186076,45.38039224158381,31.38285041490248,96.52926361126626,88.48404248276424,44.80412866349936,38.13136252462811,30.29505963515953,74.37741592714822,65.68603436204229,40.87534853242305,74.00287349455559
58.98153722985076,47.02252684076773,32.836282517899114,143.39974828087233,84.24201610507711,68.9582200401889,38.0723653060852,53.94770343473717,79.76241710115224,66.54415827103082,137.12774761756523,73.76762063444221
62.54669753380219,48.66466143995165,34.28971462089575,124.14291172979266,85.27590508537898,52.3076885049374,39.09738606550209,53.98726701732548,104.08241353533,86.54724143495274,51.69168856466837,72.64049876735575
54.902574175739936,50.30679603913558,35.74314672389239,99.60098192287064,84.37796981554985,58.544453500859376,40.12240682491898,43.777138521640005,98.989156735096,62.18552886323312,69.80662777200224,75.5224811261856
53.92502612327892,51.948930638319496,37.196578826889024,132.85127664918042,81.24156108811277,83.80111574436225,41.147427584335865,71.92854478964215,121.46621866913358,63.4999212597937,69.91222932085945,80.07323254893743
57.66305419598445,53.591065237503415,38.65001092988566,113.58281119958248,79.77522630151418,59.02818676982492,42.17244834375276,45.32465394593928,188.54819710508755,55.60873784081024,58.97972607799475,82.21007237559155
58.980095405325045,55.23319983668733,40.103443032882296,154.63158627766668,80.70877635511086,71.7227547758142,43.197469103169645,94.10291184664806,61.80532609195856,47.71755442182677,58.426794213368254,89.69869964549412
62.57356793802301,56.87533443587125,41.556875135878926,131.40944627173664,71.34507339002387,52.69002726082357,44.222489862586535,44.75604242259735,66.25198587900134,48.101092712721325,44.865808847845685,89.51644472149259
65.69263898184703,58.51746903505517,43.01030723887557,138.2880290480986,73.53603858084564,52.38702916318678,45.24751062200343,166.51941328265602,82.33110851052248,48.48463100361588,33.126825784226014,80.53556040629107
68.92255049649678,60.1596036342391,44.4637393418722,121.6995974306712,73.72898129290763,53.29940527111376,46.27253138142031,147.14896166824735,39.83864120842142,48.86816929451045,126.4245306571144,75.32653897993958
66.54036478255736,61.801738233423016,45.91717144486884,151.90084154820389,72.56390539963947,44.132187536050296,47.2975521408372,127.77851005383866,71.98318090591256,49.251707585405,58.11221083059091,79.62508731726048
60.38572031027952,63.443872832606935,47.37060354786547,126.4167722671408,75.58413760939546,53.50809722506365,48.32257290025409,115.3178424203636,64.1872936543259,49.63524587629956,30.91340847479313,70.49530630138659
60.65075554978957,62.817503758906014,48.82403565086211,118.1965129922224,80.74895032817345,54.53046550601101,49.34759365967098,140.61594757036312,57.32128749426342,50.01878416719411,42.59317890095653,66.59033532230308
58.62233625242436,62.19113468520509,50.27746775385874,124.12268479031648,93.228635392474,52.43153306764973,52.37591409069017,166.49170360237488,68.87278127097817,50.40232245808867,82.76080853019398,69.59040316225962
62.09848788900102,61.56476561150417,51.73089985685538,121.73060379704708,88.23530944255825,55.4227988230571,55.40423452170938,55.56000906986191,56.74519069195791,50.785860748983225,40.81350643711353,67.39303554639368
45.09359396391093,60.93839653780325,49.458547930793735,123.23969900342242,90.25118084840358,60.12284605574553,58.43255495272857,64.64169007102224,56.76477781159721,51.16939903987779,48.77234028084554,70.4605061215591
47.05765706752744,60.31202746410233,47.18619600473208,151.48802521900325,89.68447728413958,50.63952878496769,61.46087538374777,54.91930443842129,25.226672392529306,51.552937330772345,57.324984484549546,73.32924001151991
50.21008222148116,59.68565839040141,44.91384407867044,156.98832165031456,87.70100821338826,57.11030179508129,64.48919581476697,57.99738499852098,54.52435235745584,51.9364756216669,62.2626524058796,75.61747148103862
56.92896560488668,59.059289316700486,42.64149215260879,168.93638648090214,90.16049903653403,59.59598898687111,67.51751624578617,59.17614947482361,53.05424111228055,75.82516073177821,59.42628548540963,75.60097500263018
51.400587473666455,58.432920242999565,40.369140226547145,136.55513968872378,92.00008430328216,60.01620835496127,68.68162053999599,45.85133585840221,39.24581891521161,67.97268681945977,76.67214602572747,78.7181986234476
54.378329083769216,57.80655116929864,38.09678830048549,163.35269557360473,88.37811700267237,142.50165725264117,78.37901504867231,41.24320329680781,52.784704223856366,60.12021290714131,57.98437437131556,77.01264454286934
