Amplitude_Clearance_factor,Amplitude_Clearance_factor.1,Amplitude_Clearance_factor.2,Amplitude_Clearance_factor.3,Amplitude_Clearance_factor.4,Amplitude_Clearance_factor.5,Amplitude_Clearance_factor.6,Amplitude_Clearance_factor.7,Amplitude_Clearance_factor.8,Amplitude_Clearance_factor.9,Amplitude_Clearance_factor.10,Amplitude_Clearance_factor
1.1155040901727704,1.017946053258704,1.0643819213813612,1.0299301886362622,1.0417619730394116,1.104553593360335,1.2095229682678768,1.1991237842141993,1.0638346177543654,1.0883972650571625,1.1439341560703702,1.07841782876942
1.127705748941069,1.012449120663619,1.0582832953196193,1.194224777881339,1.0481017833305275,1.0187219753651702,1.2469548661768506,1.0448787889340043,1.3266724601899456,1.0812311084192887,1.192644921805936,1.0821379693785924
1.2132423782822506,1.006952188068534,1.0521846692578771,1.3836104505825249,1.1473329799247942,1.0284097014006428,1.2372876454808046,1.2523618411570214,1.1410876467288775,1.0740649517814147,1.0721510748384342,1.0775659019065005
1.0817101461525214,1.0457611551016808,1.0460860431961354,1.315795638951641,1.0299042411482735,1.0438981197455404,1.1145455188889937,1.35061935689813,1.1343243084942278,1.0668987951435407,1.1340780677661029,1.1139108655910537
1.1976030665391113,1.0472930999318062,1.0399874171343937,1.3539389403232054,1.0251115996056883,1.0593865380904377,1.031501893029196,1.2121709963436214,1.0947633761588529,1.059732638505667,1.0958001422118244,1.089596225036765
1.1466749581742797,1.0488250447619318,1.0338887910726515,1.270715032414905,1.131986534399838,1.0748749564353353,1.0374879789572595,1.1695222178197753,1.2224426125556358,1.052566481867793,1.1951322412215415,1.149992644024844
1.2254895122920662,1.0503569895920573,1.0277901650109096,1.30597298543674,1.3207761676869685,1.1317467556289358,1.1535878357274452,1.1771495568294206,1.1192413218044488,1.0454003252299189,1.0062992594162683,1.092496403362154
1.1723426126997207,1.051888934422183,1.0216915389491676,1.2834766576525516,1.1231826346210458,1.291071371431601,1.041843703575625,1.1946816452888736,1.0552960203965118,1.038234168592045,1.2847094120986036,1.1111249173679538
1.1485772073104004,1.0534208792523083,1.0155929128874257,1.2269946711067237,1.0913658126221055,1.1455818577790462,1.1107666093002573,1.30148608473102,1.0318714594385443,1.031068011954171,1.199650363563079,1.143538585628144
1.1681739698729592,1.054952824082434,1.1231123291167493,1.3860895144234673,1.0249984532237186,1.176773140408676,1.0778533341077383,1.1297322292860037,1.1971367098084518,1.023901855316297,1.3629124560165915,1.082048620574338
1.1605276623218928,1.0564847689125594,1.111310014336516,1.254730202551132,1.1778092923153634,1.0696595382797829,1.0449400589152198,1.354557056234646,1.0803827839214195,1.0167356986784233,1.409884851995468,1.0938922928175991
1.2290222642748994,1.058016713742685,1.0995076995562825,1.3678990585527129,1.1653607364561016,1.0577721014249866,1.012026783722701,1.2252658163559176,1.1942768612023456,1.0095695420405493,1.36123869211393,1.1024329396415984
1.1979229216917584,1.0595486585728104,1.0877053847760492,1.26696490137286,1.105740449622723,1.308753925085686,1.1930918498938092,1.113372424597142,1.2367505617770456,1.0119879317972984,1.1759906280642174,1.1078615332189867
1.2061352656635993,1.061080603402936,1.075903069995816,1.2036896875449548,1.0337594021651408,1.1674144589858044,1.3741569160649174,1.245269387286441,1.1915316843026833,1.0144063215540473,1.257715466460292,1.112187218558362
1.2359577337120462,1.0626125482330615,1.0641007552155823,1.312374204559345,1.0259760499236088,1.2272863158461178,1.328892341580838,1.2972331282803795,1.1875015539180072,1.0228094340132254,1.19008982729299,1.1191342882164788
1.2505460266596116,1.0641444930631871,1.052298440435349,1.28064908516417,1.0384864251595285,1.1908608392313094,1.2836277670967586,1.2225332221450034,1.3325307681989236,1.0312125464724031,1.2946631598023497,1.1831398246096771
1.1639950833167574,1.0656764378933126,1.0404961256551155,1.3341782778930158,1.0796953499079855,1.0789299662656415,1.2383631926126792,1.2455964878020138,1.094842828126117,1.0396156589315817,1.1192331237217366,1.1428646886388245
1.148799756922898,1.0672083827234382,1.0286938108748822,1.2483144926032892,1.051558810681099,1.1066526019438017,1.1930986181285996,1.4726707447202134,1.3309611731730064,1.0480187713907596,1.0836852241127322,1.1897652472694482
1.1711048789269258,1.0687403275535636,1.016891496094649,1.3374383248618062,1.056335056836076,1.0424629485257135,1.1478340436445202,1.3188524513805635,1.1555123407986916,1.0564218838499375,1.2940217979087962,1.1679849536005122
1.1972062208422414,1.0702722723836893,1.0225388155686432,1.3225831779187824,1.0523950555382875,1.080737161391376,1.1025694691604409,1.3665351685043778,1.0852485706409212,1.0648249963091156,1.1640167492593707,1.173261212284708
1.0648997764202366,1.0718042172138147,1.0281861350426378,1.1969642170084152,1.040303588941874,1.082063082093059,1.0958946687944644,1.233778217573021,1.141969740792536,1.0732281087682938,1.1665963895704237,1.154324173721324
1.1031645032733863,1.0733361620439403,1.033833454516632,1.2015227209534327,1.0535238467014143,1.0845899027070025,1.0892198684284875,1.3716920180755756,1.0869463562357435,1.081631221227472,1.1754225102433158,1.165512512369288
1.136805864329266,1.0748681068740658,1.0394807739906264,1.1794321533270342,1.053808438615654,1.0766020366134983,1.0825450680625113,1.4374349745477843,1.1873408752236114,1.0900343336866498,1.1158164231789869,1.1765703945134165
1.1288843926046963,1.0727375536097623,1.0451280934646208,1.1152326260858825,1.113599948626601,1.124976560976846,1.0758702676965348,1.2263039651991348,1.011475569527452,1.098437446145828,1.3672605427832774,1.1938839830890549
1.168199866258091,1.0706070003454593,1.050775412938615,1.1275828229287042,1.0445588450983416,1.0563724621127202,1.0801652380586222,1.2433792041189302,1.0668749333453438,1.0631344961010951,1.4214737845441854,1.1821032032572123
1.1609107772879492,1.068476447081156,1.0564227324126096,1.0592537486227926,1.0414286317696837,1.024395248928754,1.0844602084207096,1.3086161095095263,1.098341419951073,1.0455756972947603,1.099978729267135,1.1623733756994097
1.1672551463425145,1.0663458938168529,1.062070051886604,1.2729558569915649,1.0429437188403765,1.1090656192883188,1.0887551787827972,1.2098137980792325,1.122510816684163,1.1021259206386054,1.078197983528031,1.15158583699049
1.0526489057105797,1.0642153405525496,1.0677173713605983,1.2545519980612032,1.0422085878287872,1.162199547343467,1.0930501491448843,1.2161017335911777,1.2729300598284516,1.0824248735840287,1.1585622006199252,1.1311483258914252
1.132030963764192,1.0620847872882466,1.0733646908345928,1.25038526493325,1.0973023752534417,1.140427830861103,1.097345119506972,1.0163602521543873,1.2241983642749643,1.0627238265294523,1.0894549993053977,1.127240220732287
1.1109112218855293,1.0599542340239434,1.0790120103085872,1.286239511050678,1.0389406667003809,1.0909222515166854,1.1016400898690593,1.1606099948582138,1.156146095099254,1.0664282412968733,1.0618074317316215,1.143566712545341
1.0783143510207525,1.0578236807596402,1.0846593297825815,1.1652140585369104,1.0416292989417972,1.2671212065464936,1.1059350602311466,1.2192714087230485,1.1163310886929747,1.0701326560642943,1.1642552823459886,1.1192892726074122
1.1268824065820964,1.055693127495337,1.090306649256576,1.283952297190041,1.041572278479206,1.0744876931152652,1.110230030593234,1.2057360496452778,1.036762975256442,1.0738370708317155,1.0975771221692665,1.1230332024713292
1.100883275999872,1.0535625742310335,1.0959539687305704,1.2755784984840222,1.0388657629019593,1.0576730391630071,1.1145250009553216,1.192200690567507,1.0196373846272953,1.0775414855991363,1.1032970953665755,1.1201379581259447
1.0319630003189946,1.0514320209667305,1.1016012882045647,1.1214915881012693,1.039186794768148,1.0632201282948202,1.118819971317409,1.1225492237795092,1.06846626192218,1.0812459003665578,1.216264131389721,1.128760442853631
1.0468190932340853,1.0523013737757798,1.107248607678559,1.1420146374227846,1.0780986554858485,1.052010489984927,1.1231149416794963,1.1638542989165193,1.1254713698486982,1.0849503151339788,1.073241081677577,1.150295677815732
1.0590519137886214,1.0531707265848291,1.1128959271525536,1.2606868316900834,1.0789916141203333,1.0479677104097171,1.112973334958178,1.1939111838384098,1.1050489945273128,1.0886547299014,1.2953268382433842,1.1617681467918604
1.0912087009791014,1.0540400793938784,1.118543246626548,1.2009929585186494,1.059064419331455,1.057326365205027,1.1028317282368596,1.1975327252724972,1.1782816886286769,1.092359144668821,1.1039149034393236,1.1605768547998483
1.1459360781138146,1.0549094322029278,1.1124607741929216,1.283304329522814,1.05784239032023,1.149036738097167,1.0926901215155411,1.2517141797565103,1.0988704285053088,1.096063559436242,1.073603186740301,1.1287531169640668
1.1711448904722537,1.055778785011977,1.106378301759295,1.1897913611239217,1.0440814868383397,1.1197757870283502,1.082548514794223,1.0854773057367002,1.0241474984826224,1.0997679742036632,1.0341147476815389,1.1286703059471848
1.039282844839884,1.0566481378210264,1.1002958293256686,1.1146136946832683,1.0491142422959925,1.0608665426980002,1.0724069080729046,1.0963464591492362,1.0243558180499226,1.1034723889710842,1.1035813318925176,1.112446484554923
1.060387584109893,1.0575174906300755,1.094213356892042,1.255856511848246,1.046568497908827,1.048255138314624,1.0622653013515864,1.0470191786476928,1.0557203419407415,1.0763512835172675,1.068990165121426,1.1193891743801223
1.0557063414787806,1.058386843439125,1.0881308844584157,1.1249908039750327,1.047149092051369,1.1031695629956266,1.0929487707163847,1.0147452020381162,1.1799620634434722,1.0544959000952066,1.133498725294772,1.1355085573386356
1.1431697627494897,1.0592561962481744,1.082048412024789,1.149618705337499,1.0489085567757368,1.0666483154571258,1.00347025999034,1.046058870928804,1.032735563680647,1.0326405166731458,1.098577737434884,1.1395727339864703
1.066788041448725,1.060125549057224,1.0759659395911627,1.1648022060496377,1.0958987163215372,1.08052798777794,1.236649889500414,1.0450712404576474,1.3421756811375736,1.0267687529189649,1.1770926564937787,1.1405916898650048
1.1378720712918635,1.0609949018662732,1.069883467157536,1.3074765187376969,1.1027636561593124,1.1370991887411854,1.009450909302128,1.046070107351883,1.262050162203006,1.020896989164784,1.1422605069718186,1.1446200708223122
1.1377580020115337,1.0618642546753223,1.0638009947239098,1.183759977253174,1.0470193715052565,1.1299848600320754,1.0783963160772156,1.0151268001155005,1.1819246432684387,1.0150252254106031,1.1410819348655934,1.1567784654717506
1.1529456077579456,1.0627336074843718,1.0416456944644792,1.0893523457505565,1.05770231933632,1.2386054662430686,1.1473417228523035,1.0061514096189963,1.013807684893418,1.0091534616564222,1.3068901672807782,1.1472775711534535
1.2023827680198442,1.0636029602934212,1.1033565105584513,1.100756461765887,1.0524933324783,1.0705789807334596,1.0950733667404544,1.026282392304784,1.1216138379747846,1.0491127320511566,1.072523317806951,1.122245134168825
1.1908097857204425,1.0644723131024705,1.1650673266524232,1.095493192576553,1.0511469129197863,1.122946559220695,1.0721116083354518,1.0180947705311172,1.0600946837839782,1.089072002445891,1.257737163774482,1.1245514616898529
1.2253449528231044,1.0653416659115198,1.080769267264729,1.3090399824802572,1.048086587740904,1.1165118182553837,1.049149849930449,1.0175018904876685,1.0429847932523602,1.0193953029231078,1.1905737710134243,1.159046176137884
1.2131892563875075,1.0662110187205691,1.0114192543142182,1.1916683309508391,1.0542229786482182,1.1705155646423384,1.0261880915254464,1.0195056317210751,1.0804275319003762,1.0538810558512774,1.123794222933623,1.09063708596416
1.118229639541673,1.0670803715296184,1.2730300422166718,1.091653390063989,1.0579597353920314,1.0570626899247937,1.0032263331204438,1.0157231414956578,1.00657318782672,1.0883668087794471,1.2694172729366895,1.08386569814953
1.1237854624553587,1.0679497243386675,1.0926192372257344,1.2075737019380124,1.1039514789515767,1.1033337614859704,1.0222619245812328,1.0681797227131469,1.0867509971397744,1.122852561707617,1.164151156331964,1.1049210060874588
1.2394803077005332,1.068819077147717,1.0733579427978606,1.296427199558867,1.1159561472279496,1.128864613199348,1.041297516042022,1.044938773279037,1.1311892822312084,1.1573383146357867,1.0258099282711135,1.0810578990960675
1.1951254964323408,1.0696884299567664,1.0540966483699867,1.0479477866769895,1.0621994922872484,1.052599530655917,1.0232243268882883,1.0764731841297148,1.0875766806220974,1.1573302428865448,1.024004915160278,1.1021378703350022
1.1699231544353172,1.0705577827658157,1.034835353942113,1.2167520925468924,1.1409896292561492,1.0202763017844438,1.1035634844288922,1.08351367666291,1.103148731003987,1.055535204795736,1.13240316342627,1.0829090352408697
1.1895377906618565,1.071427135574865,1.0120295776889758,1.2192506478047198,1.1192462570954738,1.0441745005069891,1.097606526994143,1.125357018214028,1.0314773207321548,1.033193667566137,1.0415050519070967,1.068456914992686
1.1245975247167492,1.0722964883839143,1.0173532921905628,1.2819379801775537,1.047165817613018,1.022711137997233,1.124814485587532,1.1622603287961517,1.0466832977533238,1.010852130336538,1.140335217282543,1.083081756076115
1.118399226456788,1.0731658411929637,1.0226770066921496,1.193466522694455,1.0437435931615309,1.0137344207486918,1.1520224441809208,1.040316227975472,1.0293209231410003,1.0170373782449396,1.076154069278162,1.0911448332577596
1.0825807906966969,1.074035194002013,1.0280007211937363,1.0900859315569975,1.096866184235367,1.1786976908696376,1.1241940237972567,1.1337714227299789,1.037636768692572,1.023222626153341,1.3320668171663277,1.097862008256136
1.139164085789079,1.0749045468110623,1.0333244356953235,1.1755289126721102,1.060234247002057,1.0563936747650935,1.096365603413593,1.222634295581961,1.0423548812301895,1.0758807652632043,1.0874814831623338,1.07484811192371
1.1566614945265006,1.0757738996201116,1.0386481501969105,1.056021514775269,1.066127634285517,1.05303233117461,1.0685371830299286,1.0738686139005789,1.0431453405232078,1.1307073473261873,1.0532644545795171,1.0931675779047707
1.0600040924949978,1.0766432524291611,1.0439718646984972,1.0882156998209098,1.118667741056577,1.0254437357155974,1.0564396431077965,1.0624114120440389,1.02566166478345,1.0794673820949798,1.0247143398632568,1.1017396024640045
1.1161726550734574,1.0775126052382105,1.041612440352404,1.2699217671188898,1.061797265441542,1.1959030238338195,1.044342103185664,1.065381507807615,1.0188830648012146,1.0282274168637726,1.043811301269047,1.1089790941347384
1.1477112619526528,1.0783819580472598,1.0392530160063107,1.1712155045340542,1.1315219504848293,1.1226742654618929,1.032244563263531,1.082579613342421,1.0225692226439729,1.1066259501926812,1.1217091271843818,1.1031759380221515
1.160390451153134,1.079251310856309,1.0368935916602176,1.120101615578999,1.073251786110942,1.2141288840140725,1.020147023341399,1.1513409127493477,1.0222787738566417,1.1850244835215895,1.1647654869941653,1.092563398556822
1.123011546178851,1.0801206636653584,1.0345341673141242,1.1257839968901364,1.0982193166596437,1.1671729611379726,1.0333307406204824,1.1067918138243644,1.269581307518775,1.0851652025835674,1.0267296224339764,1.08868957668602
1.1347819482565478,1.0809900164744075,1.032174742968031,1.4143106830903402,1.0677258112503123,1.1199096146154546,1.0465144578995655,1.1417685877468031,1.1046484704704191,1.0880394003011438,1.017242873587818,1.0797461577871197
1.122002327127413,1.081859369283457,1.029815318621938,1.4091738954101756,1.101063755437291,1.0841466358087806,1.059698175178649,1.1927559944998634,1.0231241747306674,1.09091359801872,1.0077561247416595,1.0739294799362786
1.0767688411651095,1.0827287220925064,1.0274558942758445,1.2411175651370805,1.1391987743466616,1.0833744361184443,1.072881892457732,1.1017287872584716,1.1748303449746038,1.0937877957362965,1.0715447991579865,1.0810653389903944
1.0987350655333272,1.0835980749015557,1.0250964699297511,1.1633479458538074,1.071563886452202,1.1906535408809982,1.0860656097368155,1.1413702232262724,1.1951810522323172,1.0966619934538728,1.05975245909187,1.0769412128245115
1.2006012385953932,1.084467427710605,1.022737045583658,1.3309753523769658,1.0705762577165236,1.130452989402937,1.072244021072537,1.1920944699666236,1.146454377778128,1.0995361911714492,1.0479601190257537,1.0717426339238414
1.098455737689178,1.0853367805196543,1.0203776212375648,1.2902644826079523,1.0559788051928478,1.1803451429818872,1.0584224324082585,1.185558636520891,1.0528966737905443,1.1001420564029074,1.0361677789596373,1.0925715857281295
1.03586356162419,1.0862061333287036,1.0202298113692094,1.1727992636495204,1.0558369219854489,1.2375690557162922,1.0446008437439795,1.1723680742120226,1.1499180929861057,1.1007479216343656,1.073368846097715,1.0874428392451765
1.1680178092935414,1.087075486137753,1.020082001500854,1.2886155759807194,1.0509358829952853,1.047301124672695,1.030779255079701,1.0864660511139352,1.0322095983446309,1.101353786865824,1.110569913235793,1.1094869208436544
1.211064964115623,1.0879448389468025,1.0199341916324989,,1.0574162621003411,1.0217510163150398,1.0169576664154223,1.0920441573284974,1.1794368645449034,1.1019596520972823,1.1477709803738705,1.1202586371389394
1.1694110156665307,1.0888141917558516,1.0197863817641433,,1.0789848959328143,1.0759067039738277,1.0031360777511438,1.1164746333543945,1.070376336455542,1.1025655173287403,1.1849720475119483,1.1160712763257334
1.0967014866548093,1.089683544564901,1.019638571895788,,1.0635237799400652,1.08049659742569,1.0032626791858292,1.113730847254404,1.128720368660736,1.1031713825601988,1.1164161335330691,1.1193708879250683
1.171726708900377,1.0905528973739502,1.0194907620274325,,1.147697989859859,1.09628422205582,1.0033892806205145,1.090634344125081,1.1583710513231449,1.103777247791657,1.04786021955419,1.1368712694211065
1.126897779501347,1.0914222501829995,1.0405633960863108,,1.0702718742994504,1.121323676107661,1.031688532440852,1.0676560289823451,1.2066143309828512,1.1043831130231152,1.0177211056260784,1.146032409433614
1.3155019416251308,1.0922916029920489,1.061636030145189,,1.0691748405813697,1.1817095937870796,1.0599877842611896,1.1087109557943853,1.1324021092191892,1.1049889782545734,1.0091682924871492,1.1450283761578786
1.142155335056938,1.0931609558010984,1.0827086642040673,,1.0661826272662498,1.0934231613029646,1.088287036081527,1.1144343277867774,1.1386988376130849,1.1055948434860317,1.00061547934822,1.1386186636681592
1.1650948275239634,1.0940303086101475,1.065307647761266,,1.1516595744034053,1.2949420921800954,1.049605201243972,1.0814796221494534,1.1385191026929573,1.10620070871749,1.1379414700325157,1.1484622687873405
1.0651930510167238,1.094899661419197,1.0604066622402333,,1.0639920524667523,1.250396236683951,1.0074951615489367,1.065512277960898,1.1419578326727922,1.106806573948948,1.0923851139437966,1.1511623824345345
1.1011769416592232,1.0957690142282464,1.0555056767192006,,1.0641767026858011,1.1240480221148466,1.0066481364510436,1.1834919863703683,1.1894505941000997,1.1074124391804063,1.1183121689813782,1.1931846507406505
1.0915516763975774,1.0966383670372957,1.050604691198168,,1.073072798285166,1.114814890981215,1.0067746578278232,1.0565963071010307,1.2944169041237037,1.1080183044118648,1.1076017695700746,1.1111185043774103
1.2298844032375442,1.097507719846345,1.045703705677135,,1.1559728028815954,1.143165733080981,1.0069011792046023,1.1524545775243271,1.2092206100422027,1.108624169643323,1.0695109000174747,1.1128064809985465
1.0724116772686016,1.0983770726553943,1.0408027201561023,,1.075087556774907,1.09936073605786,1.007027700581382,1.179081341474344,1.1397915433343797,1.1092300348747812,1.0693570523613078,1.1152725750542394
1.0571362552196164,1.0992464254644436,1.0359017346350696,,1.0948563458942957,1.0887139410904303,1.0071542219581615,1.2215127523445202,1.0296485488484557,1.067570647707924,1.2497403812616754,1.136465910615943
1.02107563269866,1.100115778273493,1.0708885849122485,,1.1223672778398377,1.3129059454118135,1.007280743334941,1.258673737003021,1.0192303392907145,1.0786700207845803,1.1961053898558751,1.110474305270161
1.0198317116834272,1.1009851310825425,1.198560667610785,,1.1483414611044915,1.2898823847454572,1.0074072647117207,1.2221479381450784,1.1217651284805792,1.0897693938612365,1.0764728290657677,1.0946694471111236
1.0173564417346057,1.1018544838915916,1.2459476702753816,,1.0585382035663302,1.1067461221943549,1.0075337860885003,1.2129297731485866,1.0601564125153355,1.1008687669378925,1.124568133950372,1.108990927109716
1.0139746757797476,1.102723836700641,1.0324079146384253,,1.139833245769409,1.2266457987322648,1.00766030746528,1.2029626880951587,1.047916660984579,1.1119681400145487,1.1019274114786366,1.1116157362247394
1.0308596254533209,1.1035931895096902,1.2982852934260776,,1.135043502967428,1.089598698243686,1.0077868288420593,1.264885000187972,1.162107139663862,1.123067513091205,1.108581704383151,1.1060493513426597
1.0342548291624205,1.1044625423187395,1.2874119531645507,,1.0781851331746344,1.274165515349824,1.0079133502188389,1.2677031713963192,1.260237324147069,1.1341668861678609,1.0961607451648545,1.1046819794301914
1.045760000268685,1.1053318951277888,1.0259332433992965,,1.092883954380211,1.274699798662578,1.0080398715956185,1.1372651172771326,1.2319771774941402,1.145266259244517,1.1002745227698951,1.0970000265274202
1.18693928100364,1.1062012479368382,1.0439721463155849,,1.114681597678573,1.1413059763876137,1.008166392972398,1.093866049825986,1.0567101022830214,1.156365632321173,1.047483365752235,1.0917147271660363
1.0554737424713372,1.1070706007458877,1.0620110492318733,,1.1532795054848737,1.2288859362258526,1.0082929143491774,1.0705867319044045,1.0500271207135612,1.1674650053978293,1.1254333473898344,1.087220741600518
1.0316778783115663,1.1079399535549368,1.0800499521481617,,1.098652614240048,1.0487166151922973,1.008419435725957,1.066272304938701,1.0338103953341828,1.1046314921043687,1.1888559362522235,1.0931621215396774
1.0574782787817845,1.108809306363986,1.1789994969067847,,1.158920136582034,1.228868337058441,1.0085459571027366,1.0856588750878289,1.0538313405343382,1.0417979788109082,1.143309460976622,1.0799871703430748
1.0549380699368314,1.1096786591730357,1.1687918348073438,,1.1737850977498812,1.1564908837300392,1.0086724784795162,1.086074689805072,1.2664606161008354,1.0814489337288793,1.139114452502347,1.08457850927882
1.0515036634726591,1.110548011982085,1.1585841727079031,,1.137417374018273,1.0962900335468764,1.0087989998562956,1.0913509795896508,1.227862719144759,1.1210998886468502,1.185007034881248,1.0906795530730635
1.0547118262144797,1.1114173647911345,1.0685664999139457,,1.1318381434029317,1.192806921509494,1.0089255212330752,1.082754538277381,1.1302048090948034,1.1607508435648213,1.1716622435471358,1.1039623772909224
1.0775475730901216,1.1122867176001836,1.0417360692578443,,1.2314286860819417,1.3079425881202582,1.0090520426098548,1.0752840904018672,1.0425229950655095,1.1442438533667023,1.1583174522130233,1.088237578195905
1.0331984049249694,1.113156070409233,1.0484701488282886,,1.2138532942802596,1.089006382051829,1.0091785639866342,1.0989076183140785,1.0520014764562802,1.0665566567922586,1.121452288909764,1.0983969781198062
1.0098109499472527,1.1140254232182822,1.0552042283987326,,1.1868680836423855,1.0681213216588905,1.0093050853634138,1.0772706583311138,1.0800006314343351,1.1012529916215656,1.1033093210657288,1.0932355480924911
1.0176733935871884,1.1148947760273316,1.0619383079691769,,1.1990384845157511,1.0706092771385507,1.0094316067401934,1.0876476456368314,1.1956388097255832,1.0438066977089913,1.160545419299679,1.090769532048635
