Counts_Central_moment_5th_order,Counts_Central_moment_5th_order.1,Counts_Central_moment_5th_order.2,Counts_Central_moment_5th_order.3,Counts_Central_moment_5th_order.4,Counts_Central_moment_5th_order.5,Counts_Central_moment_5th_order.6,Counts_Central_moment_5th_order.7,Counts_Central_moment_5th_order.8,Counts_Central_moment_5th_order.9,Counts_Central_moment_5th_order.10,Counts_Central_moment_5th_order
50790912089.7863,829462631.8512541,29539891134.372303,15518450803.345102,6068415966.04083,15109642387.480604,56136397973137.58,7316819046.258363,516828406.5417668,56756857.94304001,30205689.083479427,7191437435496.836
50228226.82628317,-14196095.0,14780056711.94679,183882143.21254376,-2385600.0,-184771858.3127575,23901013.552636653,47790694.96300482,1946477.2633744867,-434350.0,-31374860.21766272,116201441.2470438
35843159.57563516,0.0,20222289.52127999,3444853841.3827114,0.0,6097583025.370377,5400813.127572012,-8146684.053357062,484576.872427984,-749624.1666666667,0.0,-6077525.469043011
7689041.95933315,0.0,10111144.760639995,-222400.0,-691267.5,12379937909.05351,172694729.46502045,864796940.4552754,1872427.983539094,-1064898.3333333335,0.0,9875322.10215063
-28412120.603556607,0.0,0.0,1353824.70703125,0.0,6189968954.526755,114409361.61179689,-22778.91851219051,67875050.0,-1380172.5,0.0,-99381905.76507369
-40460960.75780526,0.0,0.0,54693.69140625,477048917.2153637,0.0,56123993.75857334,-444530.0571721661,0.0,-74248121.44032918,4119662774.207815,-103438237.5810311
-32716035.8798413,0.0,1651179.6844993143,71587455.22633748,954097834.4307276,0.0,-2161374.094650207,1373503.0003083914,916222.5,-69293685.63511656,8239325548.41563,-24301529.21947696
-16599244.520633008,0.0,3302359.3689986286,-27326954.683167733,1431146751.6460912,220002605.4307201,0.0,28161961.90160259,458111.25,-64339249.829903945,0.0,-15532089.128633693
-37378941.7974189,0.0,4953539.053497943,72914703.97197159,715573375.8230456,126211390.44606748,0.0,-277974.67712402344,0.0,-59384814.02469133,-2696023.883223684,-2977764.217399153
-28497106.330315627,0.0,0.0,269476444.0492799,0.0,32420175.46141488,0.0,1087518.474223861,1630792852.4089594,-54430378.21947871,-3150383.8209937904,-2633968.1154709104
