Counts_Root_mean_squared,Counts_Root_mean_squared.1,Counts_Root_mean_squared.2,Counts_Root_mean_squared.3,Counts_Root_mean_squared.4,Counts_Root_mean_squared.5,Counts_Root_mean_squared.6,Counts_Root_mean_squared.7,Counts_Root_mean_squared.8,Counts_Root_mean_squared.9,Counts_Root_mean_squared.10,Counts_Root_mean_squared
58.46545136416407,47.43680006071236,67.75529755540012,60.98811359601148,51.92618575558278,66.63012659819732,149.04928762273596,51.17788371210752,49.63992991040009,61.953208149376735,78.78385971583353,81.1960473622671
39.632713760225904,75.9012516365837,53.99480563447284,53.57812412370729,39.774363602702685,88.670739254841,56.79140038680801,55.71245864957395,34.39234410931208,62.185207244167,71.1444264279691,40.35284193030092
59.1779422264229,32.449961479175904,40.23431371354555,54.77241590307707,46.52956049652737,114.07118060953592,63.79002011809266,52.38890938058318,54.08018737640123,57.10040486978775,89.37840902589394,53.70870506724213
68.08905153327386,32.46979121069144,40.13277575802087,62.19726682097856,72.39129781955839,139.47162196423088,84.74668135095321,60.43518768623107,34.19064199455752,52.01560249540851,68.50182479321262,60.539122899657656
76.5487458932901,32.48962094220697,40.03123780249619,57.79057016503644,55.15432893255071,92.71950085123784,73.30056511547355,54.85626976110681,47.84001114827072,46.93080012102926,73.02739212103907,86.79084118077677
78.41573733676783,32.509450673722505,40.87175063537161,60.66094295343586,66.49296900477262,45.967379738244816,61.854448879993896,42.29758108750025,55.93299562869845,91.6624241442479,85.30022083939674,94.62375904582665
74.09242439487409,32.52928040523804,39.57966549733619,59.73459820089378,77.83160907699452,21.64486082191336,50.40833264451424,33.73818765319869,37.06076092041285,89.2598449306776,97.57304955775442,95.1638857931974
69.49797611988365,32.54911013675357,38.28758035930077,53.97353849010511,89.17024914921643,66.57702306351644,51.210350516277465,45.557156907060666,31.630952966780328,86.85726571710731,35.531676008879735,91.35996858388866
76.06457230792476,32.568939868269105,36.995495221265344,63.52880520605665,67.72059517712677,57.35241455207952,49.72699430987987,41.02590644946191,26.201145013147805,84.45468650353702,47.85030784419588,86.20458042645019
79.06810169646387,32.58876959978464,12.041594578792296,95.47669872801426,46.2709412050371,48.1278060406426,48.24363810348228,26.31466394354179,55.88555056927818,82.05210728996673,44.71974375740065,83.05575166701082
61.56872389904697,32.60859933130017,22.366031049323432,74.3615247533048,28.922309727959146,48.35290104547686,46.76028189708468,40.59968720027848,85.56995612540857,79.64952807639644,41.016330286612735,94.6966733299488
74.72458776558356,32.628429062815705,32.69046751985457,49.326897907154645,40.24034933105967,29.43011116694888,45.27692569068709,42.00211126154672,50.778229305762245,77.24694886282614,36.69499950273534,88.37811591862956
