Rise-Time_Clearance_factor,Rise-Time_Clearance_factor.1,Rise-Time_Clearance_factor.2,Rise-Time_Clearance_factor.3,Rise-Time_Clearance_factor.4,Rise-Time_Clearance_factor.5,Rise-Time_Clearance_factor.6,Rise-Time_Clearance_factor.7,Rise-Time_Clearance_factor.8,Rise-Time_Clearance_factor.9,Rise-Time_Clearance_factor.10,Rise-Time_Clearance_factor
72.30722535407384,6.541903678747053,24.29221383126617,18.69687910732273,12.163453352698513,17.291274216244933,60.33060904903912,14.792325934770004,9.224717850155992,15.510954165006346,4.439393421423895,174.9470443718291
3.939455529182514,1.3216063258917763,13.589189012274,3.026216251043856,1.3262069566215724,1.6844131739415489,1.8784675616303512,9.843663710031054,3.120837145641888,1.2689734559675807,1.3689364025345288,5.878400325899167
4.68248162207113,1.2284818557734192,2.886164193281828,3.699344242506968,1.3240516758705905,2.189764774489343,1.7641056602108651,1.880347198042101,2.07842774781729,1.2801385036929265,1.0319871513760313,3.186665838806789
8.95832849892779,1.2411848180506997,2.1517492237762226,1.7506057441387877,1.4656100554118057,2.695116375037137,1.3990136853091588,10.905381069341818,1.757949864471309,1.2913035514182716,1.2388127296330258,5.724749433947364
7.6035420240632625,1.2538877803279802,1.417334254270617,2.2524501050472985,1.190978668009519,3.0322711901882884,1.463371131452869,3.291227968598797,1.63664087948271,1.3024685991436171,1.3609228874573185,6.132324455872479
7.97661243394681,1.2665907426052607,1.338851376754452,1.1386586895340345,1.8281299234746191,3.36942600533944,1.5277285775965794,2.5395182719617093,1.2685642031471698,2.5425796785518773,5.222325257677154,7.8113093096300386
7.7771219614664,1.2792937048825412,1.667031014671171,1.5384386324438102,2.465281178939719,1.186563504706346,1.5920860237402896,3.942051537766504,1.2531001304088951,2.476691786567001,9.08372762789699,7.87095694533421
8.820635549574718,1.2919966671598218,1.99521065258789,2.111110388057019,3.1024324344048195,1.562645785257853,1.3395566046342506,2.693382805163225,2.3032731017961785,2.4108038945821244,1.3224907123464031,7.059097456732985
2.489785505800901,1.3046996294371025,2.323390290504609,1.4888396410537026,2.077354307729874,1.5533355077558806,1.287755327845257,1.846948825648604,3.353446073183462,2.344916002597248,12.161278646563083,9.300536282223922
9.828186040302326,1.3174025917143828,1.513634188565509,1.3473063081733618,1.052276181054929,1.544025230253908,1.2359540510562632,1.7759545189600687,2.9629019292482006,2.279028110612372,7.457088806450008,8.649954042795153
1.530589147933246,1.3301055539916633,1.6711419469641022,3.092503176476963,2.1044395354802474,2.9312689400249714,1.1841527742672693,7.697696209346567,2.57235778531294,2.213140218627496,4.562599767821705,11.857356481125231
