Duration_Max_Min_difference,Duration_Max_Min_difference.1,Duration_Max_Min_difference.2,Duration_Max_Min_difference.3,Duration_Max_Min_difference.4,Duration_Max_Min_difference.5,Duration_Max_Min_difference.6,Duration_Max_Min_difference.7,Duration_Max_Min_difference.8,Duration_Max_Min_difference.9,Duration_Max_Min_difference.10,Duration_Max_Min_difference
3580.6,1476.5,3161.7000000000003,2892.0,2555.0,2158.7000000000003,12874.1,3223.0,1166.9,962.0,932.6,10006.4
901.7,625.0999999999999,1785.9,882.5999999999999,273.1,1012.2,742.0999999999999,955.9,281.1,201.79999999999995,988.3,838.1
950.2,161.39999999999998,410.1,1845.0,381.4,1316.0,408.50000000000006,799.6999999999999,143.8,211.2333333333333,253.2,549.7
1739.3,159.69166666666663,339.25,297.6,420.9,1619.8,718.3,2538.8,205.5,220.66666666666663,78.69999999999993,1719.2
1267.1,157.98333333333332,268.4,724.7,425.8,1053.15,575.3666666666667,750.0,422.9,230.1,116.80000000000008,1060.3000000000002
930.1,156.27499999999998,48.69999999999999,153.5,570.6666666666667,486.5,432.4333333333333,319.1,487.7000000000001,397.8,927.25,1316.5
978.3,154.56666666666663,168.23333333333335,737.3,715.5333333333334,35.400000000000006,289.5,145.29999999999995,339.20000000000005,383.15333333333336,1737.7,1228.7
1417.1,152.85833333333332,287.76666666666665,572.4,860.4000000000001,1009.9,100.10000000000002,780.6,350.95000000000005,368.50666666666666,32.599999999999994,1180.1
1058.0,151.14999999999998,407.3,1008.8,487.4500000000001,715.35,197.65000000000003,331.6,362.7,353.86,680.1,1211.4
1190.9,149.44166666666663,9.899999999999991,833.0999999999999,114.5,420.8,295.20000000000005,249.4,901.6999999999998,339.21333333333337,565.4000000000001,1271.8000000000002
680.1999999999999,147.73333333333332,127.8,1130.0,80.50000000000003,1227.5,392.75,429.4,1440.6999999999998,324.56666666666666,573.6999999999999,1308.4
786.4,146.02499999999998,245.7,571.8,560.4000000000001,494.9,490.3,476.1,246.5,309.92,545.4,1642.7
596.0,144.31666666666663,36.2,185.6,28.799999999999983,1006.2,1448.4,427.4,466.7,295.2733333333333,559.7,1432.7
377.2000000000001,142.60833333333332,62.79999999999998,1375.5,72.5,736.9,1257.66,516.6,812.3,280.62666666666667,550.0,1575.4
340.5,140.89999999999998,191.8,1078.4,58.16666666666666,376.5,1066.92,377.2,456.6,265.98,509.8,1248.2
511.4,140.64545454545453,187.65714285714287,781.3000000000001,43.83333333333333,452.45,876.1800000000001,743.8,329.2,251.3333333333333,735.8,1575.3
554.9,140.39090909090908,183.51428571428573,993.8,29.5,528.4,685.44,474.4,427.65,236.68666666666667,636.0,1540.2
420.8,140.13636363636363,179.37142857142857,1194.5,22.0,654.2,494.7000000000001,539.7,526.1,222.04,601.1,1539.5
522.0,139.88181818181818,175.22857142857143,813.3499999999999,14.5,559.35,592.4000000000001,553.6,457.0,207.3933333333333,1143.5,1516.4
664.7,139.62727272727273,171.0857142857143,432.19999999999993,7.0,464.5,690.1,537.8,378.2000000000001,192.74666666666667,610.5999999999999,1553.0
473.5,139.37272727272727,166.94285714285715,807.0999999999999,38.5,70.69999999999999,497.3,317.8,54.7,178.10000000000002,203.8,1652.2
528.1999999999999,139.11818181818182,162.8,1128.9,69.475,254.2,543.45,526.1999999999999,703.4,350.75000000000006,328.3,1535.0
309.5,138.86363636363637,149.0,1640.0,100.45,417.4,589.6,487.0,683.4,523.4000000000001,652.1,1307.1
348.8,138.60909090909092,135.2,257.0,131.42499999999998,673.8,610.75,538.4000000000001,344.6,483.1500000000001,351.79999999999995,1566.5
317.9,138.35454545454547,121.4,1181.9,162.39999999999998,184.0,631.9,495.4,820.7,442.9000000000001,512.9,1605.2
607.8,138.10000000000002,107.6,698.1999999999999,445.7000000000001,110.3,464.4,559.1999999999999,606.6,402.6500000000001,427.4,1626.8
520.3000000000001,111.60000000000002,93.79999999999998,917.6,44.900000000000006,127.86666666666667,414.7000000000001,879.1999999999999,591.6999999999999,362.4000000000001,416.9,1491.8000000000002
805.0,111.74210526315792,79.99999999999997,970.6,128.40000000000003,145.43333333333334,17.200000000000045,498.8,406.3,322.1500000000001,471.5,1558.0
553.2,111.8842105263158,66.19999999999997,698.4,443.2000000000001,163.00000000000003,438.1,581.5,632.5999999999999,281.90000000000003,566.0999999999999,1697.5
534.4,112.0263157894737,52.39999999999996,1119.9,1112.4,646.8,428.1,494.1,415.1,241.65000000000003,1.3000000000000114,1753.4
607.0999999999999,112.1684210526316,38.59999999999995,746.0,353.0,1597.8000000000002,14.599999999999966,410.3,105.8,201.40000000000003,819.8,1729.0
695.4000000000001,112.31052631578947,24.799999999999955,1504.7,261.4,418.4,279.6,681.3,277.8,161.15000000000003,502.1,1698.7
474.6,112.4526315789474,353.5,1761.3000000000002,3.8000000000000114,472.3,198.36666666666667,393.8,489.6,120.90000000000003,760.9,1668.5
723.1,112.59473684210528,323.8,747.8,425.8,224.8,117.13333333333335,821.7,309.0,80.65000000000003,967.0,1661.5
614.5,112.73684210526316,294.1,1008.5,502.9,398.4,35.900000000000006,523.2,530.8,40.39999999999998,526.4000000000001,1851.4
543.7,112.87894736842108,264.4,1080.9,135.20000000000002,2227.7,282.70000000000005,535.5,657.2,49.69999999999999,322.90000000000003,1491.9
817.3,113.02105263157895,234.7,708.2,289.5,781.3999999999999,529.5,475.2,599.4,59.0,560.6,1742.3000000000002
750.6,113.16315789473686,205.0,1145.6,211.6,779.3,473.1666666666667,614.1,512.6,86.3,594.5999999999999,1725.2
718.6,113.30526315789474,175.29999999999998,1301.7,549.9,1068.3000000000002,416.8333333333333,471.3,1007.0,113.6,619.1,1893.0
949.9,113.44736842105264,145.59999999999997,1447.3,751.6,868.4,360.5,414.69999999999993,292.9,140.9,249.5,1717.1
906.3,113.58947368421052,115.89999999999998,1028.0,812.0999999999999,1440.7,304.16666666666663,2134.7000000000003,882.9000000000001,168.2,321.29999999999995,1573.5
1293.1,113.73157894736842,86.2,1402.9,777.3,1346.2,247.8333333333333,424.8,351.3,195.5,437.8,1592.5
753.8,113.87368421052632,87.40555555555557,1039.9,782.6,1077.0,191.5,1376.4,467.0,222.8,403.6,1658.5
669.8,114.0157894736842,88.61111111111111,1316.4,725.6,1297.6,171.75,554.4,422.6,250.1,306.20000000000005,1426.9
742.6,114.15789473684212,89.81666666666666,1270.5,832.1999999999999,780.3,152.0,780.1,306.1,277.4,434.6,1927.4
818.6,114.3,91.02222222222224,893.1,891.3,716.6,132.25,722.5999999999999,431.6,304.70000000000005,289.9,1622.1
853.5,106.04545454545456,92.2277777777778,1270.5,1007.2,397.8,112.5,667.2,376.0,332.0,1240.5,1516.0
811.5,97.7909090909091,93.43333333333334,1180.4,806.2,600.3,141.03636363636363,745.3,671.5,188.7,1085.3,1775.3
658.9,89.53636363636363,94.63888888888889,1183.3000000000002,923.3,116.8,169.57272727272726,896.2,780.4,136.99999999999994,263.7,1628.7
463.6,81.28181818181818,95.84444444444443,791.5,813.8000000000001,424.4,198.10909090909087,567.6999999999999,821.6,448.30000000000007,260.29999999999995,1599.3
379.8,73.02727272727273,97.05,583.6999999999999,802.0,1127.0,226.64545454545453,724.2,717.6999999999999,322.80000000000007,367.5,1698.5
502.0,64.77272727272728,98.25555555555556,808.0,1509.4,651.0,255.1818181818182,561.8000000000001,389.1,197.3,340.1,1529.0
480.1,56.51818181818183,99.46111111111112,1434.1,771.1,630.8,283.71818181818185,429.3,762.5999999999999,250.7090909090909,352.4,1589.7
553.3,48.26363636363638,100.66666666666669,1544.2,942.1,1274.3,312.25454545454545,817.3000000000001,407.7000000000001,304.1181818181818,380.0,1494.4
808.9,40.00909090909093,101.87222222222223,1519.4,938.1,623.3,340.79090909090905,854.0500000000001,725.4,357.5272727272727,607.3,1793.6
519.8,31.75454545454548,103.07777777777778,1885.5,849.1,728.5,369.3272727272727,890.8000000000001,202.4,410.9363636363637,446.4,1338.8
562.6999999999999,23.50000000000003,104.28333333333332,1567.6,1008.3,932.0,397.8636363636364,901.5,316.9,464.3454545454545,425.9,1117.6
687.1,25.367105263157924,105.4888888888889,1835.2,1881.6,968.8,426.4,845.1999999999999,545.1,517.7545454545455,251.3,1181.0
626.8,27.234210526315817,106.69444444444446,1634.4,1440.7,818.4,407.95,778.8000000000001,283.6,571.1636363636364,548.3,1543.6
480.6,29.10131578947372,107.9,1369.8000000000002,939.9,632.3,389.5,853.9000000000001,340.0,624.5727272727272,364.3,1173.7
672.4,30.968421052631605,104.72222222222224,1262.5,886.3,877.1,371.05,799.4,185.0,677.9818181818182,330.0,1263.0
535.6,32.8355263157895,101.54444444444444,1729.0,828.1,786.4,352.6,259.6,109.1,731.390909090909,330.40000000000003,1449.5
702.8,34.7026315789474,98.36666666666667,1832.4,958.3,810.5,334.15,642.9,47.0,784.8,253.3,1236.9
701.0,36.569736842105286,95.1888888888889,1992.5,889.3,728.9,315.69999999999993,366.9,255.5,332.70000000000005,427.4,1226.3
760.5,38.43684210526318,92.01111111111112,1418.7,882.6,686.1999999999999,309.0,100.60000000000002,319.2,175.90000000000003,498.0,1561.9
794.3,40.30394736842108,88.83333333333334,1678.5,1145.9,933.7,0.3000000000000113,417.50000000000006,120.3,19.100000000000023,834.8,1287.1
996.5,42.17105263157897,85.65555555555557,1449.7,1543.7,806.1,390.4,459.6,475.1,31.00000000000001,639.4000000000001,1650.7
763.5999999999999,44.03815789473687,82.47777777777779,1126.5,1627.3000000000002,710.8,31.600000000000023,583.5,484.6,42.900000000000006,473.9,1552.7
767.5999999999999,45.905263157894765,79.30000000000001,845.1999999999999,1295.0,675.6,206.7,106.80000000000008,494.1,54.8,572.9,1672.8000000000002
704.6,47.772368421052654,213.7,707.5999999999999,1364.4,1399.9,381.8,103.89999999999998,76.4,66.69999999999999,562.0,1433.4
621.3,49.63947368421055,291.79999999999995,641.6999999999999,1246.9,802.8000000000001,401.0,591.5,194.4,211.00000000000003,404.6,1321.4
1218.6999999999998,51.50657894736844,369.9,946.3,1173.0,855.5,309.5,426.1,281.9,355.30000000000007,573.6,1505.9
662.9,53.373684210526335,99.4,892.4000000000001,1147.5,892.0,218.0,432.2000000000001,341.6,171.59999999999997,541.5999999999999,1580.2
657.3,55.24078947368423,16.5,945.7,1161.1,1318.8000000000002,126.5,206.20000000000005,304.8,563.125,663.2,1626.4
641.5,57.10789473684213,844.6,833.3000000000001,1007.9,708.9000000000001,35.0,176.0,245.4,954.65,623.8000000000001,1669.6
553.3,58.97500000000002,66.39999999999999,852.8,6825.8,669.5,104.4,557.3,275.0,1346.1749999999995,648.0,1748.1999999999998
674.9,60.84210526315792,59.63333333333332,832.3,1078.9,595.7,173.8,506.6,403.8,1737.6999999999998,216.7,1683.1
571.2,62.70921052631581,52.86666666666664,352.2,1043.5,627.3000000000001,418.8,631.6999999999999,329.6,682.5,181.0,1663.5
446.2000000000001,64.57631578947371,46.099999999999966,642.0999999999999,1406.7,164.29999999999995,554.9,665.3,489.5,165.3,250.3,1354.0
519.6,66.4434210526316,31.3,439.1,984.3,193.1,418.6,532.1,783.6999999999999,148.54999999999998,552.6,1636.0
399.6,68.3105263157895,51.11666666666667,940.9,1002.4,59.29999999999996,261.65000000000003,670.1,559.0,131.79999999999995,585.5999999999999,1697.4
507.8,70.1776315789474,70.93333333333334,623.0,1010.0,76.60000000000002,104.70000000000005,533.6,364.9,92.49999999999996,375.30000000000007,1807.9
388.1,72.04473684210528,90.75,364.4,959.0,1224.8,144.70000000000002,589.0,458.9,53.19999999999999,765.7,1777.7
439.0,73.91184210526318,110.56666666666666,499.4,1108.9,699.1,184.7,922.2,429.9,193.5,166.39999999999998,1760.2
488.7000000000001,75.77894736842107,130.38333333333333,435.0,1073.1,149.5,224.7,487.0,327.8,250.8,757.2,1724.6
366.1,77.64605263157897,150.2,868.3,1457.9,125.59999999999997,230.45,516.3,289.40000000000003,126.7,628.3,1757.2
339.0,79.51315789473685,140.45999999999998,935.9,887.6999999999999,997.5,236.2,567.9,424.8,2.599999999999966,561.4,1822.1
447.6,81.38026315789475,130.72,779.6,858.6,899.1999999999999,241.95000000000005,603.8,316.90000000000003,191.0,311.2,1790.8000000000002
426.8,83.24736842105264,120.98,658.9,918.5,1047.9,247.70000000000005,483.9,382.7,379.4,316.0,1672.9
403.8,85.11447368421054,111.24,691.8000000000001,921.9,1311.6,222.74000000000004,671.3,853.6,489.2,41.400000000000006,1702.2
604.1999999999999,86.98157894736843,101.5,918.3,906.7,764.4,197.78000000000003,680.9000000000001,390.6,438.94,62.19999999999999,1801.3
359.6,88.84868421052633,91.76,930.0,1154.6,763.4,172.82000000000002,729.6,236.2,388.68,82.99999999999997,1775.4
342.40000000000003,90.71578947368424,82.02,1011.1,988.1,762.4,147.86,740.8,817.3,338.42,218.2,1742.6
363.9,92.58289473684212,72.28,1175.4,942.9,1390.3,122.9,875.3,573.6999999999999,288.16,160.73333333333332,1631.0
423.6,94.45000000000002,62.540000000000006,1006.4,1067.5,731.5999999999999,109.53333333333336,672.2,715.5999999999999,237.9,103.26666666666664,1522.2
212.3,96.31710526315791,52.8,1117.0,970.4,731.3,96.16666666666669,672.0,640.6,246.55,45.79999999999998,1471.1
240.7,98.1842105263158,45.53333333333333,684.8000000000001,962.1,1088.4,82.80000000000001,598.1,667.6,255.2,135.725,1599.4
432.5,100.0513157894737,38.266666666666666,2364.4,1053.7,751.1,69.43333333333334,607.3,454.8,263.85,225.65,1475.2
422.7,101.9184210526316,31.0,,919.5,740.9,56.06666666666668,619.6,373.0,272.5,315.57500000000005,1377.7
511.6,103.78552631578948,23.73333333333333,,948.1,696.1,42.70000000000002,626.5,610.9,281.15,405.5,1603.6999999999998
408.6,105.65263157894738,16.46666666666667,,1004.8,768.0,21.55,624.3,667.7,289.8,401.6,1757.5
305.3,107.51973684210527,9.2,,1486.7,692.3,0.3999999999999772,646.4,784.2,298.45,397.7,1666.9
412.9,109.38684210526316,37.73333333333333,,1142.4,639.6999999999999,113.0,708.1,704.5,307.1,145.20000000000005,1122.0
429.1,111.25394736842108,66.26666666666667,,1053.3000000000002,948.0,225.6,659.4,800.0,315.75,111.70000000000002,1376.7
439.9,113.12105263157896,94.8,,974.7,745.0999999999999,338.2,708.3000000000001,812.5,324.4,78.19999999999999,1630.7
443.5,114.98815789473686,316.90000000000003,,1025.7,878.1,575.0999999999999,684.9,603.0999999999999,333.05,560.8,1187.9
215.6,116.85526315789475,305.18333333333334,,1182.7,782.6999999999999,25.899999999999977,662.8000000000001,892.0,341.70000000000005,233.29999999999995,1638.7
