RMS_Shape_factor,RMS_Shape_factor.1,RMS_Shape_factor.2,RMS_Shape_factor.3,RMS_Shape_factor.4,RMS_Shape_factor.5,RMS_Shape_factor.6,RMS_Shape_factor.7,RMS_Shape_factor.8,RMS_Shape_factor.9,RMS_Shape_factor.10,RMS_Shape_factor
1.0908033959317476,1.1358198513011453,1.200561487029948,1.251822141990097,1.2282632268548646,1.272269140956688,1.1753658441532773,1.1238542932450295,1.2572836559799463,1.284316190589963,1.2421248456854388,1.1513254059261298
1.0115368423031708,1.0303224598432692,1.1159185851726146,1.13056682796942,1.0538037882034752,1.06476904807626,1.0207650865558582,1.0349349386570768,1.0298243360655008,1.0162821293689182,1.0357300923487671,1.031511667672534
1.0069632591962263,1.0041532283876449,1.0312756833152812,1.0872234561204663,1.0004703624873224,1.0349213411920135,1.0083424495072242,1.01054761190015,1.012085222672637,1.0376536728996872,1.000411431083812,1.019397745335562
1.008622248244529,1.0038140729071652,1.0171626190124528,1.0033349987934936,1.0286830296598677,1.0050736343077669,1.0031132419897713,1.010571598715143,1.009012082297651,1.059025216430456,1.0003944431011464,1.004246148396173
1.0026501223905346,1.0034749174266857,1.0030495547096243,1.002061807664811,1.0533525887634734,1.0028752626085575,1.018723770365897,1.008415112555813,1.0008956562476137,1.0803967599612252,1.0003966680044938,1.006350800229676
1.004161311780286,1.003135761946206,1.0001428186052317,1.0057983306389835,1.0378500774048915,1.0006768909093484,1.034334298742022,1.0043827800816278,1.0016537273574098,1.0070530876990338,1.0028761498903465,1.0057433669512736
1.003575189568927,1.0027966064657263,1.0028772642698047,1.0159524839107628,1.0223475660463095,1.0206799161462528,1.0499448271181475,1.0030948015858423,1.0369776378148738,1.006787773048776,1.0053556317761991,1.0056898329998554
1.0043294732273949,1.0024574509852466,1.0056117099343775,1.0100716801361238,1.006845054687728,1.067821556002534,1.1259507893980678,1.0133110065406483,1.0558415441492417,1.006522458398518,1.0036399084809355,1.008283846761778
1.002447818451543,1.002118295504767,1.0083461555989506,1.0265746601013648,1.0035680545416663,1.0687718055064643,1.1010744746854155,1.010525659929029,1.074705450483609,1.00625714374826,1.0078133587569982,1.011416185005364
1.0026394024841392,1.0017791400242873,1.02847530720197,1.0039935477854258,1.0002910543956045,1.0697220550103947,1.0761981599727632,1.0022063053261316,1.1598009750038605,1.005991829098002,1.0062221455417966,1.010510862105675
1.0063151852067524,1.0014399845438076,1.0322709720197571,1.0282897715321495,1.0135798967903755,1.036973128044,1.0513218452601112,1.0040976571933462,1.2448964995241114,1.0057265144477443,1.0232650874208284,1.0083485146138649
1.002912798078306,1.001100829063328,1.0360666368375442,1.0596783298971095,1.0332189289544946,1.0066630974790003,1.026445530547459,1.006045136447366,1.079902993879763,1.0054611997974865,1.0068225058563185,1.0065872912071552
1.0151627307449942,1.0007616735828484,1.047326564600335,1.122562047207391,1.002308748341998,1.0041179197226688,1.0108589486352892,1.0023083327867768,1.0065305541234877,1.0051958851472285,1.034934863732563,1.0074430055947938
1.0033944027984731,1.0004225181023687,1.0063205871277476,1.003756446842626,1.0310701789766297,1.0157841274666104,1.0113820623810146,1.0068070047905922,1.0449853675522849,1.0049305704969704,1.0638251310435862,1.009114058733067
1.004087705158912,1.000083362621889,1.0397056374749958,1.0057731847435385,1.0328105302668384,1.0170107068162162,1.01190517612674,1.00586187751851,1.0946210088707526,1.0046652558467126,1.0574395467280555,1.0117614895389049
1.0053745648723391,1.0019477775446648,1.0395466732184562,1.0077899226444509,1.0345508815570474,1.0165836631863925,1.0124282898724657,1.006184876724208,1.0914058031874363,1.0043999411964546,1.0191935029555557,1.0186865091346178
1.0192285626204352,1.0038121924674404,1.0393877089619168,1.008781972303476,1.0362912328472562,1.0161566195565686,1.012951403618191,1.009108080465338,1.066513147872994,1.0041346265461968,1.0188494404462964,1.0127103517912175
1.0045208863158164,1.005676607390216,1.0392287447053772,1.0616820785835943,1.0256750432269526,1.0505490993136763,1.0134745173639164,1.0065045400018957,1.0416204925585515,1.0038693118959388,1.0125907630434885,1.0142917428030875
1.004358448791032,1.007541022312992,1.0390697804488376,1.0644444719004094,1.0150588536066492,1.0326639988495316,1.0088863720425585,1.004588447082681,1.012245155391008,1.003603997245681,1.009359728418961,1.011995907330664
1.0052434766590606,1.0094054372357677,1.038910816192298,1.0672068652172246,1.0044426639863455,1.014778898385387,1.0042982267212004,1.009098015395179,1.0274400512941362,1.003338682595423,1.0388362129667272,1.0129499022234574
1.010037340645456,1.0112698521585433,1.0387518519357586,1.0077133152756128,1.0014884425503152,1.0200748357254474,1.0027351449627502,1.0150495870257357,1.018738433489072,1.003073367945165,1.001487738854817,1.0159970104122171
1.0024128060063493,1.013134267081319,1.038592887679219,1.1537298850598747,1.0013135677125495,1.065638713166832,1.0024613607863595,1.0076717245226472,1.0099979332628917,1.034858596665416,1.0093138040203624,1.0152942606384154
1.0083327567070584,1.0149986820040948,1.03475658529929,1.1036108999273468,1.001138692874784,1.018168949816967,1.0021875766099693,1.0310003039550344,1.052915125120054,1.066643825385667,1.0234908990450358,1.0144200338328038
1.0319682176715108,1.0168630969268706,1.0309202829193609,1.000187979661494,1.0009638180370182,1.0191397391771808,1.0173961621797036,1.0122630742363878,1.0635361056387442,1.061092883076986,1.001824354380447,1.0200752262259551
1.0207902074846174,1.0187275118496462,1.0270839805394316,1.027090748965322,1.0007889431992525,1.1100265899825494,1.0326047477494382,1.0133828331348236,1.058523453654691,1.055541940768305,1.019992781077477,1.0272224688171363
1.0025518394701067,1.020591926772422,1.0232476781595026,1.0691021809027008,1.042202374285513,1.0397561899408996,1.0092249888441305,1.014038496082408,1.040630621320397,1.0499909984596247,1.001845496182425,1.0199657868039107
1.0042249649438295,1.003448804822094,1.0194113757795735,1.053317306227487,1.000025149324116,1.0275793732636462,1.0378669960511442,1.007766781814453,1.1129408980477182,1.044440056150944,1.0103208443230067,1.0143930101235066
1.003786062106276,1.0041875415268782,1.0155750733996445,1.0862126028163803,1.0006051894688148,1.015402556586393,1.0001398096917318,1.005696510945526,1.0736892955530946,1.0388891138422631,1.0457155456937546,1.0085683792429772
1.0049493848950424,1.0049262782316626,1.0117387710197152,1.0470114317542532,1.0072911697382014,1.0032257399091395,1.0089342431716015,1.0086032479851177,1.0115602942573596,1.0333381715335823,1.011909160342319,1.009189044138212
1.0022702324255657,1.0056650149364468,1.0079024686397862,1.0220486541875142,1.0320095821595154,1.077229706384864,1.000614900565774,1.010586358915109,1.0121847410183562,1.0277872292249015,1.0818533893457862,1.0068930805796028
1.0068071710835136,1.006403751641231,1.004066166259857,1.0741244607738138,1.011429435839548,1.0101195053349536,1.0320793902668004,1.0109784303482814,1.0011416350799691,1.022236286916221,1.101261694773717,1.0075968074061692
1.0168952352670078,1.0071424883460154,1.0002298638799278,1.0273226629268049,1.0722310315347183,1.0050680493861617,1.035441350380982,1.0115463903613953,1.1131797766248923,1.01668534460754,1.0684450725071746,1.008251376650524
