Duration_Shape_factor,Duration_Shape_factor.1,Duration_Shape_factor.2,Duration_Shape_factor.3,Duration_Shape_factor.4,Duration_Shape_factor.5,Duration_Shape_factor.6,Duration_Shape_factor.7,Duration_Shape_factor.8,Duration_Shape_factor.9,Duration_Shape_factor.10,Duration_Shape_factor
1.531124375462822,1.2950613912475315,1.6229394789032066,1.4535830348061738,1.613999748946745,1.36024589955654,2.6603908513433803,1.3640241760661778,1.2243892291723772,1.155205267412944,1.0794622235374898,2.224526768542236
1.1717434155807154,1.1476167252326084,1.461275739474503,1.2116846249879918,1.0688901380745532,1.2065436139222612,1.1308427313557343,1.178222558794262,1.0844979994696948,1.0178577884158508,1.1162550984651034,1.216164994528185
1.1374866019058458,1.0779616093978606,1.2996120000457994,1.349388932548473,1.1524543583803737,1.2958467987408593,1.0848755384883462,1.0441432875533592,1.016707721720041,1.0279986539166006,1.014618908193377,1.070654564945113
1.1242384099331624,1.0767761537602023,1.2100066044199855,1.033111979279306,1.04075041192392,1.3851499835594574,1.188635208270566,1.0472257672492638,1.064053187153042,1.0381395194173506,1.0025017568551322,1.0417772702415822
1.0585914182167278,1.0755906981225445,1.1204012087941717,1.265641957895058,1.1380340344329494,1.3937065477722972,1.1384683716211872,1.007741506937433,1.2308046050206765,1.0482803849181004,1.0062675080924657,1.0248025719282456
1.0525865398203231,1.074405242484886,1.003759514701297,1.012209560524128,1.1958651815518366,1.402263111985137,1.0883015349718084,1.0059261064909255,1.2959026794155832,1.037711924483973,1.2322888420177598,1.0155431406470754
1.0626395451606503,1.073219786847228,1.0512850799177005,1.1398669110735502,1.253696328670724,1.0050557122397266,1.0381346983224295,1.001569601627954,1.1393392572000527,1.0366078986934293,1.458310175943054,1.0081367963261247
1.0701117289364996,1.07203433120957,1.0988106451341042,1.1515022323818769,1.3115274757896114,1.248306839937345,1.0098206698046273,1.0889873680843272,1.2133897460061993,1.0355038729028856,1.0029265696083718,1.0061565068071172
1.0484562442431054,1.0708488755719117,1.1463362103505077,1.1854958583448894,1.1631941628121978,1.1712646682566552,1.082085674710996,1.0487751491226671,1.287440234812346,1.034399847112342,1.02482258001128,1.0106931539166084
1.034265338399106,1.0696634199342534,1.0010372794092448,1.0942816269574258,1.0148608498347842,1.0942224965759653,1.154350679617365,1.02854567246753,1.2873330938888352,1.0332958213217982,1.0551458945684922,1.0131063905869584
1.0772425559612313,1.0684779642965954,1.0830016792646755,1.2462630583979073,1.0051518301319031,1.1043919837749328,1.2266156845237337,1.009500007326746,1.2872259529653245,1.0321917955312545,1.0623398909009112,1.0138491944676151
1.0544205984286608,1.067292508658937,1.1649660791201066,1.1763427632100107,1.242806635316031,1.0507633722392535,1.2988806894301026,1.0042646328778218,1.0212944911593242,1.0310877697407108,1.0563269190054956,1.0200512803296795
1.0729694312033968,1.066107053021279,1.0119679701332824,1.178206243183361,1.0014721268939677,1.1245274171347897,1.3621897147066917,1.0048252486686573,1.049230924783356,1.0299837439501671,1.0619820357852228,1.025168544765542
1.0739272707126335,1.0649215973836208,1.0216293321675989,1.0428057479667587,1.0112936677933024,1.0830399382724476,1.3013028248078184,1.008013683958976,1.0626894187553615,1.0288797181596236,1.0592866059550037,1.027958504904601
1.0615643542573172,1.0637361417459628,1.153132646526032,1.1037603696052622,1.0088852750411523,1.037278599286838,1.2404159349089452,1.001286789097209,1.1572219178296663,1.02777569236908,1.0580362244603108,1.029036463894103
1.0252531305560384,1.0602196406140536,1.1423487596578403,1.164714991243766,1.006476882289002,1.0896998680403427,1.1795290450100722,1.006275246898035,1.0975969553586642,1.0266716665785365,1.1597520887872692,1.0315503399939618
1.1264833635267306,1.0567031394821442,1.1315648727896488,1.378204609172073,1.004068489536852,1.1421211367938473,1.118642155111199,1.004746192462222,1.091773247022596,1.0255676407879926,1.128391430775072,1.0394494725967756
1.0415338492198762,1.053186638350235,1.120780985921457,1.2280988974415443,1.0027821991189252,1.0888974093730728,1.0577552652123257,1.00282018904018,1.085949538686528,1.0244636149974489,1.179382318035159,1.0297757502820304
1.0457986978071336,1.049670137218326,1.1099970990532655,1.2126679878379023,1.0014959087009985,1.0982523578724994,1.1165934394911416,1.0037573314964938,1.057922705708673,1.0233595892069052,1.069460838853933,1.031002012463434
1.0675707599507036,1.0461536360864163,1.0992132121850735,1.19723707823426,1.0002096182830718,1.107607306371926,1.1754316137699576,1.009772406419999,1.2504119765052009,1.0222555634163617,1.1186633847840235,1.034149712742894
1.0518375903154609,1.0426371349545074,1.0884293253168822,1.0680781465381246,1.0016113814729009,1.0038809954528285,1.1898293776694315,1.0049096542316458,1.228228833209791,1.0211515376258178,1.015748396694563,1.034315756873543
1.0584123814659967,1.039120633822598,1.0776454384486904,1.2720948952455935,1.0061687646891604,1.1022632336951197,1.1418829082592137,1.0057644276003046,1.1447655487512811,1.0997837351756172,1.1900154999948085,1.0346673580271792
1.0774529467862166,1.0356041326906889,1.0699477703719993,1.7283513214450543,1.01072614790542,1.0137542106306827,1.0939364388489952,1.0120478558017072,1.139322297186233,1.178415932725417,1.1624818605686371,1.0337384828886542
1.0744023926881254,1.0320876315587797,1.062250102295308,1.1176001381574276,1.0152835311216797,1.10708295568756,1.0848857322340226,1.013825512369926,1.0484006284581628,1.1636596429950514,1.065879806863287,1.040363547028465
1.0407647138116851,1.0285711304268703,1.054552434218617,1.285550997025379,1.0198409143379392,1.044445826736528,1.0758350256190503,1.0258407562579783,1.3571993470828982,1.148903353264686,1.0234390461684486,1.046687990786202
1.0646830940519934,1.0250546292949612,1.046854766141926,1.5803617496830462,1.2540787199283152,1.0140753792527573,1.3816322514465609,1.0184174744912429,1.0966069889679229,1.1341470635343205,1.017733713736478,1.046194360616799
1.0430992605924172,1.0068105026131948,1.0391570980652347,1.2804533463067005,1.0071009556049038,1.020848618028803,1.0568053647142424,1.0440128007939635,1.1252818227531405,1.119390773803955,1.0642726442189283,1.0488148093995466
1.072777417313359,1.008268900478681,1.0314594299885436,1.396595996866164,1.0406519130968976,1.0276218568048487,1.0005225046838675,1.0121768384390122,1.1145192656519445,1.1046344840735896,1.1020758816588003,1.0482200211487347
1.036045256360036,1.0097272983441663,1.0237617619118524,1.2110522618636317,1.134486540075338,1.0343950955808945,1.148181061879706,1.010236510904823,1.192611542994376,1.0898781943432243,1.1083708581424174,1.0647370114900652
1.0673010852500104,1.0111856962096522,1.0160640938351613,1.240485788106209,1.177874674039696,1.1839232999503344,1.1837790182912178,1.0121436451364625,1.1573480779870884,1.0751219046128588,1.0000013758044717,1.0807277064056908
1.0456617862982591,1.0126440940751378,1.00836642575847,1.4191052631747612,1.0990967038770063,1.1084160634404687,1.0002145345985674,1.0019500355856474,1.003418799996577,1.0603656148824934,1.1863813730307264,1.0877868369643602
1.0560927283226855,1.0141024919406236,1.000668757681779,1.228154505897638,1.0721919614262565,1.0215285668982024,1.1189113358506804,1.0311496174149162,1.1029291463917164,1.045609325152128,1.048936521448547,1.07762833936768
1.0712048426959253,1.0155608898061093,1.2217962855015174,1.2980605716908602,1.0001028071041005,1.0928752427318265,1.098611213436894,1.0040840887137452,1.1447361781421137,1.0308530354217624,1.2976824564316598,1.073784115395285
1.0806786496120289,1.017019287671595,1.211868346563807,1.1152326182763774,1.2175565924164158,1.010408818166278,1.0783110910231075,1.0091315398437446,1.0517272808071365,1.016096745691397,1.36359689652613,1.1031658032137317
1.0806759446501182,1.018477685537081,1.2019404076260969,1.1848994740324204,1.1417515728289371,1.0849973777697814,1.058010968609321,1.0184277725419404,1.1009991731378477,1.0013404559610315,1.4300314166212489,1.113968764620256
1.0675994691849122,1.0199360834025666,1.1920124686883862,1.194488052994283,1.0424849755357866,1.557070378461615,1.470592822900869,1.1105558482597837,1.2006821702680464,1.0189539186356662,1.2036061859574303,1.0750221824432864
1.0869721439476454,1.0213944812680524,1.182084529750676,1.1218596969099726,1.0082258177234085,1.0602687639627606,1.8831746771924165,1.1450327365092203,1.1977606068648152,1.036567381310301,1.270066666459556,1.0920277367079472
1.1215673959596384,1.022852879133538,1.1721565908129654,1.1060307362411406,1.002472334642314,1.1317743606295605,1.7421533040557389,1.0796615586271552,1.1195916642300583,1.0383732024835353,1.080990101299381,1.1192662508715632
1.0821003642771978,1.024311276999024,1.1622286518752551,1.1599283311164088,1.0044274663927553,1.037970914870168,1.6011319309190617,1.0074850691361368,1.258836686917189,1.0401790236567694,1.4169214696957904,1.11507962792262
