Rise-Time_Mean,Rise-Time_Mean.1,Rise-Time_Mean.2,Rise-Time_Mean.3,Rise-Time_Mean.4,Rise-Time_Mean.5,Rise-Time_Mean.6,Rise-Time_Mean.7,Rise-Time_Mean.8,Rise-Time_Mean.9,Rise-Time_Mean.10,Rise-Time_Mean
43.33858520900321,90.1263888888889,99.54046242774568,62.18214285714286,63.74246575342467,77.46065573770491,81.26830985915493,53.327734375000006,53.35943396226416,100.41,60.62758620689656,84.21198738170347
40.9372,57.76666666666667,67.50023121387284,56.29615384615385,59.325,47.93333333333334,50.61578947368421,77.8609756097561,45.66666666666666,40.0,52.37058823529412,63.61111111111112
59.74134615384615,56.25,35.46,51.71754385964913,54.3,36.766666666666666,39.73333333333333,49.65326086956522,51.36666666666667,41.975,42.55,41.025
63.04986276303751,55.4125,42.955,57.95,61.02499999999999,25.6,47.833333333333336,39.66774193548388,37.8,43.95,120.75,61.30924574209247
64.69166666666668,54.575,50.45,47.85,59.35,31.65,43.86111111111112,28.526752767527675,77.96666666666665,45.925,54.6,59.526636568848765
65.6910896551724,53.7375,46.15,54.55,104.53333333333332,37.7,39.88888888888889,19.740243902439023,64.55,93.16666666666669,133.53333333333333,83.54358226371062
61.602042419481535,52.9,68.27777777777779,56.68888888888889,149.71666666666667,33.3,35.91666666666667,18.006122448979593,77.55,90.3977777777778,212.46666666666667,71.42095949665749
54.87002087682673,52.0625,90.40555555555557,37.642857142857146,194.9,58.17999999999999,44.6,30.25909090909091,50.65,87.62888888888891,80.95,76.25522807017543
62.66759956942949,51.225,112.53333333333336,55.98181818181818,132.35000000000002,59.71857142857142,47.8375,37.3875,23.75,84.86000000000001,28.46397058823529,82.5457773512476
65.8725352112676,50.3875,30.75,63.92,69.80000000000001,61.25714285714286,51.075,14.661538461538465,35.04673913043479,82.09111111111113,40.62607973421928,79.27800159024649
60.64246575342466,49.55,31.95833333333333,68.31818181818183,49.71666666666666,95.7209726443769,54.3125,17.402661596958175,46.34347826086957,79.32222222222224,70.30613718411553,46.210512048192776
69.17631799163179,48.712500000000006,33.166666666666664,38.25714285714285,43.6,53.56108247422681,57.55,15.18397435897436,63.3,76.55333333333334,58.9390804597701,51.36524541398117
53.31603773584906,47.875,40.0,37.0,37.425,49.86849315068493,76.91428571428571,17.40273631840796,63.86,73.78444444444446,62.99172413793104,55.3300929235168
46.607407407407415,47.0375,32.2,49.215,31.791666666666668,66.45084745762712,74.05542857142856,22.00535714285714,47.07727272727272,71.01555555555557,55.95605700712589,53.669616940280754
