Amplitude_Root_amplitude,Amplitude_Root_amplitude.1,Amplitude_Root_amplitude.2,Amplitude_Root_amplitude.3,Amplitude_Root_amplitude.4,Amplitude_Root_amplitude.5,Amplitude_Root_amplitude.6,Amplitude_Root_amplitude.7,Amplitude_Root_amplitude.8,Amplitude_Root_amplitude.9,Amplitude_Root_amplitude.10,Amplitude_Root_amplitude
76.39923033165091,73.6274674105151,75.60586845014558,75.91631486881046,72.80421548797742,78.36407111171084,78.0809467715798,75.05687334646163,75.16147561558182,80.13835693753782,88.7248041685419,74.22268818483371
76.61759791328325,87.11419424043046,72.93596523394848,79.3749665634422,75.04391248406161,86.6084513067102,78.84692765707521,75.37871173778993,72.48260905128039,83.48576120728448,85.27545386661018,73.49948388703348
84.27379129971602,72.10982504817261,70.2660620177514,75.26672008709554,78.58821661752104,84.31037602860299,83.77009003684262,77.964036030209,80.63940200878977,81.84534945691725,90.86629663457822,82.5823618864858
86.00922002568906,72.69758599806975,75.18102071943963,83.82550476560064,84.56266864540733,82.01230075049578,85.68041496290412,79.20564903286136,71.77970652806542,80.20493770655001,82.44362443119617,84.8399992565031
90.05174376038727,73.28534694796691,80.09597942112785,78.31414088664167,80.85508652763323,78.59349936792431,84.62033601239871,78.7414322735453,70.58128646128328,78.56452595618278,86.64681898304825,90.98771613951598
91.46622496728814,73.87310789786406,79.5477293506493,82.29794905343694,80.26626435916221,75.17469798535284,83.56025706189328,78.61193348634576,73.1537764726532,83.45242812571736,83.414886609069,92.84084838029672
89.25649648164598,74.46086884776122,77.33100692720377,78.90232123884044,79.67744219069117,72.48330650106337,82.50017811138787,73.38826842930534,74.5619744805317,83.21256173330251,80.18295423508975,93.39858200592232
86.57874073308813,75.04862979765836,75.11428450375824,77.78678065815132,79.08862002222014,80.10973372063022,80.39203901271992,74.77729333051798,73.57109770182853,82.97269534088764,74.04627766568842,92.2895490759747
86.94426638385836,75.63639074755551,72.89756208031271,79.16263005623127,79.84129535342763,79.14091652490356,78.46881948201708,74.8301101414052,72.58022092312535,82.73282894847279,79.56410453355696,90.65387262629372
88.97664968013456,76.22415169745267,69.74848563020336,84.76985558072606,80.5939706846351,78.17209932917689,76.54559995131424,70.71894252287204,76.61368768423465,82.49296255605792,76.20001429630933,90.6185123581534
83.18791212048271,76.81191264734981,73.12244038688587,79.60839967962849,76.01113093330184,75.5300956172791,74.6223804206114,72.59690756148692,80.64715444534394,82.25309616364306,75.30144691706181,91.4902115163444
89.27225676797968,77.39967359724697,76.49639514356838,76.56735898005792,74.2162578885677,75.85184554132151,72.69916088990857,73.81957999094429,78.94171753778825,82.01322977122821,74.02716662385188,91.41701567639404
78.41147261055261,77.98743454714412,66.96207485397109,67.69545507503075,74.10380312758163,77.1424061654709,81.28244068110723,72.8457887538697,85.19762492336096,81.77336337881334,74.31296666955473,90.56508750720062
74.02887275243855,78.57519549704128,68.57962130470624,89.52808733537158,73.64300215773913,77.14377779987178,82.19190482925278,72.49243192153735,77.49384424560431,81.53349698639849,77.50216915999083,90.7385937467613
72.89607276844811,79.16295644693842,69.2678871332826,83.71847978330499,73.6448567131845,76.33814801809805,83.10136897739834,73.08600987859913,76.90492397092076,81.29363059398362,77.80908378002981,87.28146972263316
73.0756961643952,79.1707827453835,69.92176185065398,77.90887223123839,73.64671126862986,76.49122704721243,84.01083312554388,73.31830999849826,75.26733691185433,81.05376420156877,70.2474431306606,88.45527019536813
73.15108343498933,79.17860904382859,70.57563656802535,79.49227553077169,73.64856582407522,76.64430607632681,84.92029727368944,71.82872217333606,76.93754705207773,80.81389780915391,74.81168854991216,87.73951478706621
72.75611609443435,79.18643534227367,71.22951128539673,82.86147823454576,73.32117212670092,77.95581985231182,85.82976142183499,70.87073776457716,78.60775719230114,80.57403141673905,74.53502403874523,87.28730975842969
73.29130302953338,79.19426164071875,71.8833860027681,80.53637567170745,72.99377842932662,76.57897355162237,84.16083592126554,71.9473340295523,81.44578152682416,80.3341650243242,79.27645171826447,87.25043534723963
76.82388503220102,79.20208793916383,72.53726072013949,78.21127310886915,72.66638473195232,75.2021272509329,82.49191042069612,71.96362812638768,70.17608049394954,80.09429863190933,75.0439275983764,88.18329977241959
75.38429951240276,79.20991423760891,73.19113543751085,94.12705520623192,72.94113320250159,83.59973086037758,63.375061610375525,71.44432769613815,61.82689571758818,79.85443223949447,75.17728783565524,88.41126633162231
73.994412903674,79.217740536054,73.84501015488223,80.71031187974101,73.76411343857768,73.3393086266916,74.09037923298227,73.38938927493882,78.41207102670995,79.45025891448293,71.53795056970684,87.73177831175776
77.00254657998259,79.22556683449908,74.83000432997554,74.1105482990773,74.58709367465377,82.79510053660098,84.80569685558902,73.37271298304312,80.92831463518115,79.04608558947139,75.60582210286077,87.69765818608487
74.76440537935,79.23339313294416,75.81499850506886,70.68440249954708,75.41007391072988,80.2134007191594,81.85896775859807,72.46958249347598,78.86564189563921,79.44208601106713,75.52882265252077,87.99928698164251
81.67024074008948,79.24121943138924,76.79999268016216,83.73632992057733,76.23305414680597,80.49301181571778,78.91223866160712,71.30013623494608,74.47203659134853,79.83808643266286,74.70790205108348,87.23471744939171
77.47833547744051,79.24904572983432,77.78498685525548,67.79364810413836,74.17201587422176,77.98448409303374,65.06166960773139,72.42315840300984,80.01138235237846,80.2340868542586,75.26924320078767,87.97605773556272
74.97387381311007,89.50418510324104,78.76998103034879,73.11165742778056,77.48293172482558,77.60503873373678,77.61010971200649,74.04010574057133,76.16869298577645,80.63008727585435,74.9507484678125,87.7987665091194
76.82011057792784,88.9457227537291,79.7549752054421,72.67683724091019,78.1378339985721,77.22559337443981,70.38280830178283,72.59701829646328,77.0029413075359,81.02608769745008,73.1885285560557,88.01425500236489
77.09246580281939,88.38726040421714,80.73996938053541,72.40018230142476,75.79595462722517,76.84614801514284,79.42260698077405,73.02127201927193,73.05046395045868,81.42208811904582,77.81565653767733,86.9570779600914
75.88804234322625,87.8287980547052,81.72496355562872,76.5712622811706,75.7130560397124,82.43893745306228,73.42310431575305,70.8491113267143,76.56972480415024,81.81808854064157,79.49921382870359,86.68220756476732
77.53706042525538,87.27033570519325,82.70995773072204,73.86188088016104,72.650695875058,77.45505183738626,77.2668680760105,72.73904336162093,86.23172857773888,82.2140889622373,76.12616446877381,85.94893203027213
78.88020014967574,86.7118733556813,83.69495190581534,81.49994645844882,71.65333483565644,76.38039953743449,68.96138158875267,72.91664591220976,72.29582649818698,82.61008938383304,73.52142147320104,87.4478581280842
79.09780767504061,86.15341100616935,77.90850276642652,72.14541265871576,70.43913068641622,73.16618390023649,66.82350496508492,74.61945212741077,75.68057955093239,83.00608980542879,69.85041451469505,87.98125905790539
79.44661983802564,85.59494865665741,76.51815515799723,73.16313882725639,77.00737342774734,79.37104934952991,64.68562834141717,73.82487104528234,76.73206314811996,83.40209022702452,70.92777815043966,86.48017782110296
78.4363333376017,85.03648630714545,75.12780754956793,73.10480943367537,80.91914979628474,72.51089331688078,62.54775171774943,74.10636842056829,75.61060833841319,83.79809064862026,67.73242674788975,85.62879119948059
77.8013328840715,84.47802395763351,73.73745994113864,71.35162142380125,72.16883494424721,76.40855785280863,63.43905254522625,72.6621193526259,74.2267704071997,73.24743040858596,67.85768363763044,86.7436923464372
77.76905515517988,83.91956160812155,72.34711233270934,73.93932250223426,87.15761115332204,85.6593810623824,64.33035337270307,71.30987150780565,73.18311476629496,62.69677016855165,68.29843656272793,86.58614160736882
78.15801249924125,83.36109925860961,70.95676472428003,76.19777930150413,89.37830469515123,81.4805793145814,67.18298034373116,71.61395895211898,71.4946432868938,65.32154593485747,70.33082552296598,85.06575216430602
75.966816074542,82.80263690909766,69.56641711585074,78.08540306510329,88.8793514906285,83.97286795033848,70.03560731475926,73.12684709143745,75.04517147860089,67.94632170116328,66.19482399814592,84.52086382350491
76.5467150824324,82.24417455958572,68.17606950742145,74.95250196842039,89.0992074831094,89.62583580349983,72.88823428578735,72.17425617395408,66.85891172643089,70.5710974674691,72.46032866711606,83.56194827730874
78.16854021673242,81.68571221007376,66.78572189899215,76.18272523751152,88.44013197869889,90.3625942091972,75.74086125681544,67.90384093560478,74.45746878081046,73.19587323377492,67.82412306136052,81.6967886926243
