Duration_Root_mean_squared,Duration_Root_mean_squared.1,Duration_Root_mean_squared.2,Duration_Root_mean_squared.3,Duration_Root_mean_squared.4,Duration_Root_mean_squared.5,Duration_Root_mean_squared.6,Duration_Root_mean_squared.7,Duration_Root_mean_squared.8,Duration_Root_mean_squared.9,Duration_Root_mean_squared.10,Duration_Root_mean_squared
462.19770898014536,427.641862264572,609.8612553289846,497.8158498452444,463.70876074808046,542.0691405298351,1205.9177026202733,416.7200422270928,371.33299644023424,522.0719165019318,613.6444958128275,654.5077043211737
286.1411481769094,517.4030005711215,447.26413390950825,381.5128851539113,310.2453625761391,652.4585682886948,395.45570315510025,413.814752357009,245.11462284680883,485.6199508532024,543.2288267712734,318.1307453093949
415.3206940066824,216.13130268427105,284.66701249003194,440.2937719455444,383.6520559048264,815.9952324979122,434.38416561073376,377.5860464847714,370.35273276522025,424.2505158061578,748.4843685742542,370.7194963850701
477.4950129695555,215.3395895884279,291.122786772882,444.63417734882535,569.7588130077498,979.5318967071296,604.4606245791919,441.6655184060483,245.51253871577856,362.8810807591132,557.3408517236109,458.0380349754645
526.7741649720824,214.54787649258475,297.578561055732,470.9137314838037,445.9955380942728,663.2609518839258,535.9588045745645,405.9470981703344,302.40869145358016,301.5116457120686,524.064118214556,623.6057822980601
542.1025680377317,213.7561633967416,281.6047318494488,365.2052094371054,500.7628427519927,346.9900070607221,467.45698456993705,363.5821772779111,383.3928077051003,691.634997668568,687.6277313714588,676.057081960425
513.1363655008009,212.96445030089845,310.7893115462576,448.0310219914093,555.5301474097125,176.68879421174395,398.9551645653097,342.5899482662345,279.5084032726029,670.135749880779,851.1913445283617,681.3494718368219
473.52881879968027,212.1727372050553,339.9738912430664,389.2242045769655,610.2974520674325,535.024311597146,359.74861361789846,375.6511425632709,283.72220589419203,648.63650209299,213.52306666962235,654.7744929255911
524.2137890814,211.3810241092121,369.1584709398752,496.2270118330191,473.03208211763547,415.1305864616463,365.8474511881621,323.29804940642623,287.9360085157812,627.1372543052009,362.5837359000203,634.7664819540206
556.7404473026909,210.589311013369,108.76270040781444,759.8035048616189,335.7667121678384,295.23686132614654,371.9462887584257,296.0550039850963,449.9276216913029,605.638006517412,333.2257651823991,616.8249792164895
429.6486015593648,209.79759791752588,153.18988981461092,518.4114433010276,244.68746051510965,364.5688572433643,378.0451263286893,374.5548261024732,611.9192348668246,584.1387587296231,313.394870010242,667.5659788721938
523.4716502456257,209.0058848216827,197.6170792214074,370.24548227204224,316.40081497095696,208.94131760145223,384.1439638989529,370.1953336029069,372.3056117914805,562.639510941834,286.4121165684884,647.4131964334773
262.3966988714156,208.2141717258396,96.47427981937292,148.84672205549796,143.78636061880138,216.72724225220645,685.3565651750711,357.8580141391025,623.4949847432615,541.140263154045,299.26287567725586,651.1943630755034
165.67686245014042,207.4224586299964,133.45884509216066,567.1455481179412,134.88972038916333,291.7397531350879,655.3597021269702,341.3514339043728,328.54734023079124,519.641015366256,321.3790014380539,630.6976183603178
189.08791412539483,206.63074553415328,164.8979684532226,493.952654671796,144.5980095147238,293.5492976620703,625.3628390788692,348.7924955829755,393.6001048018153,498.1417675784671,287.02258489750443,567.6918244279776
190.9129751040504,216.41254108653663,166.819732968942,420.7597612256508,154.3062986402843,336.13833331145497,595.3659760307684,350.5326403834167,309.71442087833105,476.6425197906781,188.2725206400791,575.150663159087
213.65958391632185,226.19433663892,168.74149748466135,601.482946557922,164.01458776584477,378.7273689608397,565.3691129826674,347.85472505571886,349.95407811719303,455.1432720028891,261.0583014928859,572.2970625624125
181.1277491090921,235.9761321913034,170.66326200038074,528.9087015217792,162.14301291570624,417.8693303805956,535.3722499345665,344.63531911546465,390.193735356055,433.6440242151001,285.96523733754293,578.1029630178348
230.4826083050356,245.7579277436868,172.58502651610013,418.5537281931168,160.27143806556768,383.9255435239984,537.976624553685,348.1610886550142,457.3928818131448,412.1447764273111,407.24125101641135,558.7354626769579
258.052846749423,255.5397232960701,174.50679103181952,308.1987548644543,158.39986321542915,349.9817566674012,540.5809991728036,316.1256157304381,215.89255925774088,390.6455286395221,311.9253015547152,565.3100858322505
205.76458530373344,265.32151884845354,176.42855554753888,872.1570118581478,162.83588163493354,402.4056970272662,108.19840230934597,324.3827065196561,40.531551495923104,369.14628085173314,180.5042943691764,594.6755601804042
190.60795728076675,275.1033144008369,178.35032006325827,626.1759912356908,191.03537643462687,257.26823874444096,351.0300152062519,345.8422405926599,451.9305433360308,396.4130445988056,187.68244457060976,574.1407114467426
281.1771913601395,284.88510995322025,194.43795894234475,614.9089923630072,219.23487123432017,491.2741057256344,593.8616281031578,344.4179739674676,496.2887926543231,423.6798083458781,355.6032011479461,565.63799627073
240.7965991098237,294.6669055056036,210.52559782143123,287.78203557553763,247.4343660340135,453.7458571239443,530.8362484256647,341.861103596976,372.6315376577013,420.9167224691218,193.7391708692745,591.5842123254807
364.88410277996286,304.448701057987,226.6132367005177,647.1463719025757,275.6338608337068,318.7648663199883,467.8108687481715,325.11229326306506,368.9255596613341,418.1536365923655,196.6076331545501,591.5954516594538
270.3338282868354,314.2304966103704,242.7008755796042,274.45615719495567,326.47849342133804,332.1603904742406,167.1354527478159,337.309969815992,498.7734121489102,415.3905507156092,179.53472327575557,594.0027983835715
225.73025224994083,480.5506528972778,258.78851445869066,379.0744471348448,189.38533470150216,327.6726366323183,407.02858621969045,346.43172265012527,332.3988730927548,412.62746483885286,218.25216493771603,586.813084283635
266.2907574438136,467.00031597545706,274.8761533377772,398.6265864873359,231.9613114292985,323.18488279039593,266.1389862459088,334.6454709798294,369.9758154258194,409.86437896209657,339.0486355565043,596.6000412413442
210.63641519875765,453.4499790536363,290.9637922168637,287.0007544884213,382.1274805985189,318.6971289484736,445.7812972747959,339.51405521949863,319.247202415307,407.1012930853402,418.0774876913199,604.160922413557
177.98739818063277,439.89964213181554,307.05143109595014,436.5269488345749,350.54031064594426,520.9262519781471,273.00311719832064,292.95935506449825,347.55162781952265,404.3382072085839,391.8505391089822,624.8803605548342
220.05743716492688,426.3493052099948,323.1390699750366,376.7487956185129,266.82404314454124,377.3293162570022,352.4756019925351,284.5641682379045,578.9726475980249,401.5751213318276,390.6200216749435,605.4648553007182
254.7746482906646,412.798968288174,339.2267088541231,573.284101035429,261.50761939186395,299.83101654906966,286.9261635566428,300.13276510859214,281.04840508353715,398.81203545507134,297.88267510044955,626.0870595451015
246.696376741568,399.24863136635327,285.0857999503541,379.7001213836663,132.51362194129328,275.0132413234421,209.60533231084665,316.1197454666437,357.9446937028121,396.0489495783151,298.804362417954,634.5278744226467
270.7331288859856,385.69829444453256,263.614186191819,308.54931346950804,322.7011992540468,312.773224557346,132.28450106505042,319.6134126461327,341.09619171137047,393.2858637015587,331.4997027970695,620.1191234246754
248.96956470062207,372.1479575227118,242.1425724332839,352.72612588273006,423.9323589913844,265.0512969219355,54.96366981925425,304.62541120700985,420.74683401462846,390.5227778248024,222.10771285822364,609.8650483745693
248.33174842357383,358.59762060089105,220.6709586747488,305.7897378919051,207.8020051234668,619.0306297393979,119.86146427158458,287.6762915448215,362.4109045682814,251.28785587222296,184.36237753402943,619.1071386846372
251.7509175691717,345.0472836790703,199.1993449162137,342.5736067320595,520.6397464658264,493.8424082574808,184.7592587239149,249.1491666580019,347.0783576710544,112.05293391964352,187.09207372476504,614.1130198977487
258.8285952655685,331.49694675724953,177.72773115767862,403.5235164563935,560.9354177753427,482.99225356106905,214.20980495237623,244.30887652723547,285.88773146114545,153.10433866294215,215.99787654805155,618.4321018667201
227.2931429363094,317.9466098354288,156.25611739914353,421.6807524864561,560.1793642771423,417.35053920765824,243.6603511808376,269.46398718121293,462.5857663720318,194.1557434062408,186.1880518324452,588.6012891614523
257.1838893135509,304.396272913608,134.78450364060842,388.5188811983519,562.9299328175689,553.0468669150999,273.11089740929896,280.4673124529216,206.03341152994253,235.20714814953948,252.9997402596069,555.3525504615391
286.14131442449985,290.8459359917873,113.31288988207334,364.7940538211892,547.0883974766915,628.031699357675,302.5614436377603,259.1750391238948,384.4625939036346,276.2585528928381,159.7757003621937,524.4599255606912
295.4855167432455,277.29559906996656,91.84127612353826,390.68038943224434,553.3793599182154,691.1660433177283,332.01198986622165,233.87116704168025,328.9781037200998,317.30995763613674,218.0771477091104,541.1501970124654
276.04672837556217,263.7452621481458,95.88194427315882,445.6836081825537,565.7158924565239,767.597417344923,361.462536094683,302.73049537059273,347.975523481938,358.3613623794354,148.56222555678585,534.1587645551396
309.5823087591675,250.194925226325,99.9226124227794,393.89032586435,600.1249750543838,605.9870119800627,345.94235325209604,284.42713894706765,350.7930124976658,399.41276712273407,139.20303117708642,527.6437535530673
338.3435857195521,236.64458830450425,103.96328057239997,431.1655201726064,599.4257234364867,594.4716260405055,330.42217040950914,298.1683504407291,205.6587677440473,440.4641718660327,224.886047334454,531.0203314392613
307.1814334084595,223.09425138268355,108.00394872202052,309.3430688302768,616.2830979867442,555.8040197889601,314.90198756692223,203.283195190376,214.96885105306984,481.5155766093313,228.2353081412973,531.3970972562569
328.5437577810299,225.1430646317888,112.04461687164108,438.6809143556203,588.6913659589372,466.8910106580906,299.38180472433527,394.3477600828397,420.7248469227624,522.56698135263,450.80274280073616,524.5687790721754
340.0127930155364,227.19187788089403,116.08528502126164,442.5429171697565,582.992654895172,317.9915878896067,316.2703244272848,427.0066140723565,447.807499291848,438.2272526897432,287.34212244871674,558.8612345190337
323.3879238497977,229.24069112999925,120.1259531708822,603.2716779835954,591.597791092321,353.0888525114566,333.1588441302343,431.7259911431919,400.832103235161,450.5378341493642,158.74319909346343,566.0628437707207
342.5594969749663,231.28950437910447,124.16662132050276,359.2164942706523,593.2684144320037,289.1045900707908,350.0473638331838,327.5216888492526,405.2320338055992,574.7093439296076,164.101457997016,587.4326752349208
