RMS_Central_moment_3rd_order,RMS_Central_moment_3rd_order.1,RMS_Central_moment_3rd_order.2,RMS_Central_moment_3rd_order.3,RMS_Central_moment_3rd_order.4,RMS_Central_moment_3rd_order.5,RMS_Central_moment_3rd_order.6,RMS_Central_moment_3rd_order.7,RMS_Central_moment_3rd_order.8,RMS_Central_moment_3rd_order.9,RMS_Central_moment_3rd_order.10,RMS_Central_moment_3rd_order
66783.70685761372,-4806.097358308678,97808.96309349856,32713.44928086297,46360.08780550464,92292.90601874166,36425.72067561769,35742.87353583635,47556.18925903934,77410.05530025002,72222.7058176227,20020.963835712395
-919.375012237825,1104.834740740741,48824.12599474928,1515.1976558944002,72.93365625000004,-14.577999999999465,-64.57429012975665,111.45089023664896,-71.46168634259236,14.098740740740832,30.60486057398724,2289.1006793425795
-3768.552861398553,0.0,-160.71110400000072,1288.1076142294803,0.0,-7.288999999999729,48.67825925925925,262.6307565546155,5.650740740740734,15.329879243827422,2.609024107869118e-15,-745.1349512812501
-3807.629693304056,1.7983300034292899e-16,-80.35555200000036,-2.048407407407417,23.25600000000002,7.697546304067751e-15,4.314074074074092,292.8356798699886,5.68525925925925,16.56101774691401,0.0,-42.881540132661705
-634.6429228093602,3.5966600068585797e-16,0.0,0.0604687499999939,0.0,3.848773152033876e-15,-175.32395061728397,-12.827646140680516,0.3080000000000022,17.792156250000602,1.915134717478395e-15,-159.08248325300397
-150.47815197886726,5.39499001028787e-16,0.0,7.239468749999984,1.9024691358024672,0.0,-354.961975308642,13.617567780502204,0.0,0.9540740740740696,-0.0190462962962938,-148.72287997627623
-386.9613787503516,7.193320013717159e-16,0.6899999999999852,93.20575582990392,3.804938271604936,-3.5527136788005016e-14,-534.6,3.239354656648176,8.11199999999976,0.9139753086419712,-0.0380925925925896,-15.725544202222164
-266.15414887854297,8.99165001714645e-16,1.3799999999999704,6.786857142857172,5.707407407407402,1846.377383999999,-1.7053025658242404e-13,20.76184372652136,4.055999999998857,0.8738765432098725,1.2656542480726783e-14,-90.4508400419472
-251.86627240533247,1.078998002057574e-15,2.0699999999999554,77.19801051840696,2.8537037037037014,131.95940337026218,-1.2789769243681806e-13,-71.77199999999999,-2.0463630789890885e-12,0.833777777777774,-99.44630438904896,-227.9907135407924
-55.22991362751684,1.2588310024005033e-15,0.0,-5.103071999999983,1.0824674490095276e-15,-1582.4585772594746,-8.526512829121202e-14,-2.866639963586694,8814.374962275002,0.7936790123456754,-57.8502282002346,-252.95417531869472
-770.1752770393082,1.4386640027434319e-15,134.69500000000025,509.5331089406475,16.60200000000002,9351.853953688504,-4.263256414560601e-14,7.26064255779104,17628.749924550004,0.7535802469135768,-1397.3901327791866,-115.62224750360105
-315.047344108561,1.618497003086361e-15,269.3900000000005,-2662.00037317784,5.35233236151565,20.3660687423096,0.0,-0.496663417130227,120.89314285714234,0.7134814814814784,-401.9567409867547,-202.938910651389
-363.0326223363857,1.79833000342929e-15,-542.6400000000012,-3951.744000000004,-0.6141562500000007,-20.93140738836594,-37.754606413994544,4.3589490495839005,12.203663999999971,0.6733827160493798,-2145.5066627414017,-75.19887420975888
53.50363707859975,1.97816300377222e-15,-7.740740740740759,-155.83779462890604,-158.7037407407404,-107.1051464755406,-52.8375475311956,27.34848901306556,264.7063602554469,0.6332839506172813,1027.0907894727816,17.743473899907247
26.74738612324242,2.157996004115148e-15,316.78959375000034,-214.31103174518063,-105.8024938271603,-222.0641886315739,-67.92048864839666,14.722119707156285,1351.8119999999997,0.5931851851851827,1705.3776019844504,56.92159753086245
62.338129157137374,1.9618145491955893e-15,176.12393750000012,-272.78426886145525,-52.90124691358024,-196.74746468615703,-83.0034297655977,7.640153280558432,-594.4007812500005,0.5530864197530841,-165.19775526760648,252.8348900317794
-2689.102692186213,1.76563309427603e-15,35.458281249999914,-55.198781249999726,-1.7053025658242404e-13,-171.43074074074025,-98.08637088279878,14.755625300480764,-995.0371670310363,0.5129876543209857,144.08051654066534,150.5236060913851
-560.4404867091604,1.5694516393564713e-15,-105.2073750000003,-1361.0423756573996,0.3132469135801207,1309.947439519158,-113.16931199999983,44.08270489682201,-1395.6735528120726,0.4728888888888871,-831.1731043918164,253.22041563613288
-238.37094933282265,1.3732701844369124e-15,-245.8730312500005,-5066.6408128287,0.626493827160412,369.9923197595788,-50.81265599999992,5.681118812966192,10.278907407407283,0.4327901234567886,-489.3013121693466,158.5345008703639
-222.0973547836044,1.1770887295173534e-15,-386.5386875000007,-8772.23925,0.9397407407407034,-569.9628000000005,11.544000000000002,10.96878081546953,-162.51428571428718,0.39269135802469,578.221253906256,121.91695533441936
-410.4902269124465,9.809072745977946e-16,-527.2043437500009,98.9447407407394,-0.1347600887646834,1.8474111129762605e-13,10.697183217978557,99.0957263203212,-126.2125925925924,0.3525925925925914,-15.670615556851471,186.6164781247221
-127.4182071778107,7.84725819678236e-16,-667.8700000000011,-3340.592592000007,0.0189488838638025,-1574.4959999999985,2.7048879052855987,75.27415774253359,0.797399999999979,52.06133333333328,-821.1522507288631,25.503793691413406
853.6966383065319,5.885443647586767e-16,-601.083000000001,-40247.50563237311,0.1726578564922885,-1863.4234711925687,-5.28740740740736,754.8899391737582,-411.0698309037895,103.77007407407396,-1427.7192071759237,63.59078008575396
-1229.736271137028,3.9236290983911763e-16,-534.296000000001,-1.176836406102666e-14,0.3263668291207745,364.032577259475,-279.9765723788069,85.45097387720234,-378.97289212828,95.12256790123446,-127.44063019355488,161.99696554104756
697.4016923076914,1.961814549195588e-16,-467.5090000000008,-2467.2960000000007,0.4800758017492604,-4.547473508864641e-12,-554.6657373502064,33.615597356395064,-153.84015743440247,86.47506172839496,-4882.735527596644,736.0207172470319
-114.01936269260928,0.0,-400.7220000000007,-28672.393305898484,-283.6939259259266,1.8189894035458565e-12,-151.3327717596779,83.38507102870595,-459.8115,77.82755555555548,-301.3906960801073,439.19326124836687
-753.7269861779822,-1.1723955140041653e-13,-333.9350000000005,3057.936926928556,0.0,1.2126596023639045e-12,147.85200000000015,36.96760458984372,1097.7438136574071,69.18004938271596,-1392.7387541759244,153.66333486031826
-241.8343679532508,-1.1106904869513145e-13,-267.1480000000004,-18678.295703981963,1.4099832412739488e-14,6.063298011819522e-13,0.0,36.35515145059215,610.484784,60.53254320987647,600.1845664913623,-109.18627883918424
-563.8554308288153,-1.0489854598984637e-13,-200.3610000000004,-27256.60478561676,-5.392128279883378,0.0,4.085620730620576e-14,35.54632626765454,20.821347656249973,51.88503703703698,-614.6681982507286,-52.78803719656651
-264.24448590476817,-9.872804328456129e-14,-133.57400000000018,-1694.9036824750722,740.0426375744797,2442.3819999999982,0.8265120000000066,64.3980981690225,-5.7417120000000645,43.23753086419748,3.637978807091713e-12,-57.17438308106364
-842.4309079101779,-9.255754057927621e-14,-66.78700000000003,-11837.328259259277,-2.58857407407401,-1798.1568507049706,0.0,55.65549153163106,-0.0607407407407438,34.59002469135798,-10616.227237925934,-178.58777048222584
-956.481070782755,-8.638703787399113e-14,1.609823385706477e-15,-9910.158602249994,54.64875000000004,-503.49472517852826,-323.5119999999999,77.17684668548259,-508.754208000002,25.942518518518483,3789.59005419922,-135.32211063581514
-1145.16707520226,-8.021653516870604e-14,-35.71459259259249,-88.44872700567343,0.0,-1313.3844267060542,-215.67466666666763,100.517371673368,1786.790906250001,17.295012345678984,1453.3557937499932,-189.2583659270774
-1006.6851077160464,-7.404603246342096e-14,-31.74630452674889,692.8440293025678,-110.8520639999998,-244.03512357402457,-107.8373333333354,463.3817602996944,60.520272,8.647506172839485,-1721.6664099596076,-30.64636913371545
-906.992541970362,-6.787552975813588e-14,-27.77801646090529,-3447.522333309256,-19.629843749999985,-2195.8886054077143,-3.183231456205249e-12,591.2521122678552,102.2554999999998,0.0,-2164.6731392318297,-201.7342685538856
-1531.3346134466667,-6.17050270528508e-14,-23.80972839506169,-1312.8821888425985,6.073407407407461,-1093.4980342935482,149.63743781892217,69.95667690509606,-242.54325000000009,-1.4210854715202006e-13,-507.0453764648424,-95.79703382004818
-463.8969899460484,-5.5534524347565726e-14,-19.84144032921809,-112.08902720696888,-309.86918745599894,-3940.8517720788095,299.2748756378475,243.18039692897503,1174.6892051089408,-2.842170943040401e-13,-1990.701472626918,105.78198017862763
595.3676229128275,-4.9364021642280646e-14,-15.873152263374491,3940.671591802075,-437.4362491855622,-4362.214796000007,249.39572969820605,231.78300991075,188.1603719999995,-2.614797267597169e-13,-7682.377175213843,474.424735026155
310.7209175938827,-4.319351893699556e-14,-11.904864197530896,-3052.391557720868,-1267.578135201662,-102.377946637688,199.5165837585645,400.5210839446674,65.61330859374984,-2.387423592153937e-13,-4634.588127018225,457.1044507429261
-40.903111472372885,-3.702301623171048e-14,-7.936576131687296,580.5053823811747,-995.4526222260604,723.6543192814676,149.63743781892308,304.220949976806,42.77674074074071,-2.160049916710705e-13,-1787.4769854227432,539.7159720368369
-251.91775479064023,-3.08525135264254e-14,-3.968288065843698,1215.988731965557,-542.6733310570098,-45.89821566779258,99.7582918792816,859.0288330007054,396.9202962962963,-1.932676241267473e-13,-1731.0466071168958,690.8960634669847
-349.82516640427315,-2.4682010821140323e-14,-9.947598300641405e-14,-14107.080722107636,-92.31197041748176,-137.11259725666042,49.8791459396401,272.98485393619546,-0.5041217129977343,-1.705302565824241e-13,-9365.01460655404,484.8215430732032
-8.535335154858055,-1.851150811585524e-14,0.0027306666665725,-17743.186522095057,-107.58593713620488,-68.66334101215344,-1.3642420526593924e-12,1549.5130175341294,529.1229608460402,-1.477928890381009e-13,6227.081854506734,240.9059891634049
-250.8167998665263,-1.2341005410570158e-14,0.0054613333332445,-25161.78596130787,-120.6809657781538,-237.0072817106664,-1.0231815394945445e-12,396.6214241426869,2385.363735774637,-1.2505552149377764e-13,5054.655750342932,678.054992469728
-932.8601759459624,-6.170502705285079e-15,0.0081919999999165,-18848.432484784986,-106.75855042312628,-66.81056592686808,-6.821210263296962e-13,98.63737982794898,156.30866015625006,-1.0231815394945445e-13,-5498.938616162532,487.5092131830909
-189.10909580505893,0.0,0.0109226666665885,-18628.875435697995,-7.792632864985205,9.476184786448918,-3.410605131648481e-13,95.99655278695332,-70.65644242148299,-7.958078640513124e-14,-9075.493825768372,579.6567017565179
-5.8338922900304375,4.5216355912006375e-15,0.0136533333332605,-14884.380482626224,-52.698316145587725,-3.394330589849725,0.0,-643.652571951964,108.62633283245684,-5.684341886080804e-14,1664.107425925932,799.3737845202887
-188.57072650343045,9.043271182401277e-15,0.0163839999999325,-23005.893355921155,-17.454135937420254,120.57044578795984,0.0,338.40181747838074,16.372738258371022,0.0,-7439.675136000005,508.6326012948735
-117.22516396226628,1.3564906773601912e-14,0.0191146666666045,-19248.03587587956,0.1359642435365879,75.20522011661792,0.0,-2930.0471982507297,86.49557234610333,1.7208456881689926e-15,5646.26891679492,754.3963633165816
144.26433074794286,1.8086542364802563e-14,0.0218453333332766,-47924.58659302674,-45.15478185900509,-1800.8453279999944,0.0,-425.5064471879259,740.1298484170096,-0.0399840000000045,7930.126583880152,1112.3154741785563
128.43855824433876,2.2608177956003187e-14,0.0245759999999486,-39625.363734374994,9.185483630011843,502.7250821759256,0.0,-3168.398443447024,-333.243739174807,-0.0199920000000733,7766.38614163028,2200.359385697986
