Amplitude_FM4,Amplitude_FM4.1,Amplitude_FM4.2,Amplitude_FM4.3,Amplitude_FM4.4,Amplitude_FM4.5,Amplitude_FM4.6,Amplitude_FM4.7,Amplitude_FM4.8,Amplitude_FM4.9,Amplitude_FM4.10,Amplitude_FM4
2.318263057778353,3.863248518842829,3.0629521369923176,2.619115453781846,2.5917500815603405,2.83525466783319,2.4478401344639225,4.018098433263659,2.7563915780038064,2.368201663723086,3.369307764159122,3.521212244390244
4.488070347718222,1.527517348362646,2.212405360095496,2.3807582135110046,2.2170990097818093,1.685519750936211,2.061073192293416,3.5600911152679817,1.7469045698566532,1.4999999999999976,2.437192043581461,3.899280114494224
1.7603090279352651,1.0,1.3618585831986736,2.282729310806928,1.0,1.5927598754681054,1.2978926422613102,7.085921898582181,1.499999999999998,1.6959816258580254,1.0,1.645273503467091
2.1912143331537464,1.0,1.1809292915993368,1.997773684555933,1.395394337680398,1.4999999999999998,1.5000000000000024,18.349820999906985,1.500000000000003,1.8919632517160527,1.0,6.273552466860052
2.2945837808177583,1.0,1.0,1.0838308877164124,1.0,1.25,1.776190331946519,33.36636096957108,1.5000000000000002,2.087944877574081,1.0,17.107555034239716
2.773987005518577,1.0,1.0000000000000002,2.32057248024746,1.1666666666666674,1.0,2.052380663893036,35.49491951156982,1.0000000000000002,1.500000000000007,1.980830443765996,21.133642891635365
2.057704567608618,1.0,1.1666666666666663,2.147389540012896,1.3333333333333348,1.0,2.3285709958395526,42.28741560336477,1.1999306430826864,1.5000000000000064,2.961660887531992,24.48124317000252
2.0050392663356007,1.0,1.3333333333333324,1.6458423101943096,1.5000000000000022,1.8077358698537949,1.0,6.056850199939107,1.0999653215413434,1.5000000000000058,1.0,23.90063441579569
2.680711820931708,1.0,1.4999999999999984,2.374903720863765,1.250000000000001,1.5426421833870607,1.0,1.9060506098999768,1.0000000000000002,1.500000000000005,3.126587986112684,5.782787549319547
2.7630227861538774,1.0,1.0,1.807930230473093,1.0,1.2775484969203266,1.0,10.64872349523579,1.3553073752708915,1.5000000000000044,1.7923454040859876,7.980088800617104
2.523591903371039,1.0,1.2500000000000002,2.438815011126606,2.1737591303117374,3.7571719680211366,1.0,54.38308542685034,1.710614750541783,1.5000000000000038,5.324556907340578,13.086600082649063
2.941522720257355,1.0,1.5000000000000004,1.9172779676482965,1.712648386718751,10.489301038800908,1.0,149.69554556964573,2.1391254061767824,1.500000000000003,5.514515116600553,9.91993402621408
7.712633865709807,1.0,1.5000000000000009,1.4999999999999998,2.261623812698486,24.287373966666262,2.9264630481090323,101.62328455336048,1.24793196615424,1.5000000000000024,3.231175492400568,8.324326603848174
20.830194753895785,1.0,1.499999999999995,7.979518544658501,3.079871887022954,7.067570413122678,2.675989429794789,36.03008786464871,9.004339878534186,1.5000000000000018,2.448170753016644,9.348877931978716
8.433397725008737,1.0,2.101770964643279,6.057998536303151,2.3865812580153025,2.325265495588316,2.4255158114805457,16.323814567861636,1.861868758924835,1.500000000000001,2.403453309537419,9.558601386176136
40.83065433249495,1.0,2.0158036839799545,4.136478527947801,1.6932906290076513,2.1259329120889143,2.175042193166302,46.00015813202254,1.994823231088572,1.5000000000000004,1.92875353829722,11.150120521320966
4.827006114372836,1.0,1.929836403316629,1.3300218660675558,1.0,1.926600328589513,1.924568574852059,24.56117771760842,1.9794787921358403,1.4999999999999998,1.263245761047873,6.73545331798594
9.02827417402311,1.0,1.8438691226533048,3.270120333518017,2.0081568054540533,4.135437504849086,1.6740949565378154,54.22021579943423,1.964134353183109,1.4999999999999991,1.0929283355821116,9.24176605849465
9.023324821143692,1.0,1.7579018419899797,2.532531904033955,3.016313610908106,3.3937518158341065,1.5870474782689077,13.24260578444539,2.133756045521257,1.4999999999999984,6.80034453131563,8.582411350114004
4.272894943113987,1.0,1.6719345613266547,1.7949434745498924,4.024470416362159,2.6520661268191272,1.5,11.420485291211476,4.024771438980228,1.4999999999999978,1.971164960102348,9.947018307863573
10.94385234355872,1.0,1.5859672806633298,1.8622612618178933,2.31337474233587,1.0,45.76094261819239,12.465767400467415,1.4999999999999996,1.4999999999999971,13.917817351244432,11.372569066435286
12.60835192552068,1.0,1.5000000000000049,2.745724812014929,2.813749408863945,1.499999999999995,23.6304713090962,28.018095510982373,2.414825898628424,1.499999999999996,2.235048952201645,8.269529862054538
2.864382605139172,1.0,1.4500000000000044,2.0269717001751486,3.314124075392021,11.724848564303436,1.5000000000000004,23.238619211302165,1.549715337870539,1.499999999999995,2.8215232964238948,8.35858247086341
3.283205519976801,1.0,1.400000000000004,1.0,3.814498741920096,2.6434930784506734,2.084114914127208,30.40016918544188,1.748352198959582,1.4583333333333286,20.024846610089966,7.671590696805443
2.2390635051183594,1.0,1.3500000000000034,1.9580080854853976,4.314873408448172,1.0,2.668229828254416,14.79887716516281,3.9519767279212217,1.4166666666666623,14.417206352838038,8.459523657723297
8.47194860053754,1.0,1.300000000000003,4.900596100258732,1.5000000000000022,1.0,5.040121669012342,27.125337817311653,1.5565058990192593,1.3749999999999962,130.00114955276626,8.896034797089788
12.366541505972036,1.0,1.2500000000000024,2.2905945276973245,1.0,1.0,2.734858352972449,99.58057836215389,3.1421399764885707,1.33333333333333,13.305705778167066,8.241794228027493
4.846845009723082,1.0,1.200000000000002,2.850986996369282,1.0,1.0,1.0,15.397403527816351,1.3889413758396414,1.2916666666666636,2.003106405000964,6.752412258859791
5.116723547598415,1.0,1.1500000000000017,2.952834463644206,1.279367754821506,1.0,1.0,14.7461778221385,4.371382288080975,1.2499999999999971,3.624472346335645,5.872748355831288
14.726836915733674,1.0,1.100000000000001,4.576714654818487,7.749338171587956,1.5000000000000009,2.3210906312689965,10.416114918470225,1.2847377358662753,1.2083333333333313,1.0,4.992510432626626
8.029199281918151,1.0,1.0500000000000005,1.6721419684438463,2.382715969227289,16.881537632199382,1.0,23.03537221483944,1.4999999999999996,1.166666666666665,2.7689306439679817,3.8020253255289793
4.052201597663838,1.0,1.0,1.902665011898233,1.9886621588283773,15.047897262886286,1.4999999999999951,17.1468148946325,1.5379426761122097,1.124999999999999,8.675078257335969,5.032937341347216
2.5324124669430383,1.0,1.5000000000000018,5.679561837400332,1.0,1.9499148689895784,1.3333333333333302,9.440155370146648,1.6504396493427989,1.0833333333333326,4.460562679982529,4.43822087185401
2.57838679221412,1.0,1.444444444444446,4.185350164018531,1.6080130310956489,18.475281568997733,1.166666666666665,50.01533493882766,2.2630870036441446,1.0416666666666663,3.2660931581547343,3.441884937968924
3.0606389484678806,1.0,1.3888888888888904,4.503163998804585,1.1250579287016949,5.52250177933674,1.0,22.01385654418986,2.363594702845545,1.0,3.754288397230836,3.08092372593004
2.2966190009786938,1.0,1.3333333333333346,2.9344582201143297,1.5,3.872013674630973,4.100338002870451,3.390475290249289,3.189989780103138,1.0,2.45100118465019,5.260482144639324
3.2970004941685573,1.0,1.2777777777777788,2.605509841552987,9.391784002938085,6.019821458601108,7.200676005740902,3.1779597649743265,2.4307362658226483,1.0,3.656380837284526,4.232615574289501
2.7781757962235205,1.0,1.2222222222222232,3.275810581464912,8.4285008299217,2.39260458534058,6.167230004784084,6.382296504667631,2.5091172736410594,1.0,11.950354555141669,3.010061266130472
8.293221868496383,1.0,1.1666666666666674,4.364349273634652,3.6631156914506575,5.426332929154855,5.133784003827268,35.704314404149,3.1424946572525707,1.0,4.936530214930232,2.51861453101022
7.92219887498225,1.0,1.1111111111111116,4.536383505162204,24.404082620166346,6.744004088194277,4.100338002870451,39.69136505504827,1.499999999999998,1.0,1.862934880408948,2.13928835292828
4.3869181066048215,1.0,1.055555555555556,3.3417189728689283,27.8470489557608,21.70935109974242,3.066892001913634,41.82651639508264,7.414114743656512,1.0,4.94227803087713,1.6163132665025777
4.199478008890266,1.0,1.0000000000000002,3.4500460810105813,31.81637656922957,45.48714381193267,2.0334460009568174,35.37742671268539,1.5728545269403125,1.0,4.711145751884248,1.8073677939408888
3.685767146786637,1.0,1.060274306826935,2.395425913223177,62.21442387436674,11.1661958511105,1.0,27.570116571692704,11.211802955242328,1.0,9.087472133623498,1.3941678859949538
