Counts_FM4,Counts_FM4.1,Counts_FM4.2,Counts_FM4.3,Counts_FM4.4,Counts_FM4.5,Counts_FM4.6,Counts_FM4.7,Counts_FM4.8,Counts_FM4.9,Counts_FM4.10,Counts_FM4
42.97034947442628,7.904566452072235,15.783661911352016,17.707251832531053,12.96553432138063,18.51070294623758,106.69816723421316,26.695572791107978,6.068038463582193,2.5277979869695595,2.7436028908042926,229.85506451942484
5.638812261660915,1.5657660000000002,8.475922415975088,3.260316580914806,2.272763340607023,1.668165656653596,2.511996907856103,2.256588068146318,1.9525275202505727,1.4999999999999998,2.378039271588673,5.002057335940742
2.3057559038048656,1.0,1.168182920598161,10.743627266399848,1.0,1.5840828283267985,1.483409609631619,6.999952378884747,1.5000000000000002,1.6742985866924114,1.0,2.05079956272704
2.2970274473141274,1.0,1.0840914602990803,1.833128669947082,2.304834535982581,1.5000000000000002,1.5000000000000009,72.38054237110157,1.5000000000000009,1.848597173384823,1.0,8.444533819988408
2.079699313742361,1.0,1.0,1.1215993325311018,1.0,1.25,1.9074426762531709,7.719970760657127,1.4999999999999996,2.0228957600772346,1.0,11.922484764201844
2.5999405796421606,1.0,1.0,1.177628758298792,1.1666666666666667,1.0,2.314885352506341,22.656005629352777,1.0,1.4999999999999991,2.401410194804146,16.68577124366212
2.168816901945201,1.0,1.166666666666667,2.4577174825174835,1.3333333333333337,1.0,2.722328028759511,34.48615915607192,1.0931402338736564,1.4999999999999991,3.802820389608292,16.73661849822433
2.0532934841633,1.0,1.333333333333334,1.692719058688969,1.5000000000000004,1.8996070651778911,1.0,5.341907505462978,1.0465701169368282,1.4999999999999991,1.0,21.566333870829126
2.6528065893898,1.0,1.5000000000000009,1.961019898819208,1.2500000000000002,2.330407966573649,1.0,2.349131779675407,1.0,1.4999999999999991,4.403537432018629,6.219669698082597
3.167556190867283,1.0,1.0,1.752200031711612,1.0,2.7612088679694065,1.0,10.021630425094644,2.13459952567449,1.4999999999999991,1.8582313892336089,6.9506218785489615
2.033563949140454,1.0,1.2500000000000002,6.0511874678993545,1.587173119065011,5.581062969089155,1.0,44.17427445631473,3.26919905134898,1.4999999999999991,4.134197387520123,7.98135499688308
2.620111098293435,1.0,1.5000000000000004,1.9213937931551155,2.137426750799176,6.091572591624865,1.0,163.89858822274908,1.8215696217543644,1.4999999999999996,3.785201844158391,5.642991169901477
8.33628914478611,1.0,1.5000000000000009,1.4999999999999996,1.921810944976968,62.05404834681361,4.678430982536483,51.08492692201708,1.243179775086713,1.4999999999999996,2.4824255381016256,4.6208181346428505
16.589455218774813,1.0,1.4999999999999998,7.8257468073750385,4.48815931243894,7.816199453922476,4.137927083353131,34.12977531637345,15.963303625860773,1.4999999999999996,2.377975653569256,4.028559615212069
9.725169070219629,1.0,2.2052361345640925,6.097512941059492,3.3254395416259603,2.4586619801817204,3.597423184169778,49.04362244186831,1.3776804983814537,1.4999999999999996,2.34625412476705,5.056489504000357
38.09461931964065,1.0,2.1044881153406507,4.369279074743945,2.16271977081298,2.1120301264303816,3.056919284986426,55.026206914789526,2.027380727580233,1.4999999999999998,3.595773209040405,7.028114084022782
2.981990116518846,1.0,2.003740096117209,1.2922433054093434,1.0,1.7653982726790427,2.516415385803074,28.080694496653628,2.255263809528628,1.4999999999999998,1.4042709392635933,4.584757501385309
3.586946205742266,1.0,1.9029920768937671,3.6381294408651663,1.369088811995387,3.4499418779530155,1.9759114866197207,90.68499020637243,2.483146891477023,1.4999999999999998,1.186061755188288,6.5940044885507625
6.262413804482841,1.0,1.8022440576703247,2.9469761975690414,1.738177623990774,2.9725562010515114,1.7379557433098611,50.15613114575268,2.156264097450138,1.4999999999999998,8.324492621714718,5.948408861046398
4.965544160753433,1.0,1.7014960384468836,2.255822954272916,2.107266435986161,2.495170524150008,1.5000000000000009,28.24949335504741,4.240679871224707,1.5,1.7822555264765132,7.184691491850844
10.496668321965466,1.0,1.6007480192234418,1.614700926957504,1.882649050225528,1.0,57.00362720675078,9.577002303608491,1.5,1.5,27.07531091759017,8.327722041945941
15.320191720585342,1.0,1.5,3.083554720170665,2.0779917260737144,1.5,29.25181360337539,55.98384456454738,2.561792900675617,1.5,2.9498222518205,6.382560771046463
2.1766140186503367,1.0,1.45,5.502551491915557,2.2733344019219013,10.286627227425871,1.5,21.80988960614673,1.5187097940759573,1.5,2.8824203917870737,5.1046233576081566
2.74474853515625,1.0,1.4,1.0,2.468677077770088,2.3687707024890656,2.133295769514541,23.03245709577329,1.8335234265292248,1.4583333333333333,17.61550869577646,5.538915391049549
2.154026583750924,1.0,1.35,3.592773952727657,2.664019753618274,1.0,2.766591539029082,13.593126191733962,4.516233347934759,1.4166666666666667,31.57441400314368,4.775271546287965
10.488220413142798,1.0,1.3,6.039441831748107,1.4999999999999991,1.0,6.935493284124897,20.995508958279203,1.769089280765941,1.375,71.93814915004339,5.339926679897111
4.66001582098692,1.0,1.25,2.54750217974738,1.0,1.0,2.7184504988983336,14.907136056106486,2.994518550131529,1.3333333333333333,6.788026063764289,4.605995945670661
