Duration_Peak,Duration_Peak.1,Duration_Peak.2,Duration_Peak.3,Duration_Peak.4,Duration_Peak.5,Duration_Peak.6,Duration_Peak.7,Duration_Peak.8,Duration_Peak.9,Duration_Peak.10,Duration_Peak
471.2,174.0,390.05,,,820.2,486.4,1215.2,774.7,365.0,625.7,1314.6
383.5,292.15,447.73333333333335,,,937.6,555.5,1109.1,605.1,562.0,626.0,1433.8
478.7,410.3,505.4166666666667,,,1366.4,624.5999999999999,945.9,482.7,279.0,626.2,1276.5
217.1,697.9,563.1,,,857.3,693.6999999999999,920.9,384.0,280.5,626.2,1160.3
204.1,467.95,757.4,,,956.7,762.8,964.8,285.3,271.9,667.1,1292.5
388.3,238.0,628.675,,,843.4,831.9,1117.5,724.8,225.0,618.5,1563.1
474.9,223.62142857142857,499.95,,,940.7,827.9772727272727,1098.6,807.6,249.1,618.6,1544.2
493.9,209.2428571428572,371.225,,,880.8,824.0545454545454,975.0,829.2,273.2,618.8,1329.8
542.9,194.8642857142857,242.5,,,754.3,820.1318181818182,1183.4,751.0,203.3,618.5,997.5
859.6,180.48571428571427,151.9,,,834.8,816.209090909091,1023.5,741.0,235.5,618.6,926.6
947.2,166.10714285714283,634.4,,,827.5,812.2863636363636,1483.2,717.1,272.2,830.6,985.3
733.6,151.72857142857143,135.1,,,947.9,808.3636363636364,1293.6,747.9,275.7,618.7,1022.9
820.2,137.35,227.5,,,1034.5,804.440909090909,1225.9,825.1,275.3,618.7,1072.5
447.2,122.97142857142856,319.9,,,937.3,800.5181818181818,1238.9,841.1,438.1,618.7,1228.5
501.3,108.59285714285711,468.26666666666665,,,1010.5,796.5954545454546,1142.6,867.4,292.3,579.6,1497.4
946.1,94.2142857142857,616.6333333333333,,,1042.0,792.6727272727272,1135.5,742.3,292.3,487.7,1379.2
553.5,79.83571428571426,765.0,,,845.4,788.75,1126.3,822.8,296.35,486.8,1845.9
160.9,65.45714285714286,121.5,,,1199.0,784.8272727272728,1141.9,751.2,300.4,487.3,1277.6
535.7,51.07857142857142,769.2,,,1196.1,780.9045454545454,1149.8,661.1,300.6,487.4,1495.1
334.3,36.7,736.5666666666667,,,1228.0,776.9818181818182,1212.4,586.3,300.8,483.7,1245.1
351.0,45.614285714285714,703.9333333333333,,,1194.8,773.059090909091,1209.7,344.9,304.4,523.55,1871.8
343.2,54.52857142857143,671.3,,,1108.9,769.1363636363636,1274.6,547.3,564.3,563.4,1456.7
329.8,63.44285714285715,217.9,,,902.0,765.2136363636364,1157.0,499.05,483.95,546.8,1603.4
329.5,72.35714285714286,421.25,,,1077.0,761.290909090909,1491.9,450.8,403.6,530.2,1574.3
345.0,81.27142857142857,624.6,,,1219.6,757.3681818181818,1443.1,402.55,407.1,386.7,1604.2
742.8,90.18571428571428,550.26,,,1594.0,753.4454545454546,1260.7,354.3,300.9,1252.5,1912.5
438.0,99.1,475.92,,,1286.5,749.5227272727273,1180.4,515.9,403.8,610.4,1813.5
446.7,108.01428571428572,401.58,,,1069.5,745.6,1107.9,677.5,350.7,553.7,1957.8
811.6,116.92857142857144,327.24,,,1141.1,695.4142857142857,1202.7,583.3,232.0,386.3,1592.3
632.6,125.84285714285714,252.9,,,1379.5,645.2285714285714,1155.3,527.05,232.4,525.1,1758.1
383.6,134.75714285714287,269.7,,,1400.5,595.0428571428572,1301.2,470.8,289.3,633.2,1550.0
334.6,143.67142857142858,353.6,,,897.3,544.8571428571429,1226.9,414.55,293.9,702.7,1853.5
492.0,152.5857142857143,34.9,,,1484.5,494.6714285714286,1699.3,358.3,407.2,1055.5,1764.8
388.6,161.5,101.9,,,1172.0,444.4857142857143,1317.0,359.325,386.1,990.2,1514.7
473.2,170.4142857142857,85.0,,,904.2,394.3,1263.5,360.35,365.0,852.2,1605.2
456.6,179.32857142857142,309.3,,,865.4,338.92,1218.0,361.375,343.9,966.1,1725.9
297.1,188.2428571428572,118.9,,,916.6,283.54,1233.8,362.4,407.7,892.6,1445.6
407.6,197.15714285714284,245.1,,,1105.5,228.16000000000005,1626.1,449.0,444.075,987.2,1665.0
386.7,206.07142857142856,241.4,,,1013.5,172.78000000000003,1318.6,362.5,480.4500000000001,942.2,1593.8
632.2,214.98571428571427,237.7,,,1300.4,117.4,1417.1,362.6,516.825,889.3,1710.2
588.6,223.90000000000003,146.5,,,1211.1,115.15185185185186,1369.5,365.7,553.2,1065.3,2136.4
453.8,232.8142857142857,80.4,,,1141.1,112.90370370370373,1380.2,362.5,407.7,1037.7,1694.8
540.7,241.72857142857143,620.8,,,1252.0,110.65555555555557,1265.6,300.6,407.5,876.1,1845.5
619.3,250.6428571428572,78.7,,,1091.7,108.40740740740742,1277.9,437.5,404.3,1168.4,2609.0
630.8,259.5571428571429,64.5,,,1228.0,106.15925925925926,1348.6,359.3,250.8,993.1,1743.2
515.7,268.4714285714286,89.73333333333333,,,1440.5,103.91111111111113,1421.5,595.0,411.3,1040.4,2514.1
473.3,277.3857142857143,114.96666666666668,,,1194.8,101.66296296296296,1237.9,362.5,531.8,950.6,2004.9
592.4,286.3,140.2,,,1249.9,99.41481481481482,1635.8,362.5,411.3,910.5,2011.5
466.9,167.2,293.9,,,1418.0,97.16666666666669,1608.2,591.6,411.5,1013.2,2143.0
413.0,48.1,10.7,,,1687.7,94.91851851851852,1336.5,591.7,446.9,1137.7,1863.4
468.7,99.65,114.25,,,1207.8,92.67037037037036,995.4,595.1,411.4,1082.7,1974.7
373.3,151.2,217.8,,,1192.6,90.42222222222222,1016.0,591.6,411.3,950.8,1849.5
834.4,150.83749999999998,283.1,,,1612.9,88.17407407407407,1105.5,591.4,414.6,963.7,2042.1
769.1,150.475,348.4,,,1464.3,85.92592592592592,1433.4,610.4,446.4,1203.8,2057.1
932.2,150.11249999999998,413.7,,,1577.3,83.67777777777778,1466.4,603.6,408.0,1161.9,2839.1
524.3,149.75,479.0,,,1232.1,81.42962962962963,1255.4,584.2,407.95,1098.4,2039.4
393.9,149.3875,110.3,,,1806.6,79.18148148148148,1339.9,580.0,407.9,1344.8,2175.8
488.6,149.025,155.3,,,,76.93333333333334,1782.6,583.8,510.5,1004.1,2025.0
567.8,148.6625,523.2,,,,74.68518518518519,1606.0,668.7,831.7,1134.2,2198.3
458.4,148.3,580.6500000000001,,,,72.43703703703704,1465.5,668.5,514.3,966.1,2094.3
593.8,147.9375,638.1,,,,70.1888888888889,1832.2,672.5,514.1,1094.3,2198.8
599.7,147.575,259.9,,,,67.94074074074074,1516.2,675.8,517.8,1496.8,2207.5
634.5,147.2125,703.2,,,,65.69259259259259,1668.8,676.0,514.1,1361.8,1913.0
875.6,146.85,624.4000000000001,,,,63.44444444444444,1375.8,682.9,517.8,1303.7,1969.1
693.6,146.4875,545.6,,,,61.196296296296296,1422.5,704.5,517.6,1043.6,1733.4
624.8,146.125,466.8,,,,58.94814814814815,1301.2,679.6,517.8,1099.0,1791.0
641.8,145.76250000000002,388.0,,,,56.7,1497.0,675.8,517.8,1000.7,1621.1
579.4,145.4,355.5,,,,194.4333333333333,1448.8,679.4,517.9,1254.6,1628.6
502.7,204.2,323.0,,,,332.16666666666663,1433.9,679.6,521.1,1431.5,1772.3
426.2,207.87272727272727,290.5,,,,469.9,1862.7,671.8,517.8,1346.4,1775.6
314.9,211.54545454545453,258.0,,,,531.5,1519.1,772.5,518.0,1089.1,1986.0
507.4,215.21818181818185,225.5,,,,351.7,1625.5,686.5,571.3,991.9,2016.2
511.5,218.89090909090908,193.0,,,,278.9,1516.8,683.3,521.5,1101.8,1928.8
770.6,222.5636363636364,345.1,,,,229.8,1562.0,682.8,605.1,1349.8,2631.0
838.4,226.2363636363636,326.11,,,,767.5,2077.8,667.0,575.1,1156.7,1805.1
522.5,229.9090909090909,307.12,,,,677.0,1403.0,421.5,571.2,1243.4,1721.3
347.8,233.58181818181816,288.13,,,,912.7,1568.9,414.9,575.0,1210.6,1626.1
283.0,237.25454545454545,269.14,,,,877.0,1733.8,963.3,1034.4,1144.2,1502.0
549.2,240.9272727272728,250.15,,,,614.2,1639.0,421.2,578.6,1045.3,1698.6
550.3,244.6,231.16000000000005,,,,692.9,1646.8,421.2,578.6,1320.9,1455.9
727.2,475.69999999999993,212.17,,,,945.2,1681.8,414.8,579.0,1150.2,1531.0
454.8,706.8,193.18,,,,897.5,1667.9,414.9,578.7,1069.6,1582.8
578.5,776.5,174.19,,,,935.8,1623.0,591.4,578.7,1010.4,1466.6
581.8,1031.3,155.2,,,,875.1,1447.8,503.7,582.0,1134.3,1407.0
608.6,435.4,406.5,,,,966.5,1374.7,414.7,581.9,1324.2,1563.9
1100.3,622.9333333333333,657.8,,,,1089.7,1508.0,414.8,578.8,1744.1,1504.6
572.4,810.4666666666667,600.0,,,,796.8,1891.5,408.0,582.3,3483.3,2091.1
782.3,998.0,542.2,,,,841.0,1533.9,414.7,705.6,1652.3,1671.3
1158.3,1623.3,146.9,,,,1062.5,1517.2,414.9,582.0,1259.5,1393.4
656.4,383.7,154.3,,,,492.1,1527.6,414.9,582.2,,1614.2
695.3,352.2,155.3,,,,889.6,1492.8,503.2,677.3,,1453.3
608.5,320.7,340.7,,,,881.9,1329.9,414.9,681.1,,1591.6
713.1,315.0,173.1,,,,629.2,1591.1,415.0,684.7,,1845.7
628.6,387.8,174.1,,,,681.6,1674.3,415.0,698.9,,1736.0
787.5,919.1,231.6,,,,641.1,1412.7,415.1,688.1,,1626.1
602.5,136.1,175.2,,,,870.2,1552.8,421.7,783.5,,1768.3
852.1,286.3,231.8,,,,647.9,1211.7,505.3,578.3,,1866.2
658.1,103.4,172.1,,,,417.8,1675.3,406.7,635.8,,1570.1
656.9,82.7,144.63333333333333,,,,514.3,1612.0,501.9,848.4,,2029.9
642.5,179.0,117.16666666666666,,,,508.6,1466.3,542.5,510.5,,1635.5
599.5,275.3,89.7,,,,497.48,1427.5,507.2,866.4,,1657.6
601.0,388.7,623.6,,,,486.36,1427.0,714.0,798.2,,2373.9
558.9,349.3,599.9,,,,475.24,1624.5,421.7,852.8,,1780.7
901.3,287.3,69.9,,,,464.12,1419.0,605.9,874.3,,1793.3
621.0,263.4,173.2,,,,453.0,1419.0,510.8,691.8,,1628.5
398.0,858.0,243.4,,,,441.88,1752.7,701.1,845.6,,1672.0
713.3,356.6,471.9,,,,430.76,1428.4,683.3,847.5,,1932.8
614.6,384.2,334.1,,,,419.64,1663.1,1283.9,783.0,,1918.1
503.0,92.0,505.2,,,,408.52,1486.3,511.4,677.5,,2068.2
801.9,193.25,676.3,,,,397.4,1364.7,947.8,685.2,,1543.3
617.6,294.5,263.4,,,,435.1,1243.6,511.2,685.1,,1662.4
560.9,395.75,263.5,,,,472.8,1536.7,511.5,688.5,,1855.4
485.4,497.0,582.8,,,,510.5,1604.8,546.7,411.4,,1609.9
599.2,180.3,305.4,,,,548.2,1642.2,511.5,688.6,,1777.9
725.1,565.9,687.2,,,,513.7666666666667,1537.4,681.7,688.4,,1743.7
602.7,811.8,846.8,,,,479.3333333333333,1339.6,1370.4,688.5,,1911.7
590.2,30.0,638.2,,,,444.9,1613.7,768.5,448.8,,1555.3
588.7,1946.9,629.8,,,,444.65,1595.2,678.3,2402.3,,1724.9
616.4,244.5,356.2,,,,444.4,1423.3,732.2,688.8,,1863.3
719.1,525.75,450.2,,,,441.3,1545.1,683.7,692.1,,1473.3
523.1,807.0,647.0,,,,441.2,1691.1,674.7,730.0,,1469.5
680.8,105.4,822.6,,,,443.35,1625.1,678.1,692.4,,1569.6
727.2,532.85,439.0,,,,445.5,1664.3,811.5,794.5,,1558.5
856.7,960.3,819.4,,,,444.4,1711.3,687.0,737.8,,1669.8
661.0,801.7,668.0,,,,429.1,1756.4,687.0,791.0,,1615.8
583.9,384.7,757.9,,,,413.8,1610.3,1246.5,794.6,,1499.4
743.9,299.5,813.1,,,,398.5,1733.1,1014.2,798.4,,2012.2
812.6,171.7,1064.5,,,,545.0,1843.4,1341.7,692.6,,1662.6
1242.3,296.3,932.4,,,,550.075,1840.5,1339.6,798.2,,1452.0
918.8,347.8,802.0,,,,555.15,1833.6,1238.6,794.6,,1851.8
476.3,399.3,1092.7,,,,560.225,1841.9,680.2,802.0,,1614.7
410.0,450.8,974.1,,,,565.3,1849.1,1032.4,820.8,,1487.2
438.3,248.7,959.7,,,,570.375,1415.9,674.7,802.0,,1691.4
553.8,546.4,1002.9,,,,575.45,1753.4,901.9,802.0,,1768.9
565.3,525.6,15210.0,,,,580.525,1407.5,671.0,802.0,,1560.1
