RMS_Impulse_factor,RMS_Impulse_factor.1,RMS_Impulse_factor.2,RMS_Impulse_factor.3,RMS_Impulse_factor.4,RMS_Impulse_factor.5,RMS_Impulse_factor.6,RMS_Impulse_factor.7,RMS_Impulse_factor.8,RMS_Impulse_factor.9,RMS_Impulse_factor.10,RMS_Impulse_factor
1.4714309792684983,1.2241911152164673,1.0534557983506287,2.0698340011448195,1.703681211493315,1.3083140572334944,1.0109580545989525,1.5010408009210896,1.4283117427912226,1.3242635174845725,1.330194622178071,1.4754253136771172
1.2974736489877865,1.2261419219821112,1.0449227666373675,,1.8400927891618264,1.4344813402730536,1.0117134412645634,1.5505648319006256,1.366018404325965,1.3266602997355277,1.2687208197059157,1.4849016672688795
1.4586824506111156,1.2280927287477554,1.036389734924107,,1.8401419541878576,1.372317486394907,1.0124688279301746,1.546276162000544,1.3705658596998205,1.3290570819864826,1.2072470172337604,1.5633197802124437
1.40843537414966,1.2300435355133996,1.0278567032108454,,1.816988591396448,1.4079648214475693,1.0506024558773337,1.688097938294222,1.2475439922271403,1.3314538642374376,1.3911222742927958,1.6108580780272663
1.1900768693221524,1.2319943422790436,1.0193236714975844,,1.9804375656826207,1.4350608076613414,1.0887360838244926,1.8169804956447544,1.234617760966862,1.3338506464883928,1.5749975313518314,1.6372236124500996
1.4229501223013932,1.2339451490446878,1.0331253626448134,,1.8766548167294543,1.967060508413892,1.0741949832012907,1.770603063796781,1.3196976719312632,1.3362474287393478,1.24438202247191,1.658004487431389
1.4073494917904612,1.2358959558103315,1.0469270537920423,,1.9629039459507152,1.8833627937617807,1.059653882578089,1.7693545033757536,1.3190118152524168,1.3386442109903027,1.2734515154376356,1.6633124877920695
1.3540401146131804,1.237846762575976,1.0607287449392713,,2.051991549350282,1.722575046845329,1.045112781954887,1.898633384323936,1.2912933820245382,1.341040993241258,1.3025210084033612,1.5391036654728592
1.3555529522024368,1.23979756934162,1.1242424242424245,,2.017487493190391,1.808339014480107,1.25365150592116,1.4711024463870197,1.3011457057324591,1.3434377754922129,1.295065458207452,1.5704600585383508
1.216752023789856,1.241748376107264,1.112040423865743,,2.0891215601747684,2.1100851991281946,1.113099967936654,1.5599545082195374,1.3464837049742708,1.345834557743168,1.4716981132075468,1.7409592227182356
1.315772890541307,1.2436991828729085,1.0998384234890617,,2.0013492197084988,2.385455623614396,1.1328798620425369,1.6198377341790824,1.2951809720785936,1.348231339994123,1.2854061826024443,1.7026565001492415
1.6474196891191712,1.2456499896385522,1.08763642311238,,2.065881120010848,2.0977794054000065,1.1318862756010364,1.5423129339996104,1.232245681381958,1.350628122245078,1.4105170128148474,1.752586239242856
1.8614488725660487,1.2476007964041964,1.075434422735699,,2.020263526893939,2.384714721765673,1.130892689159536,1.579442549688345,1.1925237907656585,1.3530249044960332,1.4908637873754154,1.7243397220178431
1.9827524766588267,1.2495516031698406,1.063232422359017,,2.063555432891958,2.186643973886739,1.1298991027180354,1.588221652899863,1.4318840579710146,1.3554216867469882,1.142030383409694,1.6742290612896067
