Amplitude_Central_moment_5th_order,Amplitude_Central_moment_5th_order.1,Amplitude_Central_moment_5th_order.2,Amplitude_Central_moment_5th_order.3,Amplitude_Central_moment_5th_order.4,Amplitude_Central_moment_5th_order.5,Amplitude_Central_moment_5th_order.6,Amplitude_Central_moment_5th_order.7,Amplitude_Central_moment_5th_order.8,Amplitude_Central_moment_5th_order.9,Amplitude_Central_moment_5th_order.10,Amplitude_Central_moment_5th_order
172116.67558229715,496650.783524356,359100.1880520301,326806.8846558465,235848.70185800543,177452.153796074,243621.2028762113,180746.06770226583,276743.434895454,63393.11842313985,-204079.61680817185,343623.1005973616
314859.81969328,-335821.9534124989,239817.2809260151,303845.1116187477,-28687.103112304903,-1490671.141494655,-176984.8426508635,149585.893986725,6104.079975000073,-6318.976034979416,-73385.17099589882,293616.4331110436
32535.47194584001,2.4101609596982598e-11,120534.3738000001,233238.11243805432,-3.41970007866621e-10,-1158955.9548473272,3659.529700000066,-64856.10779588546,2260.867399999984,-7222.6463149862975,0.0,-83960.50295914317
-599496.0671324433,2.2093142130567383e-11,60267.186900000284,-13996.097592180928,-11765.759999999886,-827240.7681999992,158934.82418724374,-5564.620758777975,16932.33723251039,-8126.316594993179,0.0,-158174.41304796565
-158631.3766721396,2.0084674664152164e-11,4.656612873077393e-10,-32627.30624999945,2.219167072325945e-10,-413620.38409999927,104249.79095377291,8746.89766633413,12030.996156378658,-9029.98687500006,-4.31876756579186e-14,-532514.5418092404
-185118.71185404056,1.807620719773695e-11,-1.8540724511240114e-14,-4289.686181249991,103431.43270233247,7.56699591875076e-10,49564.75772030211,-333.9437407669096,-3.7834979593753815e-10,-6052.487558847816,146295.9708726334,-422954.2126385235
-118843.96533933874,1.606773973132173e-11,34288.42377928669,27735.76793243557,206862.8654046648,0.0,-5120.275513168722,22729.626367772416,25928.89820625037,-5650.228954375932,292591.9417452668,-97860.42288934604
-88399.59715456227,1.4059272264906516e-11,68576.84755857338,-82410.17387142798,310294.298106997,87242.56562598693,-2.327027459614328e-13,271727.3698429255,12964.449103125296,-5247.970349904047,0.0,-58221.574698818025
-125549.983763395,1.2050804798491299e-11,102865.27133786007,282331.70126314496,155147.1490534985,44876.59059799373,-1.5296963695732302e-10,-4565.586700195262,2.1827872842550278e-10,-4845.711745432162,-28465.513806156032,-13054.435649287378
-142541.90306004582,1.0042337332076082e-11,0.0,142723.55262,0.0,2510.615570000539,-3.0570657116868445e-10,2959.8779378633376,109879.401325214,-4443.453140960278,-7322.548011955834,-40466.30687630137
-108880.83277489548,8.033869865660865e-12,-17116.253616460996,555820.5648823833,-9.315871244855892,78793.86896430147,-4.5844350538004604e-10,6613.586359892761,219758.80265042777,-4041.194536488393,5841.978023144749,-75167.72442595215
-315938.41912257724,6.0254023992456496e-12,-34232.50723292199,65273.67086783458,11390.416325965256,-4553.678126785269,-6.111804395914078e-10,8473.485504272907,-191.1346174689056,-3638.935932016509,-14000.377601495718,-85401.52042597599
99445.38839265614,4.016934932830431e-12,2.3576230452674807,620.4512942386806,12.38291621704105,3695.319527840045,295443.08062069333,4039.4215933432815,-41866.173170572336,-3236.677327544624,-12070.46009546634,-95112.23976289984
6656.081437617168,2.008467466415216e-12,-118.5469999999994,-297460.9650253983,-4112.396857011179,34.92871829694821,239556.2380844728,3354.008597194005,28375.69690486901,-2834.41872307274,-16584.096315063678,-100501.036944907
35196.79877891719,0.0,2730.34313964844,-92091.08896273636,-2741.5979046741195,358.99563660298026,183669.39554825216,113.33489618376402,155629.67725019588,-2432.1601186008547,-51870.919198512,-50925.200660025504
7142.50843560479,0.0,2558.907319698665,113278.7870999256,-1370.7989523370595,7672.833959016366,127782.5530120316,21976.534004912213,3967.845131250035,-2029.90151412897,91651.82257322205,-73919.06022231843
-10390.73639158846,0.0,2387.4714997488904,702825.7524375,-6.342149028171207e-15,14986.672281429752,71895.71047581104,-77.4151799307335,-223.9471882394469,-1627.6429096570855,-39144.499408913485,-54572.1631884333
844.269941676969,0.0,2216.035679799116,-93588.83268733267,0.0056393689986236,-50030.704064836005,16008.867939590473,-30.25782891026278,-4415.739507728928,-1225.384305185201,3362.0613872510125,-65233.034628623565
8129.788268834358,0.0,2044.599859849341,-42977.81071866633,0.0112787379972536,31355.716887588853,53450.04722061791,34.02200656860703,-6684.395634979421,-823.1257007133163,-91768.70483579222,-66649.52218536299
1915.7426173618849,0.0,1873.1640398995664,7633.211250000011,0.0169181069958837,112742.13784001372,90891.22650164536,-179.23967229396257,44101.24794198833,-420.8670962414317,1599.2706568359645,-93999.01697637612
4964.362239570734,0.0,1701.7282199497918,-65198.02232258264,0.4483223634601829,2.8774725657765293e-16,37503.910428446274,754.0591024836671,5.0793411522633605,-18.60849176954701,243.88509485175288,-90013.17190782524
-508.8438484681547,0.0,1530.292400000017,438052.4882680113,-190.5523090548334,333.42067860082176,22092.79276422295,-62.43068900887377,165357.02550863085,3530.429782098732,-29145.51613521164,-69238.20243169011
5599.700005624467,0.0,1377.2631600000154,1238318.929630073,-381.55294047312697,-1823.6651575240992,6681.67509999963,-302.2518996688446,-23894.76491727288,7079.46805596701,35708.799716103335,-92613.0665076592
-40439.01582004819,0.0,1224.2339200000138,6.892264536872972e-13,-572.5535718914206,-68342.93303829388,54287.48803593816,122.52756530836444,-727.9226679776222,6489.512384636426,2531.770184399344,-96660.28163284346
15447.073203315147,0.0,1071.204680000012,126345.51405000116,-763.5542033097141,0.0,101893.3009718767,-1959.6278971781344,1064667.342020257,5899.556713305841,-1685.0675821530851,-128535.96801097886
8309.305192173744,0.0,918.1754400000102,1240700.5982880234,41389.33405761321,0.0,52679.04898861842,1556.39726107121,-40434.510312499886,5309.601041975257,-1991.8726613375663,-129901.27852898354
-4846.097201511583,0.0,765.1462000000085,330604.65167442634,0.0,1.2126596023639044e-11,-56324.406350555095,25641.74912542889,-54233.35480253914,4719.645370644674,-3785.551128867211,-221285.1381347172
-7199.823305108403,0.0,612.1169600000068,979984.7953100022,-5.133671265866724e-13,2.4253192047278087e-11,-8.313350008393172e-13,1099.720807597135,-7306.78825655063,4129.689699314089,-26817.6321432031,-228989.4543588465
-941.8885525339302,0.0,459.087720000005,106021.15044425572,-7174.623744529287,3.637978807091713e-11,0.0,-262.8926343702213,126906.5437500004,3539.7340279835053,106829.99227166608,-299365.2101739146
7278.897300654807,0.0,306.0584800000033,400141.45102498337,156693.87133702068,28094.36213991784,27701.625452870376,454.3879990055516,-34434.52049999977,2949.7783566529206,0.0,-280043.26451284805
9138.94789197103,0.0,153.02924000000166,512000.6612631667,1042.904200000086,56286.94645167598,0.0,1356.201385192879,598.8655699588496,2359.822685322337,110446.69618386314,-322324.33145367005
14652.221077854398,0.0,0.0,-103817.14028337917,314.6561279297284,-13082.916936850892,6835.513458847636,6942.093444037262,-220.2403294271968,1769.867013991753,-7810.842900822969,-349753.42322349054
20668.647946760106,0.0,-442227.7405000012,602271.9043388229,0.0,-22173.54353301797,4557.0089725650905,199.2851608772781,77086.8952123716,1179.9113426611684,527390.2718699992,-229228.2588234297
6507.418856139131,0.0,-393091.3248888899,4150.52883808553,58853.64642743031,119.49398485052812,2278.5044862825453,24061.594877348223,-9516.002103667211,589.9556713305847,1067377.2902040808,-223623.81953141224
12343.04109145335,0.0,-343954.9092777787,254266.7237577109,27875.98709472612,-17871.110133691433,0.0,-3148.9256651525893,100410.14895000005,0.0,549332.9306374472,-276533.61770397227
2034.6007346880765,0.0,-294818.4936666675,23232.550151714,7285.220674897107,430605.08716538,206379.65340506085,-10187.852354055834,176586.05162052598,-5.828670879282072e-15,12586.355154206642,-259306.9304473289
