Data_Window_idx,Time_cycle,Amplitude_mean,Amplitude_std,Amplitude_max,Amplitude_min,Energy_sum,Energy_mean,Counts_sum,Duration_mean,RMS_mean,Rise-Time_mean,Amplitude_mean_smoothed,Amplitude_std_smoothed,Amplitude_max_smoothed,Amplitude_min_smoothed,Energy_sum_smoothed,Energy_mean_smoothed,Counts_sum_smoothed,Duration_mean_smoothed,RMS_mean_smoothed,Rise-Time_mean_smoothed
0,261.0,76.07272727272726,0.0,76.07272727272726,76.07272727272726,56218.181818181816,56218.181818181816,37.68181818181818,199.0909090909091,68.11363636363636,32.15,76.5090909090909,0.0,76.5090909090909,76.5090909090909,56527.27272727273,56527.27272727273,37.77272727272727,192.0363636363636,69.39545454545456,32.05
0,271.0,73.89090909090909,0.0,73.89090909090909,73.89090909090909,54672.72727272727,54672.72727272727,37.22727272727273,234.3636363636364,61.70454545454545,32.65,74.32727272727273,0.0,74.32727272727273,74.32727272727273,54981.81818181819,54981.81818181819,37.31818181818182,227.30909090909088,62.98636363636364,32.55
0,281.0,72.85,0.0,72.85,72.85,54800.0,54800.0,36.5,252.4,56.650000000000006,43.5,72.69000000000001,0.0,72.69000000000001,72.69000000000001,54850.0,54850.0,36.9,252.32,54.290000000000006,48.28
0,291.0,71.05000000000001,0.0,71.05000000000001,71.05000000000001,37275.0,37275.0,24.5,189.1,62.75,42.15,73.07000000000001,0.0,73.07000000000001,73.07000000000001,57975.0,57975.0,38.1,259.22,61.64000000000001,50.35
0,301.0,75.95,0.0,75.95,75.95,87350.0,87350.0,41.5,284.75,58.150000000000006,44.25,75.66999999999999,0.0,75.67,75.67,81890.0,81890.0,40.1,271.87,58.99,44.07
0,311.0,71.84,0.0,71.84,71.84,16480.0,16480.0,18.8,119.98,71.60000000000001,38.56,71.62,0.0,71.62,71.62,15440.0,15440.0,17.9,117.88999999999994,72.75,40.38000000000001
0,321.0,72.94,0.0,72.94,72.94,21680.0,21680.0,23.3,130.42999999999998,65.85,29.46,72.72,0.0,72.72,72.72,20640.0,20640.0,22.4,128.33999999999995,67.0,31.28
0,331.0,82.10909090909091,0.0,82.10909090909091,82.10909090909091,2670327.272727273,2670327.272727273,43.81818181818181,271.93636363636364,65.89090909090909,34.872727272727275,77.85454545454544,0.0,77.85454545454544,77.85454545454544,1347563.6363636362,1347563.6363636362,34.9090909090909,204.31818181818176,64.14545454545456,29.43636363636364
0,341.0,94.91666666666669,0.0,94.91666666666669,94.91666666666669,30252083.33333333,30252083.33333333,81.83333333333333,611.8166666666667,84.21666666666667,43.18333333333333,96.84954545454544,0.0,96.84954545454544,96.84954545454544,22753348.63636364,22753348.63636364,82.1590909090909,591.1531818181818,79.51045454545455,49.21136363636363
0,351.0,69.5,0.0,69.5,69.5,12500.0,12500.0,16.0,155.4,78.3,5.1,74.58333333333334,0.0,74.58333333333334,74.58333333333334,6060416.666666666,6060416.666666666,29.166666666666668,246.68333333333325,79.48333333333333,12.716666666666663
0,361.0,71.72222222222223,0.0,71.72222222222223,71.72222222222223,69259.25925925927,69259.25925925927,24.703703703703702,206.54814814814816,69.54074074074074,39.50740740740741,71.27777777777777,0.0,71.27777777777777,71.27777777777777,57907.407407407416,57907.407407407416,22.962962962962955,196.3185185185185,71.29259259259258,32.62592592592593
0,371.0,73.94444444444444,0.0,73.94444444444444,73.94444444444444,126018.51851851853,126018.51851851853,33.407407407407405,257.6962962962963,60.78148148148148,73.91481481481482,73.5,0.0,73.5,73.5,114666.66666666669,114666.66666666669,31.666666666666664,247.4666666666666,62.53333333333333,67.03333333333333
0,381.0,76.16666666666667,0.0,76.16666666666667,76.16666666666667,182777.77777777772,182777.77777777772,42.11111111111112,308.84444444444443,52.02222222222223,108.32222222222222,75.72222222222221,0.0,75.72222222222223,75.72222222222223,171425.92592592593,171425.92592592593,40.37037037037037,298.6148148148148,53.77407407407408,101.44074074074074
0,391.0,78.38888888888889,0.0,78.38888888888889,78.38888888888889,239537.03703703705,239537.03703703705,50.81481481481482,359.9925925925926,43.26296296296296,142.72962962962964,77.94444444444444,0.0,77.94444444444444,77.94444444444444,228185.1851851852,228185.1851851852,49.07407407407407,349.76296296296294,45.01481481481481,135.84814814814817
0,401.0,80.61111111111111,0.0,80.61111111111111,80.61111111111111,296296.2962962963,296296.2962962963,59.51851851851852,411.1407407407408,34.5037037037037,177.13703703703706,80.16666666666667,0.0,80.16666666666667,80.16666666666667,284944.44444444444,284944.44444444444,57.77777777777777,400.9111111111111,36.25555555555555,170.25555555555556
0,411.0,80.18837209302326,0.0,80.18837209302326,80.18837209302326,277851.16279069765,277851.16279069765,57.41860465116279,386.75348837209305,30.05116279069768,165.0860465116279,80.62558139534883,0.0,80.62558139534883,80.62558139534883,291567.44186046504,291567.44186046504,59.279069767441854,401.7023255813953,30.36744186046512,173.6906976744186
0,421.0,78.00232558139535,0.0,78.00232558139535,78.00232558139535,209269.7674418605,209269.7674418605,48.11627906976744,312.0093023255814,28.469767441860466,122.06279069767444,78.43953488372094,0.0,78.43953488372092,78.43953488372092,222986.0465116279,222986.0465116279,49.97674418604651,326.9581395348837,28.78604651162791,130.66744186046512
0,431.0,75.81627906976743,0.0,75.81627906976743,75.81627906976743,140688.37209302324,140688.37209302324,38.81395348837209,237.26511627906976,26.888372093023257,79.03953488372095,76.25348837209302,0.0,76.25348837209302,76.25348837209302,154404.6511627907,154404.6511627907,40.674418604651166,252.21395348837208,27.204651162790697,87.64418604651163
0,441.0,73.63023255813953,0.0,73.63023255813953,73.63023255813953,72106.97674418602,72106.97674418602,29.51162790697674,162.5209302325581,25.306976744186045,36.01627906976745,74.0674418604651,0.0,74.0674418604651,74.0674418604651,85823.25581395347,85823.25581395347,31.372093023255808,177.46976744186037,25.623255813953488,44.62093023255816
0,451.0,82.24,0.0,82.24,82.24,221173.3333333333,221173.3333333333,44.73333333333333,234.42,39.64,12.3,79.34972093023255,1.4849242404917498,80.39972093023255,78.29972093023255,192680.96124031008,166970.96124031008,45.67937984496124,199.75288372093016,34.15762790697674,10.730465116279074
0,461.0,81.03999999999999,0.0,81.03999999999999,81.03999999999999,181751.11111111112,181751.11111111112,40.51111111111111,222.1533333333333,49.44,17.966666666666665,81.28,0.0,81.28,81.28,189635.5555555556,189635.5555555556,41.355555555555554,224.60666666666657,47.48,16.833333333333332
0,471.0,79.84,0.0,79.84,79.84,142328.88888888888,142328.88888888888,36.28888888888889,209.88666666666663,59.24,23.633333333333333,80.08,0.0,80.08,80.08,150213.3333333333,150213.3333333333,37.133333333333326,212.33999999999992,57.28,22.5
0,481.0,78.64,0.0,78.64,78.64,102906.66666666669,102906.66666666669,32.06666666666666,197.62,69.03999999999999,29.3,78.88,0.0,78.88000000000001,78.88000000000001,110791.11111111112,110791.11111111112,32.91111111111111,200.0733333333333,67.08,28.166666666666668
0,491.0,77.44,0.0,77.44,77.44,63484.44444444444,63484.44444444444,27.844444444444445,185.35333333333327,78.84,34.96666666666667,77.67999999999999,0.0,77.68,77.68,71368.88888888889,71368.88888888889,28.688888888888886,187.80666666666664,76.88,33.83333333333333
0,501.0,76.7,0.0,76.7,76.7,49750.0,49750.0,29.0,184.35,80.5,45.25,77.25,0.0,77.25000000000001,77.25000000000001,55350.0,55350.0,29.0,184.73999999999995,80.78,37.85
0,511.0,81.6,0.0,81.6,81.6,428000.0,428000.0,51.0,399.7,56.6,53.3,81.02000000000001,0.0,81.02,81.02000000000001,375800.0,375800.0,49.4,382.7799999999999,57.35999999999999,53.260000000000005
0,521.0,81.65,0.6363961030678917,82.1,81.2,646000.0,323000.0,97.0,377.5,62.55,46.8,80.98333333333333,1.2362936215466929,82.34,80.1,584420.0,351406.6666666667,82.2,318.6533333333333,59.93666666666667,44.3
0,531.0,81.8,0.0,81.8,81.8,486000.0,486000.0,47.0,350.5,58.3,45.9,81.53999999999999,0.0,81.53999999999999,81.53999999999999,457000.0,457000.0,46.8,360.68,59.02,48.38
0,541.0,79.5,0.0,79.5,79.5,89400.0,89400.0,31.0,161.7,54.8,32.0,80.31,0.4949747468305833,80.66,79.96000000000001,293480.0,238520.0,43.8,235.52999999999992,57.39,35.95
0,551.0,81.6,0.0,81.6,81.6,240000.0,240000.0,36.0,271.1,61.6,16.9,81.6,0.0,81.6,81.6,274200.0,274200.0,35.6,273.46,66.78,25.48
0,561.0,70.3,9.75807358037436,77.2,63.4,91000.0,45500.0,35.0,104.75,71.55,43.25,74.55,2.474873734152916,76.3,72.8,131000.0,93590.0,30.8,159.69999999999996,67.11,29.31
0,571.0,64.13333333333333,0.0,64.13333333333333,64.13333333333333,2776.6666666666665,2776.6666666666665,1.3333333333333333,17.7,68.66666666666667,6.8,65.96666666666667,2.715290039756344,67.88666666666666,64.04666666666667,112135.33333333331,57196.333333333336,10.266666666666667,45.55999999999996,70.69333333333333,9.99
0,581.0,76.1,0.0,76.1,76.1,48400.0,48400.0,27.0,144.7,71.5,40.0,75.33,0.0,75.33,75.33,46790.0,46790.0,30.3,208.29,72.75,44.540000000000006
0,591.0,74.0,0.0,74.0,74.0,38900.0,38900.0,30.0,183.0,74.7,60.9,74.05999999999999,0.0,74.05999999999999,74.05999999999999,37250.0,37250.0,28.2,181.20999999999995,73.57000000000001,45.79
0,601.0,74.53333333333333,0.0,74.53333333333333,74.53333333333333,37766.66666666666,37766.66666666666,31.33333333333333,168.26666666666665,68.76666666666667,53.46666666666666,74.14666666666666,0.0,74.14666666666666,74.14666666666666,38793.33333333333,38793.33333333333,30.666666666666664,169.21333333333328,70.19333333333333,59.29333333333333
0,611.0,73.8,0.0,73.8,73.8,35433.333333333336,35433.333333333336,30.33333333333333,178.9,67.83333333333333,46.13333333333333,74.24,0.0,74.24,74.24,38526.66666666667,38526.66666666667,31.46666666666666,224.84,67.62666666666667,44.50666666666667
0,621.0,75.14444444444445,0.0,75.14444444444445,75.14444444444445,35572.22222222222,35572.22222222222,30.0,196.45555555555555,67.05555555555556,60.62777777777778,75.16666666666666,0.0,75.16666666666666,75.16666666666666,36183.333333333336,36183.333333333336,30.0,196.4333333333333,67.43333333333334,60.616666666666674
0,631.0,75.03333333333333,0.0,75.03333333333333,75.03333333333333,32516.666666666668,32516.666666666668,30.0,196.56666666666663,65.16666666666666,60.68333333333334,75.05555555555556,0.0,75.05555555555557,75.05555555555556,33127.77777777778,33127.77777777778,30.0,196.5444444444444,65.54444444444445,60.67222222222223
0,641.0,73.53333333333333,0.0,73.53333333333333,73.53333333333333,36766.66666666666,36766.66666666666,34.333333333333336,259.3666666666667,68.63333333333333,38.7,73.86399999999999,0.0,73.86399999999999,73.86399999999999,36978.0,36978.0,34.78,274.59,67.84,41.34
0,651.0,73.3,0.0,73.3,73.3,40233.333333333336,40233.333333333336,29.666666666666668,208.8,71.6,71.16666666666667,73.35000000000001,0.0,73.35,73.35000000000001,39616.66666666666,39616.66666666666,29.83333333333333,209.95,70.45,73.93333333333332
0,661.0,73.85,0.0,73.85,73.85,45750.0,45750.0,33.5,240.95,74.5,51.95,73.26499999999999,0.0,73.265,73.26499999999999,43205.0,43205.0,30.55,223.45499999999996,75.155,55.02
0,671.0,74.6,0.0,74.6,74.6,43800.0,43800.0,28.0,181.5,76.6,37.0,74.15,0.0,74.15,74.15,42950.0,42950.0,27.5,181.1,74.05,36.5
0,681.0,74.80000000000001,0.0,74.80000000000001,74.80000000000001,47300.0,47300.0,31.5,194.35,82.8,36.95,72.5,2.9132799384885777,74.56,70.44000000000001,45856.0,36338.0,31.1,158.79999999999995,81.06,30.829999999999995
0,691.0,79.28235294117647,0.0,79.28235294117647,79.28235294117647,128182.35294117648,128182.35294117648,44.47058823529412,277.4823529411765,55.60588235294118,37.21176470588235,78.41176470588235,0.0,78.41176470588235,78.41176470588235,109111.76470588236,109111.76470588236,42.352941176470594,260.4117647058823,61.42941176470588,37.65882352941177
0,701.0,82.05,0.0,82.05,82.05,176550.0,176550.0,49.0,315.425,37.775,40.075,82.44764705882353,0.0,82.44764705882353,82.44764705882353,195067.64705882355,195067.64705882355,51.72941176470588,336.2826470588235,34.569117647058825,36.44323529411765
0,711.0,80.0,0.0,80.0,80.0,155000.0,155000.0,68.0,400.3,65.3,54.8,78.785,0.2262741699796944,78.94500000000001,78.625,95665.0,83055.0,48.2,236.895,66.36999999999998,53.405
0,721.0,76.8,0.0,76.8,76.8,51600.0,51600.0,30.0,185.0,74.6,40.8,77.36,0.0,77.35999999999999,77.35999999999999,61440.0,61440.0,33.6,208.91999999999996,64.72,52.0
0,731.0,76.73750000000001,0.0,76.73750000000001,76.73750000000001,63650.0,63650.0,33.0,185.2625,76.47500000000001,43.65,76.86750000000002,0.0,76.8675,76.8675,61590.0,61590.0,33.4,186.61249999999995,76.795,42.41
0,741.0,75.63333333333334,0.0,75.63333333333334,75.63333333333334,56533.333333333336,56533.333333333336,32.0,187.9,80.46666666666667,47.6,75.6125,0.0,75.6125,75.6125,56170.0,56170.0,32.4,187.7875,79.045,46.77
0,751.0,75.55348837209303,0.0,75.55348837209303,75.55348837209303,53906.976744186046,53906.976744186046,31.37209302325581,187.2511627906977,79.57906976744187,49.246511627906976,75.58604651162791,0.0,75.58604651162791,75.58604651162791,54572.09302325582,54572.09302325582,31.51162790697675,187.39534883720927,79.78372093023256,49.6139534883721
0,761.0,75.3906976744186,0.0,75.3906976744186,75.3906976744186,50581.395348837206,50581.395348837206,30.67441860465116,186.5302325581396,78.55581395348837,47.40930232558139,75.42325581395349,0.0,75.42325581395349,75.42325581395349,51246.51162790698,51246.51162790698,30.81395348837209,186.67441860465112,78.76046511627905,47.776744186046514
0,771.0,75.2279069767442,0.0,75.2279069767442,75.2279069767442,47255.81395348837,47255.81395348837,29.97674418604651,185.8093023255814,77.53255813953488,45.57209302325581,75.26046511627906,0.0,75.26046511627908,75.26046511627908,47920.93023255814,47920.93023255814,30.116279069767444,185.95348837209295,77.73720930232558,45.93953488372093
0,781.0,75.06511627906977,0.0,75.06511627906977,75.06511627906977,43930.232558139534,43930.232558139534,29.27906976744186,185.08837209302325,76.50930232558139,43.73488372093024,75.09767441860465,0.0,75.09767441860465,75.09767441860465,44595.348837209305,44595.348837209305,29.418604651162788,185.23255813953483,76.71395348837208,44.10232558139535
0,791.0,94.11428571428571,0.0,94.11428571428571,94.11428571428571,7634657.142857142,7634657.142857142,77.85714285714286,541.8857142857144,84.24285714285713,64.6,87.74285714285715,0.0,87.74285714285715,87.74285714285715,5103971.428571428,5103971.428571428,61.57142857142857,422.8571428571428,81.52857142857142,57.4
0,801.0,93.96,0.0,93.96,93.96,9928680.0,9928680.0,79.4,536.16,84.03999999999999,66.52,95.03555555555556,0.0,95.03555555555556,95.03555555555556,10477862.222222224,10477862.222222222,82.2,555.7022222222222,84.38666666666666,66.8711111111111
0,811.0,88.58222222222221,0.0,88.58222222222221,88.58222222222221,7182768.888888889,7182768.888888889,65.4,438.44888888888886,82.30666666666666,64.76444444444444,89.65777777777778,0.0,89.65777777777777,89.65777777777777,7731951.111111112,7731951.111111112,68.2,457.9911111111111,82.65333333333334,65.11555555555556
0,821.0,83.20444444444445,0.0,83.20444444444445,83.20444444444445,4436857.777777777,4436857.777777777,51.400000000000006,340.7377777777777,80.57333333333332,63.00888888888889,84.28,0.0,84.28,84.28,4986040.0,4986040.0,54.2,360.2799999999999,80.92,63.36
0,831.0,77.82666666666667,0.0,77.82666666666667,77.82666666666667,1690946.666666666,1690946.666666666,37.400000000000006,243.02666666666664,78.84,61.25333333333334,78.9022222222222,0.0,78.90222222222222,78.90222222222222,2240128.888888889,2240128.888888889,40.2,262.5688888888888,79.18666666666667,61.60444444444445
0,841.0,75.9,0.0,75.9,75.9,47700.0,47700.0,31.0,184.4,78.9,60.1,75.43,0.0,75.42999999999999,75.42999999999999,45770.00000000074,45770.0,30.0,184.48,79.89000000000001,60.21
0,851.0,63.5,0.0,63.5,63.5,2460.0,2460.0,2.0,35.8,81.3,3.3,63.13000000000001,0.0,63.13,63.13,2553.000000000745,2553.0,2.5,36.589999999999954,79.55999999999999,2.64
0,861.0,69.65,8.555992052357224,75.7,63.6,54800.0,27400.0,35.0,129.75,85.1,31.8,67.27000000000001,3.691097397793777,69.88,64.66,29530.000000000746,18293.0,19.4,89.33999999999996,83.85999999999999,20.130000000000003
0,871.0,69.43333333333332,0.0,69.43333333333332,69.43333333333332,24122.222222222223,24122.222222222223,19.77777777777778,200.4333333333333,81.2,30.1,71.49999999999999,0.0,71.5,71.5,30833.33333333408,30833.33333333333,22.666666666666668,195.49999999999997,80.2,42.1
0,881.0,74.65,0.0,74.65,74.65,42550.0,42550.0,28.5,186.95,74.25,60.5,74.63,0.0,74.63,74.63,43050.00000000074,43050.0,29.5,187.73,74.15,60.5
0,891.0,70.73333333333333,0.0,70.73333333333333,70.73333333333333,17766.666666666668,17766.666666666668,18.33333333333333,166.8,81.39999999999999,27.6,71.88666666666668,0.0,71.88666666666668,71.88666666666668,24513.33333333408,24513.333333333336,21.266666666666666,175.28999999999996,82.07000000000001,34.75
0,901.0,74.1,0.0,74.1,74.1,43866.66666666666,43866.66666666666,24.666666666666668,185.13333333333333,73.96666666666667,43.3,73.99499999999999,0.0,73.995,73.995,42713.33333333408,42713.33333333333,25.78333333333333,184.97166666666664,72.73833333333334,43.21
0,911.0,93.66666666666669,8.228203530135442,99.1,84.2,24563000.0,8187666.666666667,247.0,623.6,89.0,64.8,78.51333333333334,1.6456407060270883,79.6,76.61999999999999,4949440.000000001,1674373.3333333335,71.4,272.7699999999999,76.88,52.14
0,921.0,62.91666666666666,0.0,62.91666666666666,62.91666666666666,10491.666666666672,10491.666666666672,4.5,31.066666666666663,50.43333333333334,8.616666666666667,68.15,0.0,68.15,68.15,27015.000000000746,27015.0,13.5,92.79999999999995,59.5,25.65
0,931.0,71.64,0.0,71.64,71.64,26683.0,26683.0,18.9,185.06,83.70000000000002,29.62,69.12,0.0,69.12,69.12,21249.000000000746,21249.0,14.7,143.97999999999996,75.30000000000001,23.06
0,941.0,73.1,0.0,73.1,73.1,29750.0,29750.0,25.75,207.225,86.475,34.675000000000004,72.95,0.0,72.94999999999999,72.95,28240.000000000746,28240.0,24.9,206.73999999999995,87.28,34.59
0,951.0,72.1,0.0,72.1,72.1,24100.0,24100.0,24.0,206.4,88.1,34.3,80.03999999999999,0.1838477631085029,80.16999999999999,79.91,7297920.0,4257920.0,62.7,338.14,85.61,44.64
0,961.0,73.0,0.0,73.0,73.0,33800.0,33800.0,24.0,210.7,84.5,37.9,75.88571428571429,0.0,75.88571428571429,75.88571428571429,128714.28571428572,128714.28571428572,29.428571428571427,249.61428571428564,85.44285714285714,42.1
0,971.0,77.04,0.0,77.04,77.04,82180.0,82180.0,32.0,197.08,46.18,39.06,87.00466666666668,0.0923760430703398,87.058,86.898,22620371.0,12633704.333333334,100.95,422.2843333333332,65.24100000000001,40.997
0,981.0,72.45,0.0,72.45,72.45,32200.0,32200.0,29.5,251.85,88.4,38.1,72.64000000000001,0.0,72.64,72.64,34270.0,34270.0,30.2,255.34,87.12,38.13000000000001
0,991.0,76.78571428571429,0.0,76.78571428571429,76.78571428571429,100914.28571428572,100914.28571428572,31.0,267.72857142857146,87.74285714285715,37.12857142857143,75.60428571428572,0.0,75.60428571428572,75.60428571428572,65095.71428571428,65095.71428571428,30.9,261.0064285714285,87.23214285714286,37.77142857142858
0,1001.0,61.5,0.0,61.5,61.5,1550.0,1550.0,1.0,4.1,64.0,0.3,76.32333333333334,1.1082117727823195,77.57000000000001,75.45,7582775.0,2740108.333333333,54.1,218.98666666666665,72.5,47.34333333333333
0,1011.0,86.05000000000001,16.051323932934626,97.4,74.7,8531800.0,4265900.0,124.0,411.3,80.6,60.2,79.77,3.210264786586925,82.03999999999999,77.5,1831571.4285714289,978391.4285714284,53.71428571428571,267.4142857142857,78.5142857142857,56.17142857142858
0,1021.0,92.35714285714286,0.0,92.35714285714286,92.35714285714286,9372000.0,9372000.0,74.28571428571429,486.9857142857143,82.41428571428571,61.4,97.31047619047618,0.0808290376865479,97.35714285714286,97.21714285714286,23721600.0,15348266.666666666,124.4857142857143,600.6790476190477,84.75428571428571,56.54666666666667
0,1031.0,75.35,0.0,75.35,75.35,55500.0,55500.0,34.0,209.4,75.75,46.25,74.905,0.0,74.905,74.905,53650.0,53650.0,34.2,196.90999999999997,75.015,48.705
0,1041.0,68.05,11.242997820866108,76.0,60.1,50880.0,25440.0,34.0,100.65,61.05,35.5,68.65799999999999,2.248599564173221,70.248,67.06800000000001,27520.0,22432.0,23.880000000000003,175.39799999999997,72.48599999999999,36.048
0,1051.0,76.15,0.0,76.15,76.15,52250.0,52250.0,33.0,208.9,88.1,51.3,76.01,0.0,76.01,76.00999999999999,51110.0,51110.0,31.8,194.1,81.7,47.0
0,1061.0,79.2,6.646803743153551,83.9,74.5,267300.0,133650.0,74.0,220.25,86.9,36.6,78.11999999999999,1.3293607486307102,79.06,77.18,130740.0,104010.0,43.0,208.29,86.38,43.04
