Time (cycle),Amplitude_envelope_Mean,Amplitude_envelope_Standard_deviation,Amplitude_envelope_Root_amplitude,Amplitude_envelope_Root_mean_squared,Amplitude_envelope_Root_standard_squared,Amplitude_envelope_Peak,Amplitude_envelope_Skewness,Amplitude_envelope_Kurtosis,Amplitude_envelope_Crest_factor,Amplitude_envelope_Clearance_factor,Amplitude_envelope_Shape_factor,Amplitude_envelope_Impulse_factor,Amplitude_envelope_Max_Min_difference,Amplitude_envelope_Central_moment_3rd_order,Amplitude_envelope_Central_moment_4th_order,Amplitude_envelope_Central_moment_5th_order,Amplitude_envelope_Central_moment_6th_order,Amplitude_envelope_FM4,Amplitude_envelope_Median,Rise-Time_envelope_Mean,Rise-Time_envelope_Standard_deviation,Rise-Time_envelope_Root_amplitude,Rise-Time_envelope_Root_mean_squared,Rise-Time_envelope_Root_standard_squared,Rise-Time_envelope_Peak,Rise-Time_envelope_Skewness,Rise-Time_envelope_Kurtosis,Rise-Time_envelope_Crest_factor,Rise-Time_envelope_Clearance_factor,Rise-Time_envelope_Shape_factor,Rise-Time_envelope_Impulse_factor,Rise-Time_envelope_Max_Min_difference,Rise-Time_envelope_Central_moment_3rd_order,Rise-Time_envelope_Central_moment_4th_order,Rise-Time_envelope_Central_moment_5th_order,Rise-Time_envelope_Central_moment_6th_order,Rise-Time_envelope_FM4,Rise-Time_envelope_Median,Energy_envelope_Mean,Energy_envelope_Standard_deviation,Energy_envelope_Root_amplitude,Energy_envelope_Root_mean_squared,Energy_envelope_Root_standard_squared,Energy_envelope_Peak,Energy_envelope_Skewness,Energy_envelope_Kurtosis,Energy_envelope_Crest_factor,Energy_envelope_Clearance_factor,Energy_envelope_Shape_factor,Energy_envelope_Impulse_factor,Energy_envelope_Max_Min_difference,Energy_envelope_Central_moment_3rd_order,Energy_envelope_Central_moment_4th_order,Energy_envelope_Central_moment_5th_order,Energy_envelope_Central_moment_6th_order,Energy_envelope_FM4,Energy_envelope_Median,Counts_envelope_Mean,Counts_envelope_Standard_deviation,Counts_envelope_Root_amplitude,Counts_envelope_Root_mean_squared,Counts_envelope_Root_standard_squared,Counts_envelope_Peak,Counts_envelope_Skewness,Counts_envelope_Kurtosis,Counts_envelope_Crest_factor,Counts_envelope_Clearance_factor,Counts_envelope_Shape_factor,Counts_envelope_Impulse_factor,Counts_envelope_Max_Min_difference,Counts_envelope_Central_moment_3rd_order,Counts_envelope_Central_moment_4th_order,Counts_envelope_Central_moment_5th_order,Counts_envelope_Central_moment_6th_order,Counts_envelope_FM4,Counts_envelope_Median,Duration_envelope_Mean,Duration_envelope_Standard_deviation,Duration_envelope_Root_amplitude,Duration_envelope_Root_mean_squared,Duration_envelope_Root_standard_squared,Duration_envelope_Peak,Duration_envelope_Skewness,Duration_envelope_Kurtosis,Duration_envelope_Crest_factor,Duration_envelope_Clearance_factor,Duration_envelope_Shape_factor,Duration_envelope_Impulse_factor,Duration_envelope_Max_Min_difference,Duration_envelope_Central_moment_3rd_order,Duration_envelope_Central_moment_4th_order,Duration_envelope_Central_moment_5th_order,Duration_envelope_Central_moment_6th_order,Duration_envelope_FM4,Duration_envelope_Median,RMS_envelope_Mean,RMS_envelope_Standard_deviation,RMS_envelope_Root_amplitude,RMS_envelope_Root_mean_squared,RMS_envelope_Root_standard_squared,RMS_envelope_Peak,RMS_envelope_Skewness,RMS_envelope_Kurtosis,RMS_envelope_Crest_factor,RMS_envelope_Clearance_factor,RMS_envelope_Shape_factor,RMS_envelope_Impulse_factor,RMS_envelope_Max_Min_difference,RMS_envelope_Central_moment_3rd_order,RMS_envelope_Central_moment_4th_order,RMS_envelope_Central_moment_5th_order,RMS_envelope_Central_moment_6th_order,RMS_envelope_FM4,RMS_envelope_Median
500.0,77.0411874577912,9.248367494439554,76.77192876753604,77.59430949637176,1020.5937966967268,102.40683670155424,0.6867483489850261,0.0431049556742011,1.3197725112347662,1.3339099114161923,1.007179562735629,1.329247900775935,40.40156025219044,543.2414000609164,22262.669841751896,349174.5809523234,9534009.881541727,3.0431049556742007,75.50144724918661,242.95530170859888,266.9890592525672,198.45139218703383,360.98536866317335,4748.021218916095,1573.6666496259809,2.782499234032896,8.854671354327927,4.359364080194427,7.929733484272321,1.485809801739334,6.477185879703256,1559.6070142072515,52956033.56263816,60237006176.17453,69822904549267.91,8.432759095736298e+16,11.85467135432793,141.89627459758452,9339599.67304497,16003642.548558576,6271067.780528536,18529562.781533085,243718346.7844312,124691446.37352934,3.9894590763994433,19.49915589914462,6.729324800788026,19.883606865276164,1.9839782678278253,13.350834161918254,124631327.84020063,1.6351987339075957e+22,1.4758478783314478e+30,1.4610022759005089e+38,1.542768806474002e+46,22.49915589914461,4175239.361343089,88.90161378119849,66.00069370809705,79.91232856183169,110.72302607340272,1456.3340313929684,504.439707369299,2.636223851835433,10.33207764813603,4.555869950979174,6.312414072366717,1.245455750059952,5.674134426972363,501.2777546339029,757927.7111226296,252983289.58033687,88346908082.59538,33713675214352.29,13.332077648136028,71.80814869752673,756.692956175451,553.3336514791433,681.3981766939503,937.423255410695,12329.877868120504,3501.295916546619,2.273635445668848,6.5855323552029805,3.7350213965117214,5.138399303523856,1.2388423174291303,4.627102562501969,3427.592028183885,385196276.4407824,898596183114.959,2034877781715205.2,4.948780039903133e+18,9.58553235520298,608.1093677871352,78.14273214321932,42.64755844822124,73.02593460424596,89.02303538074496,1170.9152161080822,226.7862700151537,1.1725171709994928,0.7136010094883507,2.547500981574101,3.105557926018897,1.1392362787825785,2.9022055384434444,205.31715791778376,90949.796296129,12284908.706890425,1190863226.8228369,145533971966.5608,3.713601009488353,66.08978637033988
1000.0,74.07205987034992,9.562794394219836,73.77031978420453,74.6900038957478,590.5557489484572,93.97372368630343,0.5742508099107893,-0.801471758852492,1.2556916367908024,1.2713224064007078,1.0083910321059595,1.266150553613686,32.09572786798659,494.09729903166175,17574.69284361304,232814.5425660974,5838410.724839751,2.1985282411475078,70.10911069490666,157.72943957343082,152.7748187497242,131.97494844899916,221.55266160897935,2465.823509804894,844.3224456081929,1.1667544232889573,3.6892305726869665,2.879744784979144,4.842583280076891,1.309221470729347,4.031507204587802,830.3642471403017,26465145.029392447,30120187581.10606,34911395224676.3,4.216380028692714e+16,6.689230572686968,117.85042784933597,5989121.982416946,8580609.082727242,4378478.166025506,10705477.837578136,125080668.58222874,64262860.252144985,1.7816487542825006,8.927377486472961,4.0300131998712825,10.713011403408197,1.53798786943686,7.401978471346669,63750135.423805356,8.175663153607634e+21,7.3792515618862e+29,7.305011263146786e+37,7.713844035090221e+45,11.927377486472958,3766922.035447268,66.66010834992467,45.567127782900315,59.814306387336316,80.879684096261,785.2273808471274,291.6769966201639,1.2779811411756838,4.560800943517418,3.051053527822767,4.149682224447754,1.197220753752302,3.725369418933233,286.6436171467569,378326.708371266,126848690.44268517,44171163248.13663,16857290889270.83,7.5608009435174175,56.218121434244864,552.2536210447547,355.4418996938894,504.43890280788264,659.6283808937067,6591.841772232972,2039.257497903848,1.1456008690532635,2.735260441787119,2.623362489182232,3.4505049731974893,1.1683254473542009,3.143331860481853,1944.2891803972811,192632486.624085,449878794433.26605,1017436846267608.8,2.4744201808425405e+18,5.735260441787119,465.129134476026,54.557603583371744,24.832758915656342,51.77878959286857,60.39032402921255,620.9636984292421,132.42831377335892,0.2669409791987416,-0.16474113892718634,1.8731399650204326,2.1762363308225647,1.0822929038968645,2.0656864843211618,112.12190798176275,45364.52703656936,6144827.834383041,595411067.8601397,72767278282.53612,2.835258861072815,49.651614254047786
1500.0,71.10293228290864,9.877221294000115,70.76871080087301,71.78569829512381,160.5177012001876,85.54061067105262,0.4617532708365524,-1.6460484733791851,1.1916107623468384,1.208734901385223,1.00960250147629,1.2030532064514368,23.789895483782736,444.95319800240713,12886.715845474184,116454.50417987138,2142811.568137775,1.3539515266208146,64.71677414062671,72.50357743826277,38.56057824688119,65.49850471096447,82.11995455478535,183.62580069369352,114.9782415904048,-0.4489903874549813,-1.476210208953994,1.4001254897638604,1.7554330758814622,1.1326331397193603,1.5858285294723489,101.12148007335188,-25743.50385327057,3368986.037591274,-114099915.3041069,9616491299.419914,1.523789791046006,93.80458110108742,2638644.2917889217,1157575.616895911,2485888.551522477,2881392.893623188,6442990.380026269,3834274.13076062,-0.4261615678344425,-1.6444009261986945,1.330701598954538,1.5424159415402297,1.0919974710458946,1.453122780775084,2868943.0074100755,-6.610318606902423e+17,2.4340457922745536e+24,-2.327115166594394e+30,5.440421005474285e+36,1.355599073801306,3358604.7095514466,44.418602918650855,25.13356185770359,39.71628421284095,51.0363421191193,114.12073030128644,78.91428587102881,-0.0802615694840655,-1.2104757611011936,1.5462371046663597,1.9869503765287917,1.1489857574446525,1.7766044108941037,72.00947965961097,-1274.2943800975918,714091.3050334824,-4581586.322121272,906564189.3712176,1.789524238898807,40.628094170963,347.8142859140585,157.55014790863552,327.47962892181505,381.8335063767183,853.8056763454414,577.2190792610768,0.0175662924376791,-1.1150114716287418,1.511703581852742,1.7626106428711217,1.0978085772792714,1.6595611584617374,460.9863326106774,68696.80738757402,1161405751.5731535,-4089179987.8437257,60321781948026.33,1.8849885283712575,322.1489011649169,30.972475023524176,7.017959383091445,30.531644581491182,31.757612677680136,71.0121807504019,38.07035753156418,-0.6386352126020096,-1.0430832873427234,1.1987789484667644,1.246914735626233,1.0253495290111505,1.229167430198879,18.92665804574172,-220.74222299029253,4746.961875657023,-41091.10255730203,584598.5114377232,1.9569167126572768,33.21344213775569
2000.0,76.7178682955155,10.023176853280113,76.39315226317093,77.37206659215623,138.9193224668618,89.02127369586755,0.2308766354182751,-1.8230242366895926,1.1533251610742907,1.1682826578999033,1.008600651149219,1.163282864888464,22.064080154451478,222.4765990012025,11790.301652163897,58227.2520899355,1624339.9403256425,1.1769757633104074,73.52478922437454,74.50120358134113,41.0996106679373,67.5817201667248,85.09519647706932,154.08810456110155,117.55785720190886,-0.22449519372749044,-1.7381051044769968,1.3821160819429563,1.7399686288953458,1.1419491561137414,1.5781385174874774,94.19938312566933,-12871.751926635266,3497731.6225474775,-57049957.652053386,8261252442.657845,1.2618948955230032,85.15170541275346,2923880.8919018954,819829.9067516708,2838398.830587089,3063259.2537758145,5516145.517424093,3762737.90969146,-0.21308078391722124,-1.8222004630993474,1.2340809701645379,1.3496013943648735,1.0516090196591885,1.301673036783628,1916555.7003124682,-3.3051593034512115e+17,1.2440289782672248e+24,-1.163557583297197e+30,2.7264868559163065e+36,1.177799536900653,3283861.100783158,57.55069529542823,16.20166027251457,55.10582518845586,61.04599770462071,107.3042994337288,78.43341611527998,-0.04013078474203275,-1.6052378805505967,1.3216501803603604,1.5463664675160316,1.0771304771405275,1.4397274457830682,43.274498517131036,-637.1471900487959,358442.1816009337,-2290793.161060636,453355900.3977416,1.3947621194494035,55.6554409215843,441.5704182614878,101.38377507184451,430.9248131323559,459.53317545798143,806.7838256225588,578.8815160525237,0.00878314621883766,-1.557505735814371,1.2961612291382805,1.4245094269529637,1.0506847849816898,1.3720140553994056,275.71056854039216,34348.40369378684,582793097.8969746,-2044589993.9218636,30165164670284.688,1.4424942641856289,428.737725886917,29.56503743506019,5.942782666789002,29.238641509117038,30.166423502053874,55.71183234141252,35.54778166432347,-0.3193176063010048,-1.5215416436713616,1.1772536033568943,1.214340375761528,1.0200907815330686,1.201018744665267,14.33093497335742,-110.37111149514627,2654.1739866217044,-20545.551278651015,298949.8810841954,1.4784583563286384,30.685520992175952
2500.0,82.33280430812238,10.16913241256011,82.01759372546886,82.95843488918865,117.32094373353596,92.50193672068248,-2.1621632185762333e-15,-2.0,1.115039559801743,1.1278304144145834,1.0075988008221477,1.1235125233254917,20.33826482512022,-2.160049916710705e-12,10693.88745885361,-3.7834979593753815e-10,1105868.3125135098,1.0,82.33280430812238,76.4988297244195,43.6386430889934,69.66493562248515,88.07043839935328,124.5504084285096,120.1374728134129,4.377704577861629e-16,-2.0,1.3641066741220524,1.7245041819092295,1.1512651725081222,1.5704485055026056,87.2772861779868,3.637978807091713e-11,3626477.2075036815,1.341104507446289e-07,6906013585.895775,1.0,76.4988297244195,3209117.4920148696,482084.19660743047,3190909.1096517006,3245125.6139284405,4589300.6548219165,3691201.6886223,0.0,-2.0,1.1374603413745377,1.156786847189517,1.0112205682724826,1.150223292792172,964168.3932148608,0.0,5.401216425989599e+22,0.0,1.2552706358327015e+34,1.0,3209117.4920148696,70.68278767220559,7.269758687325549,70.49536616407077,71.05565329012212,100.48786856617114,77.95254635953114,0.0,-2.0,1.097063256054361,1.1057825585032717,1.0052751968364024,1.1028504806720325,14.539517374651098,0.0,2793.058168385045,0.0,147611.4242655899,1.0,70.68278767220559,535.3265506089172,45.2174022350535,534.3699973428968,537.2328445392445,759.7619748996761,580.5439528439706,-3.777587850965135e-15,-2.0,1.080618876423819,1.086408211034806,1.0035609926841085,1.0844669523370736,90.434804470107,-3.4924596548080444e-10,4180444.220795674,-1.1920928955078125e-06,8547392543.046295,1.0,535.3265506089172,28.15759984659621,4.86760595048656,27.94563843674289,28.575234326427616,40.411483932423145,33.02520579708277,0.0,-2.0,1.1557282582470243,1.1817660158968233,1.0148320340549868,1.1728700591316548,9.73521190097312,0.0,561.3860975863863,0.0,13301.250730667662,1.0,28.15759984659621
3000.0,80.39657206494684,1.5085296024049413,80.38949507821148,80.41072354702153,113.71793580043143,81.90510166735179,1.4100522579918995e-14,-2.0,1.018584313813025,1.0188532915608657,1.0001760209634718,1.0187636060053196,3.0170592048098825,4.8405723873656825e-14,5.178635541724042,1.8385293287792595e-13,11.784821842449176,1.0,80.39657206494684,69.2167992617476,34.10061428223568,64.7253110164029,77.16098233217926,109.12210770019868,103.31741354398328,0.0,-2.0,1.3389852023811746,1.5962443736701435,1.1147724707753424,1.4926638423900838,68.20122856447136,0.0,1352224.5283697096,0.0,1572436854.5037725,1.0,69.2167992617476,2293470.4560801173,399490.46122928953,2275940.0482895947,2328003.299294383,3292293.839111428,2692960.9173094067,-8.783523854055898e-16,-2.0,1.1567685140848565,1.1832301643152727,1.0150570255320783,1.1741860071361363,798980.9224585791,-56.0,2.5469807107667745e+22,-14293651161088.0,4.064793466583618e+33,1.0,2293470.4560801173,57.82277221001413,14.372785747486128,56.91538589034149,59.58229566066016,84.26209060062921,72.19555795750026,0.0,-2.0,1.211694802239185,1.268471729184073,1.030429593452479,1.248566182459805,28.745571494972253,0.0,42674.044593519895,0.0,8815474.835882599,1.0,57.82277221001413,432.337325423978,101.46479495403877,426.2998469396599,444.0840771406061,628.0297247261849,533.8021203780168,7.801211223962668e-16,-2.0,1.2020294080686078,1.2521752569467215,1.027170339052055,1.2346889546363728,202.9295899080775,8.73114913702011e-10,105989179.03513528,1.430511474609375e-05,1091169686231.5854,1.0,432.337325423978,36.85463956851796,0.0449409870912873,36.854625868118944,36.85466696929564,52.12036986472162,36.89958055560925,0.0,-2.0,1.001218667539474,1.0012197841229258,1.0000007434824487,1.001219411927981,0.0898819741825747,0.0,4.079157070453124e-06,0.0,8.238642210283417e-09,1.0,36.85463956851796
3500.0,78.91421632331092,3.9317522561365776,78.82764488402515,79.09218611830589,119.95333626767636,84.01252066369534,0.21273600720947616,-1.8333333333333333,1.0637148548782949,1.0677109202122723,1.0023363936867922,1.0663951091295918,8.680064643186363,143.89876166413362,2972.323973966114,27720.928144145295,405285.81760042993,1.1666666666666667,77.39767228572846,105.11696808587791,39.86526439811114,100.96528168668917,112.85105424425436,179.1140035980531,151.957654559851,0.2252052728375693,-1.833333333333333,1.3436085390505856,1.5431578250305162,1.0902952271767985,1.464703644245054,83.71955062849773,30572.4419451224,4389983.362718541,201885217.71909797,17674107731.86238,1.166666666666667,95.15514576642941,2401000.8073842344,657984.454325181,2343430.7310418324,2507939.090754252,3850593.823838179,3170514.6814454948,0.06450153097273756,-1.8333333333333335,1.2507111541940894,1.3436945007537537,1.0421153927150795,1.308469214526536,1487922.6531489235,1.046292382403058e+17,9.699531539819441e+23,3.6111741458714336e+29,2.0090072246026373e+36,1.166666666666667,2349895.712410637,62.8903333445586,14.684263181543999,61.99471145757342,64.5923703315447,99.2522853853901,77.03501025725994,-0.20875320842144277,-1.8333333333333328,1.1951931595769056,1.246247836520021,1.0275307373344196,1.2281933802926914,30.8491553391099,-748.7243633827317,55900.16771358404,-438585.7442996395,17206782.861739747,1.1666666666666672,65.4501348582658,493.8713379426868,105.00715500150461,488.0300703966514,505.0692796253868,780.7080138442612,595.9215854034189,-0.20013803971448993,-1.833333333333333,1.1841891627170729,1.2273546048457102,1.023570779434773,1.212229858333985,221.6275643393959,-281872.069634507,149593894.30778143,-8854016385.172005,2453470210089.124,1.1666666666666667,511.3984073606184,35.163319232483545,1.681799604326451,35.094631023653484,35.291348536641514,53.317218184998694,36.37003312340839,-0.23568247561755853,-1.833333333333334,1.0334178110127252,1.0402572576753755,1.0040284473152647,1.0378402574462076,3.572705801868466,-28.68099144672635,301.5267405373808,-1760.8083176670555,13574.752511784554,1.1666666666666659,36.322597252502305
4000.0,77.43186058167501,6.354974909868214,77.2657946898388,77.77364868959023,126.18873673492128,86.1199396600389,0.4254720144189382,-1.6666666666666667,1.1088453959435647,1.116568548863679,1.0044967664101128,1.114026612253864,14.343070081562841,287.7975233282672,5939.4693123905045,55441.85628829059,810559.8503790174,1.3333333333333333,74.39877250651008,141.01713691000822,45.6299145139866,137.20525235697545,148.54112615632943,249.10589949590752,200.59789557571872,0.4504105456751386,-1.666666666666666,1.3482318757199967,1.4900712763908888,1.0658179835782546,1.4367434461000246,99.23787269252408,61144.8838902448,7427742.197067373,403770435.43819594,33775778609.220993,1.333333333333334,121.09349227111124,2508531.158688352,916478.4474210724,2410921.4137940705,2687874.882214121,4408893.80856493,3648068.445581583,0.12900306194547598,-1.666666666666667,1.3446537943033223,1.504158837192235,1.0691737598980804,1.4427524219169354,2176864.383839268,2.0925847648061165e+17,1.9144365008562205e+24,7.222348291742867e+29,4.0139496557386914e+36,1.333333333333334,2406320.968741157,67.95789447910306,14.995740615601871,67.07403702480535,69.60244500242923,114.24248017015097,81.87446255701964,-0.41750641684288553,-1.6666666666666656,1.1786915169146264,1.224023943855969,1.02463188121636,1.207820578125578,32.952739183247544,-1497.4487267654633,69126.29083364818,-877171.488599279,25598090.887596898,1.3333333333333346,73.07749750651746,555.4053504613956,108.54951504897045,549.7602938536429,566.0544821101676,933.3863029623376,658.0410504288211,-0.40027607942898064,-1.666666666666666,1.166348917365538,1.2025339527446988,1.019971219817491,1.1897707620315974,240.3255387707143,-563744.1392690149,193198609.5804276,-17708032770.34402,3815770733946.663,1.3333333333333335,590.4594892972589,33.47199889644912,3.3186582215616145,33.334636179188024,33.72803010398738,54.51406650527577,35.84048569120754,-0.47136495123511707,-1.6666666666666679,1.0656169544859762,1.0792947312278252,1.0080561511480808,1.074461102964434,7.055529629554357,-57.3619828934527,603.0534769956046,-3521.616635334111,27149.505023560872,1.333333333333332,35.79055493648666
4500.0,75.9495048400391,8.77819756359985,75.70394449565246,76.45511126087459,132.4241372021662,88.22735865638245,0.6382080216284003,-1.5,1.1539759370088345,1.1654261775150856,1.0066571391334331,1.1616581153781362,20.00607551993932,431.6962849924007,8906.614650814894,83162.78443243589,1215833.883157605,1.5,71.39987272729171,176.91730573413852,51.39456462986205,173.4452230272617,184.23119806840452,319.09779539376194,249.23813659158648,0.6756158185127079,-1.4999999999999991,1.3528552123894078,1.4369847277512615,1.0413407399797108,1.4087832479549949,114.75619475655044,91717.3258353672,10465501.031416206,605655653.1572939,49877449486.5796,1.5000000000000009,147.03183877579306,2616061.509992469,1174972.4405169638,2478412.096546308,2867810.67367399,4967193.793291681,4125622.209717671,0.1935045929182144,-1.5000000000000004,1.4385964344125552,1.664623173630716,1.0962321270810815,1.577035629307335,2865806.114529612,3.138877147209175e+17,2.8589198477304967e+24,1.08335224376143e+30,6.018892086874744e+36,1.5000000000000009,2462746.225071677,73.02545561364754,15.307218049659742,72.15336259203728,74.61251967331377,129.23267495491186,86.71391485677933,-0.6262596252643283,-1.4999999999999984,1.162189874252347,1.201800051191917,1.0217330250983006,1.1874477759584643,35.05632302738519,-2246.173090148195,82352.41395371231,-1315757.2328989184,33989398.91345405,1.5000000000000018,80.70486015476912,616.9393629801044,112.0918750964363,611.4905173106343,627.0396845949482,1086.064592080414,720.1605154542233,-0.6004141191434713,-1.4999999999999991,1.148508672014003,1.1777133006436875,1.016371660200209,1.1673116657292095,259.0235132020327,-845616.2089035228,236803324.85307372,-26562049155.51604,5178071257804.202,1.5000000000000002,669.5205712338993,31.780678560414703,4.955516838796778,31.574641334722564,32.16471167133325,55.71091482555285,35.31093825900668,-0.7070474268526756,-1.5000000000000018,1.0978160979592273,1.1183322047802748,1.0120838549808968,1.1110819484826606,10.538353457240248,-86.04297434017904,904.5802134538284,-5282.424953001167,40724.25753533719,1.4999999999999978,35.258512620471
5000.0,70.86319806884865,1.7617130160850394,70.85224699502012,70.88509344915839,100.24666052588402,72.62491108493369,0.0,-2.0,1.0245441961224635,1.0250191654477545,1.0003089809789345,1.024860760791143,3.5234260321700788,0.0,9.63253625334951,0.0,29.89585499150887,1.0,70.86319806884865,110.0511518909346,30.275596406277515,107.9279489895136,114.13968534334305,161.41789101755333,140.3267482972121,0.0,-2.0,1.2294299557169437,1.3001891503640677,1.0371512099797044,1.2751047661571224,60.55119281255503,0.0,840177.0777917148,0.0,770116171.297257,1.0,110.0511518909346,1984886.1145812024,1191103.7596506304,1786332.961748927,2314843.6349160024,3273683.263271244,3175989.874231833,0.0,-2.0,1.3720105437476249,1.7779383475756665,1.166234988451425,1.6000867006427446,2382207.519301261,0.0,2.0127896097220596e+24,0.0,2.855601312055813e+36,1.0,1984886.1145812024,47.04796461146916,19.087818793681063,45.02494825951007,50.7725890651881,71.80328405278492,66.13578340515022,5.884963544055634e-16,-2.0,1.3025883576714388,1.4688697258231975,1.079166537478881,1.405709767708589,38.175637587362125,3.637978807091713e-12,132747.15245187157,2.3283064365386963e-09,48365738.20195039,1.0,47.04796461146916,426.81744588619,148.56512809637144,413.4721721451665,451.9344304200577,639.1318008034054,575.3825739825614,0.0,-2.0,1.2731549872129966,1.3915871798514885,1.0588471365825218,1.3480765126362384,297.1302561927429,0.0,487155406.7682195,0.0,10752297954027.545,1.0,426.81744588619,32.41814183620623,7.402588731051706,31.989894725744552,33.25258245660747,47.02625309406393,39.82073056725794,7.707118118734124e-16,-2.0,1.1975229478558993,1.2447909225287743,1.0257399274954524,1.2283471017078504,14.805177462103412,3.1263880373444413e-13,3002.8558661745355,2.7284841053187847e-11,164551.45643156514,1.0,32.41814183620623
