Energy_Standard_deviation,Energy_Standard_deviation.1,Energy_Standard_deviation.2,Energy_Standard_deviation.3,Energy_Standard_deviation.4,Energy_Standard_deviation.5,Energy_Standard_deviation.6,Energy_Standard_deviation.7,Energy_Standard_deviation.8,Energy_Standard_deviation.9,Energy_Standard_deviation.10,Energy_Standard_deviation
83500596603.09367,4394584903773.264,712225945185.7526,4697330295118.48,20416077818.54306,1877624898783.248,1180143410436.0813,722992634228.0272,138808747101.90317,2715261492966.235,2637203145419.456,6918282968.124537
82382424946.14262,4381604826207.412,689999740883.807,4538337577592.513,19944074223.116383,1830878395375.7595,1201474605666.3557,715378636649.7875,141529451734.80035,2599930663559.473,2627969033050.5366,6866236758.754221
81312877122.7269,4368783831004.885,666683110963.9386,4372226754388.4326,20466247097.67816,1793238550305.8352,1220012568423.7524,708153217237.1141,144375507003.8515,2485898093428.313,2619198426733.933,7112451408.745096
80303601182.55347,4356067621806.599,643509215594.5897,4201075741945.005,21407570364.784927,1764398253512.1338,1235647717351.7463,700927091433.9396,147362487428.80374,2375464865338.3545,2610942897774.8706,7560357474.070359
79371297368.48608,4343403863904.8574,621680595646.1769,4026988449448.532,22555247127.589447,1743764635971.9773,1248363623298.203,693319916222.7314,150509291510.81723,2271200028956.4355,2603238212717.528,8095624055.996223
78535836318.61539,4330695909424.1714,602099733833.4254,3851810707473.935,23466181906.71038,1730491085710.9995,1258222425892.9812,685004150482.3604,153836835978.8437,2175752093267.637,2596104500288.32,8613991973.647932
77820038609.63878,4317908280399.321,584660201489.7628,3677408242446.632,23845991204.92474,1723563195876.9717,1265368957039.6023,675743670301.5758,157366823284.34268,2091583383236.2163,2589545733089.4844,9050801527.178171
77246233856.27469,4305052971309.054,569854497300.9825,3505916774009.9976,23557118395.23584,1721882300032.538,1270031331125.0913,665478497706.5447,161122240105.09714,2020688301122.947,2583548033222.148,9406377790.271645
76832460645.14534,4292122016378.976,558138229148.3618,3339991808128.398,22571709493.24774,1724319349568.548,1272510743223.8977,654343487867.5063,165126386849.13693,1964302176919.704,2578086599012.7954,9680424965.078032
76589572740.20277,4279119267255.945,549171025144.62,3181889353042.533,20938924238.257378,1729771415353.275,1273083096396.5977,642627591513.069,169402426229.30942,1922720905937.1216,2573124543541.66,9894854056.834332
76517711775.32512,4266054633025.6826,542239816935.2101,3033609163623.258,18863183417.09292,1737205378890.452,1272233816109.8982,630582300944.7008,173971748639.61053,1895240125480.0227,2568609233025.613,10078558059.957108
76608340257.94887,4252948752749.736,536476809918.1327,2897035455418.244,16667856830.393393,1745695968831.9111,1270463874539.6135,618375656754.0292,178854723415.39285,1880280214625.8647,2564486877391.234,10250081456.662352
76838291795.82121,4239826555176.1406,530937860802.47845,2773675579708.495,14517536341.532804,1754417804842.7366,1268262607882.2988,606086024032.5059,184068109290.4584,1875654318388.6863,2560689110909.878,10443059101.91302
77171832082.08194,4226706021304.106,525069242186.0099,2664964417374.156,13033371993.98154,1762695794822.196,1266150863733.0552,592527074567.9105,189626611784.77707,1878789605255.3853,2557158242796.514,10625861746.514894
77569368250.80121,4213655604882.7104,518898213184.3527,2572134872373.613,12532308821.876596,1769980655666.0864,1264671326823.307,577663861897.5416,195539327853.27167,1887474855480.7097,2553832254047.529,10830683764.027336
77984467977.63757,4200736234934.516,512680210370.84247,2496464003170.9053,12955751245.05688,1775868615352.887,1264337766335.8684,564080696848.5247,201808743435.00266,1899977679350.989,2550647484253.794,11108154388.819942
78365105045.8125,4188019207938.854,507054916406.9909,2439189399652.354,14925222713.77712,1780089737214.116,1265588031268.1685,551988349552.0581,208431300779.3176,1914994803635.775,2547535721980.829,11475052477.308886
78661624071.15678,4175574647410.97,502808181241.9237,2400806446793.4805,17782128010.460228,1782489042715.684,1268764641794.044,540901875065.57227,215395795876.158,1931844889312.6887,2544425712888.447,11957599349.695791
78828921569.28082,4163469605266.2114,500691141113.32605,2381054546543.518,20778787942.45412,1783062702731.9026,1274080248937.61,530122367169.33344,222682128799.9665,1950438266441.101,2541248146732.665,12523424713.240952
78830268326.70499,4151765936750.647,501249725112.3927,2379127650894.367,23474789975.8804,1781909670691.9175,1281522754417.974,518889588585.1517,230264045107.24545,1971216245931.8,2537937122765.477,13123717423.4304
78638745974.6991,4140494072081.844,504630788500.048,2393824019723.5107,25626613728.141026,1779230520679.9868,1291269407721.7175,506517460934.3116,238106711391.42227,1994939975510.1428,2534429184515.258,13712035535.615623
78239118095.90895,4129700046323.2007,509990380907.5521,2423631440632.4614,27109096310.594017,1775327579932.381,1303346827871.2017,492507497551.95233,246167639644.23123,2022471916995.8328,2530669489887.6924,14250271068.188587
77628380583.83119,4119516600014.06,517397370211.6716,2466908974035.6235,27882780812.88753,1770608411444.5488,1317593653509.9802,476636964292.95966,254397751191.30188,2054771528369.9324,2526617045585.144,14711916515.060316
76815606327.37614,4109999511759.876,526776774432.4083,2522062442684.9463,27980480261.885563,1765582410273.3154,1333712185372.3408,459010066280.7983,262742561916.59283,2092530010410.524,2522233527552.647,15083335672.541588
75821246421.35956,4101193506915.196,537227698718.4493,2587769731136.6924,27518467877.31497,1760840071738.1147,1351286548993.8403,440077759799.3547,271143251143.3961,2135998412648.364,2517493503733.2183,15363634433.938845
74675773229.84816,4093141806903.746,547780919106.97546,2663498231867.8784,26682817542.82848,1757040547634.952,1369889548628.327,420612404912.1847,279537381285.56195,2184949426354.252,2512379978234.342,15563420610.218897
73417940663.09572,4085870925933.6826,557613474583.5223,2748634801557.4995,25728132370.338364,1754895605302.8389,1389028854687.0476,401664550482.1765,287860463313.5099,2238673048494.4883,2506885689115.872,15702515081.501986
72091340078.96376,4079395480149.3135,566097755882.4794,2842780871335.5825,24947830949.14908,1755146094611.3823,1408169028084.583,384358227116.7728,296046355525.397,2296040899074.4263,2501008287121.7617,15806537325.591772
70740863083.58086,4073705027357.0137,572547338628.8695,2945813429402.148,24339055879.934174,1758522153926.215,1426775019927.8408,369702282563.8956,304027773000.1217,2355551948934.9355,2494760053287.251,15882317095.441452
69410836530.34962,4068798880595.975,577472537634.7478,3058576775447.5728,23826657868.39761,1765732924143.6345,1444361566293.2551,357185417378.7893,311740386435.4987,2415584754939.1685,2488161312219.5127,15865298657.376146
68158338424.15302,4064676644458.091,581493229941.547,3182075578918.547,23623500230.926453,1777449756654.763,1460480327669.0552,344637026130.2113,319121920352.3414,2474532458092.763,2481247463329.6885,15801065579.681765
67033866357.58444,4061319114233.967,585559222738.9911,3317095317070.362,23708408834.34859,1794243903527.6116,1474745846736.5657,334326535008.8921,326113920812.3008,2530930740869.324,2474064956202.1704,15720654792.19223
66080463812.89829,4058694975143.4272,590799460245.9973,3464334492919.816,24082016412.163963,1816564652262.2144,1486841429687.36,327312555445.01843,332661709409.16675,2583517035064.92,2466664071634.353,15669634644.476215
65332038133.82103,4056759411977.929,598289463317.9266,3624223095329.039,24850253965.66072,1844708676189.7605,1496519704252.401,323167170690.4493,338714881524.807,2631316893260.7,2459101681143.555,15683061320.490828
64812876909.223976,4055458826267.048,608973298699.964,3796844883617.575,25839344328.326527,1878814179774.8083,1503606831492.9507,320813497690.3154,344227408646.88043,2673639947236.165,2451434957781.1846,15745363646.582624
64536185127.2522,4054730520564.249,623483998064.3802,3981886012736.993,26763767945.89688,1918849973963.1384,1508007458308.3022,319294199106.54034,349158033732.3305,2710117620590.016,2443725423935.62,15838279405.7599
64503560387.06116,4054452046078.2417,641958772614.3075,4178484937570.232,27377779896.01429,1964624019071.992,1509704106902.8538,317891891090.0308,353470683196.87964,2740693546002.852,2436036079623.958,15933617460.86245
64704037297.18543,4054530413086.622,663215668475.4163,4385506988017.499,27516919880.368824,2015793985427.9297,1508748707205.192,316189612435.7623,357134562802.7602,2765593777190.0527,2428425047909.0605,15995132948.040264
65133233199.90658,4054912399966.53,687025257105.022,4601368896329.297,27097034279.28924,2071882800224.9,1505258877296.4482,314132691569.5415,360124131067.10254,2785293607377.3896,2420949276659.788,16035151327.601065
65773116872.95934,4055519135778.929,713015211943.7375,4824057325267.467,26114144571.390694,2132284785422.3145,1499383785412.8906,312065092853.288,362418990795.22186,2800481874370.875,2413663631957.708,16046862703.423712
66594108654.36324,4056257962665.501,740290809023.091,5051130744001.621,24646127783.886154,2196363635555.548,1491347045478.802,310741249600.42804,364003403393.71234,2812001667809.8315,2406614696085.634,16017968232.332005
67560995791.77206,4057032354178.88,767889633310.9734,5279782521722.216,22879395705.87053,2263447436550.3726,1481459418032.8403,310873095923.60913,364865959402.7409,2820784199355.621,2399841807742.715,15950377434.118317
68633449324.07166,4057741471395.186,794888633728.1941,5507111699279.335,21137276055.09563,2332840579602.4326,1470059782017.568,312879722696.4991,364999528435.5195,2827797104254.7104,2393371263086.216,15859817568.87269
69764032806.44684,4058287014133.3647,820416253203.1191,5730051359826.427,19388500063.43912,2403815235289.218,1457494610798.808,317423159731.8508,364400021052.6498,2833971173903.7183,2387224952994.3013,15729310733.799282
70906652024.70123,4058554113951.169,843907843170.2981,5945447702004.713,17940670415.93321,2475672490985.8647,1444131152462.6511,322767223636.49634,363068902661.01526,2840104512100.291,2381423599688.7563,15453725486.485767
72020065477.31383,4058474316457.2905,865244015831.0498,6150545707425.941,17258185889.087112,2547731173922.8306,1430355368443.4597,327512645123.83075,361012110257.00085,2847105348868.8545,2375982889894.5283,15150515304.095833
73063459138.76279,4057973144347.576,884374416526.4742,6342380347765.093,17163529649.903172,2619331079273.4565,1416545207444.7307,334194162093.8466,358238674651.2107,2855696443991.6484,2370902819000.216,14902939248.289536
73996876125.82233,4056989215809.095,901456981915.1716,6518064345312.452,18008379623.858242,2689842118811.463,1403064585112.2556,342758326362.6549,354759734835.55273,2866345833720.346,2366170092191.1816,14755901245.549805
74784719636.07758,4055466059593.8,916661099589.707,6674904123131.824,19746369125.61704,2758686455985.648,1390236932717.627,352072889981.00146,350589627344.4485,2879290322508.6343,2361759410458.2134,14701075102.245989
75396239964.9536,4053355626787.1177,930127885725.234,6810464188004.772,21873486258.314228,2825321936367.662,1378347851215.523,360902083801.7371,345745225418.7751,2894515017249.4414,2357631893311.383,14693768094.042332
75808571679.78143,4050617177178.088,941913935547.036,6922631590958.215,23975068834.111458,2889257885135.8496,1367641412662.2173,368120808764.3972,340246268425.74274,2911742668157.4697,2353729791969.6,14700597518.352287
76007923191.92493,4047189586708.633,951898344447.4023,7009672061675.466,25767805271.7878,2950049016431.9023,1358313582045.0613,372827236870.8852,334115029953.35974,2930430246418.7847,2349992558505.2905,14718569165.909365
75987278665.14621,4043039539813.488,959472613283.275,7070254542131.664,27076950499.42735,3007294212615.368,1350510074936.4211,374480108612.759,327376509308.5287,2949797734671.632,2346372052546.6387,14719012030.29
75747519767.10207,4038240466517.039,964770503483.9572,7103474023695.985,27811453828.95221,3060638529135.1343,1344327931487.6704,372925303342.3946,320058932671.7061,2968849797479.6733,2342806131084.973,14677930710.382393
75297403216.87962,4032799388087.742,967936679496.1168,7108987420647.711,27949076514.09007,3109771675020.4443,1339811476462.8872,368372794407.83606,312193576782.86,2986422504851.538,2339224244595.8965,14579726738.093355
74653199519.23055,4026728039951.759,968586754275.2058,7086986644442.963,27529369882.687386,3154426267897.1426,1336966069875.661,361369125192.5361,303814874243.55164,3001236180720.897,2335552368301.006,14419148153.812788
73838270749.58578,4020041692145.8857,966293838271.4532,7038158130341.564,26651196123.5568,3194374930527.31,1335822886034.346,352743828470.3056,294960709170.68823,3011953499387.229,2331713480438.45,14201502557.471104
72882405091.01604,4012755432845.213,960663495170.1282,6963659947469.388,25471764940.680725,3229429906323.2466,1336358170642.7544,343554238096.8243,285672322278.37524,3017239257373.0024,2327628273211.2744,13941219823.061434
71820966295.94225,4004884544231.895,951347045684.8328,6865107134965.464,24198616293.30284,3259437682378.16,1338515322560.107,334937258948.4459,275994127476.02094,3015820083690.5234,2323217433850.6978,13658682613.362495
70691936015.8846,3996436773881.599,937880467704.2772,6744440260690.201,22788086847.750374,3284270106045.075,1342224081079.1611,327853793321.0627,265972133724.57083,3006489912084.895,2318411295089.765,13362819251.977917
69536966167.64122,3987423081874.156,920445679127.1404,6604385079491.421,21163300515.82474,3303837020998.0664,1347422094969.588,321763698568.14667,255658040510.03616,2988245595693.158,2313151721333.652,13011083347.679909
68405217038.4676,3977862114928.133,899273592782.1259,6448015590974.103,19663043676.42745,3318078449036.3784,1354046127055.2349,314916914098.17285,245106320916.17285,2960337579771.096,2307393496356.1763,12582505820.12184
67346272338.3595,3967818250283.5103,874790539239.5234,6278537420568.683,18542520893.2818,3326950156426.6333,1362014849890.7488,309002214767.36084,234375535050.80945,2922265573130.251,2301111899443.9536,12138872063.197338
66405259361.83405,3957332450332.143,847581257518.5507,6099313174277.331,18149328971.171734,3330452081937.9927,1371220833544.9878,305097364512.36847,223528418973.4585,2873780934288.328,2294293372771.729,11741438879.917553
65621088619.50777,3946432348978.172,818299186512.3704,5913795790415.58,18584763354.049496,3328629641670.112,1381573776421.468,303267400502.7629,212629339148.88824,2814923943645.0493,2286940643387.252,11394944492.756676
65033568990.54323,3935148025266.046,787668113550.5602,5725394556191.874,19369306351.6668,3321532206139.1406,1393021299534.4158,303002018837.82697,201746344566.441,2746001296631.797,2279074519386.139,11089514391.737797
64677209153.649445,3923506454516.365,756435544722.2495,5537690756612.362,20163543392.44184,3309217802508.108,1405463300897.715,303523544640.2164,190948650508.34967,2667592342063.87,2270734520775.207,10799779978.82895
64572533400.681656,3911484738682.0,725163411170.5948,5354017643933.613,20720494201.494377,3291760627883.876,1418768147861.4287,304173693218.94366,180306018836.8298,2580523881660.804,2261976675935.455,10516182030.383598
64730758027.56337,3899095493868.237,693780725342.605,5177620477484.335,20886102585.642803,3269249178999.131,1432770088793.6765,304645659375.2598,169889083796.54428,2485855416040.2783,2252871483828.9624,10229797067.42678
65142427997.29871,3886389227535.585,662785802058.0615,5011256484505.543,20576020468.226616,3241784209799.3457,1447273592220.2048,304988729469.20166,159768709424.90283,2384855071573.136,2243499404493.394,9933903823.284777
65780507450.01831,3873383609138.292,632709188729.485,4857065428629.562,19790212411.597168,3209481832468.3125,1462050567229.5493,305544714564.2556,150014513931.3835,2278979465129.363,2233946327067.8667,9635661053.645794
66601717778.31793,3860091642641.108,603587534937.0804,4716727716530.606,18590985505.877872,3172471913572.184,1476821053225.1804,306848181579.85065,140693943640.6028,2169843775074.9744,2224304308330.761,9361130899.715868
67548940602.99909,3846515136674.1807,575254851029.1962,4591424218804.539,17067769848.375158,3130903422871.088,1491286493613.0215,309564543995.04663,131872093719.41362,2059204476396.3,2214666133737.0293,9144389295.368614
68553649918.791176,3832646596242.304,547393048120.1187,4481852905086.965,15577582883.568005,3084932616837.689,1505168192393.712,314052385957.6452,123609746530.8048,1948932243172.0068,2205120718663.132,9009058783.143423
69542148688.99858,3818481958404.751,519504470475.5834,4388115651362.273,14632759989.406384,3034728157727.068,1518148438791.576,319666460048.2129,115959379216.3373,1840983258895.5269,2195757424915.392,8979976681.94224
70439998359.59244,3803995972168.141,491307667282.7089,4309777881542.9526,14307321441.335192,2980485560526.126,1529918189804.4512,325248154659.4651,108967418443.23058,1737313304055.5476,2186664026584.352,9058025794.122272
71178480914.74188,3789184732517.351,462881050633.2351,4246156331399.393,14480620415.605326,2922417794950.595,1540176868349.4531,330445101107.1227,102669995940.15744,1640052566435.5396,2177918331055.1973,9244094466.324446
71694016500.7917,3774019209199.1904,434443186570.4258,4195509279935.7993,15004232868.54598,2860804164946.64,1548635164563.813,336931548072.0003,97088448768.86916,1551208413891.6787,2169584378935.7231,9639471084.654554
71930366698.04877,3758480471749.468,406588394907.3222,4156138439728.764,16389492309.266403,2795914263157.167,1555030199455.4463,344473926885.36383,92229355071.85435,1472534846932.13,2161708523522.121,10239860308.866997
71845117899.78009,3742552038455.488,380123726389.6271,4126613998112.544,18395307499.206654,2728051969587.879,1559122236664.5984,352112183300.1081,88082599876.05533,1405415506553.0522,2154321161011.459,10979178063.577375
71408301565.79265,3726210051534.813,356014728131.56885,4105251261024.4673,20580987940.762585,2657534963348.736,1560703717528.532,358806818497.6693,84618569138.78294,1350682733691.2988,2147435986383.8003,11785577589.220366
70604291498.78079,3709431959935.131,335242160349.2415,4090052899387.623,22613854741.729515,2584708078021.852,1559608738695.7756,363669019650.342,81790289230.94162,1308467849942.3384,2141049399382.9065,12589907787.861765
69433017946.97194,3692169104480.686,318547788303.5769,4079006596271.946,24269366702.605743,2509943363389.681,1555717904814.421,366027504271.8729,79536062034.35939,1278099724094.7646,2135141659502.4688,13333673164.959538
67909820423.3944,3674382109785.038,305702826075.7546,4070235613223.328,25406199304.210587,2433641166136.249,1548962358425.8677,365471141061.1967,77784040323.35912,1258144591259.163,2129676889901.3867,13971314200.593872
66065506463.6413,3656129165775.1226,297077837343.30945,4061840920604.928,25947140341.42115,2356225745278.835,1539324708899.922,361894184548.4253,76457669732.03328,1246538083431.6838,2124586071958.921,14470408423.701414
63948417125.881134,3637404432823.7153,292673608297.8369,4052580796657.837,25866663256.882114,2278153500465.0684,1526844659196.1072,355517703315.84216,75480871099.78387,1240816156971.826,2119818023677.407,14811191849.972351
61619332222.43095,3618206834099.9033,291271061449.95874,4041984965281.664,25174623482.01928,2199932256194.147,1511655430042.8633,346880652106.75006,74782839162.55267,1238370264980.7937,2115323151012.2112,14985887974.648071
59149549200.71399,3598538534249.9624,291309241738.86115,4030545897807.625,23883688258.30647,2122075246137.5105,1493924176425.2551,336806057502.40045,74300904831.87306,1236676719379.3542,2111040005472.2927,14997916393.96914
56617699210.43505,3578401632924.7075,291219987882.18555,4018863269792.4473,22234835254.856155,2045100666628.5032,1473873877597.3342,326332924288.5366,73982692219.89803,1233469925757.951,2106897059325.669,14860886716.974154
54104707187.25933,3557806414842.6304,289601347825.09894,4007898523926.216,20514639351.357903,1969518531672.005,1451773873896.2363,316592126394.27893,73786529300.47408,1226855050205.2732,2102819797152.4453,14596747868.89406
51687663237.14988,3536774496268.82,285073976947.3689,3998689278900.927,18701021025.28021,1895858268840.1748,1427939020260.807,308602314362.0875,73679499102.65659,1215308675716.244,2098731836375.2144,14225211393.14567
49436468605.18468,3515340919528.592,277355506735.4613,3993034639767.21,16870150225.821253,1824659500865.6528,1402734640466.256,302347087426.659,73641254453.37514,1197797917907.799,2094560040349.827,13717066601.616186
47408805162.51557,3493562716212.7173,266374931657.83856,3992830123219.3,15063042943.643028,1756432542546.9954,1376557612224.8157,297260333977.9271,73659254144.98488,1173805759976.8655,2090245343598.7783,13076344347.141602
45642496165.99462,3471497937637.353,252512970484.71112,3999688921870.516,14001803194.777958,1691663054030.9983,1349806248960.99,293358646378.61505,73728117040.29408,1143233075470.2617,2085736443764.1667,12387139846.073214
44150443892.8915,3449211925916.695,236616097068.8042,4014894840879.746,14357754924.45354,1630782141407.2332,1322893044210.0527,291184193828.9746,73847800338.91855,1106360273009.7903,2080990559423.2424,11730461774.415236
42922295925.14841,3426768701874.969,219834403619.1721,4039256212926.595,15600470508.919338,1574156941205.402,1296213541510.93,290800961267.5687,74022050218.2812,1063828444635.5144,2075972613046.921,11160236991.421686
41923647402.79645,3404234666714.184,203690575034.15024,4072970105862.1655,17245496893.53122,1522067103182.844,1270127027709.5483,292135725569.8599,74256529460.56291,1016552939229.5476,2070659035353.092,10705366251.35888
41112128626.018425,3381676693433.172,189897173004.6411,4115578708787.112,18812351158.18311,1474648622473.28,1244943962254.0156,294491413380.0041,74557696942.95401,965674404200.4636,2065037024112.06,10366362211.539345
40448071071.39206,3359151428397.588,179971240017.0903,4165984387309.188,20162202871.337185,1432029345725.1348,1220909851363.5806,297034125986.0008,74931549351.1189,912485591891.0546,2059106302993.2056,10125315741.981363
39895026221.60177,3336741239586.3564,173987409058.9441,4222542688968.099,21253231328.8725,1394226514308.467,1198192363497.0774,299220615485.9822,75381590473.7805,858372332082.3174,2052877001949.9705,9988304576.035458
39428840694.53682,3314558179619.388,172447891323.73505,4283195908646.9375,22072265445.800125,1361122348497.0178,1176873599773.452,300835424236.0173,75911997188.5987,804746382139.3848,2046369503240.4888,9942781283.251184
39041030766.48052,3292708554773.972,175080598643.55353,4345622980637.5874,22681049635.035187,1332494822140.798,1156947054933.162,301967116921.89374,76525317625.61258,752987134673.5646,2039611387997.4053,9976103172.661903
38740007339.08621,3271274339875.5205,180401641891.14355,4406986748267.791,23221282528.69476,1308044395698.72,1138293193229.5356,302969329309.4375,77219845677.51843,704396314943.8595,2032637486924.682,10079046087.139862
38548166588.2888,3250323986714.896,186644064369.39264,4464773046224.986,23905790046.005062,1287390563378.193,1120761873414.6614,304159075750.4465,77990624480.72995,660177796378.5803,2025488564078.048,10242975262.741928
38496127868.06618,3229922270201.624,192198653262.64792,4517559290666.63,24836949589.938923,1270104579161.3076,1104147044789.0923,305980735499.38184,78829589738.79832,621432813610.6093,2018201746500.314,10446251038.601608
38625893985.08944,3210124598552.463,195764797740.94305,4563630934681.49,25880750267.74848,1255729446224.942,1088186108889.2488,308381980977.2202,79723776601.70142,589189339620.3036,2010804815940.9443,10669075652.364635
38971131787.60409,3190954469247.4307,196724059320.86115,4601453641032.776,26609133261.044403,1243820513836.7134,1072608301491.9684,310366229617.0827,80660112903.72472,564369317798.4813,2003370036692.662,10861366900.817545
39552578931.95036,3172455344778.5225,195202804344.72,4630092941680.297,27149276707.558323,1233931487304.2249,1057152284314.4644,311425069171.85767,81624549670.86415,548147371472.382,1995973004854.071,11067912633.887754
40369855939.46452,3154644512331.4546,191652998844.49283,4648539042525.305,27477014547.52381,1225648017204.3792,1041581089539.1244,313619561610.82874,82599091971.6022,541614521700.2537,1988675873087.6467,11370957773.176098
41399393541.37087,3137541536124.635,187177085366.44183,4655710793181.3,28165467836.54852,1218583001312.97,1025697724821.452,317271989611.278,83563974779.8196,545694270154.4224,1981532786013.9604,11771562537.090136
42596097327.341095,3121150352750.388,183199154338.65497,4650946841662.521,29139422705.366867,1212391558833.0308,1009365147600.7262,321771639757.42706,84498187004.05983,560949894759.1475,1974587941680.8523,12244740409.928616
43898750284.226524,3105460555435.1724,181218606522.5915,4634799858714.956,30239488848.516567,1206728380994.199,992517889741.5072,326375409034.44507,85380416553.14365,587448001730.0581,1967875561787.4856,12752197359.592571
45236417225.84239,3090450343670.1523,182468021290.80765,4607456962907.051,31298424133.43683,1201367714104.786,975164185121.9774,330356350110.2764,86189038485.51254,624678218891.6041,1961419165447.0688,13255235513.555742
46534811957.02738,3076065637193.909,187477877818.2639,4569168319785.898,32169579891.37012,1196231782067.1091,957392908694.7972,333101384388.5337,86903324230.90277,671589440927.332,1955235371124.1235,13748741120.356289
47721532483.15943,3062252427541.3594,195352890795.9908,4520269325383.056,32743434439.63294,1191254667616.4976,939382931819.4224,334193961013.48175,87503640471.48238,726749872314.303,1949336921514.754,14210202735.744452
48730157885.48088,3049050121471.951,205737741089.2145,4461151377094.114,32955573791.13502,1186405026627.512,921375574351.376,333443944066.00024,87972768184.66522,788492597481.5431,1943719038741.4973,14621123721.500835
49502987375.335335,3036423181349.357,218066396934.04,4392262828583.519,32789824624.32616,1181691354101.3486,903676431838.742,330973957912.1463,88296131447.74475,855056602572.9266,1938361771025.2004,14969441453.5165
49992817087.954185,3024331972523.617,230876396154.0172,4314100465770.3145,32278695126.62145,1177158607154.1506,886668507924.0934,327148400602.98773,88462807240.58301,924687790900.5814,1933220234332.7856,15249952364.647478
50163846247.8655,3012732030545.507,242782351033.189,4227259454531.2383,31501567798.990643,1172862421469.8584,870743750047.3047,322496354312.676,88465741793.22163,995707874140.4038,1928266189103.2825,15464284214.835772
49992178380.11169,3001571644555.299,252662151179.5312,4132460552938.885,30579386114.842552,1168986682656.4744,856288829978.2485,317673822884.1992,88302130407.2979,1066561806749.9086,1923474426893.1528,15620645625.38844
49465087456.1486,2990789310154.627,259670560437.848,4030597902624.0254,29659337867.543613,1165816337671.3523,843669949686.5668,313338085788.079,87973515831.98166,1135852155860.3845,1918812815151.7383,15730997372.426573
48582267438.2896,2980316328904.284,263015398524.9892,3922482779474.7183,28654455309.002583,1163627450749.7727,833204047101.1826,309958826343.0791,87485215270.86227,1202311928127.746,1914249471146.588,15800722175.598532
47356654802.69904,2970101666124.517,262857331220.8991,3809491606951.727,27403841280.725983,1162740342533.901,825140694870.7666,306628920639.77594,86850777637.95236,1264920577885.1208,1909750211525.16,15779390675.082232
45816081312.47206,2960103150256.828,259545380717.39792,3693231506287.199,26208372840.58333,1163493972397.8616,819634300328.6438,301946557478.4975,86087812546.27731,1322903942445.3354,1905282451931.2527,15679562877.670258
44005779713.56098,2950254790020.412,253754108068.012,3575360277446.5825,24704284739.4326,1166263939826.1646,816723887099.9136,297500994915.7744,85218614763.08234,1375705067210.0596,1900817885466.984,15532036970.92804
41986831864.27261,2940519390989.315,246483510503.85287,3457667763496.218,23531440028.53752,1171452572553.5415,816338176031.4935,293860187687.1692,84269451949.40387,1422983286343.9883,1896327691229.2168,15365470369.845858
39839271912.61354,2930863552828.8667,238914760814.4861,3341965269721.2607,23025781478.845413,1179447150205.0942,818282625228.916,290932771596.608,83269171584.70703,1464609957515.3132,1891786750514.864,15205166927.17503
37665193012.7852,2921251187581.842,232364835238.55365,3230007096692.5703,22929068477.738167,1190616824916.9011,822255214380.5413,288319236540.25464,82248972805.31142,1500631780509.238,1887172864769.904,15072389145.477072
35590474199.563034,2911649511027.901,228062216476.6291,3123486980369.223,22949092132.512688,1205284884714.3933,827866748955.955,285670634282.2575,81240755495.44223,1531278848470.8171,1882470604565.1555,14961494480.202196
33762356864.11822,2901990992168.158,226781504650.89944,3023893411774.344,23101140431.76946,1223717532688.244,834666890758.9536,282715372423.8776,80276302312.38605,1556952583557.6333,1877666652442.1416,14866606600.14669
32336771075.772995,2892244718531.839,228125447934.3852,2932429180915.5054,23268047565.14344,1246106174277.5342,842172823004.2965,279355495574.2042,79385762575.10991,1578208854981.721,1872753310376.2031,14783471870.450634
31443263528.20393,2882434497275.62,232098229770.5628,2849905459695.991,23375699075.97374,1272562645386.3032,849894102479.529,275813890843.7584,78596574081.84499,1595741338039.275,1867730610664.879,14707278094.69372
31194958012.24341,2872562191637.679,238320450052.2405,2776774597938.2407,23433354508.18894,1303108137387.3586,857344408882.7427,272520238528.392,77932473189.81935,1610371181695.2097,1862600984963.5112,14636559547.907402
31648583438.372063,2862621625572.521,245780374827.59308,2713137728773.105,23524207787.22215,1337670125054.0676,864054634217.8403,270145253727.0057,77413096821.45859,1623029781283.9,1857372994787.9849,14571077667.634224
32766283615.04707,2852620853895.3794,253379390569.7889,2658317852399.154,23788990557.31637,1376088237561.462,869649920048.498,269304331019.3776,77052171863.8413,1634735969366.1875,1852055958926.448,14521417546.551147
34428356001.75679,2842592535407.096,260124723728.5464,2611640231922.35,24332065856.500034,1418120890154.642,873816699371.4354,270396488193.9565,76856304309.48537,1646551724166.4487,1846661072270.1047,14487372728.92532
36467439580.47071,2832559474083.1733,265183578196.294,2573010317330.189,24994702821.771023,1463442568893.949,876289217726.223,273221104753.79843,76828560992.62286,1659544016775.507,1841207693476.9363,14462311351.03752
38703115297.14153,2822528422391.278,268166620155.4709,2542719255628.6494,25179695975.623524,1511680478739.923,876888079685.0204,276272944301.4965,76972405535.45866,1674670671420.1265,1835721422557.8767,14409112794.717735
40965458778.47766,2812539192130.701,269215587450.08032,2520940329743.945,24974734572.033524,1562397732359.0989,875516452647.1079,279818470284.98376,77287679340.72269,1692879863177.9817,1830229845963.4543,14300534060.016048
43104681878.58941,2802617443783.739,268671709121.6875,2507566089138.6523,24759236711.09604,1615096282585.5134,872149933702.0282,285502145155.4441,77772181119.11105,1714871249194.7214,1824758359519.6147,14201687712.93283
