Energy_Standard_deviation,Energy_Standard_deviation.1,Energy_Standard_deviation.2,Energy_Standard_deviation.3,Energy_Standard_deviation.4,Energy_Standard_deviation.5,Energy_Standard_deviation.6,Energy_Standard_deviation.7,Energy_Standard_deviation.8,Energy_Standard_deviation.9,Energy_Standard_deviation.10,Energy_Standard_deviation
105808657671.05582,5617771036200.225,2536713291984.6694,7777925622003.191,90227548068.19691,3857071896698.0063,2315624686126.488,1621657771522.698,655545519325.6522,17934809017923.637,3339660704965.735,12113297906.24704
109143904355.03831,5600321955070.393,2488694334802.3403,7542422467686.532,88689214250.57129,3786472523379.048,2316450207173.5864,1578194687319.9624,625237730725.2085,17399229047186.752,3328259872177.1943,12410081310.558985
112729943408.52396,5582100066928.82,2438535683227.347,7339337184777.295,87864716325.51991,3713865818032.917,2315748708951.799,1535920409603.9512,596222161347.9253,16862294581412.584,3318114392658.252,13174382211.08068
116495810301.4172,5563184581777.888,2386863970798.825,7166100986931.684,87545975155.54951,3638960566060.9,2312371941182.295,1494273194182.6184,568475241250.3403,16329034847098.78,3309318347833.9272,14229573470.628963
120364671170.313,5543665740279.024,2334234954130.4297,7018379868263.544,87444347213.99785,3561510463913.525,2305263054520.863,1452553869506.13,541965151860.7088,15803223232267.502,3301932551269.9497,15361487512.660583
124257150586.5088,5523559139686.651,2280805002718.746,6890244741967.851,87258897829.64655,3481312243698.2,2293471304695.512,1410078953361.3523,516651676423.6805,15287422726813.348,3295983775374.604,16417133316.715437
128103169282.76372,5502972847085.766,2226193706035.703,6774838187906.815,86733909561.04636,3398205393343.087,2276160004445.121,1366329011838.605,492488299024.1672,14783093681439.12,3291472839854.3013,17352542532.979702
131844943584.04652,5482150187013.211,2170926616157.512,6664886140387.557,85698811059.0715,3312109397381.8213,2252608940486.4927,1321053813544.0786,469423287168.85474,14290712104306.56,3288370983086.9053,18116298839.179607
135441154576.52625,5461220767305.992,2115630509253.457,6553311196094.749,84089639457.95995,3223024505663.8955,2222266133892.1143,1274363726813.2043,447400319607.2878,13809951528203.152,3286619966868.892,18692651942.00642
138865336991.69986,5440315339443.614,2059894948511.077,6433781504032.515,81956439824.3702,3130991074359.2183,2184760316607.279,1226757005152.8025,426360209806.6743,13339877061846.732,3286122123456.665,19096635583.4761
