Duration_Kurtosis,Duration_Kurtosis.1,Duration_Kurtosis.2,Duration_Kurtosis.3,Duration_Kurtosis.4,Duration_Kurtosis.5,Duration_Kurtosis.6,Duration_Kurtosis.7,Duration_Kurtosis.8,Duration_Kurtosis.9,Duration_Kurtosis.10,Duration_Kurtosis
0.8085532976419114,2.9241928232293395,14.199339413251138,2.914267449862576,-0.520761459953055,0.5576317553482606,1.896487893475808,0.8959281162492339,-0.7799697995053925,19.5229618886672,-1.1190212872567684,5.315448684755719
0.8445330807478131,3.2448005942752243,14.454402740406856,2.648938824049045,-0.5182051168810462,0.4925380800553998,1.9849250998820904,0.8941053446135463,-0.7858275544344924,25.05336901539816,-1.1302644421969938,5.177184343691369
0.887922867310003,3.590394485486238,14.680756150974112,2.3920857662687327,-0.5164072429551405,0.4241520649568988,2.0778864480598385,0.8912125416268744,-0.7916134881261985,32.0046916230982,-1.1424954322004972,5.030245769142553
0.9407041362757508,3.963764669670216,14.877579092477191,2.1440581777052534,-0.5152640808132696,0.3529203248999968,2.17559318295749,0.887153888423339,-0.7966878993001663,40.687974745612834,-1.155794540582489,4.873249115110006
1.0053886946972312,4.368001582498183,15.04416591438434,1.9057014336746745,-0.5145758844664581,0.2796365017209097,2.278211883964139,0.8819075463537169,-0.8001209203344648,51.45364308848537,-1.1702219239927174,4.705141447094463
1.0851018002648578,4.80656426584429,15.179965942830355,1.678339402559339,-0.5140276301981919,0.2055059977586069,2.3858303669914003,0.875536821412886,-0.8006081934265441,64.68305618794454,-1.1858050388251982,4.525257007661128
1.183743978699348,5.283526139708529,15.284613519954547,1.4635875240060496,-0.5131992114832986,0.1321084097090308,2.49843581704389,0.8681906284297356,-0.796376044155497,80.77251026529916,-1.202519899814894,4.333253033438934
1.306185049272143,5.808083940025025,15.358011881845876,1.263298537746392,-0.511578700063338,0.0613617717226677,2.615911932070089,0.8600672476903415,-0.785044161706689,100.10727913259716,-1.22025658554047,4.129166547956063
1.4585170078571252,6.385612546374942,15.400550311516827,1.079467797842586,-0.5085535504667207,-0.0045102102061527,2.738057953815104,0.8513975010457724,-0.7634526739185432,123.02416840427874,-1.23876311176154,3.913329506625769
1.6483449551840614,7.019176209009258,15.41853381329721,0.9141990090095172,-0.5034129858812237,-0.06296489188869,2.8646420310627416,0.8424324086536439,-0.7274362516658672,149.76324499438857,-1.257556355717817,3.686412988213672
1.8851203715576728,7.713415014969069,15.417565009992014,0.7696694123394794,-0.4953058409617052,-0.1111646375545802,2.995656704888016,0.8334413580345736,-0.6715544952185439,180.4125412228248,-1.275777146863341,3.449568481037028
2.1805006228847743,8.47566387702736,15.396277423349712,0.6481613958584989,-0.4831764961807745,-0.1460171531790304,3.133171326597478,0.8247146524297406,-0.5888111858864082,214.8538236492744,-1.2919703853486018,3.2046339970182203
2.548705834973412,9.32240576084962,15.363561145521292,0.5520108764723561,-0.4656807228520985,-0.1643041503710032,3.280288024685258,0.8165786084037325,-0.4712954191177885,252.72039719989087,-1.3037545741602286,2.954447234746347
3.006810313980348,10.26118995722557,15.32482925547896,0.4835285998300667,-0.4410521598477106,-0.1628575888785595,3.4406716027301574,0.8094326516719406,-0.313106991979212,293.3802914732961,-1.3073344904755706,2.7033494556646698
3.574866858060866,11.308358448627208,15.287675350917644,0.444818342030739,-0.4069178049448738,-0.1388621933710663,3.6194544416926577,0.803782221159913,-0.0964651088516914,335.9709144435615,-1.2968462045844706,2.457607851860134
4.275723200230338,12.50356442868656,15.275052671918097,0.4371437577459662,-0.3601684455209351,-0.0903440586900719,3.823813343940889,0.800279663375457,0.1938338940694617,379.7293508203492,-1.2644959782563474,2.2258943721887228
5.134344493748047,13.86135743936088,15.306634784866588,0.4493728054481707,-0.3103165885734467,-0.016832747730799,4.056812824200881,0.7997797334866528,0.579670843572579,424.0266983671196,-1.200251982844178,2.019519655875026
6.176692717637476,15.400369633820766,15.405435389184614,0.4940796062784205,-0.2864406862152684,0.0790908426326035,4.343246877265501,0.8032777713906696,1.0964286684358102,467.33829913394175,-1.0839820019090034,1.852644532218772
7.447383257753183,17.111684118745536,15.591009841405617,0.5947414616680673,-0.2702183714877511,0.1630907259716294,4.708342471375789,0.8070640597881091,1.7828806397581616,508.3448763707608,-0.8869152658343644,1.7414609573797035
9.026334694536304,18.946846588494832,15.867726584059692,0.7689893703436073,-0.2317868161606617,0.2347242208945275,5.166306310145853,0.7998290168893449,2.682610195574311,546.1899343966069,-0.5596629620672826,1.7024981613256769
10.948463148302006,20.90044978569333,16.260115905589945,1.0209348384353092,-0.1049084304310392,0.3090529113030191,5.720461449740572,0.7768526566134923,3.852263821688184,580.0143921448524,-0.0281255296501279,1.7493044307130754
13.207773699367372,22.96428173537088,16.77524706337396,1.3838757420476409,0.1940251574249392,0.3943220953809829,6.3821551490112345,0.7591514780022219,5.322576189493589,609.2628001920116,0.8215722476650655,1.887926066831823
15.920850621098296,25.10703996927753,17.412568670132824,1.891542207492184,0.8894850022023051,0.5094909920283026,7.17854366514201,0.757665232994932,7.092726744187528,633.7132807404549,2.1452130172112147,2.1122910572765026
19.11158313191885,27.310777072867133,18.16570165096736,2.4921229168798806,2.2839003641466284,0.6515538974296797,8.101115112040675,0.7738548379229369,9.07851953245902,653.5377303814861,4.063835404873205,2.401785903814514
22.71940036113094,29.51479230471137,19.029821206308853,3.059442286903362,4.635591074309214,0.8183528466589567,9.089776190376783,0.8616975073929747,11.23183400675318,669.0624758108744,6.573510486057081,2.7232268629602343
