RMS_Standard_deviation,RMS_Standard_deviation.1,RMS_Standard_deviation.2,RMS_Standard_deviation.3,RMS_Standard_deviation.4,RMS_Standard_deviation.5,RMS_Standard_deviation.6,RMS_Standard_deviation.7,RMS_Standard_deviation.8,RMS_Standard_deviation.9,RMS_Standard_deviation.10,RMS_Standard_deviation
1.4144266831151626,0.4921068791531059,0.5819344084308491,3.224400136570232,0.8602845588554484,0.9179440621701396,1.2957101464920862,0.7332937090991987,0.5585112066927644,0.7768785396041502,1.1218193665263418,1.048700442762038
4.283110601904934,1.5030022092417008,1.777919783466084,9.829385978577966,2.614786956783324,2.79492292423162,3.933097056043842,2.2231573647977605,1.6982685298606626,2.350753423399395,3.4170246415821346,3.172984388092687
7.283309883421416,2.5793987352415115,3.0519321370619474,16.8272291430988,4.463755791690278,4.779898415082311,6.7060142737259385,3.7846309181967017,2.900614978833948,3.994744399620616,5.846981290822489,5.389533846517994
10.49864364609061,3.755024621271029,4.443704949300117,24.421134120312864,6.460774268646156,6.931457227837444,9.695162380727176,5.461216488359743,4.200892442313128,5.754960546451298,8.485082455971796,7.757812208050848
13.992759349705288,5.058342718924706,5.986853487076456,32.7744430581902,8.648224670075376,9.296914125184482,12.964358049326052,7.286288984614103,5.62737940730177,7.666459779831968,11.392004408036891,10.321847543629406
17.801889061376436,6.509838511200204,7.705725648535228,41.99240312343305,11.052584745906463,11.907284946471936,16.55364418311416,9.279193206591517,7.198238637915275,9.749177976877052,14.609990691516357,13.104701359065372
21.929530698700752,8.11988671198622,9.612974245374152,52.10828699256504,13.68089645388424,14.77348427889663,20.474205205088985,11.442445195163634,8.919217221124851,12.005003179506748,18.15873878241246,16.104608522618005
26.34364098367069,9.88735934117774,11.70802462120066,63.07497380821643,16.518673344588255,17.88403937420836,24.705483129582955,13.760252946190118,10.782276758459716,14.416222365235802,22.03317867712432,19.29306984693225
30.976584323311343,11.79907485646476,13.976553846485386,74.76270565090176,19.52941423106052,21.20449506842172,29.194730148613303,16.198473000187043,12.765263630900842,16.945471282789164,26.20333187237221,22.615055428607505
35.72787358608489,13.830139500870082,16.39101419956972,86.96322307678525,22.65578086282307,24.678580857342883,33.859083977377175,18.706034571310592,14.832661596742856,19.537208624997945,30.61625025591268,25.991351115507968
40.46956306877605,15.945160391961696,18.91218025474804,99.40019190531294,25.82237275326554,28.23110273727485,38.59003019974945,21.21775206778643,16.9373881519405,22.12063697833804,35.199925904448456,29.322886128974275
45.05392097927584,18.10009617685673,21.491570207230023,111.74529836658608,28.93994716786087,31.77231756817892,43.25999907863204,23.658325138852096,19.02352280157644,24.613878595208305,39.868847256564784,32.49677027989021
49.32290439487592,20.2402507884577,24.07456136839309,123.63867663020478,31.910795168153133,35.203543906609035,47.73062354718622,25.947270425642536,21.029794445168704,26.92914433436157,44.53072532166245,35.39364934574149
53.11878882672036,22.31101479179596,26.60395771073841,134.71300661760756,34.63489177932466,38.42358558500399,51.862063152726535,28.004486558855497,22.89359586080836,28.978545859563315,49.09366160770767,37.8958688831922
56.29523192563191,24.262024503127616,29.023445488599627,144.6188095932118,37.01645356142552,41.335538581031706,55.519323322140494,29.75598526785032,24.55523707104874,30.68016409230274,53.47246516544092,39.89588784619973
58.728026654965504,26.03310480663463,31.26781966145585,153.04965515579633,38.97041947490823,43.85349516308708,58.56566139076421,31.139469060501284,25.96210620468922,31.963973338565715,57.54846002786493,41.30435345081079
60.32483102991068,27.56962844466227,33.24505377681057,159.76511840539308,40.42835680943824,45.908554087664925,60.86901847045287,32.10930960625105,27.07036363973496,32.77718661962415,61.18696725664894,42.05731590767872
61.03312109177852,28.83705930788332,34.88508697128877,164.6098399225943,41.343463640472045,47.453761160841566,62.38040528055249,32.64053029683339,27.837143729011025,33.08719151662544,64.3411626857819,42.12207522481408
60.84587159307208,29.8252976811006,36.15089266113839,167.5270305437521,41.69398579313869,48.46743903142895,63.10488607851424,32.731513308693955,28.246927151372645,32.881112351158635,66.7451399990872,41.501251160576366
59.80434229136026,30.514349001583543,37.02368112811719,168.56450389455256,41.476980385528414,48.95445961514704,63.06510175074131,32.405063591840445,28.310974493923144,32.17736797833495,68.23779872015031,40.23487139842145
57.994585606045405,30.897389492317046,37.50401009852343,167.8713616605118,40.65032491295093,48.94498950057914,62.301255868787926,31.70737888910104,28.04648849069756,31.01661654831221,68.93122389463178,38.40022918623121
55.455280824128494,30.95993132066454,37.626954939199486,165.6644362971574,39.28480767452864,48.48245485306382,60.91707783533786,30.690448487381,27.478122494120967,29.45754430227084,68.75349219362562,36.10946729020211
52.34673859249817,30.78542086254661,37.356058993162414,161.68349740459269,37.49094160879947,47.546993888512354,58.95358574443485,29.410293204118027,26.59318246240157,27.582433435593977,67.87198963802231,33.5046164291643
48.93460178937652,30.36732154267178,36.70504181158143,155.6668602690822,35.325260078263874,46.11185892052298,56.50632920620151,27.949832020661265,25.454326428530702,25.513312842548384,66.47162112886005,30.749536766345766
45.362826611326106,29.764218045681066,35.66958583608853,148.06001018940566,32.93683628388867,44.06632482392031,53.63535012811986,26.36049500806936,24.13408308861529,23.387191212741445,64.88262197274672,28.01341677170677
