RMS_Kurtosis,RMS_Kurtosis.1,RMS_Kurtosis.2,RMS_Kurtosis.3,RMS_Kurtosis.4,RMS_Kurtosis.5,RMS_Kurtosis.6,RMS_Kurtosis.7,RMS_Kurtosis.8,RMS_Kurtosis.9,RMS_Kurtosis.10,RMS_Kurtosis
-0.8360373105895915,1.4292739455398662,-0.6600761919621823,-0.5512353665479264,0.4678437426407447,-1.0553453247416054,0.3101583733628468,0.6136284992235446,1.4596290416443614,-0.545422206276637,0.3485005102034781,-0.1866004498921118
-0.8314043979600991,1.519182483962262,-0.6580146089234304,-0.5570111897477945,0.520078122304819,-1.0367339857182194,0.3462253342598274,0.6215429429538664,1.5158550337462025,-0.5044513960025285,0.3126342302262759,-0.1903963833816742
-0.8267099140424592,1.6115157692569424,-0.6550653403966153,-0.5629529854312847,0.5761225481302588,-1.016967618413031,0.3853248005839513,0.6303840457253882,1.5745017695312518,-0.4576017218292767,0.2721804429776959,-0.198224503482741
-0.8218650021565188,1.7063701283877686,-0.6510549158004721,-0.5690102345847228,0.6366859818647352,-0.9957270819965895,0.4279743140960437,0.6406362581333256,1.635933633357534,-0.4035895046750744,0.2270800382643187,-0.2103225052522503
-0.8167309773973215,1.8038913155339773,-0.645755527039519,-0.5750786955311158,0.7026391243008345,-0.9725862875255412,0.4748036226459833,0.6529566305610071,1.7005702785670191,-0.3407764509884301,0.1774578804763096,-0.2267941833199533
-0.8111142698587814,1.904282873120537,-0.638891651255157,-0.5810103127709056,0.7750652498740438,-0.946991650567488,0.5265841057333911,0.6682220666039429,1.7689019549833525,-0.2670374047434127,0.1235899320037838,-0.2476209552646153
-0.8047506924282253,2.007822522967534,-0.630148855365317,-0.5866207091493689,0.8553147659226021,-0.9182577091636976,0.5842657508984894,0.6875653110219551,1.8415182767513687,-0.1795777927597091,0.0659389909069352,-0.2726673909998327
-0.7973037226743207,2.1148801025182413,-0.619191227462685,-0.591690235812679,0.945064127987497,-0.8855589588889452,0.6490264297100925,0.712412814878371,1.9191289297689336,-0.0746846201475297,0.0051535934164244,-0.3017339945171127
-0.7883536816433128,2.225951699862776,-0.6056748728795083,-0.5959562174376227,1.046381694199841,-0.8479176749069524,0.7223343807046332,0.7445333243803391,2.0025851640947234,0.0526095253984322,-0.0578921292310266,-0.3346126489192653
-0.7773780243832498,2.341711198597485,-0.5892615049687899,-0.599103801814612,1.161811032317286,-0.8041792348716896,0.8060267621434996,0.7861263896168591,2.092900170221758,0.2089939704127554,-0.1220352539978204,-0.3711025450363454
-0.7637141303207158,2.463088887518372,-0.5696207320932354,-0.6007344700291375,1.2944769498418278,-0.752971570629942,0.9024090416039215,0.8399539676518848,2.1912703998922334,0.4035399275128299,-0.1857042855791104,-0.4110258726357316
-0.7465124070993823,2.591471867735568,-0.5464405746860894,-0.6003173302768134,1.448226322214528,-0.6926720049958881,1.0143752714738152,0.9095030166087604,2.299099619483159,0.648647806325144,-0.2467771373630549,-0.4542182090327342
-0.7246624703198878,2.731366755553765,-0.5194318874748953,-0.597142235550526,1.6278096875693997,-0.6213627307142353,1.145551858133019,0.9992070880467798,2.418024744297125,0.961419095568698,-0.3024409704055224,-0.5004941853022165
-0.6966907211168207,2.8861088280375675,-0.4883225023848361,-0.5902056006135514,1.8391155008542324,-0.536790925298098,1.3004649479922143,1.114754442922469,2.549941263747179,1.3656597870306149,-0.3491200622016737,-0.5496003612885914
-0.6606166489780874,3.05821835324005,-0.452882414811246,-0.5780948657401779,2.089458284825316,-0.4363362828755974,1.484972114816025,1.2634317142813591,2.69702751229312,1.894824420079939,-0.3826532614133837,-0.6011505367303425
-0.613750483370493,3.2587395360962823,-0.4145989931987452,-0.5588117359749516,2.3879189864403045,-0.3170072033199758,1.7080451948231072,1.4545598469620575,2.861769291789732,2.5963475547944803,-0.4099244979362386,-0.6545452503355311
-0.5524066028148016,3.5010770874685635,-0.3762508165164773,-0.5295422101371865,2.7457249465714906,-0.1755038526309564,1.9836184081495647,1.6999552490320768,3.047799843345376,3.538021401034296,-0.4366572445282206,-0.7088395552961884
-0.4715225067692343,3.795523637756263,-0.3342532076005455,-0.4863588549931799,3.176580883180088,-0.0083853554402377,2.324174955623933,2.014330081158365,3.264750554447313,4.818158099749828,-0.4464757839561106,-0.7625466773712151
-0.3641504247871228,4.147498921164074,-0.2820476451077014,-0.4238836257798106,3.696879120441741,0.1875753605163979,2.741193085432694,2.41544721716018,3.519128049663486,6.583306447069779,-0.4579754829096605,-0.8133333180952365
-0.2208705268160264,4.576278898575504,-0.2134223654619571,-0.335001322558051,4.328259317764004,0.4147697577267606,3.248988262246268,2.923603675333065,3.813679871895855,9.045124785897144,-0.4578803069158357,-0.8574485882293192
-0.029623995715533,5.103060320921626,-0.1223736598900244,-0.210815643174111,5.125052350494082,0.6738110026197437,3.866129090374128,3.559751319012139,4.156350660125413,12.51778331297294,-0.4070582627075656,-0.8887209696296363
0.2153639762052885,5.764246086264638,-0.003845706345531,-0.0412837486366326,6.1268728563781725,0.9629363595707084,4.603647828807378,4.342121748860296,4.56055004354248,17.474684932747017,-0.2998969596468455,-0.8966558723263938
0.5414743743918753,6.530716976105802,0.1514725979084956,0.1864326562226339,7.36119972268353,1.2864511273235264,5.496617416851922,5.287431321527212,5.0785855674984575,24.58982973835685,-0.1241718618466696,-0.8630022681302902
0.985162261847758,7.43373976215579,0.3536500612628304,0.5103066508230931,8.896625103630424,1.6607656887089322,6.578496770363637,6.396447485877211,5.7264770491846,34.65000640511215,0.1130820824735177,-0.7561512068766909
