Counts_Kurtosis,Counts_Kurtosis.1,Counts_Kurtosis.2,Counts_Kurtosis.3,Counts_Kurtosis.4,Counts_Kurtosis.5,Counts_Kurtosis.6,Counts_Kurtosis.7,Counts_Kurtosis.8,Counts_Kurtosis.9,Counts_Kurtosis.10,Counts_Kurtosis
17.29083984773591,3.151341487539458,11.460489679882992,1.7946268575374411,-0.0162022756209343,-0.1554961245333985,7.541072420306669,-0.2536193924813394,154.4113311923838,-0.4265552816986711,-0.3559541685541925,0.7907893284622523
18.03641165053711,3.4016798963861232,11.598993702177571,1.8182768757227377,0.0154038576510084,-0.1160058157806984,7.7872783678346735,-0.224949633496009,160.17453616797334,-0.4171517445476405,-0.347639757971101,0.8332904584516823
18.802839800761085,3.663289113606634,11.69987114652669,1.8476478482146288,0.0476750464804043,-0.0745445723886457,8.05588500664187,-0.1927217411620234,166.0586089902368,-0.4068053276429526,-0.3381958439318264,0.877386846976925
19.5987508492799,3.93858724703498,11.769299756226363,1.8835822608994064,0.0808267982467803,-0.0309118632990954,8.350014318694916,-0.1565076388589852,171.96487938318558,-0.39530970580928,-0.3273860040077134,0.9232895750535964
20.43344484576636,4.230500353335912,11.80763417190934,1.926996622136553,0.1151073971793352,0.0151516553918282,8.673277485344393,-0.1157928488622821,177.7956039321558,-0.3824090616658893,-0.3149192668533405,0.9712556633407464
21.317651914326657,4.542629987717544,11.81471988184594,1.9789029338329105,0.1508005571415918,0.0639800727467547,9.029886436608978,-0.0699611175987695,183.4618192228021,-0.3677840916781694,-0.3004345850800702,1.0216034961539062
22.26364475247857,4.879383236762592,11.790572965082196,2.0404431215417764,0.1882295737744952,0.1159923491409857,9.424799877802812,-0.0182724596892236,188.89044117185728,-0.3510315277405778,-0.2834797378748983,1.074724701362464
23.285534910939308,5.246904449121091,11.73551770952928,2.11291519243341,0.2277643145056704,0.1717011237323551,9.863872596417844,0.0401643532121638,194.0278937538553,-0.3316361745392422,-0.2634837612962268,1.131089725876702
24.39915436279132,5.656501596634325,11.652828858307815,2.1977994282616624,0.2698349832968425,0.231722232003896,10.354052538691736,0.1064251557513293,198.8390047414684,-0.3089331819661081,-0.239720707560922,1.191257435348727
25.62179313803132,6.1139419365535215,11.544846640178037,2.296741788876597,0.3149491352185833,0.2967861209680555,10.904127887342774,0.1818129600185623,203.30526846447503,-0.2820555282481338,-0.2112601734801114,1.2558839992849844
26.971632456576994,6.626852501816765,11.41069094566472,2.4115218433440155,0.3637183338662444,0.3677518988042316,11.524106077103369,0.2679103941940748,207.42199074836665,-0.2498601472948314,-0.1768993821734472,1.325738926465271
28.466853274834133,7.208592876962887,11.251946844926849,2.54397850382221,0.4168865518386524,0.4456295818534523,12.225596660271002,0.3666447475381185,211.19666911077937,-0.2108221876886102,-0.1350678829173288,1.4017258766020513
30.124215722768422,7.875729964433477,11.072814637371028,2.695882610655345,0.4753769177062441,0.5316031680166944,13.02199816693268,0.4803678803781586,214.64863191466085,-0.1628814434048755,-0.0836920970059069,1.4849160857682504
31.95696610415297,8.654570911003,10.877115515162906,2.8687347623633483,0.5403485608713026,0.6270567580799864,13.929320195987115,0.6119509426318164,217.80512119140107,-0.1032162326926569,-0.0199984272611892,1.5765899325174564
33.972162669278,9.583872808097087,10.665132148155251,3.063510163870747,0.6132739096752116,0.7336946054932465,14.965928221640375,0.7648936598517939,220.7022169245195,-0.0279019080071343,0.0597987646988693,1.67829310141284
36.171146330106765,10.673429221688394,10.449603109834229,3.280392368341273,0.6960411585973993,0.8549945812629138,16.15251104699172,0.9434440634066844,223.38299551953463,0.068618345297478,0.1608896093912588,1.791911049427977
38.54149098177668,11.949015339797512,10.249405921974406,3.518817322718568,0.7910948274870848,0.9946857072562864,17.513137447023308,1.1527113892970453,225.8945546742819,0.1943259625821265,0.2904751429916876,1.9197679666472889
