Duration_Standard_deviation,Duration_Standard_deviation.1,Duration_Standard_deviation.2,Duration_Standard_deviation.3,Duration_Standard_deviation.4,Duration_Standard_deviation.5,Duration_Standard_deviation.6,Duration_Standard_deviation.7,Duration_Standard_deviation.8,Duration_Standard_deviation.9,Duration_Standard_deviation.10,Duration_Standard_deviation
1599.8716891801514,6285.989837657161,8002.974504635111,4329.790312114061,3743.125360479669,2656.4221484994987,4565.633870193001,2343.5852295540526,3112.490454542333,23537.092354313536,3238.586820909767,1558.5991711250715
1541.5428067031182,6154.488555572056,7827.336671095233,4279.176651866856,3641.5245538379713,2592.847892361716,4417.096675386175,2242.730405977563,3026.641608123475,23703.648198260424,3166.81768724138,1446.2881601664728
1480.8273418853305,6011.459462324036,7643.611940855823,4212.390816733587,3541.84330026674,2551.843015297955,4265.945449571625,2153.277916575436,2937.7312897153274,23760.46604871124,3084.41776357619,1353.0261254563654
1417.7510139743715,5859.8607036502,7454.090899197644,4133.442394341543,3446.862605873657,2532.9694995431246,4114.00787193162,2051.599486382728,2847.8652213891173,23714.244866279565,2996.472281513037,1262.0267208756927
1352.8925643424195,5700.972080370846,7260.498008875134,4043.9172775675,3360.0144154791465,2532.7145016484687,3961.1246383107286,1934.2439455303168,2760.010573772684,23571.81682720999,2906.45223190594,1165.0950662787998
1287.0391900509237,5537.917009760566,7061.582880115166,3944.388728280601,3281.253259408849,2549.4164555194075,3811.2750756018872,1810.2777003253816,2675.5857307726487,23340.242258761285,2816.933618215369,1065.2630270164009
1220.7352737719305,5374.188034256184,6858.657805091655,3827.048813790034,3203.485438127148,2576.0792652758114,3668.33437266552,1694.8617444339386,2592.1769642244885,23026.58577769605,2727.226175588969,973.0572444696973
1156.0733844938493,5210.8406321865095,6653.938605379438,3698.70908546236,3121.5772952164984,2609.272182220894,3531.657550684965,1601.0776966468788,2512.079884589894,22638.110720830053,2635.590078105632,896.234043046121
1094.307982656209,5047.217140133505,6452.232320880832,3560.5112159591345,3042.499370658337,2641.188713983769,3401.8227852610453,1533.4911574193047,2437.434889778078,22181.75033969917,2544.689417509151,839.3974583319039
1035.729033329949,4883.601521582042,6253.63309674062,3409.948309318628,2962.1547571212195,2664.050837673467,3278.367738015361,1486.7682288064952,2369.9158974934053,21664.04346093896,2458.361315365886,801.2801225040446
980.4177683313912,4721.146918535354,6057.517518517308,3246.361170294864,2877.9697554020395,2674.581431478967,3162.799883275648,1447.3016429818629,2310.019986656898,21091.372330409045,2375.564382219997,774.5387754523479
929.0256699011944,4561.124039064179,5862.655400344988,3075.30920181096,2792.449174747536,2671.16035084382,3056.983161366116,1405.065000397174,2257.87768143744,20469.9923121396,2299.85244205717,751.5285989722272
881.5710343934348,4402.213838112718,5668.514860221121,2896.5573403434514,2711.2065938209635,2651.7833432050293,2962.49125408854,1356.9650187054774,2213.301507514462,19805.67176362048,2234.043861847999,729.8965039380431
837.3295065866845,4243.23483723839,5475.407005793234,2712.081647730305,2637.201130033999,2614.322023490108,2879.0073493038262,1305.914252239563,2174.732307045818,19103.21934876789,2177.2599250827425,710.5334631724675
795.7595600758293,4082.822969983988,5283.316999510889,2529.933870652112,2564.6630417521287,2559.293485637368,2802.366326170136,1255.6166617609765,2138.561982215636,18366.188922412803,2126.475548228066,695.0219595195673
756.1241172451034,3918.365548981554,5092.369983333633,2355.116761739964,2472.543811546928,2483.785507934534,2726.580339039376,1205.8407774766576,2100.0268059678374,17595.994416743666,2074.9081354084265,682.4994435675616
716.8975503029204,3743.474062025245,4902.934074740976,2186.196618198893,2339.888842754069,2384.15605739715,2643.810999828286,1156.5007717412443,2054.100523043455,16793.411734152458,2011.9895454994376,671.2826229457055
677.481057026983,3564.997476692074,4717.634260397357,2024.582096982096,2175.561327812665,2261.53429844186,2555.624374357351,1103.7169817134557,2000.2549377315152,15963.45184175436,1937.7159208133007,658.7467217138419
637.9997722249481,3386.10756979952,4538.435850436005,1874.19734107821,2008.3825119938208,2121.4516553748017,2468.557034931926,1042.2798928738189,1943.048682114862,15114.664500739247,1864.2325521956031,649.2422792605157
600.4318938730469,3209.2387178516697,4366.496092476695,1741.2402271933956,1859.4098556111408,1972.08477506372,2387.157334976063,994.2512548641948,1886.335162716608,14255.50336977734,1799.062752994109,647.4453110232103
567.0215732365051,3037.7126979303694,4202.884627096741,1635.2364012839228,1736.4947343971562,1816.8690954311544,2314.619169333624,971.6902905223182,1832.739329187694,13393.291078521886,1746.0878634628982,650.532651679105
539.2303768777025,2874.1459731260443,4049.6507476893225,1566.2844187785838,1640.8785070431695,1659.500404122889,2253.64150303163,967.1653876981202,1784.9172772143363,12534.651495806796,1707.06852784571,653.9662038710098
518.2116819942909,2721.088415401731,3907.951805724496,1535.5463100305697,1569.418493704573,1502.872394565744,2204.344625603509,965.0239957951276,1744.8389796996005,11686.175048480462,1682.5538319905015,657.3645788687854
503.96898427945655,2580.53188920337,3778.3060689549593,1543.4610148693146,1517.0918339964617,1352.2189253647591,2166.170443492914,954.1376615501932,1713.9977211037508,10854.44064271232,1671.965971397282,662.4895273534736
496.43033113987326,2453.8128212832858,3660.495821512882,1596.6532773833324,1480.4315177460446,1216.9892012221364,2138.9747165523454,927.762514190503,1692.9142150800485,10045.515556963644,1673.8122698783438,668.9193690789631
496.15592896904303,2342.149872504906,3553.9690302105378,1690.86683643461,1463.370245070964,1106.4345426143066,2122.7185105116505,886.5600168941986,1681.5103573529864,9265.038021919478,1688.365433935149,677.4185367233878
503.3883561969364,2245.5489054877257,3457.444139095079,1820.023562377174,1471.763468385231,1032.2402389074227,2116.9814545887407,839.4404291075239,1680.4509267701196,8518.372714976003,1716.2993565206468,691.3930832152811
518.500883526942,2163.482339318569,3368.249560879065,1979.6830147060964,1514.1230360160555,1004.400286830012,2121.116036494376,804.5262462497179,1690.7892079720127,7810.51823386568,1757.8167636288206,715.8848210115768
541.1238235238517,2095.78759499227,3283.218049869725,2158.9942126875453,1598.5698564638797,1033.791402775932,2134.7162427821618,809.8892980140045,1711.2693499114762,7145.773614724008,1811.8673980901349,754.0888556155494
569.1597401397264,2039.6756278835053,3198.561806310432,2349.6028736661588,1727.1963757118926,1114.428562766626,2154.1640752598264,877.021618280251,1738.6596722097777,6528.138923893795,1876.345149125564,801.059321659263
593.9439312965901,1993.606203218353,3114.66746297138,2539.1624765063234,1887.2553290383185,1211.4343002488456,2156.91713258882,973.7386330324464,1753.253693154342,5952.96725644214,1944.096147459158,850.1360471487978
604.921739906721,1940.9038361779008,3034.879695135801,2690.2142294160903,1880.301876492093,1256.760482850918,2098.5345274153747,869.7062491853568,1717.561290496581,5381.943802919106,1941.9133943071145,803.121301262715
614.0719282300613,1885.0728457555083,2960.1937549244312,2836.5078159270274,1855.900674916323,1303.454497706995,2026.6409794608264,808.7798477846216,1677.370569942737,4855.9993354481685,1929.8850490022744,763.3322099618111
625.5290099581453,1833.338418637972,2890.008257223195,2995.442389686076,1848.3918487893925,1373.2876059953403,1955.2907497168403,805.9525729592862,1638.4222092514135,4373.720975634441,1924.5052317270784,742.535907604366
638.785113448521,1786.9473612726483,2824.179993579617,3166.1071918488574,1857.684000196652,1461.2391474709195,1886.8120535503524,842.3858662747498,1602.042570280301,3940.377435267009,1925.8837709023403,734.9690658927339
652.7180879009177,1744.0550507616915,2763.621361515688,3344.9408930949603,1881.5205319265128,1560.9042724028336,1822.0531062935827,895.3320775833056,1567.5474473690626,3554.5474384998524,1932.943153976629,736.3835259274549
666.433816542455,1704.1636902256355,2708.7565479737927,3528.01282811938,1916.98361657303,1666.3856335510898,1760.8539630346788,944.4688015009732,1533.7733309814837,3213.657052316727,1944.1990417889588,743.178110983535
679.0183095751609,1667.564640152127,2659.1629365258614,3711.281893357346,1961.1352918626449,1773.9565149445586,1702.9213335554657,976.2182514170158,1500.1941573335291,2914.201707226497,1958.202849798449,753.0540472195758
689.7884065558657,1633.7642897249966,2615.752756110063,3890.787209915333,2011.5041780055733,1882.840873856857,1648.0001752509768,983.5743793515054,1466.3818290207114,2652.102968151109,1973.839257371452,765.2467791370698
698.3796400017878,1602.3806635951732,2577.99154860397,4062.7446692524286,2066.327213907336,1991.3341947068127,1596.0367741700625,965.2750438135596,1432.2045277746265,2423.151843078449,1990.503009409041,780.7445049766313
704.7279469620689,1573.207079715782,2544.991371117997,4223.187913099621,2124.540455069063,2099.0505835988824,1547.315856966223,925.5264506166895,1397.907828992167,2223.4434674999875,2008.1346984725628,802.1395055625553
709.0331751875556,1546.1049466048953,2515.821483397779,4369.049333761383,2185.570996818023,2205.3231794671824,1502.528049229944,874.5220014726139,1364.1281752877644,2050.2065449052666,2027.119007680065,833.0305606246246
711.7124488655634,1520.611555637298,2489.374170348306,4498.66442889105,2249.010875610972,2309.25095109458,1462.5287070874444,829.2864395614337,1331.8252409842803,1901.6464605786616,2047.628257783426,877.0300972997426
713.3203060968667,1497.195626981587,2464.151527540965,4610.573371446807,2314.26317515939,2409.673630687084,1428.2094196627472,812.6259921883964,1301.9628481561967,1777.0027487321995,2069.853704327382,936.6542275091869
714.2549198817456,1475.536538465991,2439.5521847526966,4703.195351123444,2380.2436761819577,2504.797966049368,1400.642547212955,845.9300492389755,1275.3560527416246,1676.4888071293133,2094.03144831328,1012.5284118068882
713.7055521470768,1454.436419714394,2412.0418974249515,4773.20009165852,2441.8875476376925,2592.280057499762,1377.8197309913642,937.7162746631732,1250.9110179521765,1600.2625780560634,2119.7724902403497,1102.5994953983993
703.5514549359508,1428.364532865683,2380.857806050879,4805.182558008636,2426.6117796029407,2644.9820033921,1330.3905641587392,961.6509230182734,1203.076905258849,1503.815759277837,2125.072165334118,1137.836628683499
681.1126015351535,1386.5593028159558,2349.6876089252983,4780.932906960503,2280.7796965874045,2631.14565634512,1240.2357013255046,853.3324128535476,1123.5744353724804,1365.1367976989525,2075.2209928187185,1095.2406995935448
656.4302106519623,1345.083900549508,2321.8741517582434,4727.935011741191,2145.676074588736,2603.204728013622,1154.8782000961032,814.4217473963588,1045.493999747192,1254.5927770574558,2028.210985120833,1056.747475192714
633.5295654397676,1308.3711427093422,2298.8295956285224,4656.712434814381,2029.513422406004,2569.8910472697235,1087.0309013195397,829.4130819175907,980.0907893486444,1170.6378230659234,1986.369831827711,1020.3061222172832
613.839790392297,1277.179025146446,2281.626061510424,4573.104156284322,1928.20772308488,2533.019650940379,1037.1022764235815,872.5801107143577,931.027890184232,1108.2963779806144,1951.4163119004456,990.4062357122988
596.5758670262013,1251.5196886262013,2272.0280819624727,4479.331060467132,1840.147331642206,2494.3940919028555,1003.9002128298822,920.3620514940764,898.0215145258968,1059.2543152817727,1922.3286735574952,966.55334472891
582.5436495928532,1232.7692493472152,2268.5590323823794,4380.206532333369,1764.492729220561,2452.8285452941486,981.4915852676824,957.987112940561,877.1716725951238,1017.3007334280112,1897.816743154468,946.2669755247312
572.3930514201227,1220.7694609715193,2271.5744540205137,4279.539649332151,1698.142501925173,2407.4882464398365,965.2562759955582,976.6787662335928,864.6866926056447,977.1700318632188,1877.0193557560085,927.4168437951612
565.9853165514205,1214.9498948312446,2281.6504346840024,4178.88516973712,1639.0496797095736,2358.153721587225,952.6954615425752,972.3899129418932,858.6394247730232,935.0857710442638,1859.488447445923,908.7072143030484
563.2544077409518,1214.7250261258632,2298.226743096827,4079.94546268206,1586.7912428411355,2305.3910893921634,943.033653469748,945.8413077231723,858.7644863908735,889.8503652472286,1845.615407572909,889.8201277640359
564.0966205891493,1219.0129903776876,2319.7303725859847,3983.7367838687487,1541.1354702249348,2250.24395988617,937.633910815362,903.4224230272678,866.0517092310236,844.0245323094987,1837.225076730016,871.5127156464101
568.310942374904,1227.038635683055,2344.535090933368,3889.520400778905,1502.329562910406,2194.254832296125,939.8143020233972,858.9348518201213,881.3689066986717,803.3968410566201,1837.3606960216475,855.5776011281763
576.3960273282983,1238.028937469115,2370.44042524429,3795.839289914215,1477.4675371335356,2140.457580514917,952.4576550953168,833.178591811695,905.6080197521272,776.9844446069333,1847.9157673188192,844.4488454774481
587.0601359692581,1249.8979931364947,2395.118285753304,3700.9000993774594,1468.4390356812685,2090.7013528256844,978.3769835446276,847.1792616716422,938.0333736220816,777.0887939713577,1870.1171050397,837.3894472882861
598.9198558950578,1261.730785376522,2415.694451805137,3590.5636411670444,1483.4658912830978,2037.5772171971107,1017.7778362059,917.0571229990592,975.5752893490624,816.8492624975721,1903.862303321016,837.5307590611637
603.3301544160464,1274.33506949456,2432.0168574078384,3453.723745521095,1515.2430041760688,1974.6741480885808,1052.058344056603,999.1928585305786,1001.4373788763684,882.1576547518483,1943.300312074772,831.8986351379347
595.6348373635783,1274.156237527118,2447.0265383420165,3292.87418302302,1391.932795168345,1850.1666068383493,1037.4187941893936,909.296562651842,989.6117365724624,867.2519327994867,1926.417772183093,721.8913079260236
584.5242067265783,1265.019985691543,2461.336265676101,3124.3619154525004,1262.5640220214966,1715.8031084493475,1014.6611645413592,852.8268127218013,977.4291745502968,873.9585629777237,1905.7439390394688,630.4045888586577
573.4688711157206,1256.0189325392516,2474.3029101550733,2958.75233233327,1156.7501555307877,1582.318039183858,998.666898263134,843.1772553478509,969.401711166656,906.3502188139372,1892.086669878673,573.7003268558404
563.2914862012229,1248.5807736763686,2483.0851536355603,2798.0837728906613,1074.4840235620698,1453.6420503529994,989.082312459196,866.4484327528709,964.693343121294,958.2940966776785,1884.4776112826169,549.2835858826306
553.6077067024385,1241.5694115048248,2489.253351008117,2644.122001921946,1011.0396617417656,1331.3740196736755,985.7384873971124,903.7219341005724,961.8062065106866,1022.3952072989432,1881.179654671987,548.4618164329847
543.8907864396756,1234.987084918086,2490.332946217954,2498.452357536002,962.7508916687322,1216.729122346685,986.9691438668592,940.543519102914,959.1545795649484,1091.8213614741687,1880.102320756044,560.4264103759742
533.6283868017377,1229.487021398901,2487.1200234031667,2362.446615298408,924.6242026385283,1110.6747259429958,991.0780743325696,968.2462801490166,955.3711699669226,1162.3403334344814,1879.1753827488585,576.0134107394814
522.4101313670665,1224.7103670130105,2479.6474100308496,2237.223117860304,890.6044677207537,1014.1787821917208,996.7394515331864,982.2231473428828,949.4752809429176,1231.162814518606,1876.5098619004664,590.7198944898502
509.9913125713771,1220.22628994674,2466.901015617073,2123.601517655875,855.1847641264085,928.5493361599464,1003.15149207859,982.3262568274388,940.9533730200058,1296.9073275575015,1870.735891942977,604.9840210434668
496.3197060769858,1215.654178999761,2447.9321742968546,2022.055129896483,820.1602136793587,855.7964048463547,1010.037129880248,973.0791596307204,929.7920900170184,1359.3369265881277,1861.6743077854696,621.4866571541811
481.4829247656907,1210.6484787718505,2421.9248626874537,1932.666950199391,789.8308525409634,798.8806897885981,1017.6304439483392,962.7239782928464,916.4711109345492,1418.9803461688289,1849.591668254736,644.3350069700149
465.39253089673286,1204.6485384649643,2388.110667260885,1855.0978035893288,770.9565473272783,761.606595439156,1026.7050540783716,962.4904663764728,901.8856724668706,1476.685683877909,1835.1865376649912,677.9727457946352
448.9162796870664,1197.5999378643733,2346.031954723333,1788.5769579722785,771.0006715675119,747.8282088942335,1037.5827698808623,984.6571641694262,887.0196773100469,1533.3109818962082,1819.3741760177816,725.7930057488641
434.2063196480952,1189.2078541302842,2295.386037651246,1731.9169081588211,794.6663401283867,758.5673394694661,1051.3835660195848,1038.521673745678,872.7146518555418,1589.670899383862,1802.664882372869,789.4643124711315
421.5945883679823,1179.3112819349574,2234.4504255978486,1681.0851157652726,841.700686939019,800.6364106057754,1065.3854763309066,1125.6821440978003,859.2731233897442,1646.113595778108,1785.062585914142,868.0099506767435
403.19081609059657,1165.2351075508238,2163.7819679859404,1624.732716309648,857.9748612898352,843.1558562053043,1059.25949336469,1158.858189144893,823.6260619010462,1677.6905511201717,1751.3242793045797,902.6474151749492
373.2766258052238,1138.9929793604786,2086.904778349924,1542.9669069526924,785.6743063415312,847.0721001021328,1023.5745975308648,1074.2025664729726,760.7510197742313,1673.184699565446,1667.881018604448,857.2520619155342
344.77944947011264,1111.1600005552302,2006.184751137868,1437.719346432517,749.1833234602551,890.6193360135355,991.3658499695356,1010.2137212549424,702.5649400240478,1673.825852379277,1588.9421356453888,821.0011651558092
322.9163961731076,1087.8897600547814,1922.289515695335,1334.777861788864,741.2513378006073,970.6267611480256,967.9407639225506,974.9243312338856,652.2580682258501,1677.3044237361528,1520.9258469529095,794.947775319342
307.3288039891052,1070.2298722352757,1837.421500720736,1245.9173111124096,751.4114276568823,1076.7613414992195,950.1788245367666,963.6702822044174,611.0133639322913,1681.2104156408836,1465.777832702292,772.7163357706642
297.7055645636073,1057.134270613445,1755.1765055361775,1168.8776124271392,767.4392169125554,1200.406283161892,941.2030819515642,967.28349385086,579.7567687703759,1684.1267652511413,1422.6627759986525,755.507615681398
292.39662431587243,1048.8796094434438,1674.7748997470592,1106.131200597431,781.9979055815198,1333.2590397807714,940.6180748964032,975.009315363712,557.2707530272614,1684.5972129138436,1389.9339786210617,742.9686242974194
289.33148196109966,1046.0213084977206,1598.0581011722102,1060.4921218398297,789.9873935426862,1471.9220853261734,946.8379829733548,977.493897930208,541.1071880893152,1681.7608169608268,1366.3997939811725,732.997161278316
286.84023890325665,1048.2997125851475,1526.5375792797167,1030.7690667059255,791.5603604559509,1614.1111068945468,958.4085481413704,970.812847968298,529.5729254983869,1675.71899765071,1350.106876577112,723.8417258690574
284.20620055694894,1055.6821948407464,1461.3043260424245,1016.6211215886972,790.1815746009838,1758.609539125115,974.3301012674896,955.8493877884448,523.3406993076773,1667.3803705197251,1339.3522365036406,714.4410775676907
281.389092941443,1067.6667244443188,1401.992046209182,1017.4230605908402,790.3362088226261,1904.9821757360533,994.0842680575176,937.3304897846562,523.9194660171383,1658.3863342832626,1333.133129159497,704.5854609324815
278.8922134760674,1083.127675614352,1348.113956205491,1031.6618474590737,797.5051413138891,2051.9997951574123,1017.7428741039464,923.7652003325076,532.8433796569548,1651.1418232332142,1330.5253634473972,694.9266853444116
278.1359605287521,1101.3062422803837,1298.6545647363394,1061.1594515806678,817.7133857569419,2196.983100347068,1045.670482571106,926.9678855132454,551.2176544892665,1648.2618738056256,1332.3435952067614,686.8694671758615
280.3016640109128,1121.8123142281074,1251.5525362716946,1103.3813075938167,852.5736874507346,2337.28391182134,1079.0917051296897,956.6893489871904,576.9080913992121,1651.8496030974718,1339.1314258197071,682.197927989218
284.2746886190337,1142.9791818666977,1203.9946931700476,1142.5204685350932,906.4621517145708,2468.7042354646173,1114.5450184611134,1011.0116105616306,610.2417170749502,1664.5056249452475,1350.1957318865548,679.9799216597424
286.1231455457456,1164.4364196533636,1154.6655543330162,1157.3259583438307,971.9646135702616,2578.7796719480234,1139.1620745037235,1055.0310141884252,638.9441602344955,1679.9168625158727,1358.174294130145,672.4820297401615
276.5626648799865,1176.429925454232,1107.117733700614,1146.13405199232,930.0257259568572,2632.0139462066413,1129.3920620115414,951.8713585480097,632.9172144580563,1654.8748344530056,1317.6204405282172,579.8490565793679
266.62087870754675,1180.2826008129368,1064.5008764297809,1130.8228014321,889.0186093447761,2667.59967696032,1110.4782963151515,869.9738988323254,624.8936680862386,1633.680830468362,1268.5949990078716,494.4959121226154
260.69001544663905,1181.8669401653924,1027.209877430504,1122.169913287982,867.1572018614628,2692.815399271677,1091.8418266493588,822.3725311498278,619.7227996753497,1618.4406114630606,1224.190946787652,430.558744103429
260.0347854050076,1181.7638984188843,993.31315352531,1120.486922778333,861.6578916543106,2707.665456639594,1073.4674478905367,803.2158479952848,615.8719540902182,1607.6293865143944,1185.0598528091666,389.6385185098544
263.8394504941817,1178.6824792932416,964.3102306080824,1125.6611926378707,867.091207062341,2712.3292198526656,1055.5612730072953,801.1271546788743,613.1423987583025,1599.0525739777315,1151.1248317038976,369.728479390869
270.924683093646,1172.3474383930773,937.0863442912546,1137.1828437845618,877.0228392961967,2706.7516989524665,1037.4290366627597,803.9115366653164,610.6454591486869,1590.422829442242,1121.9394191554925,365.20671812306034
280.07859409974714,1163.2137430821426,912.5514182417076,1154.2181323122843,883.5059410674443,2690.8359306899965,1018.3573564773452,803.4036059997334,607.486495620372,1579.66946767855,1096.9212059489544,369.1476862558861
290.2990236130116,1150.9945033545407,890.4397920385467,1175.7134749747186,877.3211235635586,2664.51065531284,997.7997352210656,796.2429081935057,603.0264212296336,1565.276048807928,1075.5883877465749,376.00019996416336
300.9021458032733,1135.5067890056655,869.3329930457306,1200.5038808211434,861.9993214156166,2627.7722096399,975.4746861655516,781.1330120672901,596.9672960224408,1546.4503289207455,1057.7408498787586,382.7214717571727
311.5263446385171,1116.6953278507715,848.5047106979212,1227.4037010387983,841.662587035357,2580.7123062330293,951.4860517096143,760.1490731476658,589.3034810909894,1523.1212534500098,1043.5443597288174,389.1991418018777
