Amplitude_Standard_deviation,Amplitude_Standard_deviation.1,Amplitude_Standard_deviation.2,Amplitude_Standard_deviation.3,Amplitude_Standard_deviation.4,Amplitude_Standard_deviation.5,Amplitude_Standard_deviation.6,Amplitude_Standard_deviation.7,Amplitude_Standard_deviation.8,Amplitude_Standard_deviation.9,Amplitude_Standard_deviation.10,Amplitude_Standard_deviation
1.0329583987776874,1.1955126643312592,1.2759773999054314,1.1913767488215836,1.4007255472704223,1.1621431752670404,1.2005115579245895,1.4701233296540004,1.0215734005823172,1.2368145279000091,1.102100990265955,1.2450347804291162
3.125575581050786,3.633533542548063,3.883812109173234,3.606207477614424,4.239496141611336,3.516843359293483,3.642849616799973,4.444672027892081,3.091570074944246,3.740225718444492,3.337291165174385,3.763948689701179
5.305131776955776,6.198506841969143,6.63637350046137,6.121804024595912,7.19723642555843,5.968559967405252,6.20195355117024,7.537324092739249,5.247494085338428,6.34385810600283,5.6696677046382105,6.38094985868225
7.624419588260873,8.959631343722764,9.610289391324295,8.797121128330549,10.344595175974709,8.574895027293893,8.943236554744066,10.822235885307403,7.540939378429005,9.10984333462365,8.157315905581644,9.15635861532405
10.120041153229533,11.970113723289344,12.866226529861942,11.672084057688425,13.729839262828396,11.375020495806972,11.915284333845154,14.35022601617705,10.00766482204289,12.080862620389244,10.841746512793057,12.130123038663593
12.80701232718296,15.26088599050222,16.44228592051838,14.76172018406378,17.371684565828858,14.383811847684862,15.143697603475,18.14097918708205,12.662349137639648,15.273579231005847,13.74239368891112,15.315244477498211
15.675285696690812,18.83629744807726,20.34945326598244,18.0526371288708,21.254742494972355,17.588293255121897,18.62712993706453,22.17801318275103,15.495327213067933,18.67444706045641,16.85317021340608,18.69363421731179
18.688463703182773,22.672104622906144,24.5694239584123,21.50216747336399,25.327953927398067,20.94668568307761,22.33585901501712,26.406792715981965,18.471596011622296,22.238222919222068,20.141383375495675,22.214743695283136
21.784824326399484,26.71592833272121,29.05498882152279,25.040253634527943,29.50617745985616,24.390174744945288,26.213003328009727,30.7361696393966,21.532198067948013,25.88932755089458,23.549149648431538,25.79706186023141
24.880643414558225,30.89016123156401,33.73296586161423,28.574061282246145,33.67485804276544,27.82736614725044,30.1783349112255,35.04311239332591,24.597932255782474,29.526020564853106,26.99725197670901,29.332453408455372
