RMS_Mean,RMS_Mean.1,RMS_Mean.2,RMS_Mean.3,RMS_Mean.4,RMS_Mean.5,RMS_Mean.6,RMS_Mean.7,RMS_Mean.8,RMS_Mean.9,RMS_Mean.10,RMS_Mean
3.395071835267394,0.7781369881658715,1.3772926524166875,7.804093416152959,1.7217293132911975,2.026395056297164,2.340101374478883,2.204145798581545,0.9465516408910136,1.277636498826927,3.495428495747358,3.45003637412472
10.269136684297507,2.357890555821028,4.170913499952331,23.625004960944604,5.211649582676299,6.135807969051514,7.08162068713128,6.66713113857273,2.865327809888768,3.8644426219807335,10.578334464687464,10.433917660723784
17.445407123571282,4.0132682405263145,7.094668405636719,40.169333524265646,8.860599665368902,10.435284524101688,12.03666821380024,11.326553309884352,4.871653078783084,6.564911161355216,17.98086579561187,17.722788584925308
25.1264460457326,5.791977724797431,10.232304162849308,57.90758425777887,12.772399323582658,15.047565299118782,17.345920727428542,16.31384376716331,7.022512972404102,9.455245614749522,25.91337650806359,25.52218767405245
33.46618234025633,7.731064079519411,13.648417629141283,77.20050847054786,17.02661572220474,20.06705906319889,23.116911575431143,21.72883369411077,9.36153918756057,12.593330845561274,34.536876123810124,33.988098851589136
42.55197078388187,9.852725350145755,17.381117818257827,98.25725208254622,21.66935092915936,25.54898444586368,29.411614677472684,27.62811048330563,11.913961827125709,16.01199653943723,43.94448740836698,43.208746836044725
52.39150417862322,12.161194890515814,21.43660249687009,121.104472263489,26.706451739511703,31.50134222778289,36.237341620369975,34.01652941574877,14.682896907825343,19.714110093434403,54.14783946289921,53.191336317599486
62.90559391807161,14.640925297417816,25.78606515699505,145.56879527009934,32.09966236069138,37.88033138550721,43.54164625879583,40.842532754403024,17.647253081972732,23.669875292621352,65.06945533785564,63.85475925948704
73.92740165317397,17.256223818358798,30.36517971338068,171.27404217631067,37.76603529058915,44.58958237717154,51.21165545405299,47.99766052089994,20.76142970124369,27.81655619079737,76.54174960211287,75.02886585835076
85.20825803517594,19.9523796915853,35.07623277969201,197.653645815968,43.58067582858998,51.48330405352083,59.07791728103098,55.320333839345416,23.956846984470783,32.060676437655054,88.31278517474546,86.46042325855015
96.42972308349462,22.65822456457506,39.79277505518802,223.97752402469828,49.38267792759252,58.373157395632575,66.9225578750494,62.60369185693386,27.145223940295505,36.282563121769904,100.05844940859406,97.82542568483927
107.22112464007922,25.29007501266545,44.36651014348091,249.3916988346344,54.9838538014111,65.03844251308911,74.49121642873986,69.60698365857849,30.22339338519996,40.34294638364239,111.40026726768644,108.74695720549272
117.1813944705382,27.759996671724384,48.63596349060459,272.96818142911155,60.17968979010405,71.23890422473538,81.50799172151507,76.0697535330464,33.07933493424273,44.0911685392604,121.92767073147851,118.81741657881928
125.90373987702014,29.97605698616252,52.43634963555552,293.7614554451468,64.76180888212694,76.72931554110131,87.69240934001773,81.727850627877,35.59901722269361,47.37445461847064,131.22327296533814,127.6236092890356
133.0014754139935,31.84746231753873,55.61011895792873,310.86810098029326,68.53107186521163,81.27484381150235,92.77932255877116,86.33020791878222,37.67359982315256,50.04761644905782,138.88967683532027,134.7730061604959
138.13326153657738,33.30369902573382,58.02441718007756,323.48531462063744,71.31043964386136,84.6661483636611,96.54635572935088,89.65521863338654,39.20652691212222,51.98252775654935,144.59397271033976,139.9193868936172
141.02601752075262,34.29159923765415,59.59358969843842,330.9644707142726,72.95676465897908,86.73323617977726,98.83225639465248,91.52561239378512,40.12144050440435,53.07675422784319,148.08983521716652,142.78611523770056
141.4939871544687,34.77062900267883,60.264488619532735,332.85600735256094,73.37064043457742,87.35707166001608,99.5072443014016,91.8208268371459,40.37534301797093,53.26166965449384,149.19828215265437,143.18546745691668
139.45263445739425,34.71335737168065,60.01689469293681,328.9426024960285,72.50383475737682,86.47821681040597,98.50256874358968,90.48601379826664,39.946829748286426,52.510046195723625,147.9572922487165,141.03270793410144
134.92649029343715,34.13736129313366,58.87566029386545,319.25856815752223,70.36840935766152,84.10195490220953,95.84088539464852,87.53709979022182,38.83914192460869,50.83306488197304,144.50551807642557,136.35393384602054
128.05182139994145,33.08865016672129,56.911222680081295,304.09454933197395,67.07369284028867,80.29972525514512,91.63943671623348,83.06164087636608,37.0955562039742,48.28676013520531,138.99760249731835,129.28718597979162
119.11257362338388,31.661159213805742,54.22658023106284,283.999110843805,62.7346887221166,75.21214434407759,86.07553774784083,77.22112362691117,34.79768197781473,44.972331800025216,131.8103593782207,120.07672580388494
108.45167008198294,29.889719905595857,51.02548603265511,260.08362608994287,57.504665338708826,69.0935827789396,79.46555687593877,70.24353266231145,32.099960641904005,41.02715178594949,123.32529545232484,109.0609000314092
